"specks","variables","data","copies","parents","privacy"
0.00599999999999999,"sex","sd2011",5,0,0
0.0138,"age","sd2011",5,0,0
0.0156,"agegr","sd2011",5,0,0
0.013,"placesize","sd2011",5,0,0
0.0228,"region","sd2011",5,0,0
0.0152,"edu","sd2011",5,0,0
0.0186,"eduspec","sd2011",5,0,0
0.0174,"socprof","sd2011",5,0,0
0.00139999999999999,"unempdur","sd2011",5,0,0
0.145200000000002,"income","sd2011",5,0,0
0.00939999999999999,"marital","sd2011",5,0,0
0.270000000000003,"mmarr","sd2011",5,0,0
0.264000000000004,"ymarr","sd2011",5,0,0
0.859999999999938,"msepdiv","sd2011",5,0,0
0.854999999999938,"ysepdiv","sd2011",5,0,0
0.011,"ls","sd2011",5,0,0
0.0186,"depress","sd2011",5,0,0
0.012,"trust","sd2011",5,0,0
0.0074,"trustfam","sd2011",5,0,0
0.0126,"trustneigh","sd2011",5,0,0
0.0112,"sport","sd2011",5,0,0
0.194800000000003,"nofriend","sd2011",5,0,0
0.00759999999999999,"smoke","sd2011",5,0,0
0.00579999999999999,"nociga","sd2011",5,0,0
0.00299999999999999,"alcabuse","sd2011",5,0,0
0.0164,"alcsol","sd2011",5,0,0
0.0876000000000005,"workab","sd2011",5,0,0
0.83859999999994,"wkabdur","sd2011",5,0,0
0.0096,"wkabint","sd2011",5,0,0
0.939399999999929,"wkabintdur","sd2011",5,0,0
0.942799999999929,"emcc","sd2011",5,0,0
0.0144,"englang","sd2011",5,0,0
0.0876000000000004,"height","sd2011",5,0,0
0.0469999999999998,"weight","sd2011",5,0,0
0.291000000000001,"bmi","sd2011",5,0,0
0.00872,"sex","sd2011",5,1,0
0.01292,"age","sd2011",5,1,0
0.01616,"agegr","sd2011",5,1,0
0.01164,"placesize","sd2011",5,1,0
0.01972,"region","sd2011",5,1,0
0.00864,"edu","sd2011",5,1,0
0.02152,"eduspec","sd2011",5,1,0
0.01872,"socprof","sd2011",5,1,0
0.00547999999999999,"unempdur","sd2011",5,1,0
0.137720000000002,"income","sd2011",5,1,0
0.00899999999999999,"marital","sd2011",5,1,0
0.270000000000003,"mmarr","sd2011",5,1,0
0.216400000000003,"ymarr","sd2011",5,1,0
0.859999999999938,"msepdiv","sd2011",5,1,0
0.685319999999951,"ysepdiv","sd2011",5,1,0
0.0142,"ls","sd2011",5,1,0
0.02048,"depress","sd2011",5,1,0
0.0142,"trust","sd2011",5,1,0
0.00339999999999999,"trustfam","sd2011",5,1,0
0.0162,"trustneigh","sd2011",5,1,0
0.00848,"sport","sd2011",5,1,0
0.184200000000003,"nofriend","sd2011",5,1,0
0.00647999999999999,"smoke","sd2011",5,1,0
0.00131999999999999,"nociga","sd2011",5,1,0
0.007,"alcabuse","sd2011",5,1,0
0.0164,"alcsol","sd2011",5,1,0
0.0876000000000005,"workab","sd2011",5,1,0
0.834119999999941,"wkabdur","sd2011",5,1,0
0.00624,"wkabint","sd2011",5,1,0
0.751999999999943,"wkabintdur","sd2011",5,1,0
0.942799999999929,"emcc","sd2011",5,1,0
0.00599999999999999,"englang","sd2011",5,1,0
0.0811200000000003,"height","sd2011",5,1,0
0.0563999999999998,"weight","sd2011",5,1,0
0.290080000000001,"bmi","sd2011",5,1,0
0.00587999999999999,"sex","sd2011",5,2,0
0.01348,"age","sd2011",5,2,0
0.01324,"agegr","sd2011",5,2,0
0.01416,"placesize","sd2011",5,2,0
0.0234,"region","sd2011",5,2,0
0.01084,"edu","sd2011",5,2,0
0.02188,"eduspec","sd2011",5,2,0
0.0156,"socprof","sd2011",5,2,0
0.00875999999999999,"unempdur","sd2011",5,2,0
0.07316,"income","sd2011",5,2,0
0.00996,"marital","sd2011",5,2,0
0.01404,"mmarr","sd2011",5,2,0
0.01904,"ymarr","sd2011",5,2,0
0.00596,"msepdiv","sd2011",5,2,0
0.00588,"ysepdiv","sd2011",5,2,0
0.00779999999999999,"ls","sd2011",5,2,0
0.00947999999999999,"depress","sd2011",5,2,0
0.00827999999999999,"trust","sd2011",5,2,0
0.00555999999999999,"trustfam","sd2011",5,2,0
0.00671999999999999,"trustneigh","sd2011",5,2,0
0.00259999999999999,"sport","sd2011",5,2,0
0.191600000000003,"nofriend","sd2011",5,2,0
0.00607999999999999,"smoke","sd2011",5,2,0
0.00583999999999999,"nociga","sd2011",5,2,0
0.00416,"alcabuse","sd2011",5,2,0
0.00455999999999999,"alcsol","sd2011",5,2,0
0.00427999999999999,"workab","sd2011",5,2,0
0.832439999999941,"wkabdur","sd2011",5,2,0
0.00324,"wkabint","sd2011",5,2,0
0.00348,"wkabintdur","sd2011",5,2,0
0.00579999999999999,"emcc","sd2011",5,2,0
0.00756,"englang","sd2011",5,2,0
0.0792000000000002,"height","sd2011",5,2,0
0.0536799999999998,"weight","sd2011",5,2,0
0.276000000000002,"bmi","sd2011",5,2,0
0.00599999999999999,"sex","sd2011_clean",5,0,0
0.0138,"age","sd2011_clean",5,0,0
0.0156,"agegr","sd2011_clean",5,0,0
0.013,"placesize","sd2011_clean",5,0,0
0.0228,"region","sd2011_clean",5,0,0
0.0152,"edu","sd2011_clean",5,0,0
0.0186,"eduspec","sd2011_clean",5,0,0
0.0174,"socprof","sd2011_clean",5,0,0
0.311199999999998,"unempdur","sd2011_clean",5,0,0
0.257200000000004,"income","sd2011_clean",5,0,0
0.00939999999999999,"marital","sd2011_clean",5,0,0
0.270000000000003,"mmarr","sd2011_clean",5,0,0
0.264000000000004,"ymarr","sd2011_clean",5,0,0
0.859999999999938,"msepdiv","sd2011_clean",5,0,0
0.854999999999938,"ysepdiv","sd2011_clean",5,0,0
0.011,"ls","sd2011_clean",5,0,0
0.0186,"depress","sd2011_clean",5,0,0
0.012,"trust","sd2011_clean",5,0,0
0.0074,"trustfam","sd2011_clean",5,0,0
0.0126,"trustneigh","sd2011_clean",5,0,0
0.0112,"sport","sd2011_clean",5,0,0
0.130600000000002,"nofriend","sd2011_clean",5,0,0
0.00759999999999999,"smoke","sd2011_clean",5,0,0
0.74739999999995,"nociga","sd2011_clean",5,0,0
0.00299999999999999,"alcabuse","sd2011_clean",5,0,0
0.0164,"alcsol","sd2011_clean",5,0,0
0.0876000000000005,"workab","sd2011_clean",5,0,0
0.974999999999925,"wkabdur","sd2011_clean",5,0,0
0.0096,"wkabint","sd2011_clean",5,0,0
0.939399999999929,"wkabintdur","sd2011_clean",5,0,0
0.942799999999929,"emcc","sd2011_clean",5,0,0
0.0144,"englang","sd2011_clean",5,0,0
0.0876000000000004,"height","sd2011_clean",5,0,0
0.0469999999999998,"weight","sd2011_clean",5,0,0
0.291000000000001,"bmi","sd2011_clean",5,0,0
0.00375999999999999,"sex","sd2011_clean",5,1,0
0.01472,"age","sd2011_clean",5,1,0
0.01648,"agegr","sd2011_clean",5,1,0
0.01208,"placesize","sd2011_clean",5,1,0
0.01772,"region","sd2011_clean",5,1,0
0.00868,"edu","sd2011_clean",5,1,0
0.022,"eduspec","sd2011_clean",5,1,0
0.01852,"socprof","sd2011_clean",5,1,0
0.251839999999999,"unempdur","sd2011_clean",5,1,0
0.257200000000004,"income","sd2011_clean",5,1,0
0.00919999999999999,"marital","sd2011_clean",5,1,0
0.270000000000003,"mmarr","sd2011_clean",5,1,0
0.264000000000004,"ymarr","sd2011_clean",5,1,0
0.68883999999995,"msepdiv","sd2011_clean",5,1,0
0.684399999999951,"ysepdiv","sd2011_clean",5,1,0
0.01356,"ls","sd2011_clean",5,1,0
0.0154,"depress","sd2011_clean",5,1,0
0.0142,"trust","sd2011_clean",5,1,0
0.00339999999999999,"trustfam","sd2011_clean",5,1,0
0.0162,"trustneigh","sd2011_clean",5,1,0
0.0082,"sport","sd2011_clean",5,1,0
0.141600000000002,"nofriend","sd2011_clean",5,1,0
0.00759999999999999,"smoke","sd2011_clean",5,1,0
0.74739999999995,"nociga","sd2011_clean",5,1,0
0.007,"alcabuse","sd2011_clean",5,1,0
0.0164,"alcsol","sd2011_clean",5,1,0
0.0876000000000005,"workab","sd2011_clean",5,1,0
0.974999999999925,"wkabdur","sd2011_clean",5,1,0
0.0072,"wkabint","sd2011_clean",5,1,0
0.939399999999929,"wkabintdur","sd2011_clean",5,1,0
0.942799999999929,"emcc","sd2011_clean",5,1,0
0.00443999999999999,"englang","sd2011_clean",5,1,0
0.0827200000000003,"height","sd2011_clean",5,1,0
0.0535999999999998,"weight","sd2011_clean",5,1,0
0.29164,"bmi","sd2011_clean",5,1,0
0.00259999999999999,"sex","sd2011_clean",5,2,0
0.01532,"age","sd2011_clean",5,2,0
0.01628,"agegr","sd2011_clean",5,2,0
0.01452,"placesize","sd2011_clean",5,2,0
0.02296,"region","sd2011_clean",5,2,0
0.00767999999999999,"edu","sd2011_clean",5,2,0
0.02028,"eduspec","sd2011_clean",5,2,0
0.01776,"socprof","sd2011_clean",5,2,0
0.01148,"unempdur","sd2011_clean",5,2,0
0.0493199999999998,"income","sd2011_clean",5,2,0
0.01024,"marital","sd2011_clean",5,2,0
0.01352,"mmarr","sd2011_clean",5,2,0
0.0212,"ymarr","sd2011_clean",5,2,0
0.0056,"msepdiv","sd2011_clean",5,2,0
0.00592,"ysepdiv","sd2011_clean",5,2,0
0.01164,"ls","sd2011_clean",5,2,0
0.01024,"depress","sd2011_clean",5,2,0
0.00891999999999999,"trust","sd2011_clean",5,2,0
0.00479999999999999,"trustfam","sd2011_clean",5,2,0
0.00819999999999999,"trustneigh","sd2011_clean",5,2,0
0.00635999999999999,"sport","sd2011_clean",5,2,0
0.135160000000002,"nofriend","sd2011_clean",5,2,0
0.0088,"smoke","sd2011_clean",5,2,0
0.01012,"nociga","sd2011_clean",5,2,0
0.0046,"alcabuse","sd2011_clean",5,2,0
