type,rows,cols,n,duration,epochs,batch_size
ctgan,100000,20,1,1157.7471261024475,10,500.0
ctgan,100000,20,1,1301.9743139743805,10,1000.0
ctgan,100000,20,1,1052.502251625061,10,5000.0
ctgan,100000,20,1,851.767333984375,10,10000.0
ctgan,100000,20,1,1111.942677974701,20,500.0
ctgan,100000,20,1,724.3962249755859,20,1000.0
ctgan,100000,20,1,696.5456922054291,20,5000.0
ctgan,100000,20,1,652.682569026947,20,10000.0
ctgan,100000,20,1,912.8648509979248,30,500.0
ctgan,100000,20,1,797.5528070926666,30,1000.0
ctgan,100000,20,1,790.1374778747559,30,5000.0
ctgan,100000,20,1,483.31564497947693,30,10000.0
ctgan,100000,20,1,1147.2229599952698,40,500.0
ctgan,100000,20,1,963.9555320739746,40,1000.0
ctgan,100000,20,1,933.0717439651489,40,5000.0
ctgan,100000,20,1,521.3637807369232,40,10000.0
ctgan,100000,20,1,1289.792375087738,50,500.0
ctgan,100000,20,1,958.7137107849121,50,1000.0
ctgan,100000,20,1,806.3425850868225,50,5000.0
ctgan,100000,20,1,540.0065453052521,50,10000.0
ctgan,100000,20,1,2062.084000110626,75,500.0
ctgan,100000,20,1,1114.0678598880768,75,1000.0
ctgan,100000,20,1,712.3901259899139,75,5000.0
ctgan,100000,20,1,625.3406178951263,75,10000.0
ctgan,100000,20,1,1353.4164819717407,100,500.0
ctgan,100000,20,1,785.7367134094238,100,1000.0
ctgan,100000,20,1,609.053013086319,100,5000.0
ctgan,100000,20,1,510.8320119380951,100,10000.0
