sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,39,16-24,"URBAN 200,000-500,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,25,1303.0,MARRIED,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,178.0,67.0,15.3670724754654
MALE,29,45-59,"URBAN 100,000-200,000",Slaskie,SECONDARY,production and processing,OTHER ECONOMICALLY INACTIVE,1,1562.0,WIDOWED,4.0,1991.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,-2,NO,-8,NO,NO,NO,-8,NO,IT DEPENDS,GERMANY,NONE,149.0,83.0,22.2811247839658
MALE,67,45-59,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-7,1482.0,SINGLE,9.0,1984.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,-1,YES,-7,NO,NO,NO,-8,NO,,,NONE,161.0,80.0,28.7361891081317
MALE,38,25-34,RURAL AREAS,Warminsko-mazurskie,SECONDARY,technical science,RETIRED,0,1205.0,MARRIED,7.0,,,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,4,YES,-8,YES,NO,NO,-8,NO,,,NONE,166.0,72.0,19.3354875401092
MALE,73,25-34,"URBAN 100,000-200,000",Podkarpackie,SECONDARY,biological sciences,EMPLOYED IN PUBLIC SECTOR,0,1256.0,SINGLE,10.0,,,1998.0,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,165.0,87.0,22.0303667932603
MALE,91,25-34,"URBAN BELOW 20,000",Warminsko-mazurskie,SECONDARY,economy and administration,LONG-TERM SICK/DISABLED,0,595.0,SINGLE,,1955.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,3,NO,17,NO,NO,NO,-8,"YES, TO EU COUNTRY",,GERMANY,NONE,154.0,71.0,26.3821228296036
MALE,60,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,507.0,MARRIED,10.0,1989.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,17,NO,17,YES,NO,YES,-8,NO,,,NONE,169.0,85.0,31.771447426674
MALE,92,16-24,"URBAN 200,000-500,000",Podlaskie,POST-SECONDARY OR HIGHER,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,1,1305.0,SINGLE,,1982.0,7.0,,MIXED,3.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,4,NO,-8,NO,NO,,-8,"YES, TO EU COUNTRY",,GERMANY,NONE,173.0,83.0,20.6455188134092
FEMALE,50,35-44,"URBAN 100,000-200,000",Wielkopolskie,POST-SECONDARY OR HIGHER,technical science,PUPIL OR STUDENT,-8,,SINGLE,6.0,1995.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,9,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,174.0,64.0,24.6927031619734
MALE,42,45-59,RURAL AREAS,Slaskie,SECONDARY,armed forces and country protection,PUPIL OR STUDENT,1,1288.0,WIDOWED,1.0,1994.0,7.0,,MIXED,4.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,10,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,ACTIVE,162.0,76.0,26.3021551932163
MALE,18,16-24,RURAL AREAS,Zachodnio-pomorskie,PRIMARY/NO EDUCATION,technical science,PUPIL OR STUDENT,8,234.0,MARRIED,10.0,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,NORWAY,PASSIVE,183.0,79.0,20.967206650287
MALE,44,45-59,"URBAN BELOW 20,000",Dolnoslaskie,SECONDARY,technical science,LONG-TERM SICK/DISABLED,-7,1690.0,MARRIED,,1984.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,1,YES,-8,YES,NO,NO,-8,NO,,,NONE,162.0,68.0,18.8485092419922
MALE,35,16-24,"URBAN 500,000 AND OVER",Malopolskie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PUBLIC SECTOR,0,,WIDOWED,1.0,,7.0,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3,YES,-8,NO,NO,YES,-8,NO,,,NONE,169.0,71.0,27.9983794983103
MALE,49,45-59,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,0,8581.0,SINGLE,9.0,2008.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5,YES,-8,NO,NO,NO,-8,NO,,GERMANY,NONE,162.0,94.0,22.8778354774571
