sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,16,65+,"URBAN 200,000-500,000",Mazowieckie,SECONDARY,no specialisation,EMPLOYED IN PUBLIC SECTOR,25,1308.0,MARRIED,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,191.0,73.0,17.6188070819716
MALE,16,45-59,"URBAN 100,000-200,000",Slaskie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,25,1249.0,WIDOWED,7.0,1981.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,GERMANY,NONE,188.0,96.0,17.247005716358
MALE,64,45-59,"URBAN BELOW 20,000",Mazowieckie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-7,1202.0,MARRIED,7.0,1987.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5,YES,-8,NO,NO,,-8,NO,,,ACTIVE,166.0,84.0,19.183420145476
MALE,73,16-24,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,production and processing,RETIRED,-7,668.0,MARRIED,7.0,,,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,6,NO,6,YES,NO,NO,-8,NO,,,ACTIVE,167.0,72.0,26.1356028587648
MALE,64,65+,"URBAN 100,000-200,000",Zachodnio-pomorskie,SECONDARY,biological sciences,RETIRED,26,-8.0,MARRIED,8.0,,,1998.0,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,166.0,64.0,23.9882691792975
MALE,60,25-34,"URBAN 100,000-200,000",Warminsko-mazurskie,SECONDARY,economy and administration,LONG-TERM SICK/DISABLED,0,673.0,DIVORCED,,1978.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,8,NO,20,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,179.0,74.0,29.397588852569
FEMALE,59,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,701.0,MARRIED,10.0,1991.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,12,YES,NO,NO,-8,NO,,,NONE,169.0,99.0,21.6513971579475
MALE,57,16-24,"URBAN 200,000-500,000",Mazowieckie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,18,45.0,MARRIED,,1982.0,7.0,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,173.0,83.0,24.1974782460713
FEMALE,16,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,no specialisation,RETIRED,27,,DIVORCED,6.0,1994.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,,8,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,175.0,56.0,22.4938301282983
MALE,36,35-44,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,armed forces and country protection,PUPIL OR STUDENT,1,1218.0,MARRIED,1.0,2011.0,7.0,,MIXED,4.0,IT`S DIFFICULT TO TELL,YES,YES,NO,8,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,ACTIVE,162.0,72.0,22.5575870353476
MALE,33,16-24,RURAL AREAS,Zachodnio-pomorskie,PRIMARY/NO EDUCATION,production and processing,RETIRED,4,158.0,MARRIED,7.0,,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,9,NO,9,NO,NO,NO,5,"YES, TO EU COUNTRY",,NORWAY,PASSIVE,188.0,76.0,28.3835700285249
MALE,22,45-59,"URBAN BELOW 20,000",Dolnoslaskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,-8,651.0,WIDOWED,,1990.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8,YES,-8,YES,NO,NO,-8,NO,,,ACTIVE,165.0,74.0,15.2112262857906
MALE,32,16-24,"URBAN 500,000 AND OVER",Malopolskie,POST-SECONDARY OR HIGHER,healthcare,RETIRED,0,,MARRIED,1.0,,7.0,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,YES,-8,NO,NO,NO,-8,NO,,,PASSIVE,174.0,74.0,20.79750347164
MALE,40,16-24,"URBAN 100,000-200,000",Kujawsko-pomorskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,22,1359.0,SINGLE,9.0,1982.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8,YES,-8,NO,NO,NO,-8,NO,,,NONE,159.0,94.0,22.0894209415671
FEMALE,52,35-44,RURAL AREAS,Opolskie,VOCATIONAL/GRAMMAR,economy and administration,EMPLOYED IN PRIVATE SECTOR,26,1336.0,SINGLE,7.0,1999.0,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,23,YES,-8,NO,YES,NO,-8,NO,,,NONE,184.0,116.0,24.0507161048681
MALE,16,16-24,RURAL AREAS,Dolnoslaskie,VOCATIONAL/GRAMMAR,social sciences,PUPIL OR STUDENT,1,1230.0,MARRIED,8.0,1982.0,,,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,8,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,162.0,81.0,24.5172689758121
FEMALE,16,45-59,"URBAN 20,000-100,000",Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",RETIRED,-8,1464.0,MARRIED,7.0,1982.0,6.0,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,6,NO,-8,NO,YES,NO,-8,"YES, TO EU COUNTRY",,,PASSIVE,192.0,74.0,13.3443765783129
MALE,46,45-59,RURAL AREAS,Slaskie,POST-SECONDARY OR HIGHER,architecture and construction,FARMER,0,1406.0,MARRIED,8.0,2000.0,,,MOSTLY SATISFIED,,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,,NO,-8,NO,,,NONE,163.0,67.0,24.5973891964217
MALE,16,65+,"URBAN 200,000-500,000",Lubuskie,POST-SECONDARY OR HIGHER,social sciences,PUPIL OR STUDENT,27,-8.0,,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,9,YES,9,NO,NO,,-8,NO,,,NONE,164.0,78.0,20.7518051188279
FEMALE,73,65+,"URBAN 200,000-500,000",Podkarpackie,POST-SECONDARY OR HIGHER,no specialisation,EMPLOYED IN PRIVATE SECTOR,-7,685.0,WIDOWED,5.0,2011.0,,,MIXED,2.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,9,YES,-8,NO,NO,NO,0,NO,,GERMANY,ACTIVE,179.0,72.0,20.9578938411888
MALE,31,45-59,RURAL AREAS,Wielkopolskie,SECONDARY,economy and administration,SELF-EMPLOYED,0,464.0,MARRIED,2.0,1996.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,14,NO,NO,NO,-8,,,,NONE,163.0,71.0,22.6784127424446
MALE,34,25-34,RURAL AREAS,Lubuskie,SECONDARY,economy and administration,EMPLOYED IN PRIVATE SECTOR,0,143.0,SINGLE,6.0,,,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,5,NO,-8,NO,NO,NO,8,NO,IT DEPENDS,,NONE,167.0,72.0,23.6616399570575
MALE,56,60-64,RURAL AREAS,Mazowieckie,POST-SECONDARY OR HIGHER,production and processing,LONG-TERM SICK/DISABLED,1,2260.0,MARRIED,2.0,1982.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,,NO,10,YES,-8,NO,NO,NO,-8,NO,,,PASSIVE,166.0,74.0,23.8303287187058
FEMALE,26,60-64,RURAL AREAS,Swietokrzyskie,VOCATIONAL/GRAMMAR,social sciences,RETIRED,-7,1470.0,SINGLE,4.0,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,YES,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,166.0,83.0,24.7463825721492
FEMALE,47,16-24,RURAL AREAS,Lubelskie,VOCATIONAL/GRAMMAR,no specialisation,UNEMPLOYED,-7,1399.0,MARRIED,8.0,1983.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,177.0,74.0,34.7147698854686
