sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,20,16-24,"URBAN 200,000-500,000",Malopolskie,SECONDARY,no specialisation,PUPIL OR STUDENT,25,1391.0,SINGLE,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,3,YES,14,NO,NO,,-8,NO,,,PASSIVE,184.0,71.0,23.0046490987578
MALE,21,45-59,"URBAN 100,000-200,000",Kujawsko-pomorskie,SECONDARY,production and processing,EMPLOYED IN PRIVATE SECTOR,11,1439.0,MARRIED,4.0,1992.0,,,MOSTLY DISSATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,4,YES,28,NO,NO,YES,7,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,180.0,86.0,22.4439479570992
MALE,64,45-59,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,-8,868.0,MARRIED,7.0,2004.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5,YES,-8,NO,YES,NO,-8,NO,,,NONE,160.0,83.0,25.8922469034966
MALE,20,16-24,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,no specialisation,PUPIL OR STUDENT,0,1509.0,SINGLE,7.0,,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,6,YES,-8,YES,NO,NO,-8,NO,IT DEPENDS,OTHER COUNTRIES,ACTIVE,169.0,70.0,21.0981694695434
MALE,32,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,8,13.0,MARRIED,6.0,,,1998.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,YES,35,NO,NO,YES,9,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,NONE,178.0,87.0,28.4528731234762
MALE,79,25-34,RURAL AREAS,Warminsko-mazurskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1069.0,DIVORCED,,1982.0,,,MIXED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,7,YES,22,NO,NO,NO,-8,"YES, TO EU COUNTRY",,GERMANY,NONE,179.0,72.0,28.6809420655516
FEMALE,63,35-44,"URBAN 100,000-200,000",Warminsko-mazurskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0,1291.0,MARRIED,10.0,1975.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,12,NO,NO,YES,-8,NO,,,NONE,170.0,95.0,25.8682746203665
MALE,17,16-24,RURAL AREAS,Podlaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,12,-7.0,SINGLE,,1982.0,7.0,,MIXED,1.0,IT`S DIFFICULT TO TELL,YES,NO,NO,2,NO,-8,NO,NO,,-8,NO,,GERMANY,ACTIVE,170.0,56.0,21.1339925736156
FEMALE,22,25-34,"URBAN 100,000-200,000",Wielkopolskie,SECONDARY,economy and administration,PUPIL OR STUDENT,-8,,SINGLE,7.0,1981.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,,6,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,159.0,63.0,20.4651250888876
MALE,25,16-24,RURAL AREAS,Slaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,0,1482.0,SINGLE,7.0,1982.0,7.0,,MIXED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,6,NO,-8,NO,NO,,-8,"YES, TO EU COUNTRY",,,ACTIVE,158.0,68.0,22.6079667485544
MALE,55,45-59,"URBAN 100,000-200,000",Zachodnio-pomorskie,PRIMARY/NO EDUCATION,production and processing,RETIRED,5,30.0,MARRIED,11.0,,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,176.0,82.0,26.3014673876403
FEMALE,66,45-59,"URBAN 200,000-500,000",Dolnoslaskie,SECONDARY,"agriculture, forestry, fishing",RETIRED,0,681.0,MARRIED,,1980.0,,,MOSTLY SATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5,YES,-8,NO,NO,NO,-8,NO,,,NONE,163.0,70.0,26.7833834520418
FEMALE,34,16-24,"URBAN 20,000-100,000",Malopolskie,SECONDARY,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0,,SINGLE,7.0,,7.0,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4,NO,-8,NO,NO,,-8,NO,,,PASSIVE,169.0,67.0,27.7852583229656
MALE,56,45-59,"URBAN 500,000 AND OVER",Kujawsko-pomorskie,SECONDARY,"agriculture, forestry, fishing",UNEMPLOYED,13,1503.0,SINGLE,9.0,1981.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5,YES,16,NO,NO,NO,-8,"YES, TO EU COUNTRY",,GERMANY,NONE,150.0,84.0,24.1885304302995
