age,unempdur,income,mmarr,ymarr,msepdiv,ysepdiv,depress,nofriend,nociga,height,weight
69,,1246.0,10.0,1951.0,,,,1.0,,151.0,86.0
25,,1659.0,,1981.0,,,4.0,2.0,,182.0,65.0
57,24.0,5485.0,8.0,1997.0,,,7.0,7.0,10.0,165.0,85.0
30,16.0,,8.0,1981.0,7.0,,4.0,4.0,,165.0,72.0
68,0.0,,,1974.0,,,4.0,29.0,16.0,169.0,64.0
65,,2790.0,,,,,9.0,4.0,,164.0,75.0
65,,,12.0,1977.0,,,4.0,4.0,16.0,175.0,93.0
44,24.0,,8.0,,,,3.0,10.0,16.0,162.0,72.0
69,,1720.0,6.0,,,,7.0,2.0,16.0,166.0,89.0
67,,1952.0,,1956.0,,,9.0,5.0,,156.0,58.0
77,,722.0,2.0,1964.0,,,7.0,3.0,,175.0,89.0
94,24.0,1342.0,3.0,1949.0,,,15.0,1.0,,167.0,72.0
40,6.0,1282.0,9.0,1981.0,7.0,,3.0,5.0,,171.0,55.0
85,6.0,1511.0,6.0,1953.0,,,7.0,3.0,,165.0,93.0
41,0.0,3244.0,6.0,,,,3.0,6.0,,174.0,65.0
64,0.0,,6.0,2007.0,,,9.0,6.0,16.0,177.0,75.0
25,,1723.0,,1981.0,7.0,,1.0,3.0,,162.0,50.0
45,,1666.0,,1991.0,,,4.0,2.0,,162.0,60.0
60,0.0,2770.0,6.0,1984.0,,,6.0,13.0,,164.0,60.0
55,0.0,1082.0,4.0,1979.0,,,6.0,2.0,,177.0,85.0
54,15.0,,8.0,1962.0,,,9.0,10.0,,162.0,91.0
86,14.0,1393.0,10.0,1950.0,,,14.0,1.0,,156.0,90.0
21,6.0,1673.0,7.0,1981.0,,,0.0,2.0,16.0,169.0,58.0
90,6.0,1464.0,6.0,,,,17.0,16.0,16.0,163.0,70.0
32,6.0,1677.0,7.0,1981.0,,,2.0,10.0,,184.0,79.0
18,0.0,3136.0,7.0,1999.0,,1998.0,0.0,2.0,,171.0,60.0
63,,,4.0,1980.0,,,11.0,10.0,16.0,159.0,87.0
83,24.0,1617.0,,1940.0,3.0,,13.0,5.0,16.0,164.0,71.0
88,24.0,972.0,12.0,1948.0,,,9.0,4.0,,176.0,76.0
88,24.0,1062.0,2.0,1951.0,,,13.0,5.0,,164.0,67.0
87,24.0,2078.0,,1956.0,,,14.0,7.0,,168.0,72.0
38,,1620.0,7.0,,,,4.0,5.0,16.0,187.0,70.0
52,0.0,924.0,,1989.0,,,2.0,7.0,,187.0,80.0
33,24.0,1615.0,,1981.0,,1998.0,0.0,10.0,,159.0,66.0
58,4.0,,4.0,,,,1.0,19.0,,170.0,87.0
59,0.0,2081.0,12.0,1979.0,7.0,,4.0,20.0,,171.0,109.0
36,,949.0,8.0,1990.0,,,5.0,10.0,,176.0,55.0
36,23.0,1675.0,7.0,1981.0,,,6.0,4.0,,172.0,85.0
64,6.0,2917.0,8.0,,,,2.0,3.0,15.0,174.0,65.0
61,,1288.0,6.0,1987.0,,,2.0,16.0,,164.0,84.0
69,0.0,2707.0,6.0,1974.0,,1998.0,3.0,10.0,,175.0,82.0
73,,,,1992.0,,,3.0,6.0,16.0,175.0,91.0
69,0.0,,8.0,,,1998.0,2.0,6.0,,170.0,71.0
64,0.0,,6.0,,,,7.0,10.0,,176.0,99.0
23,24.0,1672.0,,,,,0.0,10.0,,174.0,73.0
82,,,2.0,1969.0,,,6.0,6.0,,170.0,65.0
43,0.0,1811.0,6.0,1986.0,,,4.0,5.0,,162.0,60.0
22,0.0,,,1981.0,,,1.0,2.0,,162.0,64.0
60,24.0,1325.0,,,,,5.0,5.0,,181.0,62.0
78,,1606.0,5.0,1949.0,,,13.0,3.0,,154.0,72.0
66,,,12.0,,,,11.0,16.0,,163.0,70.0
26,,1647.0,7.0,1981.0,,,0.0,6.0,,161.0,60.0
65,13.0,,5.0,1993.0,,,3.0,3.0,,179.0,79.0
92,24.0,,2.0,1960.0,,,9.0,2.0,,163.0,81.0
58,23.0,,7.0,,7.0,,0.0,3.0,,175.0,60.0
65,,,8.0,,7.0,,0.0,10.0,,164.0,84.0
54,,1674.0,6.0,1998.0,,,4.0,3.0,,170.0,75.0
55,,,4.0,1976.0,,1994.0,7.0,7.0,,164.0,64.0
84,6.0,2961.0,,1941.0,,,10.0,2.0,,163.0,87.0
38,0.0,,9.0,,7.0,,0.0,6.0,,182.0,88.0
28,6.0,1698.0,7.0,,,,1.0,10.0,16.0,161.0,53.0
55,0.0,1407.0,12.0,,,,5.0,5.0,,152.0,81.0
58,24.0,1312.0,5.0,1983.0,,,12.0,5.0,,170.0,82.0
22,0.0,,7.0,2006.0,,,0.0,7.0,,168.0,86.0
50,,1678.0,12.0,2004.0,,1998.0,2.0,2.0,15.0,170.0,99.0
53,0.0,4524.0,,,,,8.0,5.0,,162.0,85.0
65,,1443.0,12.0,1989.0,,,0.0,7.0,,162.0,81.0
22,3.0,1712.0,7.0,1981.0,,,0.0,4.0,,183.0,79.0
41,0.0,,7.0,1989.0,,,1.0,5.0,,180.0,62.0
72,0.0,,2.0,,,,3.0,6.0,,163.0,85.0
63,6.0,,10.0,1973.0,,,7.0,3.0,,175.0,63.0
22,11.0,,7.0,,,1998.0,0.0,4.0,,162.0,70.0
32,0.0,2039.0,2.0,1995.0,,,5.0,16.0,,183.0,63.0
67,0.0,,8.0,2003.0,,,6.0,5.0,,171.0,81.0
64,25.0,2729.0,,1956.0,,1998.0,11.0,1.0,16.0,175.0,90.0
48,6.0,,10.0,,7.0,,0.0,2.0,,172.0,89.0
45,24.0,,7.0,1981.0,,,8.0,10.0,,171.0,63.0
45,0.0,2000.0,8.0,,,,1.0,10.0,,171.0,59.0
37,,1949.0,7.0,1977.0,,,5.0,6.0,,157.0,117.0
80,24.0,,,,,1988.0,11.0,21.0,,164.0,57.0
20,,,7.0,1981.0,,1998.0,1.0,4.0,,185.0,67.0
68,,2728.0,12.0,,,,5.0,3.0,16.0,161.0,97.0
62,,1560.0,,1973.0,,,5.0,10.0,,174.0,99.0
41,0.0,1637.0,,1974.0,,,2.0,6.0,,186.0,75.0
90,24.0,,2.0,1958.0,,,15.0,3.0,,162.0,62.0
23,6.0,1710.0,7.0,1981.0,,,0.0,4.0,,160.0,60.0
30,24.0,,9.0,1994.0,,,1.0,4.0,16.0,181.0,54.0
64,0.0,,9.0,1971.0,,,5.0,10.0,,179.0,91.0
22,,1638.0,4.0,1981.0,,,4.0,5.0,,183.0,75.0
60,0.0,,12.0,2003.0,,1998.0,2.0,10.0,,186.0,63.0
69,,,,1990.0,,,6.0,6.0,16.0,161.0,63.0
68,0.0,909.0,5.0,1994.0,,1998.0,5.0,4.0,,176.0,100.0
48,,,7.0,1995.0,,,2.0,2.0,,182.0,61.0
