sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,21,35-44,"URBAN BELOW 20,000",Swietokrzyskie,POST-SECONDARY OR HIGHER,no specialisation,PUPIL OR STUDENT,24.0,1229.0,SINGLE,,,,,MIXED,2.0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,NO,6.0,YES,20.0,NO,NO,NO,,"YES, TO EU COUNTRY",IT DEPENDS,NETHERLANDS,PASSIVE,174.0,50.0,21.8666369798223
FEMALE,56,35-44,"URBAN 20,000-100,000",Kujawsko-pomorskie,SECONDARY,public health,EMPLOYED IN PRIVATE SECTOR,6.0,,DIVORCED,8.0,1981.0,,,MIXED,2.0,IT`S DIFFICULT TO TELL,YES,NO,YES,0.0,NO,,NO,NO,YES,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,PASSIVE,165.0,61.0,32.6937525908198
MALE,58,45-59,"URBAN 100,000-200,000",Lodzkie,SECONDARY,not applicable,RETIRED,0.0,1647.0,MARRIED,6.0,1957.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,163.0,56.0,35.7834764938703
MALE,39,25-34,RURAL AREAS,Warminsko-mazurskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,0.0,821.0,MARRIED,7.0,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5.0,NO,16.0,NO,NO,NO,,NO,,,NONE,163.0,61.0,23.607833943285
FEMALE,18,25-34,"URBAN 100,000-200,000",Zachodnio-pomorskie,SECONDARY,biological sciences,EMPLOYED IN PRIVATE SECTOR,,,SINGLE,7.0,,,1998.0,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10.0,NO,,NO,NO,,,"YES, TO EU COUNTRY",IT DEPENDS,GREAT BRITAIN,ACTIVE,167.0,45.0,25.0801653384808
FEMALE,60,25-34,RURAL AREAS,Podkarpackie,SECONDARY,economy and administration,UNEMPLOYED,0.0,1618.0,DIVORCED,,1998.0,,,DELIGHTED,4.0,IT`S DIFFICULT TO TELL,YES,NO,YES,2.0,YES,20.0,NO,NO,YES,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,184.0,58.0,19.2300489887461
MALE,54,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,,2435.0,MARRIED,3.0,1994.0,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2.0,YES,5.0,NO,NO,YES,,"YES, TO EU COUNTRY",,,NONE,175.0,88.0,40.4724437997298
MALE,59,60-64,"URBAN 500,000 AND OVER",Podlaskie,VOCATIONAL/GRAMMAR,social sciences,EMPLOYED IN PUBLIC SECTOR,6.0,1325.0,MARRIED,,1950.0,7.0,,MOSTLY SATISFIED,13.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,NO,,NO,NO,NO,,NO,,,NONE,164.0,48.0,22.3577574449438
MALE,22,16-24,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,,,SINGLE,7.0,1981.0,,,MIXED,0.0,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,2.0,YES,,NO,NO,,,NO,,,PASSIVE,182.0,70.0,40.6921789776142
MALE,81,45-59,"URBAN 20,000-100,000",Slaskie,SECONDARY,services for the population and transport services,RETIRED,0.0,1685.0,DIVORCED,10.0,1969.0,7.0,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,10.0,NO,,NO,NO,NO,,NO,,,NONE,170.0,59.0,24.607095664073
MALE,23,16-24,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,,1622.0,SINGLE,7.0,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,,NO,10.0,NO,16.0,NO,NO,,,NO,LESS THAN 1 YEAR,,PASSIVE,152.0,56.0,22.9812167666378
MALE,41,45-59,"URBAN 500,000 AND OVER",Dolnoslaskie,SECONDARY,technical science,FARMER,6.0,959.0,MARRIED,,1983.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4.0,NO,16.0,NO,NO,NO,,NO,,,NONE,169.0,91.0,37.738770686202
