sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,30,16-24,"URBAN 200,000-500,000",Opolskie,SECONDARY,"agriculture, forestry, fishing",PUPIL OR STUDENT,24.0,1915.0,MARRIED,,,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,1.0,NO,20.0,NO,NO,NO,,NO,,,NONE,175.0,44.0,32.021987105067
MALE,23,45-59,RURAL AREAS,Dolnoslaskie,PRIMARY/NO EDUCATION,production and processing,EMPLOYED IN PRIVATE SECTOR,0.0,,MARRIED,8.0,1982.0,,,MOSTLY DISSATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,10.0,NO,,NO,NO,NO,,NO,IT DEPENDS,,PASSIVE,165.0,49.0,38.9477178950149
MALE,20,45-59,"URBAN 100,000-200,000",Lodzkie,SECONDARY,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0.0,1526.0,MARRIED,6.0,1982.0,,,MOSTLY DISSATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,15.0,YES,,NO,NO,NO,,NO,,,PASSIVE,167.0,53.0,45.4293956094529
MALE,76,16-24,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,"agriculture, forestry, fishing",RETIRED,0.0,1525.0,WIDOWED,7.0,,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0.0,YES,11.0,NO,NO,NO,,NO,,,NONE,166.0,37.0,25.2887679415925
MALE,21,65+,"URBAN 200,000-500,000",Podkarpackie,SECONDARY,biological sciences,EMPLOYED IN PRIVATE SECTOR,,,MARRIED,7.0,,,1998.0,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,10.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,ACTIVE,172.0,49.0,27.4467896357571
MALE,65,16-24,RURAL AREAS,Warminsko-mazurskie,SECONDARY,economy and administration,LONG-TERM SICK/DISABLED,0.0,1709.0,MARRIED,,1963.0,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,27.0,YES,16.0,NO,NO,NO,,NO,,GERMANY,NONE,163.0,47.0,26.6839983894467
MALE,56,35-44,"URBAN 100,000-200,000",Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,,1676.0,MARRIED,9.0,1981.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,0.0,NO,1.0,NO,NO,YES,,NO,,,ACTIVE,189.0,71.0,28.5951279932825
MALE,27,16-24,"URBAN 500,000 AND OVER",Podlaskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,6.0,1593.0,MARRIED,,1972.0,7.0,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10.0,NO,,NO,NO,NO,,NO,,,PASSIVE,164.0,54.0,27.9659060172786
FEMALE,56,45-59,"URBAN 500,000 AND OVER",Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,technical science,PUPIL OR STUDENT,,,MARRIED,7.0,1982.0,,,MIXED,17.0,ONE CAN`T BE TOO CAREFUL,,YES,YES,9.0,NO,,NO,NO,NO,,NO,,,PASSIVE,167.0,39.0,44.5733360518662
MALE,70,16-24,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,armed forces and country protection,EMPLOYED IN PRIVATE SECTOR,0.0,1537.0,DIVORCED,7.0,1991.0,6.0,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,9.0,NO,,NO,NO,NO,,NO,,,NONE,171.0,49.0,34.4309562322402
