sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,35,16-24,"URBAN 200,000-500,000",Kujawsko-pomorskie,SECONDARY,no specialisation,EMPLOYED IN PUBLIC SECTOR,26,1379.0,MARRIED,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,3,NO,17,NO,NO,NO,-8,NO,,,NONE,168.0,68.0,19.9123136441129
MALE,22,45-59,"URBAN 100,000-200,000",Slaskie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,-7,1455.0,WIDOWED,7.0,1980.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,9,NO,-8,NO,NO,NO,-8,NO,,GERMANY,NONE,174.0,90.0,20.7946709606481
MALE,44,45-59,"URBAN BELOW 20,000",Mazowieckie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-7,1367.0,SINGLE,7.0,1946.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,0,NO,8,NO,NO,,-8,NO,,,ACTIVE,155.0,77.0,18.6198862056791
FEMALE,52,16-24,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,technical science,RETIRED,-7,1525.0,MARRIED,12.0,,,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,34,NO,8,YES,NO,NO,-8,NO,,,NONE,164.0,56.0,27.0282410387497
FEMALE,67,65+,"URBAN 100,000-200,000",Zachodnio-pomorskie,SECONDARY,biological sciences,RETIRED,0,184.0,SINGLE,2.0,,,1998.0,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,163.0,51.0,20.1363483451325
MALE,56,25-34,RURAL AREAS,Podkarpackie,SECONDARY,no specialisation,LONG-TERM SICK/DISABLED,0,1433.0,DIVORCED,,1947.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,6,NO,22,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,170.0,71.0,27.4624756635383
FEMALE,55,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1504.0,MARRIED,10.0,1963.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,22,NO,11,YES,NO,NO,-8,NO,,GERMANY,NONE,165.0,78.0,25.3080108634517
MALE,75,16-24,RURAL AREAS,Mazowieckie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,0,72.0,MARRIED,,1981.0,7.0,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,GERMANY,NONE,174.0,62.0,20.3535090790276
FEMALE,37,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,technical science,PUPIL OR STUDENT,-7,,DIVORCED,6.0,1969.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,,4,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,176.0,55.0,19.2043517366313
MALE,87,35-44,"URBAN 20,000-100,000",Slaskie,SECONDARY,armed forces and country protection,PUPIL OR STUDENT,0,1597.0,DIVORCED,3.0,2002.0,7.0,,MIXED,13.0,IT`S DIFFICULT TO TELL,YES,YES,NO,9,NO,8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,ACTIVE,155.0,77.0,23.3729589680477
