age,unempdur,income,mmarr,ymarr,msepdiv,ysepdiv,depress,nofriend,nociga,height,weight
31,,1363.0,9.0,1985.0,,,,20.0,,180.0,91.0
70,,847.0,,1967.0,,,12.0,3.0,,164.0,60.0
54,24.0,470.0,7.0,1982.0,,,6.0,2.0,16.0,158.0,56.0
61,0.0,,10.0,1971.0,7.0,,4.0,3.0,,173.0,70.0
60,0.0,,,2008.0,,,3.0,21.0,16.0,180.0,99.0
59,,926.0,,,,,8.0,4.0,,164.0,74.0
44,,,8.0,1982.0,,,4.0,1.0,16.0,176.0,98.0
45,24.0,,6.0,,,,3.0,4.0,16.0,177.0,71.0
86,,897.0,2.0,,,,11.0,3.0,16.0,165.0,86.0
22,,1928.0,,1997.0,,,0.0,1.0,,160.0,63.0
17,,1560.0,7.0,1981.0,,,2.0,0.0,,157.0,72.0
83,24.0,1236.0,2.0,1962.0,,,7.0,10.0,,177.0,71.0
70,6.0,1181.0,9.0,1964.0,7.0,,6.0,13.0,,165.0,65.0
53,6.0,1231.0,6.0,1974.0,,,6.0,5.0,,165.0,92.0
32,6.0,1595.0,7.0,,,,3.0,0.0,,160.0,64.0
16,6.0,,7.0,1981.0,,,0.0,3.0,16.0,176.0,77.0
21,,1597.0,,1981.0,7.0,,1.0,0.0,,160.0,58.0
18,,806.0,,1981.0,,,3.0,1.0,,160.0,67.0
22,6.0,1611.0,7.0,1981.0,,,0.0,1.0,,169.0,66.0
21,6.0,706.0,7.0,1982.0,,,1.0,1.0,,158.0,64.0
71,24.0,,6.0,1951.0,,,14.0,22.0,,165.0,70.0
65,0.0,3818.0,10.0,1989.0,,,8.0,2.0,,159.0,89.0
18,6.0,2338.0,7.0,1982.0,,,0.0,1.0,16.0,163.0,86.0
18,6.0,580.0,7.0,,,,0.0,1.0,16.0,161.0,70.0
57,6.0,1616.0,12.0,1981.0,,,2.0,10.0,,176.0,82.0
48,0.0,902.0,6.0,1969.0,,1998.0,9.0,3.0,,167.0,69.0
18,,,7.0,1982.0,,,2.0,0.0,16.0,157.0,77.0
84,24.0,420.0,,1958.0,4.0,,16.0,6.0,16.0,164.0,72.0
21,6.0,429.0,7.0,1982.0,,,1.0,0.0,,189.0,75.0
42,24.0,830.0,6.0,1968.0,,,0.0,20.0,,165.0,61.0
16,6.0,626.0,,1982.0,,,0.0,5.0,,162.0,69.0
86,,962.0,6.0,,,,10.0,4.0,16.0,165.0,63.0
43,0.0,798.0,,1993.0,,,2.0,5.0,,182.0,79.0
56,0.0,543.0,,1989.0,,1998.0,0.0,3.0,,182.0,100.0
34,0.0,,4.0,,,,2.0,19.0,,179.0,94.0
47,0.0,1862.0,9.0,1978.0,7.0,,2.0,20.0,,169.0,120.0
30,,757.0,8.0,1991.0,,,5.0,1.0,,168.0,56.0
53,0.0,2912.0,11.0,1981.0,,,0.0,19.0,,175.0,94.0
57,6.0,3021.0,8.0,,,,2.0,4.0,16.0,176.0,65.0
24,,1592.0,7.0,1982.0,,,2.0,2.0,,165.0,65.0
30,0.0,2390.0,6.0,2009.0,,1998.0,2.0,6.0,,175.0,89.0
63,,,,1994.0,,,8.0,5.0,16.0,177.0,82.0
16,6.0,,7.0,,,1998.0,2.0,9.0,,184.0,72.0
60,0.0,,6.0,,,,9.0,2.0,,165.0,99.0
21,6.0,1616.0,,,,,3.0,1.0,,184.0,77.0
80,,,2.0,1949.0,,,8.0,4.0,,165.0,62.0
29,0.0,540.0,6.0,1999.0,,,4.0,4.0,,153.0,58.0
30,0.0,,,2008.0,,,3.0,1.0,,163.0,64.0
42,24.0,2543.0,,,,,2.0,3.0,,184.0,72.0
69,,797.0,4.0,1969.0,,,0.0,3.0,,165.0,71.0
58,,,11.0,,,,6.0,15.0,,174.0,99.0
61,,675.0,7.0,1982.0,,,2.0,1.0,,156.0,69.0
22,15.0,,7.0,1993.0,,,3.0,1.0,,162.0,82.0
22,25.0,,7.0,1981.0,,,3.0,2.0,,156.0,68.0
51,6.0,,12.0,,7.0,,10.0,3.0,,176.0,85.0
48,,,8.0,,7.0,,0.0,5.0,,184.0,91.0
44,,1679.0,6.0,2006.0,,,0.0,5.0,,182.0,99.0
23,,,7.0,1982.0,,1998.0,2.0,3.0,,181.0,61.0
61,6.0,1874.0,,1958.0,,,9.0,2.0,,164.0,90.0
82,6.0,,12.0,,7.0,,0.0,4.0,,165.0,59.0
73,6.0,775.0,1.0,,,,6.0,3.0,16.0,169.0,122.0
23,6.0,1621.0,7.0,,,,1.0,4.0,,169.0,82.0
76,24.0,1220.0,4.0,1990.0,,,13.0,6.0,,176.0,70.0
87,6.0,,1.0,1970.0,,,8.0,2.0,,176.0,71.0
47,,4842.0,2.0,1982.0,,1998.0,2.0,1.0,15.0,174.0,93.0
49,0.0,785.0,,,,,8.0,3.0,,151.0,79.0
25,,1541.0,7.0,1999.0,,,0.0,3.0,,155.0,71.0
25,3.0,1624.0,7.0,1992.0,,,0.0,4.0,,171.0,69.0
37,0.0,,10.0,1999.0,,,2.0,4.0,,182.0,109.0
18,6.0,,7.0,,,,3.0,1.0,,160.0,70.0
63,6.0,,10.0,1960.0,,,12.0,2.0,,175.0,62.0
