sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,19,16-24,"URBAN 20,000-100,000",Kujawsko-pomorskie,SECONDARY,no specialisation,PUPIL OR STUDENT,24.0,1630.0,SINGLE,,,,,MIXED,0.0,,YES,YES,NO,4.0,NO,16.0,NO,NO,,,NO,,,PASSIVE,174.0,58.0,21.807473994035
FEMALE,28,45-59,RURAL AREAS,Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,production and processing,OTHER ECONOMICALLY INACTIVE,6.0,,MARRIED,7.0,1981.0,,,MOSTLY DISSATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,YES,,NO,NO,NO,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,164.0,55.0,18.459643736543
FEMALE,79,65+,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,social sciences,RETIRED,0.0,1442.0,WIDOWED,7.0,1953.0,,,MOSTLY DISSATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,NO,,NO,NO,NO,,NO,,,PASSIVE,165.0,65.0,30.3692236544903
MALE,53,45-59,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,technical science,EMPLOYED IN PUBLIC SECTOR,0.0,3189.0,MARRIED,4.0,,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6.0,NO,16.0,NO,NO,NO,,NO,,,NONE,165.0,105.0,20.6412542351675
MALE,46,45-59,"URBAN 100,000-200,000",Podkarpackie,SECONDARY,biological sciences,EMPLOYED IN PUBLIC SECTOR,,,MARRIED,10.0,,,1998.0,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,NONE,171.0,53.0,19.4060053166221
MALE,17,16-24,RURAL AREAS,Podkarpackie,SECONDARY,services for the population and transport services,PUPIL OR STUDENT,0.0,1640.0,SINGLE,,1981.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,5.0,NO,16.0,NO,NO,,,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,181.0,68.0,22.1539659351347
MALE,59,45-59,"URBAN 100,000-200,000",Zachodnio-pomorskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,,3015.0,MARRIED,10.0,1990.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2.0,YES,3.0,NO,NO,YES,,"YES, TO EU COUNTRY",IT DEPENDS,OTHER COUNTRIES,ACTIVE,187.0,90.0,29.7668921804394
MALE,23,16-24,"URBAN 20,000-100,000",Podlaskie,SECONDARY,no specialisation,EMPLOYED IN PUBLIC SECTOR,0.0,768.0,SINGLE,,1981.0,7.0,,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,NO,,NO,NO,NO,,NO,,,ACTIVE,169.0,62.0,21.974580382866
MALE,19,16-24,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,,,SINGLE,7.0,1981.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,NO,,NO,NO,,,NO,,,PASSIVE,175.0,81.0,27.9444018805194
MALE,64,45-59,"URBAN 20,000-100,000",Slaskie,SECONDARY,armed forces and country protection,RETIRED,0.0,835.0,MARRIED,10.0,1974.0,7.0,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,10.0,NO,,NO,NO,NO,,NO,LESS THAN 1 TO 2 YEARS,,NONE,171.0,99.0,28.7160287102275
MALE,34,16-24,"URBAN BELOW 20,000",Wielkopolskie,POST-SECONDARY OR HIGHER,pedagogics,PUPIL OR STUDENT,,1673.0,SINGLE,6.0,,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3.0,NO,16.0,NO,NO,NO,,NO,,,PASSIVE,153.0,74.0,28.6330479766703
MALE,28,45-59,RURAL AREAS,Dolnoslaskie,SECONDARY,technical science,OTHER ECONOMICALLY INACTIVE,3.0,992.0,MARRIED,,1985.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,YES,20.0,NO,NO,NO,,NO,,,NONE,171.0,86.0,22.2967374972045
MALE,29,35-44,"URBAN BELOW 20,000",Malopolskie,POST-SECONDARY OR HIGHER,healthcare,EMPLOYED IN PUBLIC SECTOR,0.0,,MARRIED,8.0,,7.0,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,4.0,NO,,NO,NO,NO,,NO,,,ACTIVE,160.0,75.0,30.1583308260557
MALE,30,16-24,RURAL AREAS,Kujawsko-pomorskie,PRIMARY/NO EDUCATION,services for the population and transport services,UNEMPLOYED,6.0,490.0,SINGLE,7.0,1981.0,,,MOSTLY SATISFIED,0.0,IT`S DIFFICULT TO TELL,YES,YES,YES,2.0,YES,,NO,NO,NO,,"YES, TO EU COUNTRY",FOREVER,GERMANY,NONE,175.0,101.0,21.5467366268204
MALE,57,45-59,RURAL AREAS,Opolskie,VOCATIONAL/GRAMMAR,technical science,FARMER,24.0,4758.0,MARRIED,8.0,1994.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0.0,NO,,NO,NO,YES,,"YES, TO EU COUNTRY",FOREVER,GERMANY,NONE,175.0,100.0,31.5768290992457
FEMALE,61,45-59,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,social sciences,LONG-TERM SICK/DISABLED,,1030.0,WIDOWED,7.0,1982.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5.0,YES,,YES,NO,NO,,NO,,,NONE,159.0,83.0,27.7792384252924
MALE,25,16-24,"URBAN 20,000-100,000",Podlaskie,SECONDARY,no specialisation,RETIRED,6.0,1087.0,,7.0,1981.0,7.0,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,,YES,NO,NO,,"YES, TO NON-EU COUNTRY",,,NONE,159.0,98.0,26.8299772205516
MALE,36,45-59,RURAL AREAS,Lubelskie,SECONDARY,production and processing,EMPLOYED IN PRIVATE SECTOR,,1638.0,MARRIED,7.0,1998.0,,,MOSTLY SATISFIED,,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,5.0,NO,,NO,NO,YES,14.0,NO,,GREAT BRITAIN,NONE,160.0,56.0,26.3169422200594
FEMALE,23,16-24,RURAL AREAS,Mazowieckie,POST-SECONDARY OR HIGHER,services for the population and transport services,PUPIL OR STUDENT,,1058.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,,NO,NO,NO,,NO,,,NONE,154.0,55.0,24.9016478049222
MALE,42,45-59,"URBAN BELOW 20,000",Podkarpackie,PRIMARY/NO EDUCATION,technical science,EMPLOYED IN PRIVATE SECTOR,,,MARRIED,10.0,1989.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,YES,20.0,YES,YES,NO,,,,,NONE,169.0,62.0,24.1009713907682
FEMALE,57,45-59,RURAL AREAS,Wielkopolskie,SECONDARY,production and processing,SELF-EMPLOYED,6.0,,MARRIED,9.0,1986.0,,,PLEASED,5.0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,2.0,NO,,NO,NO,YES,,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,NONE,153.0,62.0,19.7773694801182
