sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
MALE,22,16-24,"URBAN 200,000-500,000",Mazowieckie,SECONDARY,no specialisation,PUPIL OR STUDENT,23,1449.0,SINGLE,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,4,NO,-8,YES,NO,,-8,NO,,,ACTIVE,178.0,70.0,21.0231751446688
MALE,21,16-24,"URBAN BELOW 20,000",Slaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,24,1426.0,SINGLE,7.0,1981.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,NO,-8,YES,NO,YES,-8,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,ACTIVE,177.0,91.0,25.9467109664949
FEMALE,67,60-64,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,technical science,RETIRED,-8,1478.0,MARRIED,9.0,1949.0,,,PLEASED,8.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,157.0,76.0,26.700535629612
FEMALE,39,25-34,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,other,EMPLOYED IN PUBLIC SECTOR,12,1430.0,SINGLE,7.0,,,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5,YES,11,YES,NO,NO,-8,NO,,,ACTIVE,164.0,70.0,20.9883238823367
FEMALE,20,25-34,RURAL AREAS,Lodzkie,SECONDARY,no specialisation,OTHER ECONOMICALLY INACTIVE,7,1429.0,SINGLE,7.0,,,1998.0,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,YES,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,NONE,163.0,59.0,21.2664629140404
MALE,76,45-59,"URBAN BELOW 20,000",Slaskie,SECONDARY,technical science,RETIRED,0,2012.0,DIVORCED,,1964.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,7,NO,-8,NO,NO,NO,23,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,NONE,175.0,71.0,27.8806239888553
FEMALE,39,35-44,"URBAN 100,000-200,000",Swietokrzyskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0,1414.0,MARRIED,10.0,1973.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,19,NO,11,NO,NO,YES,15,NO,IT DEPENDS,GERMANY,NONE,170.0,80.0,23.1440603149504
MALE,81,65+,"URBAN 200,000-500,000",Podlaskie,SECONDARY,no specialisation,RETIRED,24,9.0,SINGLE,,1981.0,7.0,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2,NO,-8,NO,NO,,-8,NO,,,NONE,182.0,88.0,26.1942020480921
MALE,20,16-24,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,7.0,1981.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,0,NO,-8,NO,NO,,-8,"YES, TO EU COUNTRY",IT DEPENDS,NETHERLANDS,NONE,176.0,80.0,24.8708502530465
FEMALE,36,25-34,"URBAN BELOW 20,000",Slaskie,SECONDARY,biological sciences,EMPLOYED IN PRIVATE SECTOR,5,1461.0,MARRIED,1.0,2004.0,7.0,,PLEASED,1.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,2,NO,11,NO,NO,NO,-8,NO,,,ACTIVE,160.0,56.0,18.6460244597137
