age,unempdur,income,mmarr,ymarr,msepdiv,ysepdiv,depress,nofriend,nociga,height,weight
24,,1660.0,9.0,1990.0,,,,5.0,,152.0,89.0
22,,1624.0,,1982.0,,,4.0,3.0,,177.0,78.0
40,24.0,1180.0,7.0,1982.0,,,1.0,5.0,10.0,180.0,84.0
59,25.0,,4.0,1963.0,7.0,,9.0,2.0,,175.0,71.0
67,0.0,,,1975.0,,,4.0,31.0,16.0,173.0,61.0
74,,1661.0,,,,,13.0,3.0,,164.0,76.0
38,,,7.0,1981.0,,,4.0,2.0,16.0,155.0,108.0
74,24.0,,4.0,,,,10.0,3.0,16.0,164.0,68.0
36,,1227.0,9.0,,,,2.0,1.0,16.0,172.0,74.0
34,,2092.0,,1956.0,,,10.0,8.0,,174.0,86.0
18,,774.0,7.0,1982.0,,,0.0,4.0,,159.0,67.0
28,7.0,1681.0,7.0,1982.0,,,1.0,9.0,,188.0,69.0
52,6.0,1496.0,9.0,1982.0,7.0,,5.0,4.0,,160.0,56.0
31,6.0,1503.0,4.0,2002.0,,,7.0,21.0,,169.0,86.0
30,6.0,1675.0,7.0,,,,0.0,4.0,,154.0,57.0
32,0.0,,7.0,1982.0,,,0.0,4.0,16.0,177.0,76.0
79,,1638.0,,1947.0,12.0,,15.0,6.0,,163.0,79.0
30,,1113.0,,1982.0,,,4.0,3.0,,158.0,62.0
51,0.0,4511.0,6.0,1992.0,,,8.0,3.0,,171.0,65.0
44,0.0,709.0,7.0,2003.0,,,1.0,3.0,,175.0,85.0
73,24.0,,6.0,1954.0,,,12.0,2.0,,163.0,69.0
55,0.0,3829.0,10.0,1982.0,,,11.0,3.0,,160.0,90.0
40,0.0,3520.0,10.0,2001.0,,,0.0,3.0,16.0,180.0,61.0
23,6.0,892.0,7.0,,,,0.0,2.0,16.0,162.0,62.0
19,6.0,1669.0,7.0,1982.0,,,2.0,10.0,,180.0,61.0
76,6.0,1606.0,4.0,1970.0,,2003.0,10.0,6.0,,164.0,68.0
40,,,4.0,1966.0,,,16.0,4.0,16.0,173.0,82.0
78,0.0,1396.0,,1955.0,7.0,,15.0,6.0,16.0,175.0,70.0
49,6.0,648.0,7.0,1981.0,,,9.0,3.0,,176.0,66.0
78,24.0,1233.0,4.0,1955.0,,,11.0,20.0,,163.0,79.0
20,24.0,696.0,,1982.0,,,0.0,6.0,,157.0,50.0
58,,1643.0,4.0,,,,11.0,2.0,16.0,157.0,60.0
31,0.0,1086.0,,1982.0,,,2.0,4.0,,186.0,81.0
48,0.0,6899.0,,1981.0,,1998.0,0.0,4.0,,175.0,92.0
63,0.0,,4.0,,,,15.0,19.0,,171.0,88.0
80,6.0,2007.0,10.0,1949.0,10.0,,10.0,21.0,,169.0,62.0
20,,1505.0,7.0,1982.0,,,1.0,6.0,,156.0,59.0
16,6.0,759.0,7.0,1982.0,,,0.0,3.0,,162.0,62.0
68,6.0,1100.0,8.0,,,,17.0,2.0,16.0,174.0,53.0
48,,1629.0,7.0,1982.0,,,2.0,4.0,,181.0,88.0
42,0.0,7146.0,6.0,1985.0,,1998.0,10.0,5.0,,177.0,87.0
21,,,,1982.0,,,3.0,6.0,16.0,176.0,66.0
30,0.0,,8.0,,,1998.0,2.0,6.0,,180.0,93.0
50,6.0,,6.0,,,,8.0,10.0,,174.0,89.0
65,0.0,1354.0,,,,,6.0,10.0,,192.0,75.0
44,,,4.0,1983.0,,,11.0,4.0,,176.0,62.0
74,0.0,2034.0,6.0,1966.0,,,9.0,5.0,,164.0,56.0
84,6.0,,,1942.0,,,14.0,1.0,,163.0,78.0
23,8.0,657.0,,,,,0.0,5.0,,186.0,62.0
44,,2093.0,9.0,2011.0,,,0.0,2.0,,153.0,74.0
41,,,7.0,,,,0.0,13.0,,159.0,53.0
90,,3166.0,10.0,1961.0,,,14.0,5.0,,164.0,71.0
51,10.0,,4.0,2000.0,,,3.0,10.0,,180.0,80.0
18,6.0,,7.0,1981.0,,,1.0,1.0,,186.0,61.0
56,0.0,,4.0,,7.0,,0.0,6.0,,177.0,83.0
33,,,8.0,,7.0,,0.0,10.0,,181.0,63.0
55,,1676.0,8.0,1994.0,,,0.0,4.0,,170.0,75.0
20,,,7.0,1982.0,,1998.0,1.0,5.0,,176.0,55.0
21,6.0,1656.0,,1982.0,,,1.0,2.0,,165.0,56.0
39,6.0,,9.0,,7.0,,0.0,5.0,,174.0,80.0
78,6.0,1659.0,2.0,,,,17.0,1.0,16.0,163.0,80.0
31,0.0,940.0,7.0,,,,1.0,4.0,,163.0,82.0
80,6.0,1642.0,4.0,1960.0,,,11.0,3.0,,173.0,80.0
61,6.0,,8.0,2006.0,,,10.0,10.0,,168.0,67.0
41,,1715.0,4.0,1967.0,,1998.0,2.0,4.0,15.0,170.0,74.0
29,0.0,5049.0,,,,,1.0,3.0,,192.0,81.0
64,,1452.0,9.0,1994.0,,,0.0,4.0,,175.0,79.0
16,0.0,657.0,7.0,2003.0,,,0.0,2.0,,180.0,52.0
39,0.0,,8.0,2007.0,,,1.0,3.0,,177.0,102.0
37,0.0,,8.0,,,,0.0,20.0,,169.0,86.0
68,6.0,,10.0,2008.0,,,7.0,10.0,,173.0,58.0
56,6.0,,8.0,,,1998.0,7.0,5.0,,184.0,69.0
65,6.0,2099.0,2.0,1955.0,,,10.0,13.0,,173.0,81.0
30,6.0,,7.0,1982.0,,,1.0,4.0,,161.0,55.0
38,0.0,1648.0,,2003.0,,1998.0,1.0,3.0,16.0,181.0,99.0
53,6.0,,10.0,,7.0,,0.0,2.0,,166.0,80.0
32,24.0,,7.0,2002.0,,,6.0,2.0,,177.0,62.0
27,6.0,1660.0,7.0,,,,1.0,4.0,,151.0,60.0
33,,1905.0,7.0,1985.0,,,5.0,4.0,,158.0,78.0
25,3.0,,,,,1998.0,3.0,4.0,,162.0,64.0
35,,,8.0,1966.0,,1998.0,9.0,5.0,,154.0,83.0
68,,3426.0,9.0,,,,9.0,0.0,16.0,164.0,95.0
44,,1988.0,,1993.0,,,9.0,4.0,,170.0,89.0
58,0.0,1674.0,,1979.0,,,1.0,4.0,,176.0,75.0
64,24.0,,1.0,1971.0,,,13.0,5.0,,179.0,91.0
78,6.0,1663.0,1.0,1984.0,,,11.0,3.0,,169.0,53.0
20,6.0,,7.0,1981.0,,,1.0,4.0,16.0,185.0,71.0
77,0.0,,8.0,1986.0,,,5.0,10.0,,177.0,90.0
74,,3071.0,4.0,1957.0,,,7.0,7.0,,175.0,74.0
42,6.0,,7.0,1982.0,,1998.0,2.0,4.0,,178.0,61.0
61,,,,1966.0,,,10.0,2.0,16.0,156.0,55.0
25,12.0,1168.0,7.0,1982.0,,1998.0,0.0,0.0,,158.0,69.0
36,,,9.0,2003.0,,,11.0,1.0,,175.0,58.0
51,0.0,,8.0,1992.0,,,2.0,10.0,,170.0,97.0
38,6.0,1490.0,8.0,1981.0,,,1.0,21.0,,175.0,74.0
57,6.0,1292.0,11.0,1991.0,7.0,,0.0,5.0,,178.0,53.0
26,14.0,385.0,7.0,1981.0,,,3.0,4.0,16.0,161.0,62.0
80,,1666.0,,1960.0,,,9.0,1.0,,163.0,60.0
84,6.0,,,1959.0,,1987.0,17.0,0.0,,162.0,70.0
46,6.0,1150.0,7.0,,,,0.0,10.0,,181.0,91.0
74,0.0,1563.0,4.0,1964.0,,,9.0,13.0,,183.0,63.0
83,0.0,,,,,1998.0,7.0,2.0,,171.0,86.0
53,,2978.0,6.0,,,,0.0,3.0,,181.0,90.0
32,0.0,,4.0,1989.0,,,0.0,3.0,,177.0,94.0
53,,2032.0,12.0,,7.0,,9.0,2.0,,165.0,73.0
60,,1734.0,10.0,1960.0,,,11.0,3.0,16.0,168.0,70.0
68,0.0,,4.0,1956.0,,,14.0,2.0,,180.0,69.0
46,6.0,970.0,10.0,1980.0,,1998.0,0.0,8.0,,159.0,91.0
79,0.0,1676.0,5.0,1958.0,,,,5.0,,165.0,85.0
51,0.0,1665.0,10.0,1986.0,7.0,,0.0,1.0,,180.0,83.0
58,0.0,827.0,1.0,,,,14.0,4.0,,176.0,82.0
58,6.0,,,1993.0,,,2.0,1.0,,159.0,75.0
45,,,7.0,,,,0.0,3.0,,181.0,54.0
70,,1662.0,8.0,1944.0,,,5.0,5.0,,163.0,74.0
31,,931.0,7.0,1987.0,,,4.0,0.0,,175.0,91.0
19,,,7.0,1982.0,7.0,1998.0,4.0,4.0,16.0,161.0,62.0
78,,1715.0,4.0,1952.0,,,15.0,3.0,,163.0,70.0
19,,1108.0,,1981.0,,,0.0,4.0,,165.0,57.0
80,6.0,1495.0,12.0,1957.0,,,10.0,3.0,,163.0,80.0
47,0.0,,8.0,1997.0,7.0,1998.0,1.0,4.0,,179.0,81.0
52,,1472.0,8.0,1977.0,,,7.0,5.0,,189.0,97.0
55,,892.0,2.0,1972.0,7.0,,0.0,7.0,16.0,153.0,62.0
54,6.0,915.0,7.0,1981.0,,,1.0,3.0,,157.0,60.0
57,,,9.0,1994.0,,1998.0,1.0,10.0,,173.0,84.0
27,6.0,,7.0,,7.0,,3.0,3.0,,156.0,65.0
18,,812.0,7.0,1981.0,,1998.0,3.0,4.0,,158.0,64.0
24,6.0,1628.0,7.0,1982.0,,1998.0,0.0,4.0,,160.0,53.0
82,6.0,,10.0,,,,13.0,6.0,,164.0,79.0
62,,,4.0,1961.0,,,14.0,3.0,,175.0,
46,,1661.0,,1992.0,7.0,,10.0,19.0,,164.0,54.0
43,,1708.0,,,7.0,,,4.0,,155.0,75.0
53,6.0,4582.0,8.0,1998.0,,,8.0,15.0,,155.0,65.0
30,6.0,1982.0,7.0,2004.0,,,0.0,10.0,,171.0,79.0
52,,,7.0,1981.0,,,0.0,0.0,,175.0,81.0
59,6.0,2020.0,4.0,1990.0,,,0.0,10.0,,179.0,80.0
50,0.0,2712.0,4.0,,,,11.0,8.0,,172.0,85.0
43,6.0,1620.0,7.0,1982.0,,,3.0,6.0,,159.0,79.0
29,6.0,955.0,9.0,,,,3.0,4.0,,157.0,64.0
83,6.0,,4.0,1966.0,,,15.0,2.0,16.0,170.0,76.0
56,24.0,1682.0,10.0,1964.0,,,9.0,3.0,,163.0,79.0
61,0.0,,7.0,1986.0,,,7.0,1.0,16.0,165.0,66.0
37,10.0,1256.0,10.0,2007.0,,,5.0,10.0,,178.0,96.0
23,7.0,,7.0,1982.0,,,0.0,1.0,16.0,170.0,62.0
64,0.0,1179.0,5.0,1975.0,,,1.0,4.0,16.0,174.0,98.0
61,0.0,1458.0,9.0,1977.0,,,2.0,20.0,,176.0,79.0
20,6.0,907.0,7.0,1982.0,,,1.0,4.0,,160.0,60.0
38,,1647.0,,1996.0,,,0.0,5.0,,175.0,63.0
46,,1634.0,,1960.0,,1998.0,5.0,5.0,,153.0,77.0
38,,731.0,4.0,1996.0,,,8.0,5.0,,182.0,82.0
29,0.0,1181.0,,2007.0,,,4.0,4.0,,181.0,81.0
18,6.0,,7.0,1982.0,,,1.0,5.0,,158.0,65.0
22,0.0,,,,7.0,,0.0,0.0,,170.0,84.0
66,0.0,,4.0,1981.0,,,0.0,10.0,16.0,170.0,102.0
47,0.0,,11.0,1985.0,,,0.0,3.0,,164.0,96.0
29,,1524.0,7.0,2003.0,,,4.0,3.0,16.0,180.0,56.0
33,,2925.0,,2007.0,,,0.0,2.0,,151.0,80.0
36,6.0,1622.0,7.0,1982.0,,1998.0,7.0,19.0,,159.0,60.0
58,0.0,1104.0,4.0,1987.0,,,0.0,3.0,,150.0,68.0
20,6.0,,7.0,1982.0,,,3.0,5.0,16.0,,57.0
59,0.0,1627.0,3.0,1959.0,,,10.0,1.0,,151.0,100.0
43,,1984.0,9.0,1998.0,,,1.0,5.0,,170.0,93.0
48,24.0,1199.0,7.0,1982.0,,,0.0,,,153.0,89.0
31,0.0,5422.0,8.0,1991.0,,,0.0,10.0,,174.0,80.0
30,,997.0,,2004.0,,1998.0,0.0,5.0,16.0,152.0,95.0
88,6.0,1648.0,,1962.0,3.0,2002.0,11.0,10.0,,163.0,83.0
21,,775.0,7.0,1982.0,,,0.0,3.0,,161.0,48.0
73,24.0,,,1955.0,,1991.0,9.0,2.0,16.0,164.0,85.0
20,6.0,859.0,,1981.0,,,,6.0,,156.0,69.0
64,0.0,,,,7.0,,6.0,5.0,,161.0,90.0
53,0.0,1646.0,4.0,1958.0,,,10.0,5.0,42.0,175.0,78.0
51,0.0,1626.0,12.0,,,,4.0,20.0,,176.0,83.0
47,0.0,851.0,7.0,2009.0,,,0.0,7.0,,152.0,79.0
21,10.0,1171.0,7.0,1982.0,,,1.0,3.0,,163.0,60.0
67,6.0,1679.0,6.0,,,,9.0,20.0,,181.0,79.0
21,6.0,1626.0,7.0,1982.0,,1998.0,0.0,3.0,,161.0,69.0
75,,1672.0,,1958.0,,,7.0,4.0,,164.0,57.0
79,0.0,,9.0,1964.0,,,16.0,3.0,,164.0,82.0
57,0.0,1684.0,9.0,2000.0,,,8.0,1.0,,170.0,99.0
24,0.0,2783.0,,2010.0,,,2.0,4.0,,177.0,74.0
82,6.0,2141.0,12.0,1961.0,,1990.0,13.0,4.0,,164.0,59.0
75,6.0,1653.0,5.0,,,,12.0,5.0,,164.0,57.0
45,,1676.0,6.0,1963.0,,1998.0,1.0,6.0,,174.0,83.0
26,0.0,1658.0,7.0,1999.0,,,1.0,6.0,,165.0,83.0
26,,539.0,7.0,,,,5.0,1.0,,178.0,57.0
19,6.0,1085.0,7.0,1982.0,,,0.0,3.0,,176.0,67.0
63,,1908.0,,1974.0,7.0,,11.0,4.0,,164.0,50.0
70,6.0,,4.0,1956.0,,,13.0,21.0,,163.0,69.0
40,,1445.0,6.0,1996.0,,,,3.0,,177.0,66.0
52,,,8.0,1993.0,,1998.0,1.0,6.0,,156.0,87.0
51,24.0,876.0,12.0,1981.0,,,4.0,4.0,,,64.0
81,6.0,1675.0,,1957.0,,,18.0,1.0,,164.0,77.0
73,0.0,1545.0,,1977.0,,,12.0,2.0,,169.0,86.0
49,,1166.0,7.0,1988.0,,1998.0,,11.0,,181.0,85.0
81,0.0,2037.0,8.0,1951.0,,,8.0,5.0,16.0,175.0,62.0
84,,1296.0,4.0,1959.0,,2001.0,10.0,9.0,,164.0,79.0
37,6.0,1627.0,7.0,,,,1.0,6.0,16.0,157.0,65.0
22,6.0,947.0,7.0,1982.0,7.0,1998.0,3.0,4.0,16.0,159.0,62.0
78,24.0,1661.0,6.0,,,,15.0,5.0,,164.0,72.0
59,,1229.0,1.0,,,,,4.0,,170.0,53.0
18,6.0,1656.0,7.0,,,,0.0,1.0,,159.0,50.0
30,6.0,4527.0,,1983.0,,,6.0,10.0,,183.0,93.0
80,0.0,1678.0,4.0,1961.0,,,16.0,10.0,,164.0,60.0
39,,1885.0,8.0,,,,8.0,2.0,,174.0,103.0
76,24.0,,4.0,,,,5.0,6.0,,,69.0
51,0.0,756.0,9.0,,,,8.0,3.0,,164.0,82.0
74,,,,,,,10.0,4.0,,163.0,80.0
34,0.0,,7.0,1981.0,,,0.0,5.0,,183.0,63.0
74,6.0,1677.0,5.0,1944.0,11.0,,15.0,5.0,,163.0,78.0
62,0.0,2068.0,4.0,1966.0,,,0.0,7.0,,174.0,78.0
22,6.0,,,,,,0.0,2.0,16.0,166.0,70.0
