var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
h,o,k,n,o,e,b,k,i,d
i,k,b,n,i,j,g,m,f,c
h,b,l,o,d,k,m,g,k,i
m,h,m,h,k,l,m,o,k,e
l,e,f,g,o,n,b,j,i,e
d,c,n,g,a,i,n,j,f,f
k,j,a,f,n,c,k,h,f,n
o,i,o,e,n,h,l,e,k,a
k,m,e,f,j,j,d,h,f,m
l,d,i,i,m,o,f,j,f,a
l,l,i,k,i,j,m,o,d,b
k,j,b,j,d,a,o,a,h,f
k,h,h,f,l,c,c,o,m,n
b,k,m,c,j,c,c,c,h,o
k,n,h,f,n,h,g,d,j,h
j,f,h,k,e,b,a,e,a,g
o,g,a,b,c,f,b,h,h,l
d,a,m,l,k,m,k,d,f,b
b,i,l,c,j,l,n,f,j,m
e,f,o,k,d,f,a,b,i,k
f,g,l,j,i,a,b,d,g,m
c,e,c,i,e,k,i,h,i,o
d,f,m,d,h,f,i,n,h,o
o,f,o,f,l,l,c,f,d,h
k,i,k,j,f,l,e,b,a,j
e,d,o,d,e,d,d,n,n,h
c,f,l,k,f,i,h,e,k,a
d,d,d,o,i,k,j,f,n,l
h,g,a,i,o,i,m,d,e,a
k,o,h,g,b,g,m,e,e,c
b,f,e,j,m,o,l,m,l,f
a,l,a,o,o,e,b,h,o,j
j,i,i,i,b,m,j,h,m,c
d,b,d,o,d,h,g,d,b,n
n,a,a,j,g,o,e,b,l,d
m,i,g,n,d,g,j,i,j,j
d,g,n,i,c,b,o,d,b,l
l,e,c,n,h,j,l,i,b,f
f,j,b,c,n,e,n,j,g,d
m,j,n,c,k,h,k,b,h,k
g,m,g,e,e,o,i,b,o,e
n,c,j,i,c,d,f,d,f,i
a,i,e,a,n,k,f,d,k,b
o,m,j,f,a,c,o,i,k,a
n,m,h,m,o,g,f,b,f,m
c,d,g,n,j,k,d,k,c,o
h,e,b,l,f,j,k,e,a,i
m,d,l,i,c,l,a,b,o,m
d,o,l,i,g,n,h,g,h,o
d,o,o,d,c,d,d,a,h,n
h,n,b,b,b,g,b,o,h,l
a,k,l,i,l,d,n,h,d,b
i,c,b,o,b,d,f,o,e,l
o,d,n,g,k,f,f,k,c,j
o,b,i,e,n,f,g,h,c,i
g,k,j,m,f,a,n,k,f,j
o,i,b,n,m,k,i,n,l,h
o,g,f,k,c,c,h,l,l,j
n,a,l,j,c,g,d,a,m,d
l,f,h,o,a,b,b,c,h,f
b,e,l,a,f,k,f,d,a,k
j,a,n,i,m,l,d,i,g,g
c,c,m,m,h,o,j,j,j,o
j,o,f,b,n,c,c,b,a,k
k,j,f,d,l,m,n,e,d,a
g,h,e,c,l,b,d,a,b,g
k,o,g,a,o,l,e,n,f,i
a,j,f,g,h,f,m,m,d,b
d,d,j,g,m,d,d,h,h,n
l,f,n,d,l,b,n,k,k,g
o,b,k,j,n,b,i,m,m,h
i,k,k,m,e,b,e,n,l,c
g,o,g,m,m,j,b,a,g,m
d,a,l,i,k,d,h,h,a,j
l,o,o,i,o,a,m,c,j,n
a,h,e,i,o,k,j,d,f,i
g,b,i,f,m,j,l,b,i,n
c,j,a,o,o,o,d,i,n,g
g,g,b,h,d,h,a,o,l,f
