var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,r,n,g,t,c,k,o,h,n
e,m,e,d,k,d,s,d,o,h
t,t,n,s,g,e,n,e,f,g
m,d,k,h,f,i,i,q,a,k
k,f,t,l,o,d,b,f,h,a
r,c,l,m,g,l,b,b,r,p
m,t,k,k,e,d,n,a,h,i
s,o,d,s,h,f,d,f,q,n
e,a,m,m,q,a,d,b,m,c
b,k,d,f,d,b,s,n,n,b
k,m,q,q,a,a,q,g,e,n
j,q,h,t,s,m,t,g,r,f
r,f,f,s,e,t,s,m,d,p
j,r,i,a,r,t,b,l,t,a
l,r,e,d,l,s,k,s,j,m
o,t,g,o,o,k,t,t,j,d
q,k,k,r,c,f,k,a,h,n
s,c,n,e,c,k,l,c,g,o
l,k,q,o,j,h,k,d,b,g
j,n,k,b,a,d,l,j,a,g
r,k,r,f,j,c,p,f,p,l
h,k,p,h,m,k,t,b,s,t
k,b,a,a,r,s,b,h,k,p
m,c,a,p,j,f,a,q,j,r
k,o,b,s,h,n,t,d,j,g
h,i,e,g,r,r,d,h,d,p
a,p,t,i,i,k,a,t,n,j
m,t,l,f,b,e,g,t,r,m
l,r,b,k,g,i,f,d,r,p
a,m,a,h,s,o,s,m,o,l
r,m,h,g,n,a,c,c,j,a
g,a,h,q,b,h,n,m,n,r
j,b,h,f,i,b,f,q,e,e
f,a,r,m,b,d,i,p,l,m
g,a,q,i,m,r,s,t,k,n
e,i,j,s,l,g,t,n,q,n
p,a,c,m,l,k,c,g,o,q
s,f,i,k,f,h,b,g,s,t
j,q,g,r,k,r,m,q,q,e
l,i,k,c,j,h,a,n,m,j
l,e,c,a,i,e,m,d,s,g
d,k,o,h,n,d,k,q,g,n
l,q,a,s,j,l,a,i,f,f
o,k,i,q,e,m,t,m,h,d
i,i,n,e,m,n,g,f,i,k
k,s,f,t,i,k,o,n,f,p
r,e,n,a,f,e,m,s,e,c
p,b,t,h,s,e,i,r,b,o
h,d,g,o,a,s,m,r,n,d
h,p,a,q,d,r,t,g,j,j
h,c,g,t,e,a,o,p,i,n
r,f,e,p,i,r,r,o,k,p
n,b,c,a,n,m,b,j,a,o
a,o,g,p,h,k,l,k,l,f
t,c,n,q,f,i,k,g,r,d
m,f,n,r,g,i,r,i,h,j
a,t,c,p,g,p,b,n,h,l
r,b,h,b,e,k,h,p,j,c
e,h,o,n,l,f,i,g,l,l
t,r,j,c,h,g,o,g,l,h
p,p,p,p,d,n,p,n,h,d
q,j,n,h,h,g,a,n,e,j
r,c,r,a,c,j,h,f,f,m
q,e,b,r,a,p,b,s,n,r
d,t,b,q,g,k,l,n,s,d
k,o,i,a,n,t,e,f,g,a
i,n,c,q,c,q,o,k,c,j
r,n,d,a,e,t,p,e,h,t
j,m,t,l,g,m,m,t,o,c
j,s,l,f,k,q,m,d,s,q
d,i,p,i,o,k,t,i,c,b
l,p,e,k,o,m,j,n,b,g
t,q,l,e,s,h,d,h,s,f
f,k,q,b,r,g,e,a,g,h
d,d,s,f,q,e,m,k,c,o
a,m,m,n,o,i,j,i,a,e
f,k,n,e,p,p,p,k,p,f
r,o,n,o,s,k,j,b,f,b
m,d,g,b,g,t,h,d,d,r
l,d,a,r,b,h,f,e,o,h
p,t,m,q,i,b,h,d,d,l
q,n,n,k,f,p,f,t,d,h
p,i,f,c,c,l,q,g,m,j
k,t,s,s,b,b,j,t,s,n
o,f,s,s,s,m,j,k,t,b
f,j,o,n,g,f,c,l,t,o
k,h,s,d,f,r,p,i,n,m
o,k,l,r,k,p,j,b,h,r
a,h,r,o,m,d,f,p,o,i
l,m,l,e,l,l,f,d,c,i
a,s,b,t,i,c,c,c,r,h
d,p,p,m,f,j,m,f,k,o
m,j,r,k,m,j,n,e,h,k
e,o,i,s,i,g,k,d,t,s
p,k,q,t,s,k,a,c,g,q
r,b,s,p,j,r,j,o,f,d
a,g,h,g,h,t,a,l,r,p
c,c,k,c,h,g,m,l,d,e
p,s,c,p,k,i,f,g,a,n
m,p,n,t,a,b,b,d,j,g
p,g,p,m,a,b,a,l,l,e
e,o,l,m,o,k,l,i,q,t
s,c,r,i,h,d,h,e,s,t
m,g,t,j,o,r,j,e,d,n
a,b,p,o,m,p,g,l,n,p
o,h,i,h,t,j,t,l,s,m
g,k,i,n,a,k,e,a,f,s
e,c,k,q,h,d,a,c,a,p
t,i,e,q,c,t,l,c,a,t
p,l,g,g,n,d,a,l,p,e
a,m,q,o,e,f,e,c,k,f
c,s,t,e,f,l,n,o,j,j
o,r,l,d,r,l,a,g,k,h
f,h,n,s,j,f,t,l,g,s
a,j,t,a,j,p,b,c,n,t
a,c,s,o,o,r,h,a,m,m
n,a,i,r,p,m,o,a,t,o
i,f,o,e,i,p,o,b,p,j
e,j,p,n,m,a,j,e,j,s
n,t,l,g,o,h,s,d,r,o
a,h,t,r,f,k,g,g,i,f
h,f,o,n,e,a,p,b,l,k
r,a,o,t,d,q,r,r,m,r
m,k,i,b,g,l,a,c,n,t
g,q,e,h,s,i,a,l,j,o
h,t,b,i,o,s,s,j,a,q
o,q,t,j,t,n,h,t,t,t
k,d,n,e,h,q,o,j,m,i
l,r,j,c,e,a,i,l,h,n
f,p,d,e,p,f,h,d,d,f
b,o,i,c,e,k,i,l,p,c
o,n,c,s,t,j,f,e,q,j
e,r,q,d,n,t,g,b,d,j
l,m,c,q,l,f,t,n,q,k
q,i,f,n,d,i,t,b,p,e
s,r,n,l,h,i,s,j,q,b
p,r,d,h,f,n,f,l,d,p
f,f,c,o,t,k,h,s,h,k
l,j,f,j,n,a,i,i,h,h
n,f,r,q,p,k,n,a,e,t
t,j,t,r,t,t,h,f,a,h
k,o,o,c,j,t,d,c,f,t
s,l,g,n,a,c,j,p,b,l
h,g,s,g,f,c,i,a,j,h
i,d,f,h,t,j,d,s,i,c
k,f,e,i,n,g,g,d,f,m
g,t,n,i,r,q,b,c,a,i
n,m,p,t,g,e,a,i,q,b
p,d,e,t,t,j,e,p,f,m
p,g,h,d,p,d,n,r,m,q
o,b,j,d,m,c,i,r,i,l
p,k,b,i,g,f,d,f,s,e
r,m,q,n,l,q,a,o,a,h
t,c,s,e,b,h,f,g,f,e
r,s,i,o,l,j,p,j,s,o
b,g,g,g,i,s,a,s,e,q
p,t,t,o,o,f,e,n,e,p
s,r,d,a,q,o,e,p,g,q
f,n,i,o,j,j,k,d,e,j
q,s,l,j,a,o,t,k,i,g
o,k,j,m,f,b,p,g,h,b
m,s,m,m,i,r,r,n,l,p
r,d,m,b,e,p,s,m,c,p
e,h,t,f,e,k,t,e,m,l
l,f,c,c,j,n,s,p,b,s
c,j,k,r,f,s,a,m,s,m
l,o,b,r,k,p,o,p,a,r
q,p,r,e,c,j,s,t,f,h
c,r,g,l,i,a,a,k,t,r
j,l,q,c,p,q,i,c,l,q
a,s,k,j,h,t,o,r,h,n
o,l,p,e,d,q,k,d,q,d
k,h,r,j,k,l,e,t,l,m
j,k,l,j,h,f,c,k,o,g
b,a,c,r,d,l,l,o,p,o
g,l,g,d,j,m,b,n,g,h
f,h,s,l,c,h,t,h,f,f
g,t,l,c,r,b,t,m,d,n
a,m,k,m,q,c,j,k,c,o
h,l,m,l,p,j,q,t,h,f
i,l,l,h,s,i,g,m,c,j
k,r,p,k,a,g,c,f,i,o
m,t,k,o,p,l,i,c,f,r
t,a,m,a,a,a,g,e,t,h
h,e,i,o,p,o,s,f,g,n
l,e,o,b,r,i,f,q,l,s
s,p,j,r,f,h,o,i,k,f
f,g,f,h,l,d,d,a,l,n
i,j,h,j,h,i,t,d,n,r
d,r,r,c,j,m,g,m,l,l
s,k,i,s,k,h,q,l,c,n
k,i,b,m,c,k,i,k,o,b
m,j,d,g,i,o,d,k,r,g
f,e,l,a,j,c,j,l,b,o
s,k,b,h,p,d,p,c,r,m
o,o,m,c,i,q,b,i,g,i
d,p,b,o,h,r,c,s,r,n
e,g,r,s,a,p,d,p,a,l
j,i,n,j,t,s,q,j,n,o
a,s,q,g,p,s,t,a,n,f
e,q,s,e,j,e,d,n,j,p
m,l,b,m,e,j,e,p,i,t
q,e,j,g,r,e,g,c,l,i
e,r,i,r,d,p,a,n,r,b
s,i,p,a,b,n,i,p,c,o
i,r,c,g,c,j,j,p,f,d
o,o,d,a,b,b,i,g,d,r
e,j,o,b,s,e,e,t,l,r
m,e,m,a,j,e,c,n,e,f
h,k,t,h,j,n,s,n,c,r
g,q,b,e,c,i,n,p,r,h
n,a,r,i,s,o,r,l,k,p
e,s,c,h,o,i,e,c,j,k
p,h,s,j,t,a,i,i,j,n
d,b,q,t,l,r,t,p,d,l
g,e,g,j,h,d,h,m,s,e
t,g,t,f,k,i,t,t,g,l
h,b,m,k,q,p,s,l,k,b
g,k,p,l,f,i,j,p,i,g
d,j,h,h,a,e,t,j,i,d
k,c,r,j,h,h,p,l,l,k
j,e,n,r,p,g,o,c,e,q
h,t,k,p,q,p,b,i,h,g
i,h,d,r,t,h,f,l,h,r
k,o,a,d,d,g,c,h,i,a
m,s,e,r,i,b,f,l,t,c
b,s,f,d,a,k,f,t,a,c
a,e,m,o,q,e,b,c,j,o
q,q,f,o,c,d,j,k,a,m
g,s,r,s,f,d,j,r,p,l
h,o,l,j,g,j,a,p,p,s
o,j,p,n,o,m,h,e,k,q
t,j,e,k,l,l,a,n,a,q
g,a,g,g,c,f,i,b,f,j
l,b,k,d,l,m,d,e,n,p
d,s,i,j,s,h,k,o,l,b
j,e,b,m,j,g,o,i,j,n
h,s,q,o,j,j,f,f,k,s
m,d,m,j,a,m,c,r,n,n
c,g,j,a,q,o,s,m,p,k
o,l,h,t,f,n,l,t,k,b
j,b,a,p,e,f,o,e,m,g
b,q,r,i,m,o,g,r,p,n
e,d,t,p,f,g,i,l,j,q
k,g,g,e,t,r,l,a,t,q
m,m,b,q,l,b,j,n,m,c
h,k,b,t,g,e,q,a,r,h
f,f,p,c,o,o,k,h,o,m
l,t,t,e,j,r,f,b,q,g
i,g,f,c,p,b,i,m,g,o
r,j,q,f,f,g,l,i,m,h
o,t,s,e,l,c,f,f,q,a
a,l,n,s,o,t,o,s,b,q
m,f,n,g,n,s,c,q,f,e
r,n,l,j,d,e,j,l,i,o
p,r,k,g,t,m,g,l,s,f
c,g,l,n,m,k,l,n,q,o
r,d,j,k,m,m,t,i,c,m
p,e,p,t,k,e,e,h,i,q
b,f,b,c,a,q,b,t,q,e
j,g,b,t,l,j,r,t,c,a
