var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
g,o,o,l,f,j,f,a,n,c
a,b,f,a,h,h,c,b,c,o
n,f,a,e,c,c,m,n,g,l
n,h,i,b,e,e,h,a,m,b
g,i,n,l,d,j,d,a,i,l
i,f,c,c,o,i,n,a,c,m
m,c,a,i,g,h,k,i,l,l
m,a,d,e,k,f,j,k,h,a
a,h,b,j,b,c,m,n,k,j
f,j,d,o,h,l,g,h,f,b
e,f,l,e,e,m,l,h,b,h
a,f,j,o,c,e,f,f,c,e
f,a,o,d,i,j,l,h,c,e
k,l,b,o,g,d,o,o,i,d
c,l,b,b,b,h,o,j,d,g
g,c,i,d,b,g,o,f,d,a
j,h,n,h,b,a,m,n,k,l
h,g,f,e,n,m,f,n,a,o
c,h,m,g,g,j,a,c,c,b
h,n,h,a,k,o,l,c,l,f
m,d,h,f,e,l,g,f,b,k
l,g,m,b,o,b,l,b,o,i
i,a,h,l,f,h,k,k,b,j
n,k,m,i,k,n,g,b,o,c
b,e,o,d,a,o,a,i,j,i
o,j,l,l,j,d,h,g,f,h
l,j,a,b,l,a,l,d,f,e
g,c,j,j,d,h,i,a,k,a
c,b,m,n,d,i,d,e,h,j
g,b,d,b,l,g,b,g,b,h
i,d,o,k,d,h,a,c,i,f
m,g,m,h,k,a,k,i,n,g
c,h,l,l,k,g,m,i,h,a
e,k,a,h,n,j,d,n,g,e
b,o,f,c,n,g,g,a,b,i
o,a,c,k,b,n,n,k,o,b
j,m,g,b,g,e,f,g,e,a
e,h,j,c,d,e,c,m,f,k
k,l,l,o,d,b,i,m,o,c
g,g,f,d,g,h,h,a,a,m
o,c,f,n,k,l,g,g,m,l
o,f,o,e,g,o,l,k,h,m
d,n,i,m,k,h,n,m,j,j
a,j,c,j,j,j,i,f,f,c
f,j,e,n,m,m,o,c,a,h
g,k,d,g,b,c,i,k,k,d
h,e,k,f,h,e,g,f,n,j
d,d,d,m,f,a,j,h,e,o
a,o,b,o,m,m,a,e,a,f
b,g,i,j,m,o,k,f,m,a
f,o,f,g,m,n,c,m,c,d
e,i,d,d,n,l,f,j,a,o
m,c,d,d,c,o,b,d,d,d
f,n,a,i,f,n,l,f,n,l
n,l,d,e,g,e,e,n,k,h
f,k,c,m,l,g,a,k,d,m
n,b,k,a,c,b,o,d,f,g
i,l,k,h,a,o,k,c,n,e
m,a,l,g,i,m,l,c,g,e
l,c,c,d,e,k,j,j,m,i
a,a,e,k,d,j,k,n,f,k
n,i,m,n,h,j,i,m,l,j
i,j,k,b,b,e,g,m,a,d
l,i,j,o,f,m,e,g,m,i
a,k,k,o,h,g,h,j,c,e
n,c,a,a,g,k,g,n,m,o
f,m,f,d,c,e,h,f,g,i
g,k,g,e,d,e,m,b,d,h
c,h,l,j,o,n,o,l,k,d
f,k,n,f,e,b,h,e,l,m
m,o,i,g,o,l,i,k,f,d
o,o,e,d,b,h,h,i,i,a
d,m,k,l,a,a,g,m,k,o
g,j,b,j,j,e,n,k,d,o
g,i,h,f,k,d,h,n,k,g
h,o,d,l,h,o,m,h,g,f
o,l,c,a,h,g,c,k,l,d
h,a,j,l,o,o,j,e,j,c
a,d,a,f,h,h,e,o,b,e
h,a,a,e,d,f,k,c,h,b
n,l,l,n,n,f,b,o,e,j
l,c,i,b,a,c,a,f,d,j
i,k,j,o,e,b,n,i,o,g
g,m,l,g,i,g,o,d,o,l
j,a,m,g,o,g,c,m,l,n
h,l,l,k,l,o,e,o,n,n
g,i,f,e,o,j,g,g,m,f
j,l,g,g,j,c,o,c,d,h
n,j,c,d,l,a,k,g,k,d
n,b,e,j,j,o,e,g,d,d
g,j,l,a,f,a,i,j,d,j
m,h,k,i,g,i,k,e,i,d
a,e,j,e,f,b,j,h,e,e
b,b,m,k,c,j,o,b,n,n
a,o,g,m,h,g,n,n,f,o
o,e,d,k,b,a,j,h,i,o
h,a,n,b,k,m,m,h,e,d
i,f,i,i,l,a,o,c,b,h
j,o,h,o,j,m,f,m,a,e
h,j,l,m,d,a,g,m,g,f
g,e,i,l,e,n,f,d,j,a
i,d,n,b,f,b,h,b,e,m
g,o,b,i,h,d,m,b,m,c
m,c,c,f,n,b,a,l,n,g
a,g,m,j,l,h,f,b,i,e
g,a,g,i,l,f,e,f,f,e
o,h,o,j,k,b,i,j,c,j
e,i,e,f,b,o,a,e,a,b
o,l,n,f,n,n,k,i,a,f
a,m,f,e,j,h,m,f,i,i
i,h,h,m,e,f,i,n,m,n
l,h,m,h,j,n,l,c,k,k
n,a,i,e,m,f,i,l,j,k
m,m,h,c,e,h,o,d,c,d
c,d,c,j,d,j,j,b,b,d
a,h,f,c,l,c,j,f,a,f
i,n,k,f,e,c,m,c,j,o
f,o,l,m,e,m,h,k,h,n
n,k,m,e,b,o,e,i,c,a
a,n,b,h,n,l,k,h,d,a
m,a,k,n,o,i,k,h,n,o
l,e,h,d,h,m,b,d,f,f
l,d,a,d,l,i,a,k,a,m
k,d,b,o,h,i,e,j,m,i
k,g,c,h,d,m,o,h,m,i
h,f,g,m,k,k,d,i,e,c
d,b,m,j,i,f,k,c,d,m
m,c,k,o,g,f,l,h,f,d
g,k,b,a,g,e,j,f,o,c
d,d,n,m,o,m,a,d,j,d
e,h,d,c,i,n,m,m,h,k
k,b,a,h,o,l,f,b,g,j
o,l,f,h,a,b,h,k,h,e
b,a,f,c,c,a,m,n,b,l
m,k,i,e,o,f,m,m,l,b
o,i,a,f,d,c,g,c,m,a
k,h,h,k,g,e,d,a,h,k
n,k,b,a,j,f,n,o,d,e
c,k,j,k,o,k,m,g,a,d
b,n,f,m,n,c,m,o,k,c
b,k,k,n,a,n,m,d,b,l
g,a,g,k,l,k,g,n,l,l
e,f,b,l,f,g,k,h,k,k
b,d,c,k,j,h,d,l,f,f
d,h,i,c,f,l,a,j,f,a
b,l,m,l,m,c,d,a,h,d
l,f,l,i,l,f,d,o,h,i
c,n,e,n,e,m,m,f,a,b
e,m,a,b,a,m,b,l,j,d
a,m,d,m,g,f,m,g,e,l
h,i,g,o,o,j,d,d,j,c
n,m,b,j,f,j,g,d,i,e
e,d,g,k,d,g,h,k,n,d
n,e,l,b,g,a,a,m,j,b
d,a,i,j,c,f,n,n,j,j
a,i,h,e,b,l,j,e,o,d
k,g,o,j,j,a,d,i,l,o
k,i,f,g,d,j,o,g,n,m
o,d,e,o,f,l,j,f,d,m
i,j,e,l,a,l,a,j,g,c
j,g,o,d,k,o,b,o,a,c
e,o,k,c,c,b,d,e,k,a
f,d,f,g,m,m,i,g,m,l
d,d,g,h,b,a,b,k,d,m
g,e,e,f,m,l,h,k,l,e
n,k,k,m,e,k,h,n,l,k
o,o,o,h,l,c,m,h,g,g
o,a,c,g,e,n,n,e,f,o
a,f,e,i,a,b,n,g,b,c
b,j,b,g,f,e,d,n,k,j
e,h,g,o,e,b,g,a,n,b
h,j,e,g,j,k,b,g,i,m
h,i,a,f,d,m,i,m,n,i
o,m,l,j,m,a,j,j,e,i
g,f,b,a,j,c,c,j,e,c
m,a,g,k,a,c,j,k,n,e
g,g,e,d,j,c,h,a,i,h
d,k,a,b,i,a,k,i,o,k
i,l,k,h,e,g,n,a,f,l
k,b,l,k,n,k,l,h,f,a
f,n,n,a,c,c,b,m,l,i
b,g,m,n,h,i,i,g,a,h
j,l,o,f,n,l,m,h,g,e
f,k,i,b,h,h,a,n,k,m
l,o,m,c,j,k,m,l,g,l
k,a,b,d,k,i,i,g,e,a
j,e,i,m,g,i,n,m,h,f
h,c,i,b,c,f,h,o,j,c
h,k,j,k,b,k,f,k,g,m
j,n,k,a,h,l,c,g,e,i
m,k,k,i,d,e,i,l,j,i
n,f,k,g,b,n,a,f,h,b
c,l,f,i,e,e,l,c,j,l
j,k,g,c,l,b,m,a,c,o
a,f,d,f,k,b,j,h,h,e
g,h,e,b,o,b,h,m,e,h
k,e,g,o,g,d,h,o,b,f
h,g,d,e,n,l,g,i,e,i
a,j,o,m,n,n,o,b,d,o
h,j,o,a,g,a,i,l,a,a
f,b,o,a,g,b,b,h,n,j
c,i,b,j,c,a,h,e,b,o
a,b,i,d,a,g,d,a,a,o
d,e,j,i,c,n,j,c,l,i
c,f,e,m,g,j,k,j,h,b
f,d,l,e,a,d,i,o,l,f
k,n,f,b,k,d,c,m,b,d
b,e,e,e,f,f,g,j,m,m
f,i,o,c,j,b,b,n,a,j
f,e,m,f,h,m,k,d,e,g
c,l,c,f,l,k,a,j,o,f
b,d,m,h,h,c,h,j,h,g
a,a,g,i,e,l,b,a,d,g
c,o,k,d,d,l,h,a,h,b
e,o,d,j,a,k,k,j,h,h
g,n,l,b,g,i,e,l,j,d
o,n,m,j,b,l,i,a,c,m
l,c,f,g,b,d,b,o,h,b
m,j,g,n,e,f,c,g,g,o
g,g,d,m,n,b,j,c,f,j
g,a,f,a,g,k,e,d,m,j
b,k,b,n,b,g,e,j,j,i
f,e,e,a,o,o,l,i,j,k
