var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,e,o,p,j,t,j,j,o,g,s,d,t,j,q
i,b,b,f,c,m,b,k,n,q,g,i,i,d,q
c,l,t,n,q,s,r,a,d,s,c,s,f,o,e
a,f,n,p,h,q,g,f,a,s,m,s,p,p,m
a,p,e,m,t,c,q,c,q,p,i,d,r,m,n
o,n,t,k,m,q,q,b,f,n,e,o,d,i,n
h,h,o,a,h,k,h,c,o,c,g,p,l,n,c
i,s,k,s,g,i,t,b,m,a,i,l,o,t,n
j,b,o,m,m,g,d,m,d,r,g,e,o,d,n
r,c,q,q,q,s,j,t,n,q,c,m,e,g,q
q,h,k,p,p,b,o,g,d,b,b,n,t,d,g
g,f,g,m,h,k,h,f,e,c,r,l,j,t,f
g,k,a,i,i,a,a,s,i,d,i,h,s,t,o
b,j,k,q,p,k,g,b,j,a,a,q,h,q,j
h,q,q,r,g,t,m,f,c,t,n,o,r,i,i
d,f,g,e,p,h,p,m,o,m,p,d,t,m,a
t,p,p,j,h,o,o,i,l,m,l,s,t,c,b
o,t,n,n,k,h,p,c,j,p,r,i,i,q,b
p,a,l,t,p,s,o,o,j,c,r,n,h,c,h
g,d,f,m,s,r,j,d,b,e,b,b,q,m,h
i,a,a,c,r,m,q,l,i,a,e,q,g,n,m
s,e,k,p,b,f,c,a,d,e,n,i,r,f,j
i,b,l,n,i,q,f,i,h,d,e,m,l,n,a
d,r,n,k,h,o,i,t,b,f,m,m,q,b,m
m,q,c,f,s,b,l,i,b,j,n,j,t,m,e
c,i,b,t,g,k,r,p,p,a,g,g,i,s,c
t,s,b,m,i,m,i,f,k,d,n,r,f,t,g
m,j,a,p,o,t,p,g,e,m,q,p,m,k,m
j,m,f,m,e,f,j,t,p,k,p,k,p,m,t
m,s,g,g,i,h,n,n,s,f,k,j,b,t,s
j,e,j,h,s,r,a,t,e,g,j,c,c,p,b
e,t,o,s,g,j,l,o,m,i,i,m,j,s,f
i,f,g,k,p,p,t,a,q,r,h,e,k,c,q
o,q,t,l,b,f,c,i,s,g,j,k,g,c,f
d,l,s,f,p,k,b,l,a,b,j,o,c,m,b
s,l,h,r,q,o,a,o,n,p,b,r,q,d,h
j,o,j,q,s,d,m,f,q,t,o,a,q,e,n
d,q,t,m,t,d,b,d,g,t,p,k,i,c,m
g,p,s,o,d,i,b,c,j,f,g,f,n,h,t
d,e,n,r,l,r,e,l,j,c,n,f,h,r,c
i,p,p,h,k,e,c,q,i,s,m,h,r,t,m
t,h,t,j,r,q,a,a,i,t,m,h,h,q,b
f,p,o,j,i,e,o,q,t,n,p,s,l,t,k
d,t,o,m,b,k,l,o,e,b,o,a,h,a,j
e,q,f,l,s,t,q,f,l,e,s,q,j,b,h
t,a,n,i,i,b,h,q,s,a,s,l,h,f,o
q,i,r,b,g,b,i,d,q,a,q,t,k,k,n
s,g,h,c,i,e,g,m,k,t,e,l,f,n,m
i,d,o,i,p,t,m,o,g,h,q,m,m,l,l
e,k,j,i,e,i,i,i,s,f,a,a,m,o,i
l,h,i,j,g,m,o,n,o,m,l,g,i,c,l
p,t,l,d,k,o,e,r,n,o,m,s,o,e,h
f,e,d,s,i,s,s,o,c,l,d,e,l,n,q
k,d,k,j,o,b,b,s,f,k,g,h,l,m,o
j,q,a,s,h,g,g,n,h,s,f,c,h,a,k
j,i,m,n,s,s,l,a,b,j,g,t,r,f,o
o,g,d,h,d,q,t,a,r,i,d,e,o,b,a
j,i,j,j,i,m,n,o,o,p,q,n,f,c,i
r,g,d,i,i,f,m,e,e,k,j,m,n,g,q
e,c,n,d,e,d,d,p,r,s,r,m,k,c,m
d,f,n,d,i,t,b,d,h,n,i,r,o,p,q
i,s,t,a,m,d,m,t,a,e,l,e,i,g,q
l,n,s,d,f,j,t,g,c,b,i,d,i,m,s
s,a,d,b,d,n,e,m,r,i,c,r,s,p,h
m,b,q,n,f,c,t,r,f,m,g,d,m,m,i
g,k,f,p,d,s,n,d,d,h,c,j,o,d,k
k,b,a,l,o,m,g,l,i,i,l,i,c,l,p
r,n,l,b,i,o,j,k,c,g,r,o,k,j,a
h,o,p,d,b,l,j,q,g,n,h,j,j,k,o
l,j,i,e,i,p,h,s,m,g,p,d,f,p,k
e,r,c,s,s,m,q,c,m,j,o,i,t,h,c
r,k,c,q,r,m,e,b,j,p,o,h,d,b,r
j,e,a,p,k,s,r,g,d,n,q,m,i,o,b
c,o,d,j,l,e,q,t,r,o,h,f,o,e,m
d,e,k,c,r,o,i,d,g,d,g,g,q,c,l
a,o,b,g,f,q,k,m,a,i,n,j,f,s,b
p,t,h,s,b,k,s,p,b,a,r,r,i,k,l
k,b,f,h,j,l,i,f,l,j,r,k,q,g,a
p,n,i,o,h,p,c,f,m,o,o,g,t,b,t
t,g,o,d,q,s,e,p,e,r,o,d,m,k,k
d,h,g,k,c,d,o,d,n,e,l,g,g,n,o
h,o,m,t,e,k,n,o,n,t,b,g,e,g,i
i,e,n,d,f,k,c,m,c,d,b,h,n,f,r
f,b,t,k,c,n,f,d,o,p,k,s,r,e,n
n,i,o,h,b,l,a,d,l,k,d,t,k,h,o
d,c,d,e,k,o,o,f,r,t,p,j,r,r,d
b,g,p,m,s,l,e,d,g,g,n,k,k,h,m
o,a,q,g,p,h,o,e,p,g,f,f,i,t,o
q,t,a,d,f,c,p,q,s,q,r,n,r,t,o
s,d,h,e,f,c,p,r,h,e,k,f,e,i,l
b,f,h,r,l,e,n,a,g,p,p,g,s,s,o
e,q,e,r,o,p,s,b,h,d,q,h,p,o,f
p,b,b,o,l,i,a,h,t,i,n,p,d,c,k
m,j,t,n,n,l,o,o,i,g,g,d,r,i,q
g,k,a,m,g,m,o,m,b,j,p,e,a,t,s
s,q,p,b,p,t,o,e,d,l,c,s,s,c,f
e,j,r,q,m,i,t,e,r,b,b,m,b,m,h
f,m,t,k,g,o,o,l,m,r,b,s,j,m,g
c,q,e,t,h,q,c,l,g,e,m,b,n,n,l
n,c,t,t,g,o,t,g,m,t,e,o,n,e,o
t,q,e,n,e,q,g,g,s,b,a,f,l,d,j
b,s,a,s,r,s,f,p,i,h,f,t,l,f,m
c,c,k,l,f,q,r,r,j,b,c,n,a,p,b
g,q,s,e,e,t,f,p,f,c,f,b,j,p,t
q,t,q,j,g,f,k,t,k,f,c,n,p,p,r
d,e,j,b,m,s,c,s,q,o,e,t,c,p,t
f,p,m,g,p,k,f,t,f,n,j,j,r,k,o
h,e,t,m,t,i,d,e,l,c,e,t,t,i,h
h,e,s,h,k,o,q,b,r,b,j,g,o,i,h
o,o,b,t,c,g,i,g,n,k,f,f,a,t,a
j,d,m,k,s,t,k,t,c,m,a,i,r,f,k
e,f,p,g,c,b,b,i,r,o,q,d,m,g,l
l,l,d,s,n,b,e,r,l,f,b,l,c,n,k
h,f,s,r,k,p,j,s,m,a,m,j,r,k,m
d,j,h,b,h,t,p,m,d,n,g,m,i,f,s
l,a,j,e,m,p,c,k,e,c,j,p,m,b,t
h,f,m,r,h,p,q,o,b,l,j,o,r,m,o
k,m,l,i,r,r,l,g,q,o,f,s,c,p,m
i,g,k,h,s,b,a,p,p,c,m,k,c,p,j
g,b,g,g,k,c,e,e,o,o,l,k,t,d,o
p,a,k,e,t,t,s,r,o,k,c,a,q,o,c
l,e,g,i,b,q,l,m,n,d,l,t,j,r,a
r,e,f,l,r,q,t,i,j,m,o,p,j,f,a
t,t,e,n,e,f,a,a,f,c,k,m,s,n,p
r,l,h,t,f,t,a,h,n,r,r,i,b,c,j
g,r,p,m,l,n,i,a,s,c,m,t,s,n,r
l,r,r,o,s,n,h,l,d,i,j,r,a,c,d
m,q,h,h,j,j,p,a,n,c,p,d,b,f,t
h,p,m,s,p,a,k,k,n,r,b,d,l,n,t
g,m,g,g,f,j,c,r,m,c,p,g,l,r,l
g,a,a,i,o,m,k,k,a,r,c,c,r,e,p
d,o,l,t,j,r,q,h,l,d,g,s,k,k,c
g,g,m,q,c,i,i,f,e,k,c,g,d,s,n
o,d,f,i,i,l,h,g,n,q,l,i,i,l,f
d,d,a,s,q,j,n,q,d,c,b,r,g,r,j
n,o,t,j,s,h,l,d,b,f,g,a,i,i,h
p,i,b,e,q,b,s,p,c,j,k,f,c,l,b
i,i,c,e,p,o,i,t,g,h,c,b,s,g,l
k,f,f,h,p,e,s,f,q,g,s,m,i,p,e
b,h,b,e,t,c,m,p,o,s,f,d,q,f,h
o,r,o,o,e,q,d,b,b,g,q,p,c,o,a
l,i,q,t,q,a,j,s,m,j,p,k,m,q,g
f,c,i,b,o,c,c,o,j,g,g,a,f,j,b
g,s,o,h,e,q,g,o,j,g,p,o,h,q,j
m,q,o,r,r,d,s,h,j,s,p,e,c,j,p
g,i,q,b,h,h,d,i,b,l,k,n,n,g,d
i,k,k,e,e,h,q,q,a,i,r,g,g,r,a
k,l,n,r,q,e,c,j,i,b,p,p,h,n,q
b,c,q,f,e,h,o,n,q,c,d,r,t,t,r
r,o,n,n,o,o,f,s,f,h,q,b,f,k,n
g,k,e,c,k,t,f,g,r,g,b,c,o,g,n
b,q,b,j,r,f,j,e,g,k,h,b,o,d,r
k,o,i,r,d,k,t,b,d,a,q,n,j,j,m
s,e,k,h,b,p,g,n,i,r,g,c,p,r,o
t,q,l,l,p,l,j,t,q,r,d,d,a,m,o
p,q,p,p,h,k,g,f,e,k,m,a,j,i,d
t,h,l,k,q,l,q,h,d,g,m,h,r,h,h
k,q,t,c,q,l,i,i,b,p,t,m,o,l,o
q,t,j,q,h,e,j,l,e,k,b,m,q,h,g
t,a,l,i,t,a,b,d,e,l,a,i,m,c,j
m,r,e,k,h,n,b,a,s,g,k,n,e,i,d
e,b,b,o,h,g,e,e,q,l,i,i,k,b,r
d,a,l,c,m,e,f,b,n,b,a,o,k,i,g
i,q,m,b,i,k,o,r,e,t,c,h,g,d,l
o,p,j,g,h,a,a,f,i,r,m,r,a,d,n
h,n,q,m,r,p,t,b,m,j,q,g,i,f,d
m,p,j,p,t,g,o,i,r,t,j,h,r,c,i
t,d,h,m,t,l,d,n,k,k,o,k,t,m,a
s,o,j,g,f,r,l,t,q,r,q,h,a,e,r
n,n,e,t,s,t,g,p,q,s,o,b,c,c,k
a,h,h,k,q,o,s,t,e,h,f,o,f,o,c
s,n,j,t,a,i,e,l,h,t,i,h,t,m,o
d,r,i,l,l,g,n,m,j,o,t,p,d,k,m
b,m,a,r,f,o,a,s,s,i,f,p,m,s,d
i,d,b,f,s,a,s,m,p,i,i,h,m,d,c
s,f,g,g,e,g,j,t,r,r,q,h,e,t,i
f,q,m,q,d,e,k,e,k,e,h,j,n,n,m
k,f,s,q,i,b,f,g,p,i,q,r,g,c,n
d,j,t,l,l,g,r,o,i,n,j,a,i,e,s
o,t,a,o,t,j,l,o,b,k,a,k,k,e,o
n,k,h,g,s,a,k,d,f,s,f,l,p,r,q
q,g,g,m,b,n,l,b,l,m,p,c,q,p,a
h,n,r,f,d,e,q,h,b,l,h,s,n,o,c
l,e,n,e,s,b,b,s,c,j,i,n,g,l,f
c,h,b,s,a,a,s,t,m,n,o,i,b,n,n
p,n,i,d,c,j,q,j,i,l,c,g,g,d,j
l,i,a,o,j,j,h,d,s,e,a,g,k,p,e
d,d,f,t,t,j,l,s,o,p,e,t,s,m,i
c,p,g,b,d,l,j,l,c,r,i,g,q,a,o
j,f,b,a,b,k,h,f,p,a,p,e,s,o,c
r,j,r,k,a,c,m,s,l,f,a,o,p,s,d
m,q,i,p,m,b,p,i,r,c,h,j,m,f,g
g,f,r,d,l,i,n,p,n,k,e,q,g,f,t
j,l,g,g,m,h,l,e,m,d,a,b,a,r,t
q,h,m,e,q,t,a,g,d,g,m,o,t,n,t
c,s,s,c,a,h,g,g,n,p,b,j,d,o,d
e,a,d,k,c,o,f,p,g,m,e,o,o,c,t
s,m,h,t,n,h,m,l,h,s,o,l,o,h,q
a,m,l,n,t,m,k,p,j,t,o,n,b,t,m
p,p,e,r,p,i,c,p,m,m,t,d,n,h,a
p,p,o,m,r,r,d,n,s,h,n,b,r,c,a
i,a,l,i,o,e,o,c,f,g,e,c,s,i,c
j,h,r,c,r,p,l,o,o,t,f,r,o,t,a
p,t,h,a,r,a,a,s,p,r,h,t,n,e,t
g,o,d,t,t,l,j,q,o,c,c,k,g,b,s
l,m,g,c,f,k,c,t,c,n,o,o,d,b,n
c,n,s,a,h,e,o,t,s,g,f,l,i,d,l
q,o,o,l,l,r,s,r,e,c,b,m,g,r,k
l,n,l,s,n,j,t,s,e,b,c,h,d,e,c
o,d,i,h,j,e,g,d,d,n,d,f,l,q,r
m,o,a,n,i,j,f,s,k,c,r,b,m,d,e
i,l,g,p,a,o,f,q,d,h,p,r,e,a,a
h,l,b,f,r,p,t,j,l,l,s,b,b,s,i
j,f,l,t,k,s,t,d,q,p,h,d,k,s,c
l,j,t,c,m,e,r,d,r,f,s,d,g,h,a
m,g,h,d,d,l,t,q,h,c,t,b,p,t,q
a,r,n,r,m,q,s,e,f,p,b,p,t,h,j
f,h,p,q,p,e,g,k,c,t,d,k,a,o,g
p,o,c,a,h,o,a,n,s,t,k,t,g,p,h
p,g,n,i,f,p,f,f,r,a,s,s,k,s,h
b,i,n,t,b,p,r,d,d,i,l,a,l,m,g
t,k,i,e,h,d,l,b,l,g,f,s,p,c,r
o,r,b,s,e,f,r,k,s,g,i,j,j,a,k
g,b,h,h,m,j,f,e,c,l,g,f,p,d,o
n,e,f,g,f,b,t,n,d,t,a,s,e,n,g
i,g,r,i,s,n,m,i,m,h,o,l,m,p,i
h,i,t,d,g,c,m,s,c,s,p,c,r,d,g
h,l,q,r,e,k,l,g,c,k,s,i,m,s,e
m,b,n,o,d,i,f,d,c,d,g,s,t,s,o
e,n,q,r,k,n,q,s,f,c,f,n,b,c,a
j,o,g,k,e,c,d,i,p,m,r,j,f,i,e
o,i,h,m,n,m,j,e,a,o,r,p,m,b,n
i,q,g,e,p,i,k,b,l,l,d,a,j,g,c
c,b,c,p,j,a,q,c,t,l,b,t,e,d,m
l,r,e,p,g,c,s,n,b,r,g,s,c,c,n
k,n,a,l,m,b,d,n,i,t,g,r,b,g,e
r,f,m,o,f,h,g,d,l,n,r,b,f,o,t
p,e,p,m,n,t,g,r,b,h,q,q,q,l,q
l,h,f,d,p,t,n,q,n,c,s,k,l,s,s
i,f,n,a,n,j,i,q,r,q,r,e,b,i,h
i,d,i,g,g,n,f,f,i,k,l,l,s,a,h
q,i,m,c,i,r,b,b,d,t,r,q,b,f,a
i,i,t,d,s,j,c,m,c,e,i,s,m,a,n
d,p,a,s,g,d,q,e,d,o,k,s,b,f,l
o,d,g,k,e,q,t,q,p,s,m,e,c,s,t
h,m,r,t,r,a,m,i,q,h,i,h,s,e,k
q,c,l,n,e,g,h,e,j,j,r,c,g,p,h
k,i,l,m,d,n,h,b,i,t,q,e,d,c,k
p,e,k,c,d,h,h,m,f,a,b,j,r,d,f
n,t,l,b,m,d,h,c,k,s,h,a,b,i,r
b,q,n,d,t,i,d,o,q,r,h,e,n,p,c
r,g,m,d,p,a,d,h,h,b,c,i,b,k,r
b,o,t,a,k,j,n,j,h,t,m,b,k,c,g
f,t,f,n,f,a,k,i,m,o,j,s,h,e,l
j,k,j,d,j,e,n,q,m,p,k,r,k,m,l
l,e,g,m,q,l,f,m,b,k,s,j,q,b,s
o,m,p,r,b,a,r,t,o,c,d,f,h,h,p
i,p,g,l,r,l,f,g,o,i,g,d,t,e,g
j,e,i,j,b,c,p,p,n,h,d,o,g,g,g
d,n,a,o,f,r,e,g,f,o,i,t,r,h,o
t,l,n,a,c,p,g,i,p,g,o,q,h,o,j
c,d,h,t,h,r,j,f,b,d,b,e,t,n,e
m,q,s,r,n,g,k,s,j,g,n,s,p,t,j
f,f,b,h,m,n,k,h,d,c,j,j,k,e,d
h,c,a,p,t,t,b,n,a,t,k,g,d,q,q
c,a,a,d,d,b,o,c,f,b,p,h,e,i,h
c,o,q,g,b,r,m,b,s,a,r,j,i,q,p
r,j,m,p,j,h,q,b,m,k,a,m,e,n,s
k,a,h,k,s,q,n,m,l,c,r,b,a,s,j
b,f,o,l,g,q,m,e,i,k,g,q,d,e,c
a,c,q,t,j,p,o,s,g,i,d,h,k,b,e
c,f,p,s,a,d,h,j,t,f,j,p,r,h,o
g,a,n,g,f,o,t,n,s,d,i,k,d,j,o
e,i,q,m,e,c,b,i,e,e,s,l,k,r,m
f,q,s,m,e,m,e,e,q,l,f,o,o,a,r
p,e,c,q,h,g,e,p,i,g,q,t,a,o,p
t,r,t,k,t,d,f,t,o,i,p,g,j,s,i
i,i,b,f,c,d,a,f,o,a,n,l,b,j,j
p,t,i,p,j,q,h,b,m,l,g,p,g,l,b
q,n,d,q,f,i,e,c,d,i,g,q,b,t,b
q,e,h,b,c,d,i,h,k,b,h,k,g,c,b
k,b,s,j,q,q,h,a,p,g,e,b,t,e,q
f,o,s,p,m,c,o,s,e,m,i,m,h,c,l
n,b,i,p,l,r,i,r,d,j,s,q,e,s,k
f,c,o,p,g,g,q,t,h,l,j,a,k,t,r
b,e,r,b,h,d,c,n,l,c,t,j,t,s,a
e,j,g,f,c,r,e,g,i,r,h,g,q,d,n
t,e,r,a,g,k,s,p,r,e,f,d,l,r,r
l,m,f,i,e,f,a,g,i,j,s,p,s,t,a
a,i,m,t,l,i,k,i,k,f,g,q,a,e,h
a,m,f,g,b,j,b,o,d,c,q,a,t,l,r
a,c,d,e,n,r,j,t,l,q,g,c,j,p,o
s,p,p,c,b,p,m,t,d,p,n,p,k,b,k
n,d,t,p,m,i,c,t,a,h,l,e,g,a,m
k,a,q,l,h,n,e,c,q,g,m,r,m,s,f
k,k,r,l,b,n,e,k,s,e,r,q,f,n,g
r,t,s,l,b,e,f,q,d,g,r,b,g,t,t
i,e,e,l,s,g,d,p,k,h,i,d,e,e,p
t,c,i,n,k,n,p,g,t,n,j,i,f,k,s
r,g,g,s,s,b,q,k,o,f,m,s,f,g,j
e,n,f,b,k,h,k,q,l,n,t,g,m,a,m
q,p,s,j,e,g,k,b,t,c,k,j,r,l,r
b,g,g,g,j,q,o,d,e,j,n,b,d,m,f
m,c,p,d,t,c,a,p,t,h,g,r,b,b,c
f,n,f,p,k,q,h,c,l,q,o,p,m,n,a
i,n,a,p,g,a,c,d,n,d,i,l,r,f,l
t,m,s,l,q,a,r,q,m,t,j,b,b,a,k
j,m,i,t,q,n,n,i,d,o,h,j,d,n,t
a,e,r,d,n,i,t,e,g,b,e,k,a,b,m
l,h,t,i,i,n,a,l,q,f,m,t,a,a,a
n,l,t,t,n,f,r,q,r,o,i,g,l,f,g
l,i,o,j,i,s,l,f,r,s,o,s,i,o,c
a,p,k,r,c,a,d,b,l,e,p,b,f,q,l
c,a,h,o,m,p,h,d,m,t,q,q,e,q,s
b,q,b,l,b,g,b,f,g,c,g,j,m,o,p
m,o,j,n,s,t,r,q,e,f,a,h,a,j,a
q,e,d,h,d,i,k,l,c,j,f,b,e,o,l
s,e,j,r,h,k,i,b,c,b,g,q,c,q,i
n,s,e,d,i,r,c,f,s,f,t,b,h,k,c
b,t,t,n,d,l,r,b,i,t,a,c,b,m,m
h,f,j,g,j,j,b,k,c,f,s,i,g,g,i
r,s,p,t,f,f,e,f,q,k,j,h,q,h,s
i,s,s,f,q,e,p,t,j,o,m,i,h,t,q
j,i,i,c,m,c,l,i,j,c,o,r,g,i,a
f,r,i,i,g,j,m,h,f,d,j,j,n,h,d
i,m,g,d,b,k,p,b,r,h,i,i,q,g,c
d,o,a,l,n,l,h,a,k,h,f,k,s,l,c
a,o,d,r,b,d,g,d,p,r,e,g,j,f,p
g,s,k,d,c,k,o,j,m,o,j,s,p,d,b
n,n,a,r,k,q,l,f,t,q,q,l,g,c,p
g,h,i,i,s,h,h,n,j,r,q,k,i,n,t
b,s,k,f,n,p,e,k,t,n,f,q,h,j,e
j,b,h,f,a,c,c,m,s,f,r,p,g,a,i
k,p,t,b,e,f,q,r,c,r,g,s,l,c,k
c,f,k,r,t,f,c,t,q,k,q,s,k,t,j
k,s,s,g,c,a,g,l,a,q,c,m,g,a,q
g,f,d,f,q,i,h,a,s,b,h,d,e,s,l
f,c,c,b,a,d,b,p,t,l,g,r,i,g,h
t,b,p,s,e,o,r,n,f,d,e,b,k,k,n
j,i,g,l,k,j,e,c,b,j,m,o,s,s,b
d,l,h,b,h,h,n,a,f,m,k,o,c,d,p
q,d,t,p,l,d,b,h,g,o,b,e,h,t,a
c,j,r,q,d,c,e,f,e,r,b,m,h,i,h
o,j,b,o,s,s,k,h,c,l,b,o,t,j,k
l,t,e,t,h,p,l,l,p,i,l,b,f,f,j
j,k,t,f,j,j,i,d,f,k,n,o,s,d,g
g,l,t,l,e,l,r,m,k,n,t,p,s,t,r
b,k,e,k,k,q,g,g,l,c,s,e,o,b,h
g,s,a,p,l,c,l,b,h,l,o,d,k,h,l
b,c,s,c,l,j,e,f,d,q,n,l,s,i,e
k,m,j,a,n,h,p,d,l,i,i,c,o,h,t
j,e,s,m,o,l,o,s,k,n,n,c,r,k,q
o,h,m,g,h,l,h,p,b,a,j,q,h,i,t
g,a,s,t,b,h,d,e,k,q,r,p,i,p,m
r,l,f,j,o,d,c,q,j,q,l,b,s,n,b
l,k,d,j,d,i,i,o,l,i,q,l,h,e,m
o,b,t,m,p,f,a,o,c,m,h,q,q,s,f
t,o,b,o,j,d,s,g,r,a,p,m,g,r,s
d,h,s,f,t,n,h,t,r,s,c,i,l,p,c
f,o,j,d,k,a,q,d,j,n,q,t,e,i,n
l,h,f,c,q,o,m,h,s,t,s,f,m,r,s
g,b,g,c,o,g,p,g,t,g,i,d,b,l,f
s,t,c,c,l,k,n,m,t,c,r,e,p,m,s
i,s,k,i,e,m,l,q,l,f,q,m,c,f,q
g,q,s,b,h,t,i,t,m,m,i,t,q,d,h
r,n,q,e,g,r,c,m,o,j,o,g,c,g,a
i,j,g,n,g,k,j,h,l,h,e,l,r,c,a
e,p,l,k,r,k,c,e,q,j,c,d,j,m,h
g,o,q,o,r,g,r,c,t,b,l,q,t,c,e
o,s,h,l,k,d,c,p,a,l,f,c,n,e,s
q,h,j,s,t,a,p,c,s,j,o,d,c,h,d
i,q,m,s,r,d,s,n,t,f,t,g,s,o,t
j,g,d,l,e,q,r,d,q,k,t,d,l,l,o
a,m,a,k,f,e,h,m,m,h,a,k,l,a,n
r,b,k,d,f,g,r,i,r,d,j,f,o,j,f
e,d,j,n,p,c,q,s,l,p,k,r,o,r,k
p,b,l,j,j,h,f,s,i,m,t,m,s,h,n
k,f,l,h,o,q,e,l,i,a,d,h,t,h,m
r,k,q,t,b,r,k,p,p,e,h,o,t,n,m
p,o,p,b,l,l,n,e,c,b,b,m,t,l,n
l,g,a,m,r,r,o,p,m,i,o,j,m,c,c
k,h,f,n,r,r,j,a,h,r,s,c,g,d,p
