var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
a,r,s,l,l,g,p,p,p,p,e,l,e,j,q,a,s,i,b,g
c,a,q,t,b,d,h,c,s,d,q,s,s,k,f,d,a,n,g,i
m,p,e,i,s,e,r,h,t,c,k,e,d,h,q,b,t,t,g,k
g,s,s,s,t,p,h,m,r,t,n,l,k,c,l,i,h,b,d,j
l,g,p,k,d,n,f,b,q,q,g,g,e,c,b,f,b,p,d,t
l,k,t,o,q,l,l,k,b,m,a,o,l,r,m,o,r,n,f,b
l,n,t,r,n,o,i,b,o,l,m,h,k,a,p,m,p,j,g,d
s,t,a,i,a,j,b,i,m,k,g,e,b,l,j,s,c,d,g,g
i,g,h,d,f,c,j,s,t,c,f,d,p,d,s,t,b,c,k,s
g,i,l,l,k,t,i,m,f,e,f,c,s,d,i,d,m,i,q,j
h,b,r,t,e,h,b,q,r,n,o,c,n,j,p,d,o,k,b,n
m,a,c,k,t,c,q,k,s,k,p,e,a,h,j,t,m,k,p,h
h,a,p,a,b,h,s,b,m,p,f,m,j,i,h,a,t,i,i,f
d,c,f,e,r,d,f,t,i,q,e,d,f,g,c,k,i,a,s,p
e,l,i,g,c,e,c,m,f,k,i,p,a,f,g,m,g,b,o,e
c,m,l,l,l,a,e,m,k,r,k,e,s,q,c,m,p,n,h,g
f,g,k,b,b,g,c,i,e,s,e,q,f,j,k,s,t,f,g,a
o,t,s,i,k,m,c,o,h,i,a,e,r,o,t,c,h,k,f,a
o,i,d,f,l,h,q,b,l,k,g,n,b,b,g,g,b,b,h,t
k,k,r,k,o,d,l,c,k,h,c,m,a,f,h,n,c,t,t,r
g,j,p,q,p,a,l,m,d,k,j,e,p,g,d,r,d,m,t,p
t,a,p,m,o,h,p,d,i,o,h,p,h,d,a,p,s,a,l,e
e,r,c,h,b,l,j,j,r,f,s,o,o,o,i,n,j,p,f,j
k,o,l,i,h,p,m,m,h,c,c,k,b,n,r,n,c,h,s,q
t,a,i,b,m,c,b,q,g,r,r,r,h,f,b,i,d,o,i,a
l,r,j,o,f,a,s,n,j,k,n,k,k,h,s,b,e,q,s,j
p,c,q,e,m,c,a,f,r,a,j,i,l,b,f,b,t,s,l,c
r,a,j,o,d,e,q,m,b,h,h,p,p,b,j,f,m,g,f,a
r,l,p,f,c,p,i,d,d,n,m,k,g,p,a,f,c,e,f,f
f,h,q,k,i,g,a,i,m,c,k,k,o,q,n,t,q,o,a,n
m,p,f,t,a,k,p,m,n,f,f,n,k,i,q,n,o,r,f,j
t,s,g,m,t,h,g,q,n,q,r,m,r,d,j,k,j,r,s,s
a,f,c,e,r,g,e,e,q,l,a,g,p,m,d,s,o,s,n,f
g,g,k,r,n,s,b,m,q,g,h,r,t,t,l,s,t,d,l,r
t,q,l,e,h,i,d,k,h,a,t,h,o,c,a,g,n,m,k,i
j,h,f,n,l,r,o,n,g,c,s,a,b,o,h,t,d,d,g,b
m,s,r,i,t,p,i,p,o,h,j,d,d,n,b,b,l,t,a,g
p,f,m,q,e,f,q,q,h,l,i,c,n,s,i,n,h,d,i,e
h,o,l,j,k,b,m,f,k,p,c,s,f,d,a,a,g,a,n,q
s,b,n,j,k,r,c,j,t,i,b,h,n,q,e,p,r,b,b,m
k,o,e,o,o,e,g,q,b,c,d,c,c,d,m,l,g,h,m,j
k,l,o,o,n,i,q,c,c,a,t,s,i,b,o,t,k,a,d,g
h,b,q,m,s,q,i,o,g,i,d,j,o,j,l,e,o,b,c,f
h,f,d,k,h,a,g,a,q,q,q,e,p,n,n,m,h,k,t,m
d,d,l,m,i,a,d,b,f,b,c,f,e,j,s,f,l,h,k,t
k,l,j,f,d,o,c,g,l,f,k,c,k,q,m,r,l,p,h,a
m,s,s,e,l,r,h,f,h,b,d,b,n,c,h,r,p,p,o,f
d,h,p,p,a,r,l,e,m,d,r,j,e,t,n,m,s,l,f,c
h,n,k,f,a,d,j,s,b,p,p,b,q,m,d,d,a,k,h,d
j,t,b,c,b,n,f,d,h,e,e,c,l,d,j,m,n,k,g,s
c,j,m,t,k,b,k,d,g,l,p,f,l,n,i,t,c,c,j,o
m,r,c,b,o,i,t,g,j,h,k,c,a,p,a,t,d,s,f,o
l,k,g,i,q,i,h,i,a,j,s,p,e,p,h,f,q,n,p,t
g,j,a,j,f,l,e,j,i,g,p,j,i,b,o,o,s,g,n,p
l,h,r,a,n,r,j,l,c,b,g,a,g,q,t,j,j,o,l,k
r,g,t,q,q,h,h,k,j,f,a,k,i,b,s,o,j,e,e,r
m,s,p,p,r,b,p,m,m,k,g,c,p,f,r,k,r,j,i,a
t,r,t,o,k,q,o,q,e,k,j,f,n,f,a,k,g,s,b,f
r,s,b,o,d,e,d,c,f,l,h,a,g,n,k,m,q,f,a,k
j,m,k,j,a,q,q,k,h,e,f,g,t,d,b,j,b,q,m,q
j,b,b,s,b,o,d,t,j,n,b,j,d,g,k,h,s,b,n,a
g,f,m,h,c,q,o,q,k,s,j,r,m,r,b,d,q,f,j,l
n,c,n,l,q,g,r,s,p,f,q,i,g,f,m,d,i,a,d,q
i,s,j,a,s,a,r,i,r,k,b,i,n,o,q,e,r,d,f,s
i,l,m,k,a,c,n,p,t,s,j,g,n,e,d,g,g,g,r,t
g,r,p,g,l,a,d,g,c,d,b,j,o,s,f,q,s,j,e,p
c,a,q,j,t,g,l,m,t,i,c,o,p,s,g,g,p,k,p,m
i,i,n,b,e,l,o,f,t,a,i,p,b,r,b,k,q,h,t,o
p,s,f,t,c,m,n,l,g,a,b,g,e,o,n,g,s,a,s,h
l,t,e,k,r,o,o,c,k,h,a,j,j,e,o,i,g,l,p,o
g,e,m,p,m,q,s,t,p,n,a,k,q,a,b,k,p,p,j,r
a,k,r,p,j,o,h,t,b,i,r,k,l,k,e,s,j,e,j,n
r,b,f,e,c,q,f,c,j,f,k,c,o,g,g,g,q,c,h,o
o,a,b,s,b,m,t,d,j,i,p,e,k,t,c,o,i,r,s,f
h,h,q,r,g,n,n,c,q,r,k,o,t,b,r,d,b,k,f,r
c,n,s,g,g,i,c,l,a,s,h,l,f,c,h,b,g,d,k,t
t,o,d,l,b,o,t,c,g,q,r,k,q,m,g,n,q,m,d,j
t,h,f,h,j,n,g,p,q,a,s,j,e,e,b,o,h,q,c,j
