var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
p,i,d,g,r,s,b,n,s,g,p,a,l,t,g
j,s,b,g,g,d,m,q,f,o,f,b,r,d,h
s,e,o,t,h,c,t,l,f,l,d,o,q,f,e
b,s,p,n,a,o,j,t,i,i,d,q,o,o,p
a,t,q,a,f,k,b,k,t,r,h,p,o,n,o
e,f,p,m,a,e,m,m,s,r,g,q,n,d,p
t,a,c,b,l,m,b,r,k,b,k,f,a,l,b
i,l,j,n,o,i,g,b,a,t,n,k,h,k,l
q,c,s,i,h,n,o,c,t,t,m,d,i,c,b
r,l,k,c,b,a,f,c,d,l,n,q,f,s,o
r,r,a,s,t,t,a,t,n,d,m,e,p,g,l
b,d,q,a,j,b,t,o,a,l,s,p,e,l,d
t,n,q,n,j,c,l,p,j,l,n,j,b,q,s
f,h,d,k,h,c,p,p,n,q,q,d,f,a,j
a,t,h,g,l,k,h,i,a,p,i,b,b,j,c
t,f,t,d,h,s,l,m,c,q,r,r,o,n,t
r,p,o,c,r,f,t,d,q,m,i,d,s,n,n
h,k,d,m,o,b,t,t,n,k,g,g,r,h,j
k,t,p,l,j,p,m,g,t,n,i,o,h,e,o
g,c,p,g,n,c,t,g,e,s,d,h,b,p,l
k,f,k,q,p,q,a,h,j,i,e,t,a,c,q
s,d,c,l,h,q,e,l,g,p,h,a,l,s,r
j,s,g,b,m,c,l,g,i,k,b,l,r,k,l
a,c,o,f,h,f,i,q,d,o,l,k,e,r,c
m,s,c,e,q,i,p,r,t,t,k,d,p,i,c
a,m,j,k,q,l,l,d,c,b,o,i,i,g,d
b,f,h,l,j,t,k,m,a,o,j,k,o,e,p
k,q,i,a,p,i,g,b,m,m,j,s,s,c,b
t,s,e,b,r,i,f,h,n,k,l,j,q,g,p
t,n,j,i,h,m,d,f,k,m,p,r,f,d,t
b,s,m,c,h,c,g,k,s,h,q,b,c,l,j
f,o,k,m,l,r,t,a,d,d,k,f,c,j,o
e,b,e,s,f,t,c,i,h,j,s,m,b,l,n
a,t,q,j,p,p,r,q,f,m,b,m,o,g,m
f,b,i,f,n,c,m,m,n,q,j,q,j,a,m
q,o,g,d,d,f,c,j,p,a,h,a,j,n,o
n,h,m,r,b,i,m,m,h,e,s,j,d,t,k
s,m,r,p,k,d,o,p,i,m,m,j,l,m,i
d,j,b,l,n,d,e,h,d,b,o,m,j,q,q
r,t,s,l,o,t,n,e,j,f,j,s,d,i,q
f,r,j,a,e,m,o,t,r,r,s,f,j,j,a
s,b,c,l,d,h,j,a,n,d,n,f,m,d,k
o,f,s,c,d,c,a,a,a,s,c,j,a,c,a
k,g,b,o,l,q,i,s,m,j,r,j,r,t,j
h,e,q,g,p,k,r,f,p,g,f,c,o,g,m
b,q,j,h,c,t,i,t,t,r,c,l,l,p,f
o,m,c,o,d,s,g,l,s,s,g,l,r,p,t
