var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
j,e,k,k,h,a,o,b,i,c,o,b,h,n,i
h,m,e,m,a,k,l,l,a,h,d,f,o,b,a
g,f,m,o,d,a,b,d,c,i,e,n,l,k,n
j,f,d,k,o,e,b,i,h,i,e,e,n,h,o
n,c,h,l,f,i,c,l,c,j,i,b,i,m,k
k,o,g,j,d,o,e,j,l,n,j,c,n,l,l
d,h,e,h,n,n,f,j,e,f,n,f,g,c,n
i,d,n,k,n,d,n,b,h,f,f,h,o,n,f
o,i,m,j,o,h,m,f,f,d,o,b,o,e,b
k,b,e,m,k,e,g,a,m,o,l,h,m,j,k
e,a,n,a,o,n,i,m,g,c,m,e,j,a,m
c,d,b,o,b,a,e,o,g,b,i,k,i,h,j
d,a,o,l,c,c,o,m,d,o,n,j,i,g,n
g,g,e,g,l,o,b,o,n,n,m,o,m,i,c
e,h,a,l,l,g,i,o,g,d,o,o,l,f,h
l,f,m,c,d,m,k,c,a,f,h,i,c,n,g
l,f,h,o,m,d,b,i,j,f,b,m,a,j,j
e,o,e,h,j,l,m,b,o,e,g,i,k,n,l
b,h,j,a,f,k,o,o,f,f,h,o,k,b,l
l,g,b,c,b,l,g,a,i,b,c,m,f,n,a
m,d,h,j,e,e,n,o,f,n,b,l,i,b,c
k,c,e,g,c,a,e,o,k,o,l,c,c,c,l
e,a,e,f,b,a,k,j,c,e,b,m,o,j,g
c,c,i,d,l,l,a,e,i,m,f,d,n,o,o
c,o,m,k,g,j,j,c,l,i,n,h,a,n,k
o,o,o,l,j,m,g,b,a,e,a,l,e,d,l
l,j,h,l,l,i,o,c,j,d,e,n,h,e,b
e,o,m,g,o,e,g,l,j,d,n,e,n,b,i
l,i,o,l,c,f,f,l,o,k,n,m,c,n,o
g,a,n,f,i,m,o,i,g,c,e,n,b,l,n
g,h,l,o,e,j,o,c,k,k,f,d,m,h,e
e,m,k,m,l,i,n,j,f,c,m,f,i,d,b
e,i,d,l,k,a,k,k,o,k,l,k,l,n,m
c,m,d,m,f,k,k,i,e,o,c,c,d,o,j
h,h,g,m,a,c,n,j,f,l,n,i,g,o,n
b,n,e,o,h,e,c,e,c,g,j,d,a,k,o
m,a,c,f,h,j,d,o,d,o,c,h,o,a,i
f,g,g,k,k,o,b,e,i,h,j,i,e,e,a
m,h,b,a,e,i,g,o,e,d,l,a,l,c,o
g,d,a,d,c,c,n,h,d,j,g,c,e,g,n
n,g,i,k,i,d,b,f,j,b,c,b,f,c,f
e,g,a,h,n,l,l,j,b,m,d,i,e,o,k
f,c,d,c,j,n,g,f,j,k,n,a,g,o,e
j,l,a,a,b,e,h,c,g,n,o,b,c,m,d
a,g,n,b,j,e,j,g,n,c,d,b,h,h,h
k,m,l,b,m,l,n,f,k,a,e,l,h,k,c
d,m,j,b,j,d,m,n,f,h,o,d,i,e,g
k,m,j,g,e,l,f,j,d,c,f,a,b,a,f
g,h,f,i,i,n,m,c,i,g,a,f,d,l,n
d,n,h,e,d,o,i,d,c,h,m,c,l,o,j
f,n,a,g,k,m,c,j,a,c,k,n,k,b,e
k,g,n,d,j,m,m,f,j,l,c,k,j,g,d
g,l,m,j,o,n,i,e,e,c,i,m,h,h,c
i,d,k,c,a,h,i,l,k,k,c,a,e,e,j
e,b,c,o,d,f,g,l,b,e,j,n,b,m,a
h,m,c,j,l,o,c,a,f,h,a,i,j,l,h
c,b,k,m,m,m,b,l,f,d,m,o,m,f,h
g,b,l,i,h,m,j,c,d,f,f,j,c,g,c
g,m,j,c,n,l,d,d,d,i,k,l,a,c,j
i,b,b,a,d,j,m,g,g,j,i,l,h,l,b
j,c,d,m,f,d,o,j,b,h,o,h,d,m,e
e,f,m,g,c,m,l,i,h,e,l,b,g,i,k
l,h,l,k,i,k,h,i,f,d,c,h,n,g,g
m,c,k,n,k,a,i,l,h,b,h,g,i,b,b
h,e,k,a,n,d,b,i,g,d,j,o,e,d,g
g,l,b,m,a,k,h,n,o,a,e,f,g,n,n
g,f,g,j,i,a,e,i,e,d,f,m,m,e,g
o,b,j,a,f,g,a,i,m,i,g,l,a,c,n
l,c,b,m,n,a,h,e,o,d,k,f,h,k,k
e,g,e,o,o,a,f,j,m,l,h,c,m,j,n
c,o,b,j,g,j,f,l,d,h,o,d,h,c,f
h,j,d,f,e,o,h,k,f,k,n,k,g,d,h
l,e,g,e,n,f,m,g,d,i,k,f,l,b,l
i,g,h,c,l,g,f,m,n,m,j,h,g,k,a
j,f,n,f,m,h,d,j,e,h,e,k,e,o,c
h,c,m,e,b,c,j,o,o,g,n,j,e,i,j
h,l,o,h,m,a,d,b,m,d,i,c,e,n,a
l,d,i,f,g,c,e,k,n,g,f,k,e,n,d
j,n,f,d,h,b,h,h,e,m,n,k,b,d,k
a,e,e,b,k,h,k,l,o,m,a,a,f,k,o
a,m,a,a,i,h,h,a,o,l,h,a,n,n,k
h,m,g,d,m,d,b,f,o,a,f,m,i,c,m
n,a,o,g,j,m,g,g,c,m,d,h,n,f,h
b,m,l,a,i,c,h,e,b,e,o,m,o,k,m
f,a,i,c,e,l,d,m,b,k,b,n,j,j,d
e,e,f,d,m,d,f,k,i,o,m,f,b,c,g
d,f,e,f,i,k,c,m,e,a,j,o,k,d,e
o,k,d,c,l,c,d,m,i,h,a,f,b,i,d
g,k,o,d,k,d,l,m,e,b,f,g,b,j,a
