var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
b,n,i,l,j,l,m,m,f,d,n,n,m,f,h,e,b,d,n,c
g,f,d,i,m,b,o,i,n,a,g,k,e,d,n,i,l,h,g,h
d,k,i,i,a,b,a,d,n,a,j,e,c,c,l,h,b,g,j,j
n,b,m,j,e,g,i,d,g,k,g,g,d,k,g,a,l,m,a,l
o,h,o,n,b,h,m,l,k,o,k,j,k,a,h,o,e,n,l,o
d,o,h,j,h,f,d,i,h,n,k,l,o,g,l,o,i,g,i,h
n,o,f,g,m,m,m,l,l,o,f,d,a,a,f,c,a,c,k,i
d,h,g,i,c,f,l,f,g,o,c,f,j,l,k,m,j,k,i,m
n,d,g,h,g,l,k,g,d,n,o,n,l,k,b,f,a,i,o,d
b,j,h,l,l,o,l,h,e,m,h,k,b,e,l,e,m,m,k,g
b,m,k,a,e,f,c,e,d,d,m,a,g,m,h,k,d,g,b,b
f,h,m,h,j,l,i,a,c,n,m,c,m,j,c,d,i,h,b,e
j,n,o,g,m,i,m,o,m,d,l,e,d,b,j,b,h,f,i,h
b,c,l,j,o,i,e,o,m,h,n,d,k,a,c,o,j,h,l,g
b,h,b,o,d,i,g,c,n,k,j,d,h,d,k,g,c,j,b,h
o,m,b,j,g,j,f,h,k,j,e,b,h,a,d,d,g,f,j,b
e,l,c,o,j,l,a,n,k,k,a,b,b,a,h,i,h,f,h,e
m,j,m,o,e,g,a,g,c,c,c,l,a,n,i,c,f,m,o,j
g,e,m,g,o,d,h,f,j,c,e,k,j,a,i,i,h,b,l,o
k,i,k,i,f,i,c,n,o,c,k,h,i,i,k,d,a,i,h,k
h,e,a,l,i,a,k,l,m,k,h,h,e,h,f,l,a,n,l,i
d,o,k,b,e,i,l,o,h,f,d,d,b,g,h,m,j,j,m,j
o,g,m,a,g,n,b,d,l,n,g,e,e,e,c,g,h,n,l,b
n,o,m,o,m,k,d,g,g,a,g,e,c,j,d,b,d,l,j,n
i,k,j,f,n,m,k,h,n,k,n,o,l,g,o,h,l,k,i,e
n,c,a,g,f,c,h,j,l,l,i,a,f,j,m,c,o,h,c,j
d,l,i,c,j,f,j,i,c,j,n,e,f,k,i,b,c,d,a,f
k,o,j,l,l,n,j,m,c,i,f,m,n,l,c,e,j,l,c,n
l,b,c,n,i,h,g,d,f,e,l,c,l,o,e,e,b,o,h,b
m,k,c,j,g,d,k,a,g,b,e,d,g,a,b,o,g,b,b,m
f,i,g,m,l,b,i,o,a,d,k,d,l,o,d,h,h,i,g,n
g,n,f,a,k,n,n,n,c,m,c,f,d,b,n,f,b,e,m,m
f,l,f,d,f,k,e,c,j,b,j,j,i,i,d,f,e,e,i,j
m,l,n,b,g,h,k,j,f,k,a,m,e,l,g,c,d,j,l,b
f,j,f,l,l,l,c,h,o,e,n,m,e,e,m,m,m,k,m,d
j,l,o,b,a,o,b,a,h,d,h,e,g,k,h,g,c,e,i,n
e,a,i,m,a,c,m,c,i,f,o,b,f,j,j,m,g,h,i,g
h,c,h,l,n,o,l,o,i,i,i,m,i,j,g,e,f,f,g,a
n,m,g,k,g,l,b,l,i,a,o,f,f,a,n,a,d,g,i,b
m,h,a,j,d,k,m,b,h,l,m,d,h,o,g,e,h,i,m,n
g,i,e,a,g,i,d,j,o,c,e,n,m,l,a,a,o,f,o,h
b,g,n,l,n,m,g,f,h,g,e,m,c,h,k,n,a,a,f,d
j,o,i,j,a,i,b,b,j,l,o,g,g,g,b,k,k,f,d,b
b,c,a,k,n,n,j,b,k,d,c,k,m,n,h,f,n,e,f,n
j,b,d,k,j,d,c,j,b,e,i,h,b,o,o,o,n,f,k,i
j,i,b,j,k,g,l,j,m,o,k,a,j,b,i,a,f,i,d,d
o,n,d,m,f,m,m,n,h,n,n,m,b,i,m,h,n,l,h,m
l,c,m,e,e,j,m,a,h,h,k,k,l,b,a,c,k,j,d,c
c,b,h,l,l,h,g,j,f,l,f,d,e,d,f,k,i,h,o,b
o,k,c,f,d,a,k,b,b,g,g,i,j,j,j,c,c,f,f,k
o,n,c,c,j,g,g,m,c,b,d,d,h,n,n,o,n,c,f,n
e,n,h,h,l,g,i,c,n,n,e,l,f,i,e,l,o,c,o,c
m,h,a,b,f,d,c,j,f,m,g,n,m,e,a,i,d,m,f,d
i,n,g,m,b,o,h,o,e,d,i,k,f,h,b,i,d,k,n,b
a,e,c,l,m,i,o,g,e,a,f,c,f,f,m,o,i,i,e,g
f,j,b,m,f,f,j,c,a,k,c,k,b,a,g,c,g,d,j,a
k,m,j,f,l,f,f,k,m,e,c,o,f,a,l,k,n,i,l,f
j,h,i,o,e,c,e,b,i,b,d,o,e,a,o,h,g,d,o,f
l,f,h,k,k,g,n,d,f,i,m,n,k,f,l,d,j,g,n,k
d,c,a,j,l,g,d,k,i,g,k,j,g,j,n,m,g,d,h,a
e,a,a,i,k,m,g,f,f,d,m,c,n,g,m,h,d,e,d,j
j,j,e,o,d,h,o,k,n,a,b,m,h,c,k,k,d,j,j,h
a,d,j,i,h,o,b,h,a,k,n,h,n,g,o,k,a,k,a,b
i,e,e,o,c,k,o,a,c,o,j,o,m,a,n,f,h,l,h,e
g,h,d,n,a,a,c,d,n,k,b,c,b,e,c,o,h,j,f,a
n,g,i,l,i,m,h,m,c,m,j,o,b,b,h,a,a,k,n,c
