var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,e,a,g,g,n,a,l,e,e,a,d,m,o,c
i,g,j,o,e,h,b,b,o,a,e,b,h,g,e
d,e,k,m,b,k,d,i,a,i,i,f,o,k,g
m,h,k,e,n,i,h,d,d,i,h,m,b,d,b
m,m,m,j,j,a,b,d,n,d,k,c,j,e,f
l,b,j,i,n,g,o,o,c,d,m,j,n,c,h
o,d,m,j,a,d,d,l,c,m,g,n,j,b,j
h,b,j,j,o,n,e,j,o,m,o,j,l,i,f
k,j,l,f,h,o,h,m,g,c,i,g,l,n,j
o,a,a,f,h,c,c,h,j,f,f,g,f,f,n
o,i,k,g,d,n,o,c,j,j,j,l,o,l,j
k,f,e,f,k,f,c,l,n,d,l,k,k,m,l
c,h,o,m,d,c,f,n,e,a,d,g,l,c,n
a,a,d,f,e,l,g,e,l,j,e,k,a,l,h
j,h,k,b,c,h,c,b,f,j,o,b,d,m,d
b,c,o,a,i,i,o,d,l,n,i,l,n,h,n
o,c,m,h,o,g,b,m,m,j,k,k,d,o,o
i,l,c,a,e,o,m,d,m,m,j,g,j,o,a
h,i,a,g,f,o,b,j,k,l,i,a,g,e,b
b,c,i,m,c,a,a,f,a,d,c,o,g,e,m
i,i,e,i,b,m,j,l,h,a,i,o,g,h,m
i,f,e,b,g,b,i,n,b,k,c,a,m,e,n
g,i,n,h,i,f,j,m,b,d,l,b,i,d,d
e,c,m,o,o,n,n,f,m,e,h,i,l,m,i
l,l,b,l,o,k,n,o,c,m,d,m,n,a,m
d,c,g,o,d,k,n,c,e,e,m,c,b,i,k
o,k,f,e,f,b,o,k,j,l,i,g,b,h,d
g,h,i,k,d,h,d,k,l,d,k,m,m,n,a
d,j,d,d,e,n,f,e,f,f,e,j,g,a,d
e,h,o,b,h,o,h,a,h,j,c,n,a,k,d
d,g,j,c,f,e,g,j,f,a,k,a,f,l,e
k,n,j,e,i,o,l,h,m,e,d,d,j,d,b
g,e,o,l,j,g,m,e,c,i,a,h,m,i,n
c,d,g,f,h,h,h,e,a,d,c,h,a,l,b
f,o,m,c,f,d,n,c,c,j,c,e,f,j,j
d,j,j,g,j,e,f,b,b,h,c,b,a,f,k
g,f,b,c,k,j,a,i,f,d,n,f,h,n,c
e,d,f,h,k,e,g,g,k,i,f,m,f,c,d
l,k,i,g,n,o,f,g,e,a,m,b,m,m,n
o,i,a,h,o,b,a,n,n,c,m,j,c,k,c
e,c,f,b,n,c,g,i,m,m,e,e,l,e,m
h,k,e,m,k,g,g,b,j,e,o,o,j,b,d
k,f,l,a,j,f,h,h,i,k,o,i,b,l,j
c,c,c,l,e,l,k,m,h,o,j,k,n,f,k
n,e,m,c,h,h,b,a,h,j,h,l,b,g,i
d,h,b,m,c,f,n,j,m,h,o,j,a,c,f
b,g,f,k,h,d,f,g,g,j,l,a,h,m,m
d,j,m,f,d,l,c,i,o,d,b,i,e,i,j
i,l,m,o,m,c,g,o,a,m,i,i,o,j,m
d,a,n,l,d,d,l,h,g,m,h,b,m,d,n
j,b,c,m,n,n,c,m,i,d,m,i,b,j,l
i,m,n,h,a,b,l,j,j,g,d,g,k,b,b
h,i,o,f,n,l,j,f,j,k,d,e,c,j,o
i,b,o,f,g,c,a,i,n,a,m,k,h,b,j
m,o,o,n,d,c,j,j,f,e,k,n,b,i,k
b,i,c,m,f,j,f,b,c,d,h,m,o,h,f
g,l,c,f,d,b,m,k,n,m,j,f,d,l,d
f,k,e,f,a,l,k,k,b,o,m,n,i,o,k
i,d,e,e,m,o,b,o,d,a,c,d,e,g,e
k,m,i,i,e,n,a,k,e,c,g,l,f,k,o
h,h,c,o,j,c,g,b,i,n,h,k,e,g,l
j,c,m,i,n,c,o,b,l,d,m,n,g,l,a
m,c,b,e,a,k,o,k,g,i,m,c,e,h,g
k,m,i,n,l,h,i,d,h,o,c,d,n,g,a
e,g,i,n,i,k,g,o,g,j,i,i,h,g,i
a,j,l,f,a,i,h,l,a,m,f,b,e,a,f
o,m,a,d,e,n,k,j,d,m,i,g,f,l,a
i,n,n,e,o,i,a,a,o,k,n,g,f,c,j
e,b,d,d,o,i,b,c,m,n,a,h,o,a,d
a,m,d,c,i,j,d,o,g,a,o,c,n,f,m
i,m,c,b,o,d,h,d,f,n,g,d,d,d,i
j,l,l,a,c,o,e,o,e,i,n,o,n,c,h
n,o,o,f,k,b,a,b,n,d,c,j,i,m,o
i,h,l,i,i,k,g,m,n,a,i,h,j,a,k
i,f,h,b,j,n,e,l,j,d,h,n,b,f,m
e,c,k,m,m,a,e,a,a,n,o,e,j,h,e
g,n,j,l,i,a,d,d,m,d,e,j,n,j,k
c,g,h,j,j,a,o,j,c,n,k,d,f,j,a
i,b,n,m,c,h,h,i,e,m,k,n,n,k,h
g,m,c,l,e,k,n,o,e,n,k,l,a,n,o
j,b,n,h,i,m,j,a,c,a,j,j,m,o,c
j,l,k,f,a,o,f,o,b,j,f,n,g,l,c
e,f,n,e,m,j,f,m,o,i,l,o,m,d,e
e,m,o,n,f,f,b,i,n,c,a,h,g,c,m
a,l,f,d,k,h,o,d,i,b,d,m,b,h,i
c,l,k,k,d,l,c,m,o,j,j,l,j,h,a
o,d,a,d,h,g,k,f,j,j,d,d,f,i,f
k,f,m,m,m,h,h,j,a,c,h,l,i,j,e
a,j,b,o,n,k,e,h,i,f,o,c,b,i,n
f,f,c,e,l,g,a,o,k,m,n,n,k,e,a
d,f,c,f,j,i,g,c,g,c,n,j,l,i,i
e,f,d,c,l,c,a,m,b,c,n,h,f,a,k
i,h,a,m,f,i,k,l,c,g,h,o,a,l,m
j,g,l,k,j,k,e,d,h,k,l,h,k,f,c
c,n,g,c,j,n,k,j,a,e,j,i,o,o,a
g,c,b,h,b,c,o,f,a,j,g,i,m,b,f
l,n,f,f,l,h,c,k,c,d,g,f,c,d,o
c,j,e,l,j,o,i,b,d,k,a,e,k,i,i
m,m,o,h,g,o,e,n,f,n,h,e,j,n,g
j,l,b,f,g,h,j,i,b,d,c,g,g,a,k
b,k,g,m,d,n,f,i,o,k,a,m,i,b,k
a,o,j,n,h,m,m,l,c,h,m,a,e,b,n
f,i,h,d,c,k,n,c,f,h,l,n,o,f,e
h,b,a,g,l,a,l,k,e,m,i,d,m,a,n
a,o,l,a,d,n,g,g,c,f,l,e,a,f,o
e,j,l,o,g,a,i,d,k,h,d,i,a,j,k
m,m,c,c,k,a,j,h,g,f,o,k,e,i,n
g,f,o,l,k,i,c,d,d,d,n,k,k,k,b
m,f,f,m,l,a,n,c,m,l,a,g,b,c,d
h,g,b,j,k,k,i,d,j,m,d,c,a,j,i
c,b,n,o,k,e,h,i,j,j,f,k,l,e,o
b,a,i,m,j,b,n,h,k,o,g,h,h,m,a
m,d,a,d,k,c,o,i,d,g,e,d,j,b,a
l,n,g,a,a,j,o,a,a,e,j,f,l,o,j
l,l,n,g,l,a,h,b,i,j,i,e,b,n,e
d,m,n,d,g,b,l,i,b,a,m,o,c,b,g
m,f,i,k,m,f,f,e,b,b,a,b,o,c,d
m,e,l,n,b,f,j,b,n,a,d,o,k,e,h
d,g,a,l,d,n,k,n,m,m,c,b,e,e,n
l,m,l,a,i,f,m,l,j,n,a,f,e,f,l
d,k,h,k,h,o,n,j,l,f,e,j,l,b,o
a,n,b,a,a,d,e,j,o,k,a,i,j,b,e
e,j,n,d,l,o,o,m,l,h,o,k,n,d,j
h,i,e,i,m,k,i,h,e,n,i,n,d,j,o
g,j,f,l,c,g,j,l,e,a,o,i,h,f,f
g,j,j,h,f,m,o,k,o,k,e,n,c,l,m
m,a,d,f,b,d,j,l,j,g,f,a,c,g,h
i,n,h,e,l,m,c,h,a,n,i,a,a,c,d
h,h,a,m,b,c,n,i,d,m,f,k,f,f,c
h,c,l,k,d,i,b,g,n,c,e,n,b,d,a
g,k,e,c,e,g,f,j,n,n,k,h,j,g,b
d,h,c,e,c,i,f,l,b,a,g,j,f,n,j
m,b,h,i,l,f,f,c,h,i,d,c,d,j,m
m,g,a,k,c,h,d,i,k,c,m,b,a,i,g
g,g,o,i,o,j,o,e,f,d,m,b,a,b,a
k,a,f,d,o,m,n,j,f,g,l,m,g,o,e
g,k,e,a,j,c,g,c,n,n,k,l,h,h,j
a,o,l,b,k,d,h,f,i,l,b,a,k,i,e
o,n,b,l,m,i,k,h,m,n,i,f,b,m,l
k,j,l,j,j,e,j,j,b,m,c,a,j,j,k
j,a,k,c,a,e,b,n,b,o,k,l,g,e,f
m,g,i,i,a,i,c,g,g,g,g,o,d,j,e
h,a,d,f,h,a,c,g,a,e,o,k,d,d,i
d,d,d,f,l,k,j,m,b,b,h,h,h,l,d
g,j,o,c,i,e,o,j,a,l,m,a,i,e,h
n,l,n,f,i,d,g,b,b,e,d,k,o,j,j
o,b,f,c,m,f,i,a,b,l,f,k,d,g,o
f,e,o,b,n,e,d,d,e,h,e,j,n,n,e
n,j,f,a,e,l,j,b,a,a,f,o,a,l,i
a,j,k,h,c,d,i,d,b,i,k,o,e,k,g
d,m,a,c,m,c,e,d,j,f,i,c,g,o,n
a,g,j,h,n,m,c,a,m,m,m,m,a,c,b
k,i,a,d,i,m,f,a,i,n,m,m,d,g,f
a,c,j,a,i,d,j,c,f,g,g,o,a,o,b
a,h,a,j,e,f,m,e,j,k,i,c,e,k,c
m,m,k,j,b,c,l,m,k,g,c,f,d,l,j
n,c,k,d,d,n,c,m,e,l,k,d,g,e,b
g,k,m,m,k,i,k,g,d,b,d,d,d,k,h
e,d,k,b,n,g,b,l,n,d,l,l,n,n,m
o,b,a,l,a,d,f,l,l,o,l,f,o,j,i
m,e,i,l,k,j,g,g,j,f,l,o,h,b,g
g,j,o,a,g,j,e,m,a,n,l,l,h,n,l
b,b,n,k,c,l,f,c,c,f,c,h,d,l,c
o,i,b,h,h,f,a,i,a,b,b,j,f,l,j
f,l,l,f,b,l,a,d,e,i,d,g,j,k,a
d,g,o,l,e,m,g,l,i,a,j,c,c,a,l
o,n,b,b,a,e,m,c,o,c,i,m,f,f,b
j,e,h,m,o,o,l,i,o,f,d,k,i,n,o
g,g,m,i,l,d,a,m,l,o,g,b,d,c,c
l,d,i,b,c,f,o,i,m,d,k,k,b,b,a
m,i,b,n,h,c,i,o,j,b,j,a,d,l,i
n,a,i,f,b,j,f,b,i,g,j,e,g,g,g
e,f,h,b,b,m,g,k,d,c,n,c,a,h,g
c,n,b,k,f,g,j,d,m,m,i,e,c,m,k
n,h,i,j,a,k,b,b,b,d,b,a,g,k,o
d,l,g,d,o,l,i,j,h,l,f,o,a,i,j
a,h,b,a,m,k,a,c,b,f,j,i,k,a,o
l,n,n,c,i,f,d,d,n,j,l,l,g,j,o
i,m,b,d,c,h,k,a,d,m,l,j,m,f,g
b,d,o,n,d,f,l,c,a,c,o,d,k,m,d
m,l,a,n,a,k,n,e,j,n,f,f,g,b,n
d,i,g,h,l,j,b,a,m,k,f,n,g,o,h
n,d,i,o,e,j,m,c,i,j,o,b,e,b,g
h,g,j,f,c,b,f,m,o,m,e,m,a,b,g
f,b,g,o,d,g,e,d,g,j,g,o,f,a,i
o,a,a,m,o,e,o,c,j,k,j,n,i,k,l
a,b,d,o,n,h,o,o,j,m,h,c,g,b,n
h,k,l,j,l,j,o,n,k,i,c,e,e,g,b
l,b,g,c,l,m,o,n,i,d,b,f,m,e,c
o,b,i,c,d,i,i,n,e,g,a,b,g,i,m
h,m,k,m,e,a,i,n,e,j,o,f,d,d,h
i,l,g,b,e,o,j,e,a,m,i,f,a,b,j
m,d,b,k,j,m,h,c,d,k,d,m,c,f,f
c,g,k,k,k,b,b,c,c,m,e,i,o,o,h
b,o,d,n,k,c,b,k,h,e,k,b,d,a,k
m,j,e,m,h,h,j,b,b,g,k,c,e,j,h
g,m,h,j,d,a,f,m,h,d,h,b,k,g,k
j,n,o,l,c,f,d,h,a,n,o,i,d,l,h
i,d,o,m,k,l,o,l,b,m,h,f,h,j,h
b,b,a,e,k,l,d,l,o,o,f,h,h,i,g
i,n,c,i,n,d,n,e,j,g,n,j,j,e,l
j,m,n,l,n,j,l,n,c,b,k,c,f,h,m
g,g,h,b,d,c,b,e,b,h,i,n,i,h,c
c,m,n,h,m,k,g,e,h,d,g,g,n,h,g
m,g,l,j,d,k,k,n,b,c,n,a,o,h,e
e,b,b,b,d,c,l,d,c,a,i,b,a,m,c
l,l,m,e,n,g,f,i,j,o,n,f,a,l,a
c,o,e,d,b,h,l,a,k,c,e,d,f,d,c
l,g,e,c,n,n,d,g,c,m,h,c,e,l,b
c,e,n,d,i,b,m,o,l,m,k,l,o,j,j
i,c,c,a,n,g,o,j,c,a,m,l,i,b,j
h,d,n,e,h,h,a,l,o,l,k,i,k,g,b
i,l,g,a,o,n,i,b,h,c,f,j,b,j,o
o,g,e,g,c,m,l,f,k,f,g,g,c,m,n
m,l,b,b,o,l,b,d,m,o,n,o,h,n,j
n,b,c,f,o,d,n,i,k,o,a,i,m,i,n
i,g,e,e,d,d,k,b,d,l,k,c,j,a,i
a,a,o,l,l,c,d,d,a,i,d,d,h,o,j
m,b,b,m,c,e,b,c,h,j,f,f,b,d,h
j,b,b,c,n,b,g,n,a,g,m,e,k,a,a
j,c,m,g,a,i,a,g,n,e,l,k,i,l,n
b,k,c,g,g,d,h,e,c,m,d,o,j,n,d
l,g,j,a,i,d,j,a,h,l,a,d,o,o,i
b,l,e,e,g,m,h,d,e,g,i,i,n,f,g
a,f,f,f,k,l,m,m,d,i,i,a,g,b,f
g,j,m,c,l,a,d,h,m,c,d,c,j,g,b
j,d,d,b,g,l,m,b,m,l,i,b,g,m,m
j,o,n,l,n,l,l,e,j,j,f,n,i,m,e
i,m,h,b,i,g,j,a,k,e,k,e,o,b,b
k,i,j,a,m,g,o,d,k,m,b,c,h,a,n
i,e,h,g,e,o,m,g,o,i,f,m,e,k,c
b,d,h,f,c,n,f,o,a,k,l,h,k,e,b
o,f,j,n,l,k,j,c,c,c,m,o,i,l,e
k,o,m,e,i,g,g,o,o,m,j,l,d,a,h
b,b,o,m,k,d,c,i,m,o,i,k,e,f,m
d,n,g,h,m,m,a,m,n,b,d,k,e,m,n
a,k,m,b,h,n,j,o,m,f,a,b,i,n,b
f,k,o,e,h,j,c,n,c,o,k,c,j,d,d
g,g,d,b,c,m,g,b,h,i,n,m,o,d,n
k,m,h,f,o,c,c,f,c,m,f,e,d,m,e
k,n,l,g,a,o,h,n,n,m,f,g,m,g,o
j,l,b,j,i,h,b,b,h,e,c,n,b,f,i
g,l,c,o,b,c,a,c,l,n,g,o,h,j,l
m,a,i,b,n,c,f,l,a,o,b,h,m,k,g
l,d,n,c,g,c,g,m,k,o,j,b,a,n,g
l,c,g,b,i,j,h,l,f,c,n,j,n,n,l
g,c,m,e,a,g,e,m,m,k,e,a,o,b,j
n,l,o,o,h,d,g,l,h,j,j,k,o,h,f
g,k,i,k,n,b,c,a,i,o,l,i,o,h,g
e,a,c,h,f,h,j,o,g,j,h,o,l,g,k
h,h,k,l,f,f,j,g,c,b,j,k,l,l,a
i,a,i,e,l,g,k,o,c,f,o,b,k,l,l
b,l,g,f,e,n,c,o,h,a,h,m,a,l,d
n,i,o,b,e,h,g,o,a,e,d,e,d,f,d
e,d,f,m,k,h,i,m,i,b,e,e,h,n,o
f,a,n,n,j,a,c,l,e,b,l,j,a,m,m
d,m,a,i,k,d,h,e,d,e,k,k,a,k,g
d,h,g,m,a,e,a,b,m,o,o,m,b,h,d
o,k,f,b,e,e,l,c,h,j,e,o,o,n,a
j,c,a,i,b,n,m,e,a,l,c,k,f,d,h
i,l,d,o,j,h,i,c,d,c,g,l,k,d,n
h,h,j,k,i,k,e,h,m,n,d,e,m,i,n
l,a,e,m,c,j,e,j,g,o,n,m,l,h,j
g,c,e,h,c,l,o,n,i,e,c,h,j,d,h
d,e,d,c,c,d,k,a,j,a,g,g,f,l,g
k,e,b,b,c,j,k,l,g,e,c,m,l,f,j
h,l,c,k,o,f,i,a,e,a,g,h,m,b,k
k,e,d,l,g,c,g,g,e,l,k,o,l,f,f
c,f,h,l,l,d,g,n,n,i,f,b,h,n,o
j,l,h,b,n,i,j,l,f,k,j,j,f,c,i
o,d,b,o,d,b,e,h,a,m,n,n,k,e,e
k,f,n,d,g,j,m,f,j,h,e,c,f,f,i
e,e,c,g,h,f,b,o,c,j,h,e,m,n,e
h,b,o,e,n,c,g,g,c,a,d,h,o,d,b
e,e,m,f,n,h,m,c,i,o,d,f,a,b,e
f,d,m,o,c,h,e,j,o,g,c,b,i,l,o
o,k,o,k,d,g,j,a,b,a,b,j,l,o,b
i,i,h,m,k,c,a,i,i,b,b,e,f,h,j
i,l,b,o,d,h,j,e,l,b,b,n,g,c,o
f,c,g,e,b,i,n,b,f,i,k,o,b,g,b
d,o,l,j,a,f,d,e,g,d,l,k,a,o,i
e,n,o,e,f,h,i,k,e,e,e,h,b,e,i
e,n,b,o,m,l,k,m,i,h,h,h,f,c,h
e,o,e,e,d,l,o,k,m,b,j,k,j,a,h
a,m,n,m,a,m,f,b,c,n,o,b,c,c,j
i,f,j,e,o,e,i,i,a,m,k,e,n,a,f
h,j,k,m,j,i,e,g,g,d,b,e,l,m,j
h,d,m,n,j,b,h,o,b,k,d,b,h,b,b
n,e,h,d,j,a,f,f,a,m,a,i,k,o,o
o,a,j,k,e,a,k,h,n,o,d,c,o,h,j
o,c,i,a,j,c,h,a,i,e,e,m,c,k,g
f,d,f,e,g,c,k,h,o,o,f,f,l,b,m
e,a,m,m,j,d,d,n,n,k,e,g,l,e,h
g,o,i,l,m,g,e,d,g,l,o,c,l,d,c
a,a,o,f,c,i,i,d,i,g,d,j,o,f,a
d,o,d,o,b,d,g,j,k,a,h,o,m,a,c
d,l,j,l,a,k,l,a,b,b,o,b,e,g,f
i,h,b,b,c,e,e,a,g,n,a,m,j,j,c
n,k,g,o,l,l,h,c,i,h,h,m,m,f,e
g,g,l,o,a,i,m,a,f,f,i,e,a,j,j
g,n,g,f,g,g,m,m,f,j,m,a,g,n,b
f,b,f,e,c,m,l,h,d,f,m,b,f,e,e
c,b,m,j,d,f,a,g,c,j,e,f,m,n,g
l,m,n,d,b,a,n,f,f,o,j,n,n,e,a
e,m,d,b,e,f,b,k,f,d,o,e,k,c,c
d,k,m,d,l,f,j,o,f,d,d,l,o,o,b
d,e,e,e,d,e,n,e,b,e,d,m,b,o,j
d,j,d,j,h,c,f,j,f,m,f,d,e,c,d
n,a,o,e,d,g,e,n,m,c,a,k,h,c,f
h,l,d,g,b,c,n,j,d,c,d,h,g,i,c
h,n,b,i,d,c,k,j,f,h,b,b,e,k,o
h,l,j,e,k,i,l,i,n,c,o,o,h,i,m
o,n,o,m,i,d,m,n,j,n,o,h,j,d,b
b,h,j,m,f,o,b,f,n,j,e,k,n,d,j
g,a,e,b,i,f,f,h,d,k,i,k,f,o,n
f,f,m,m,c,c,g,m,a,f,k,g,h,m,j
b,f,i,b,d,m,f,k,f,o,n,a,n,j,l
h,k,k,m,k,o,c,f,i,j,j,e,h,d,b
a,h,l,f,a,h,a,c,o,i,f,l,e,h,g
b,h,a,d,f,k,g,a,k,c,e,o,k,g,l
d,l,k,k,k,j,b,j,o,a,d,e,l,m,o
j,c,c,k,j,d,f,a,o,b,k,k,c,f,f
a,f,i,k,g,f,c,e,c,b,j,d,l,d,b
m,b,b,h,l,j,n,g,f,b,a,i,b,h,n
h,l,k,b,e,e,h,f,h,i,e,e,i,o,o
a,d,j,o,m,o,f,d,g,b,e,a,d,d,m
n,d,m,k,h,l,b,l,j,m,n,h,l,n,b
d,j,o,o,e,o,n,e,j,g,g,k,m,b,h
d,m,c,m,f,m,j,f,f,h,o,b,o,b,g
g,b,i,i,d,k,j,d,h,e,j,e,c,k,o
i,i,o,i,b,f,o,d,g,c,d,f,c,n,o
l,f,b,d,c,m,b,d,b,m,o,h,n,l,a
b,j,k,e,h,m,g,e,h,e,g,o,d,e,j
n,c,i,m,i,f,b,m,j,d,d,a,a,i,h
f,k,n,f,c,j,m,h,o,e,a,d,e,i,g
b,m,j,l,o,a,c,c,g,f,m,j,g,j,n
d,l,o,i,e,m,o,o,b,a,g,c,h,b,c
d,c,l,f,o,d,l,a,d,g,n,f,d,h,a
f,n,g,l,i,h,d,b,b,l,j,e,e,g,c
h,n,h,o,n,j,e,o,d,e,f,h,b,k,n
k,k,c,b,g,c,d,o,f,l,a,o,l,b,i
g,h,e,o,c,c,c,h,b,f,c,l,o,l,o
e,l,j,l,c,i,a,e,m,i,l,e,a,o,j
k,a,b,h,d,d,m,c,d,l,i,c,g,k,g
f,f,g,o,m,k,j,j,a,f,n,b,c,e,k
g,n,a,m,m,m,d,f,f,o,o,l,d,k,f
l,i,i,b,b,e,a,h,f,d,g,a,k,d,d
g,i,k,e,n,d,h,f,e,a,f,i,e,f,l
e,b,i,c,h,j,f,i,d,f,c,o,m,n,f
j,a,f,a,c,d,m,h,k,f,f,d,n,j,i
f,h,l,e,g,a,h,d,l,e,m,k,o,a,j
k,i,e,h,c,j,j,d,c,h,i,a,f,j,j
c,m,a,i,o,d,e,o,h,m,d,j,c,b,f
j,e,m,o,i,i,i,b,n,b,m,g,i,k,o
e,n,j,b,n,m,f,c,d,m,a,g,o,g,l
d,h,l,f,b,e,g,d,o,o,d,j,b,f,o
d,g,a,m,h,b,g,c,f,d,o,m,j,e,l
i,a,c,l,b,j,c,d,j,a,e,d,f,b,j
m,o,i,k,k,j,l,e,d,c,j,o,i,o,o
j,f,a,d,e,d,j,h,n,n,n,n,k,f,k
o,k,o,h,e,f,j,g,g,n,d,i,j,a,l
a,h,i,l,g,i,c,a,j,g,f,i,l,l,k
e,g,c,a,j,a,b,g,n,j,i,n,h,n,e
e,i,e,l,l,f,d,f,b,a,o,k,d,m,j
d,a,n,a,o,l,k,l,d,c,c,h,k,a,g
o,f,j,b,d,j,m,k,d,d,l,e,h,o,n
j,b,j,l,j,n,n,j,e,d,o,g,j,d,j
i,c,m,d,o,f,g,d,b,m,c,j,g,l,k
l,h,f,b,f,k,h,b,h,m,f,e,o,g,m
g,d,m,a,j,o,n,a,d,e,d,a,c,o,c
