var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
b,f,c,b,j,e,d,c,i,f
a,e,c,j,c,g,g,g,i,d
j,b,c,g,g,e,c,a,h,e
i,h,e,d,c,f,b,e,f,b
d,a,i,b,h,c,a,e,d,e
e,c,d,b,j,a,c,f,b,i
a,e,d,c,h,b,j,d,f,d
d,a,e,d,e,g,g,b,j,d
g,b,e,a,i,d,g,f,j,h
g,h,j,g,e,a,g,c,c,i
e,a,f,d,g,g,b,d,h,f
h,c,h,c,g,e,b,c,b,i
a,i,j,a,i,f,f,i,b,j
f,h,e,j,d,h,b,d,i,a
b,e,e,b,g,e,e,i,a,b
i,c,j,f,a,d,i,a,b,d
h,a,i,i,j,h,i,a,i,a
h,e,f,d,e,d,e,j,a,f
e,d,h,c,f,d,c,a,j,g
j,j,e,e,g,g,i,b,e,d
g,j,c,d,b,d,f,b,b,b
d,d,g,i,e,j,d,j,c,b
g,e,c,a,c,c,i,h,h,d
i,g,j,j,f,h,i,e,a,i
i,c,a,a,f,j,f,i,b,d
f,d,h,e,b,a,d,d,d,i
j,e,h,b,g,a,h,g,g,a
b,f,f,b,e,f,g,a,j,i
d,j,i,d,f,i,j,a,b,b
d,j,j,e,i,i,i,f,c,c
g,i,i,e,h,j,i,e,e,e
c,f,b,f,f,g,h,d,i,b
i,a,j,g,d,i,g,f,j,d
g,i,g,h,c,d,j,e,b,b
d,i,g,b,j,b,d,h,f,b
e,h,g,a,j,d,a,g,j,a
b,d,a,f,d,i,c,g,g,j
d,e,d,j,j,i,c,h,b,i
f,b,e,h,j,h,b,d,i,f
b,h,d,g,d,b,i,j,c,g
j,g,g,f,c,e,g,f,f,a
i,e,h,c,c,c,j,g,h,c
a,i,g,d,a,h,f,f,e,i
f,b,a,d,i,b,g,g,a,d
c,i,f,i,h,b,g,f,c,i
c,h,e,i,c,i,j,a,e,h
j,c,i,i,d,c,c,c,j,a
c,i,h,d,j,d,h,g,i,g
c,e,a,i,c,i,e,h,e,f
b,i,e,d,i,e,f,h,a,c
f,b,d,h,h,i,j,d,f,e
i,g,j,g,g,h,b,b,e,f
f,h,i,i,h,e,b,h,f,e
d,f,h,c,b,j,c,g,h,d
f,a,j,g,b,a,g,f,a,c
g,c,g,e,j,f,i,b,i,h
e,j,b,e,d,g,j,f,b,j
a,c,i,j,g,d,j,a,d,f
a,e,i,h,i,b,g,h,h,j
b,h,b,a,c,c,j,a,i,c
c,i,a,j,b,b,a,f,g,h
d,b,b,e,j,c,a,d,f,c
g,c,i,a,j,i,b,j,f,d
b,i,d,d,h,d,e,d,j,b
g,h,b,a,a,c,f,a,g,i
f,h,e,e,j,j,g,h,h,j
e,g,f,j,d,h,h,g,h,c
i,e,a,b,i,h,b,c,a,e
a,b,d,g,b,g,d,a,j,d
i,c,f,f,a,c,g,i,g,b
d,b,e,f,a,d,g,i,e,h
h,d,b,c,i,b,h,d,a,a
g,i,d,d,f,d,b,j,c,g
i,e,f,b,b,d,j,c,e,b
h,j,e,i,e,i,j,b,f,e
a,b,c,j,h,a,c,c,g,j
e,h,b,e,j,j,g,b,f,j
c,i,i,h,b,g,h,e,c,j
a,a,g,e,g,d,j,j,j,e
e,j,c,e,i,j,i,f,j,b
i,b,h,j,b,j,i,d,g,c
i,j,j,c,d,h,j,d,d,g
h,d,c,b,c,a,j,d,b,g
d,g,c,a,j,i,j,b,j,d
i,i,i,h,h,c,f,g,a,b
i,c,h,g,a,j,i,a,j,e
f,c,a,i,i,h,d,d,e,d
e,i,e,i,e,i,a,d,h,c
j,e,e,c,d,j,b,e,c,h
d,d,f,h,i,j,h,i,e,j
g,i,a,g,i,e,a,h,c,e
i,h,j,a,j,f,b,a,a,b
a,g,c,f,a,c,e,c,j,c
i,f,c,h,g,a,a,i,c,d
h,d,e,h,c,d,i,i,c,j
d,d,f,g,b,i,d,f,j,j
b,i,h,d,c,h,d,a,i,c
j,a,a,c,a,b,b,d,c,c
i,b,f,a,e,b,i,a,h,f
e,i,f,a,a,b,c,f,e,d
f,c,g,d,j,i,e,j,f,b
g,j,a,i,h,d,h,e,h,j
d,c,a,b,e,c,c,i,h,c
a,f,h,h,j,i,a,f,f,g
b,j,i,c,e,d,c,b,d,e
e,c,j,b,a,b,d,j,b,h
a,f,f,b,d,d,e,e,h,e
a,f,i,a,d,a,d,e,e,a
h,b,a,b,d,e,g,g,g,g
f,g,f,h,g,d,j,h,j,d
h,j,i,e,i,b,e,i,g,a
f,j,g,c,b,i,h,h,c,c
h,f,b,i,i,d,c,b,a,f
a,h,d,a,e,b,h,e,d,d
c,a,i,c,j,e,h,a,f,f
c,b,b,f,j,a,i,f,j,g
f,d,f,c,c,j,g,b,h,e
g,d,f,a,h,e,b,c,h,f
f,f,i,h,a,b,i,a,f,a
h,f,f,j,f,a,c,b,d,f
c,a,f,i,b,h,c,b,e,i
j,f,c,f,e,d,j,h,b,e
h,f,c,i,j,c,a,j,b,c
b,j,d,b,c,f,c,e,d,e
f,c,g,f,f,e,c,h,i,j
b,e,f,f,a,i,j,a,j,i
h,c,j,c,h,c,b,e,d,c
i,f,a,c,a,f,f,b,a,h
i,j,f,i,g,j,e,f,e,d
h,j,c,b,i,j,d,a,d,d
a,b,j,e,b,f,g,c,j,c
e,i,i,f,d,g,j,j,e,c
f,f,h,g,j,h,b,h,b,c
c,h,h,e,a,b,c,i,a,c
j,a,d,c,d,i,g,b,g,b
g,h,h,c,j,j,f,i,c,a
i,b,a,i,i,d,h,j,d,f
f,c,a,h,f,d,h,f,b,d
a,d,j,f,a,g,a,b,h,i
g,f,e,g,g,e,b,f,b,b
d,d,b,d,b,d,h,f,i,c
a,h,b,c,i,j,c,c,g,c
i,j,j,a,e,j,c,i,a,e
j,g,a,c,j,e,h,c,g,a
h,d,i,a,h,f,a,h,d,d
f,h,h,f,h,f,j,f,e,f
b,i,h,c,d,f,j,d,j,j
i,h,a,c,e,d,f,d,h,a
g,f,i,b,f,f,i,c,g,e
g,f,i,i,j,f,j,e,c,f
g,h,f,e,e,d,h,g,b,i
i,h,d,a,b,a,h,i,e,c
b,d,d,c,i,i,c,d,a,a
a,j,f,e,f,f,d,f,b,e
c,i,g,b,h,b,g,f,a,e
h,c,a,h,a,a,c,b,h,j
a,a,h,e,j,g,a,a,b,d
e,a,h,g,i,g,c,e,h,j
b,d,f,b,a,c,h,b,a,f
h,i,h,i,j,j,e,b,e,d
a,h,c,c,b,c,f,i,d,c
f,a,h,d,j,i,f,i,f,a
d,h,i,h,f,g,g,e,h,f
b,g,a,i,j,h,h,g,c,g
i,j,i,g,d,d,d,f,d,b
a,j,d,i,j,b,e,j,d,h
i,b,a,d,b,e,a,g,e,c
b,e,a,h,g,d,b,b,i,i
e,h,i,g,a,g,a,c,e,f
e,i,a,e,b,d,i,d,c,h
f,b,i,g,c,i,j,d,f,d
g,g,j,h,f,b,f,a,j,a
c,i,f,g,c,b,f,j,c,c
a,a,f,f,j,g,j,d,g,d
i,h,g,a,c,e,c,j,a,j
i,e,h,i,b,f,g,j,c,i
j,b,h,i,i,e,a,d,d,f
a,d,i,d,c,b,b,b,f,c
e,g,e,i,f,c,f,c,g,g
i,a,c,a,j,c,a,f,g,f
b,b,j,b,e,a,c,d,c,g
f,j,e,b,b,d,i,c,c,j
i,j,g,a,d,d,i,i,e,a
j,e,b,d,i,b,a,a,d,h
h,g,d,b,h,d,i,i,c,j
j,j,a,c,a,h,a,h,c,f
g,j,c,g,j,e,f,f,c,e
g,i,f,g,f,i,i,a,i,i
c,e,i,b,d,g,g,e,a,g
a,j,j,i,e,g,c,a,a,h
b,j,f,c,b,j,d,j,h,b
i,a,i,i,j,a,d,e,a,j
b,c,b,f,a,h,f,a,j,f
b,g,a,g,j,g,d,g,j,c
j,a,c,b,e,j,d,c,i,i
g,d,a,a,d,h,g,a,g,b
e,h,h,f,c,h,d,a,j,d
c,b,h,i,c,e,b,c,h,j
b,a,b,b,f,d,c,c,f,f
h,g,i,d,h,f,g,d,e,c
c,g,h,j,f,c,d,d,i,h
a,c,c,d,c,f,e,c,h,e
j,c,e,i,c,j,f,f,d,h
c,d,b,g,d,j,d,f,e,b
g,a,j,g,j,b,d,d,a,f
f,f,e,i,e,d,i,a,h,e
f,h,h,c,h,i,f,c,a,a
f,c,c,g,a,j,j,b,e,e
g,f,i,a,g,a,f,b,b,g
a,c,h,a,j,d,i,e,c,j
i,i,i,f,c,j,b,a,b,g
h,j,b,i,c,e,c,e,b,i
