var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
j,f,m,h,g,g,h,c,g,n,h,l,e,k,a,m,b,d,e,d
o,m,n,e,k,a,j,d,j,j,l,m,i,m,c,f,m,j,j,m
e,a,d,a,b,o,h,e,h,k,e,g,n,f,c,e,i,o,h,h
g,e,d,j,c,a,a,h,o,o,n,b,m,h,e,l,n,i,c,f
f,d,i,g,k,g,e,i,m,a,d,a,g,f,f,a,h,o,h,k
j,i,f,b,f,a,b,h,m,c,f,o,e,m,a,f,n,c,o,e
m,m,h,o,d,g,k,h,j,b,h,g,j,l,k,d,c,g,n,i
b,i,l,f,f,j,k,i,g,b,e,n,m,b,n,c,c,e,l,n
d,h,g,m,j,c,h,b,e,i,e,k,l,b,g,c,k,c,i,c
i,l,g,l,h,j,m,i,c,h,o,k,c,j,a,j,n,e,f,i
n,e,a,l,e,o,n,f,d,f,o,o,o,g,g,d,d,g,b,o
j,l,o,n,m,f,o,l,l,h,c,e,a,o,f,j,o,c,e,h
k,e,l,h,j,d,i,l,f,d,c,k,d,b,b,d,h,g,j,m
i,o,n,l,n,m,d,o,a,m,o,a,n,j,j,j,j,o,a,o
j,j,g,m,m,l,i,l,f,m,i,l,b,m,m,k,f,k,f,k
i,f,k,b,b,d,l,g,l,a,e,d,a,g,c,a,l,m,f,f
k,h,m,o,i,k,l,j,j,o,g,d,l,g,f,m,n,k,f,d
i,f,j,k,l,d,j,f,j,g,e,c,l,b,i,k,c,i,g,k
h,c,h,j,l,k,i,k,m,k,d,a,j,n,k,d,d,l,d,f
n,j,l,a,d,f,l,a,h,a,h,a,c,e,c,o,e,g,k,l
a,n,o,b,o,i,n,o,l,e,n,k,a,d,l,m,n,h,c,f
o,a,c,b,e,b,e,o,o,e,l,n,g,j,d,o,g,n,j,g
e,h,c,a,m,g,i,k,l,b,o,h,k,d,o,c,o,a,g,c
h,e,m,k,k,m,g,c,k,c,i,f,k,k,j,o,e,o,f,h
k,o,l,f,h,d,d,l,k,b,b,n,k,a,m,f,n,b,e,d
f,a,m,i,i,f,f,k,c,o,n,e,e,n,l,i,o,m,e,i
a,g,d,j,e,i,g,m,m,m,g,i,i,k,a,d,o,k,n,k
c,f,c,h,c,g,f,a,l,h,d,a,j,e,f,h,m,h,l,f
k,i,i,c,c,k,a,k,f,j,b,h,k,b,k,j,i,b,m,i
i,b,a,k,o,i,k,n,b,e,h,l,i,l,o,j,n,a,c,f
d,d,c,l,i,d,i,o,h,m,f,n,k,l,o,c,e,n,j,a
h,a,g,j,h,k,e,a,o,n,k,c,f,o,k,n,c,l,j,g
m,k,l,f,n,k,d,h,a,i,b,f,m,k,e,f,b,k,a,h
i,m,n,n,l,h,l,n,e,o,a,h,d,c,f,d,h,k,o,d
i,e,n,b,h,j,o,o,n,j,d,n,m,k,e,m,l,k,m,d
g,f,d,l,m,i,e,a,l,a,n,i,a,k,a,d,f,j,k,f
f,m,a,m,k,h,m,b,n,e,c,a,d,a,g,m,d,l,d,f
m,k,g,a,d,h,o,i,n,b,f,i,g,j,l,f,c,g,g,c
d,d,b,o,c,m,n,d,d,a,h,i,j,c,h,e,l,h,h,l
m,i,f,k,m,g,c,j,k,a,a,m,e,b,d,k,o,e,c,b
a,k,f,f,o,j,d,b,c,k,c,m,d,l,g,c,i,l,k,n
c,l,m,f,j,d,o,o,k,g,o,e,g,n,a,d,g,a,n,h
i,c,n,n,b,l,n,i,a,h,f,n,c,i,g,b,o,e,c,d
f,c,a,b,l,l,e,h,n,l,j,h,m,d,n,m,k,g,j,b
n,a,b,h,i,d,n,k,d,j,o,k,d,c,i,l,f,e,h,b
o,b,d,o,f,c,g,k,l,k,o,i,m,c,h,n,k,n,h,e
l,b,d,c,i,g,k,b,d,e,k,j,f,o,j,e,d,n,b,i
d,e,b,j,b,l,m,c,i,o,n,c,i,a,h,k,g,f,j,k
a,j,e,g,m,b,i,f,e,o,f,j,e,h,d,d,h,d,g,d
o,c,c,c,c,d,b,b,n,g,l,m,h,m,k,i,j,i,h,h
f,b,j,a,l,i,h,n,f,h,b,f,j,i,c,o,k,o,e,e
m,o,h,k,e,e,g,i,f,k,b,h,l,a,h,c,g,g,c,o
g,f,o,d,d,j,f,b,e,k,b,o,f,c,b,h,f,o,k,c
m,e,m,m,f,b,b,i,c,m,i,c,k,l,b,h,g,f,a,c
o,f,f,k,a,l,g,m,n,a,j,b,g,a,a,d,h,e,o,f
f,f,a,g,m,l,e,c,e,d,e,g,f,i,a,d,n,g,a,l
h,b,f,n,a,h,c,h,b,o,l,h,l,a,e,o,k,a,a,a
i,o,h,e,m,k,g,a,k,l,o,n,h,h,c,n,n,e,c,e
b,l,n,k,c,b,n,o,f,k,o,g,j,h,b,d,j,b,e,f
e,n,c,f,o,k,n,e,c,a,h,f,n,b,n,m,m,l,e,n
c,o,m,l,f,j,m,h,m,d,l,a,b,n,j,i,i,d,o,j
b,g,c,h,n,f,j,a,h,l,b,d,m,f,b,n,m,e,c,a
i,m,d,g,d,a,j,e,h,l,d,d,o,j,a,a,h,a,e,g
m,m,l,m,d,h,h,k,i,e,n,k,o,e,i,i,l,f,m,j
d,g,g,b,e,l,o,l,f,b,k,j,g,n,k,c,l,f,d,l
h,m,l,o,c,c,f,a,e,a,b,c,a,g,k,h,g,l,g,d
