var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
f,b,b,k,j,t,h,t,t,o,q,t,o,k,m
f,m,p,i,m,e,q,e,s,e,f,r,o,q,t
b,l,p,g,a,g,e,l,i,c,p,m,n,a,m
a,g,k,p,r,a,g,n,r,r,e,i,k,o,b
b,j,i,p,n,q,l,q,d,q,l,l,a,p,k
h,a,t,h,k,k,k,p,k,s,j,t,s,f,h
c,n,s,h,l,m,s,g,c,t,a,o,d,o,s
i,a,h,b,d,j,l,o,m,f,c,j,f,d,t
t,q,l,a,p,c,d,q,o,f,p,h,p,r,k
o,h,n,h,b,o,f,s,e,i,s,i,h,o,e
d,g,e,e,t,n,i,p,p,s,n,i,n,b,b
f,g,n,t,f,i,b,j,r,j,a,m,p,m,g
t,t,m,q,g,k,t,i,t,s,r,n,a,b,a
l,e,j,t,r,a,a,g,p,o,l,g,g,m,k
d,e,f,p,d,j,j,j,m,d,m,l,e,l,a
t,i,f,s,s,g,s,q,s,s,l,s,n,l,e
d,g,s,l,g,h,k,f,a,g,a,s,n,g,j
r,e,r,o,o,h,n,i,f,o,p,q,d,o,c
s,t,d,c,m,j,h,p,c,i,c,h,a,b,n
h,o,k,q,o,c,c,a,e,a,h,a,a,g,i
b,g,h,d,d,f,k,m,c,q,o,j,g,i,e
s,t,r,p,m,i,i,d,d,o,l,e,n,c,f
f,e,e,k,i,l,i,q,n,f,o,e,a,m,p
p,t,l,b,i,c,d,m,m,r,t,q,t,o,i
q,q,q,s,o,f,o,s,l,q,j,p,c,s,e
h,f,g,j,k,p,k,g,h,m,s,d,c,i,p
f,m,a,h,l,t,c,i,c,s,e,k,p,l,t
p,p,i,l,b,n,e,j,n,q,l,m,m,o,n
j,n,h,d,m,l,n,h,k,g,l,s,t,c,t
q,e,i,m,g,l,l,a,a,m,d,c,l,p,m
m,f,g,d,i,j,k,r,a,b,t,s,r,n,m
t,c,f,s,m,j,r,l,s,r,n,h,g,t,n
a,k,o,r,i,c,d,f,b,o,l,k,h,q,a
p,k,f,m,b,b,d,m,f,r,m,r,m,g,r
k,t,g,f,n,t,i,h,h,e,a,t,j,f,f
s,s,l,b,c,i,a,e,j,d,s,f,q,q,s
s,t,q,a,r,g,b,l,b,r,j,g,o,a,d
c,l,p,r,a,n,o,c,f,f,t,q,t,g,p
r,r,r,h,k,e,r,m,j,h,f,f,p,b,i
o,m,r,g,g,s,n,e,k,f,i,h,k,a,f
k,d,g,t,b,k,k,c,s,t,k,i,t,e,e
e,f,s,k,s,g,k,q,e,h,n,j,e,n,h
h,p,k,l,h,h,e,g,i,e,d,r,a,h,h
q,g,j,d,r,e,b,i,c,n,e,s,t,q,g
a,r,e,j,n,t,i,j,a,a,q,r,q,n,l
s,a,r,r,n,n,q,h,t,j,e,c,e,j,o
t,b,q,m,a,n,m,t,m,a,i,d,f,o,n
p,p,o,f,k,s,d,p,l,s,n,e,g,d,d
t,i,b,g,m,e,k,l,o,k,e,t,q,m,a
s,k,k,r,n,t,e,q,n,b,g,k,d,s,t
g,r,f,b,m,h,l,e,k,e,b,j,i,o,m
j,f,n,b,b,p,f,r,o,f,s,n,t,i,r
k,a,n,n,h,m,n,c,m,s,q,t,o,e,n
k,f,a,s,q,j,g,e,t,e,r,m,h,a,n
n,a,m,e,l,n,b,e,t,e,l,t,k,t,p
e,f,l,e,j,o,r,m,b,r,g,b,l,j,s
k,n,b,i,r,q,n,g,j,c,k,n,n,p,r
j,i,a,t,c,o,m,h,g,r,t,p,i,q,l
o,i,j,k,t,o,l,j,f,d,p,m,a,h,a
t,f,j,j,b,d,i,j,p,a,h,m,i,i,g
a,b,c,p,p,d,j,m,r,c,a,m,o,t,g
t,e,o,q,f,c,r,n,h,s,q,b,i,o,q
l,j,q,b,n,e,s,t,r,h,s,e,d,e,h
s,q,f,f,m,a,c,i,d,t,a,s,i,a,b
f,j,i,h,a,l,d,c,f,f,l,i,j,b,j
i,b,o,t,m,n,g,i,b,k,q,l,p,d,k
q,i,l,o,o,k,i,i,g,h,s,i,h,h,t
c,e,e,l,e,k,p,t,m,i,n,h,p,p,h
a,p,n,p,j,g,b,j,a,l,t,e,q,r,s
r,q,b,p,i,i,o,j,a,i,m,b,p,j,q
a,l,o,o,j,l,k,c,d,s,a,j,t,l,c
e,t,e,a,c,r,a,a,j,n,p,p,d,m,e
b,k,j,e,p,n,l,h,k,h,j,o,f,q,p
o,e,c,k,b,o,j,t,o,l,m,m,c,c,q
l,j,j,f,o,p,n,b,t,n,a,f,o,o,g
m,e,e,i,r,q,l,t,b,a,o,b,c,b,d
s,t,m,n,k,b,g,c,i,b,c,s,f,e,n
a,l,p,m,r,i,t,m,m,f,c,q,d,j,t
n,e,h,m,o,i,p,a,g,s,j,a,i,l,d
c,d,l,s,c,j,m,p,i,l,c,d,n,l,t
k,a,f,s,j,p,m,o,o,c,h,o,c,e,h
m,r,b,b,p,h,h,g,n,a,k,g,k,p,r
l,h,l,i,t,o,q,e,c,d,o,f,a,d,m
o,m,t,i,t,b,a,g,a,a,s,s,n,a,g
h,j,f,b,b,l,n,f,t,l,e,t,q,c,r
i,c,b,b,s,k,k,d,a,a,r,l,i,i,e
m,p,h,q,r,m,a,s,a,b,t,d,t,l,p
j,r,r,i,b,a,f,g,g,b,r,q,t,h,k
d,n,c,s,s,h,g,n,q,o,a,b,l,f,s
a,j,b,e,t,g,n,f,k,b,r,f,f,i,k
k,k,g,d,n,p,j,e,s,i,l,j,e,h,r
o,c,k,j,t,i,m,t,q,l,t,i,p,e,l
d,a,d,q,p,f,b,c,m,p,j,k,o,o,k
e,r,e,f,q,o,d,e,d,p,c,f,d,f,n
n,e,h,a,n,e,r,f,m,k,d,k,e,t,e
g,a,f,i,g,c,t,k,f,j,m,b,g,p,p
k,e,p,b,h,i,e,g,n,c,t,b,c,k,m
a,g,i,h,s,j,s,n,s,q,l,t,h,b,e
k,q,m,a,l,m,r,s,c,i,d,s,h,e,g
i,d,d,m,r,j,f,k,s,p,p,f,g,o,n
i,t,e,k,l,d,g,q,d,d,b,i,j,o,m
b,m,b,q,f,k,t,f,o,e,e,d,t,r,o
e,e,n,m,k,e,e,j,n,p,f,d,f,t,r
g,l,f,b,p,t,g,t,s,n,n,e,f,o,f
n,e,i,g,k,s,r,t,n,j,c,d,o,b,r
t,m,l,m,l,m,r,e,a,k,f,k,q,f,s
d,a,b,k,b,i,f,o,q,m,r,l,k,s,k
l,q,g,a,a,j,g,l,k,f,l,j,i,a,t
r,k,k,r,a,c,s,t,s,q,f,s,c,e,s
e,o,b,m,l,a,f,f,c,h,c,b,k,f,s
a,a,d,e,s,e,e,t,h,f,k,k,d,j,l
m,i,g,b,f,f,n,m,s,g,h,l,a,d,d
h,n,b,k,e,r,n,a,e,a,c,p,k,n,s
q,a,h,g,e,i,n,t,d,b,b,k,e,c,c
g,o,s,m,f,d,q,h,q,s,k,b,t,g,c
q,h,n,i,q,i,n,o,r,a,a,j,h,d,d
s,t,r,d,a,g,h,f,s,i,r,t,s,b,d
h,a,g,t,i,b,h,c,d,p,d,o,b,e,d
h,r,q,a,k,b,s,e,h,o,r,m,o,c,a
c,k,m,j,n,h,g,t,f,g,s,n,e,k,a
d,f,q,r,p,t,e,b,b,r,a,h,m,j,c
r,l,h,s,j,o,o,g,k,i,q,t,t,n,a
j,i,k,h,f,e,r,h,g,c,j,o,q,a,c
d,b,o,l,h,p,q,j,k,d,j,q,g,t,t
d,g,p,e,e,a,p,f,e,f,a,d,m,p,n
h,g,d,k,k,i,k,s,d,c,j,s,t,t,k
p,g,m,g,r,j,j,c,p,k,t,b,f,f,h
d,t,s,m,a,d,o,b,k,s,r,c,f,h,i
h,e,t,m,n,d,h,d,d,a,c,g,i,k,c
l,s,r,g,j,n,r,t,i,e,i,i,a,p,o
o,k,c,t,t,l,e,i,o,c,t,c,f,e,t
h,f,q,s,p,j,h,g,p,o,d,q,s,j,p
a,g,h,g,m,k,d,b,i,o,j,d,m,g,q
q,a,q,q,s,q,o,q,t,i,d,h,j,n,t
g,b,q,n,e,j,j,c,a,l,q,e,m,o,f
e,j,p,c,d,e,g,s,h,b,a,s,d,r,b
o,p,a,i,i,l,h,t,c,q,m,s,e,m,h
h,t,k,b,e,l,n,m,d,s,o,t,m,i,n
m,m,p,f,l,c,b,c,s,m,r,k,i,r,q
a,t,n,j,g,k,m,o,s,o,n,t,g,m,t
