var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
h,j,t,l,h,h,a,k,c,o
o,i,b,o,l,b,m,g,h,p
t,h,f,s,d,q,b,m,e,p
i,d,n,m,c,p,f,g,a,j
b,q,k,n,j,f,s,t,a,t
l,b,e,a,k,r,j,q,h,b
n,q,j,g,b,g,n,d,e,m
h,h,p,d,f,l,n,s,e,h
e,e,q,r,b,m,n,r,p,p
f,h,a,k,q,k,q,k,e,p
h,g,h,a,k,h,n,f,t,h
m,i,b,b,s,s,b,k,l,s
a,d,f,n,h,t,h,h,f,d
l,m,b,e,r,b,n,f,j,f
g,l,r,f,a,k,g,h,j,e
m,b,q,e,k,j,e,s,n,d
f,k,c,r,l,l,g,q,d,c
g,a,a,c,m,p,q,l,e,t
q,j,g,o,s,l,c,j,j,j
j,c,l,c,o,n,g,b,b,i
c,l,c,h,i,e,i,k,g,e
t,o,k,e,h,q,l,q,m,m
m,e,r,b,k,o,j,g,s,c
k,n,c,c,d,a,n,l,f,q
l,e,m,s,j,g,h,t,e,d
a,p,q,l,c,m,t,n,q,n
i,l,f,h,r,o,l,c,h,o
f,q,s,h,f,o,i,i,b,d
g,r,r,o,s,b,q,t,d,o
m,d,o,o,j,q,l,p,p,f
b,e,m,p,p,f,c,a,b,e
a,a,r,h,o,c,m,r,d,c
i,k,a,j,h,e,g,m,g,k
t,n,g,r,o,t,s,s,m,h
a,m,m,r,g,n,d,k,i,d
c,e,p,k,s,j,k,k,m,o
g,k,g,o,l,l,o,b,j,a
i,b,d,m,f,f,d,j,o,s
l,l,a,a,g,g,f,d,f,p
i,r,e,o,i,h,a,s,k,n
h,c,r,p,g,l,q,p,e,n
j,h,b,g,o,h,s,p,s,q
j,l,q,f,d,q,a,g,f,d
m,n,o,t,s,n,i,d,a,r
p,f,c,l,o,j,b,f,c,a
g,n,n,b,n,f,c,o,c,a
a,i,r,f,j,p,l,t,s,k
m,j,j,o,a,d,i,i,h,b
n,g,j,c,o,r,d,t,k,f
b,m,r,m,e,i,c,r,r,d
i,t,c,h,r,p,q,f,g,o
g,h,b,j,m,g,g,m,a,l
i,o,p,j,g,a,k,c,n,b
m,d,p,i,o,f,r,a,b,g
a,t,r,c,b,i,f,i,e,m
g,d,n,q,f,h,i,o,h,g
f,h,j,k,n,g,b,f,t,n
g,p,p,l,l,a,t,h,f,n
j,p,a,s,t,g,c,i,q,f
n,j,s,h,a,g,q,l,r,q
n,b,m,m,a,g,o,p,l,p
i,t,s,n,f,b,t,a,j,c
r,a,i,b,g,a,m,l,g,m
g,d,b,i,r,l,k,g,f,a
j,t,n,c,l,l,p,n,m,h
g,e,m,k,d,t,t,p,s,k
k,j,k,g,a,h,c,l,j,s
i,k,g,a,m,c,b,e,q,o
b,j,l,c,c,j,l,c,a,e
k,b,e,j,i,p,f,j,r,l
a,e,o,r,r,p,s,k,p,f
