var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,i,j,h,t,p,t,c,e,g
a,c,q,k,l,i,f,n,b,s
f,o,d,g,s,k,p,b,n,h
c,n,f,j,b,h,a,c,q,c
d,p,q,p,m,n,b,o,e,m
e,n,d,m,k,r,g,g,p,o
t,q,t,o,d,e,i,a,p,n
b,p,e,n,e,e,e,t,s,l
n,d,b,o,d,h,t,h,n,m
a,h,p,i,b,s,j,n,n,f
n,s,q,k,i,a,o,m,h,g
g,j,n,f,t,e,n,b,i,q
k,f,t,g,l,o,e,r,t,h
l,r,c,t,q,o,s,r,q,m
l,h,i,a,p,c,c,m,j,k
a,l,d,g,s,n,d,a,q,l
q,h,s,n,h,b,b,r,t,e
s,k,t,t,o,d,a,n,r,h
f,c,s,i,i,l,l,r,j,n
s,t,e,t,t,a,b,e,b,k
i,o,g,m,s,m,t,g,p,h
r,f,m,i,t,r,m,q,n,o
t,l,l,f,q,l,c,j,l,h
n,d,f,o,b,g,k,k,c,p
e,p,k,p,p,g,m,d,p,j
b,s,a,a,t,j,i,q,q,r
j,l,f,l,m,i,o,c,r,k
k,l,h,b,f,g,c,i,g,c
n,n,m,d,e,d,p,a,f,o
j,g,p,l,i,c,p,f,g,r
b,m,d,n,e,r,t,g,h,j
j,a,p,a,j,f,l,n,r,h
o,k,e,k,p,l,p,j,h,a
r,n,j,t,r,s,e,g,s,g
j,g,s,h,k,e,g,f,c,j
t,j,d,q,b,n,e,j,t,h
r,m,m,k,h,e,b,l,m,e
d,s,p,h,e,j,p,a,l,l
o,b,j,f,g,t,a,h,i,o
k,f,q,a,m,f,j,t,h,c
o,m,j,s,t,k,t,p,b,i
s,c,j,k,h,h,c,n,b,d
r,o,l,h,r,o,m,i,e,s
h,q,m,j,q,r,e,s,n,n
e,k,h,s,a,t,s,j,j,q
s,g,a,j,k,l,c,t,d,r
m,r,e,s,i,d,q,h,r,d
g,f,m,f,p,f,l,r,c,b
d,p,d,s,j,k,o,c,c,l
t,q,j,p,e,k,a,d,b,d
o,r,a,s,d,p,j,h,g,i
d,a,q,i,j,h,h,h,p,s
b,t,r,r,f,q,r,f,c,i
g,m,c,d,a,k,d,r,q,c
r,p,s,r,r,o,g,n,e,p
n,o,n,r,b,a,r,p,f,l
l,k,d,s,t,c,a,h,r,s
t,p,c,t,l,n,s,t,l,c
k,n,s,q,a,o,q,o,j,b
t,m,a,f,g,i,b,g,o,d
o,p,k,l,s,d,k,t,c,q
f,r,a,g,q,t,l,k,p,o
j,d,a,d,r,d,q,i,t,l
k,q,h,c,s,g,n,b,d,b
d,p,d,g,c,l,i,e,a,m
a,c,s,s,a,h,l,h,g,q
c,s,m,n,d,h,m,k,b,r
f,h,t,g,n,n,q,n,h,k
a,d,d,e,g,a,s,c,a,k
n,l,s,r,g,n,e,h,i,f
a,s,n,n,r,r,d,e,h,a
p,h,o,b,h,k,r,c,h,h
k,b,r,c,l,l,o,d,r,e
k,b,p,n,o,s,p,n,p,e
g,o,d,j,q,o,s,s,k,m
a,b,p,l,t,l,d,e,q,o
p,g,r,m,k,o,r,p,p,j
p,t,e,c,j,t,j,r,f,q
a,s,t,m,i,m,c,r,e,c
h,r,d,b,p,p,r,m,f,p
d,s,d,p,q,t,l,f,f,l
e,l,o,a,a,k,m,b,c,a
c,k,h,t,r,c,s,t,m,h
h,d,f,j,n,p,o,l,p,d
h,g,o,m,f,e,f,r,h,r
l,m,b,m,g,g,g,f,s,i
q,k,b,t,n,e,d,f,k,e
f,n,d,t,r,i,b,n,b,l
g,c,q,f,s,d,a,g,f,f
j,d,s,h,j,h,h,i,k,i
r,d,p,g,e,p,h,s,s,i
j,l,d,k,a,c,r,b,t,i
a,m,e,p,a,q,n,a,g,t
j,h,f,m,a,c,a,l,r,d
q,b,c,f,t,d,g,g,t,e
