var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
e,f,e,b,j,b,j,d,e,d,h,i,a,h,f,f,j,e,a,f
j,i,i,c,g,a,j,j,i,a,c,c,h,g,j,e,e,d,d,c
a,i,f,f,f,j,g,i,a,f,i,g,f,h,c,b,i,d,i,b
g,e,b,e,e,i,c,c,h,e,h,g,h,g,h,h,i,f,j,h
g,h,f,i,i,d,g,c,b,g,c,g,j,g,d,a,a,j,e,g
a,f,f,j,j,e,g,c,i,j,b,e,i,d,d,c,e,b,e,h
j,h,i,g,a,a,d,j,c,c,f,g,i,f,c,e,j,j,j,c
h,d,d,h,b,d,a,b,e,f,i,c,f,g,b,a,a,a,d,g
g,j,c,f,a,g,c,c,j,h,g,j,b,c,d,b,c,h,f,f
g,e,c,j,h,g,c,d,d,b,b,h,c,h,c,h,j,c,h,a
i,a,b,f,h,e,c,d,b,e,d,a,g,i,j,a,d,f,d,f
j,g,f,j,b,h,f,i,d,j,c,c,b,f,g,c,j,h,b,h
b,g,d,c,f,a,f,e,h,d,b,h,a,e,a,i,i,d,d,h
g,i,g,e,i,f,c,f,g,c,a,b,j,c,h,h,d,e,b,d
a,g,g,a,f,b,b,h,e,j,g,g,a,i,i,e,a,i,d,f
g,d,c,a,c,i,g,f,e,b,d,b,e,b,d,c,h,e,i,b
h,j,g,i,e,h,d,d,b,d,g,b,d,i,a,a,d,e,b,d
e,c,e,i,g,h,j,i,f,d,f,f,d,h,c,e,g,f,i,g
j,e,b,a,b,e,i,h,g,c,b,j,g,b,f,d,i,a,i,b
g,g,a,b,a,j,i,c,b,g,j,g,e,b,c,j,a,j,e,g
b,e,d,f,e,g,e,g,e,b,c,a,i,b,g,j,b,h,j,a
d,e,e,j,h,d,g,e,f,h,j,a,b,b,b,d,a,e,a,j
c,g,e,b,f,g,a,a,j,e,b,a,c,c,e,e,a,e,a,a
a,h,e,h,f,i,f,b,c,g,d,a,a,c,i,g,a,c,b,d
g,j,e,a,j,i,j,g,b,d,h,g,d,c,c,c,h,c,b,g
c,a,i,c,j,f,h,h,g,d,b,c,e,a,i,d,b,i,j,g
e,f,j,e,d,j,g,h,g,c,b,b,b,f,e,e,g,f,f,i
f,h,h,c,f,b,e,b,f,i,b,f,b,i,h,f,b,f,h,j
i,f,a,b,c,d,a,b,a,c,j,j,f,c,b,j,i,e,i,g
a,i,e,i,i,d,g,g,i,f,h,h,a,f,c,j,j,j,j,e
b,f,j,g,f,g,c,a,i,i,i,f,e,f,i,i,h,g,g,f
i,d,f,j,a,c,c,j,f,h,b,g,b,d,h,f,c,d,i,e
g,g,i,f,d,i,e,c,c,d,h,c,j,a,d,a,j,a,i,e
e,j,b,b,b,g,b,e,i,h,b,d,e,h,j,i,a,a,c,a
i,a,e,b,e,d,g,i,h,e,b,g,a,d,f,i,i,a,b,i
a,h,a,e,b,e,h,b,f,h,i,i,a,g,a,h,g,g,j,h
h,b,i,c,g,b,i,c,i,e,a,a,e,i,a,d,i,e,f,g
d,d,e,b,b,d,b,g,c,j,a,c,i,e,b,e,c,e,a,h
h,f,h,f,g,f,g,f,f,e,i,b,h,c,b,b,j,d,d,a
c,f,d,h,e,b,g,g,h,e,i,j,c,a,a,h,g,f,f,e
e,i,d,b,e,j,j,b,e,c,j,b,b,f,c,g,d,d,b,d
h,d,f,f,h,i,e,d,h,e,a,d,i,e,d,e,b,j,d,j
a,b,g,h,d,a,f,a,h,c,f,d,c,j,j,i,e,d,a,c
h,i,h,c,a,f,e,i,a,i,e,j,d,j,d,b,b,g,d,c
j,h,h,c,c,c,i,c,c,c,e,h,j,a,h,i,f,d,a,b
e,h,f,c,j,c,j,i,h,j,d,a,d,h,j,h,e,d,f,f
b,c,h,j,j,j,b,c,i,e,d,i,e,b,c,c,j,a,h,e
a,e,e,j,g,c,d,j,h,c,d,g,f,i,h,i,g,h,i,j
j,h,f,d,g,c,h,d,j,e,g,a,b,a,g,e,c,b,h,h
c,g,e,g,a,b,j,j,i,e,g,e,f,b,g,i,e,a,d,f
d,e,j,d,e,f,f,g,h,d,b,h,h,b,g,b,f,g,a,c
d,f,b,e,b,i,h,b,h,b,j,j,e,c,j,g,g,e,a,a
f,i,h,f,c,f,g,b,b,i,a,h,h,g,b,h,e,e,b,c
d,g,b,c,c,d,f,b,b,i,b,e,f,j,a,f,c,j,c,a
f,j,d,a,f,f,h,h,f,a,i,i,f,c,j,a,c,f,d,b
