var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,t,i,t,j,a,n,a,n,p,s,a,b,r,b
j,e,h,q,r,b,a,m,b,k,e,q,b,n,p
d,a,f,q,p,q,s,p,i,f,k,c,i,d,p
r,s,n,t,r,n,p,s,s,k,t,j,o,m,i
h,l,j,l,g,d,k,k,l,m,q,l,l,b,g
i,c,h,o,n,m,d,b,e,o,g,i,e,g,h
d,a,p,d,o,e,i,h,t,l,s,q,q,o,e
j,b,a,d,t,e,e,q,e,g,a,a,b,c,n
l,b,q,f,o,r,g,q,n,a,b,j,d,t,n
s,m,a,k,b,q,f,m,m,j,k,p,e,n,p
a,o,t,s,f,b,i,t,a,h,m,g,r,e,r
d,b,h,m,q,j,h,m,k,t,j,p,a,l,g
o,a,a,p,d,b,p,c,p,s,k,a,l,f,l
o,m,m,f,i,s,c,c,t,a,l,g,s,o,t
c,t,t,n,n,m,f,s,h,o,j,q,p,f,p
q,s,c,s,c,a,t,c,c,b,p,a,q,g,q
h,b,b,f,a,k,i,q,s,c,p,h,g,j,c
b,l,g,g,h,j,i,o,r,n,j,r,s,h,d
h,q,f,r,p,j,e,t,q,t,e,s,t,l,f
j,f,s,e,g,e,t,p,m,j,h,p,b,d,k
k,o,r,d,p,f,k,a,r,p,i,r,m,n,p
g,f,m,q,l,i,h,r,t,a,g,i,c,j,m
g,f,k,n,o,q,t,n,e,c,a,b,q,o,k
q,e,h,n,c,i,p,j,i,g,g,g,n,c,c
q,p,e,q,r,k,o,m,s,l,a,t,q,c,t
o,a,l,m,b,k,t,q,s,q,g,g,r,j,g
e,h,o,o,l,k,n,q,d,a,m,m,n,l,i
k,q,d,k,r,p,q,a,e,h,q,q,c,i,j
n,k,e,p,m,c,k,d,q,f,n,o,f,p,m
t,o,e,e,s,j,l,t,o,t,i,f,k,e,c
i,i,j,o,n,j,o,i,q,i,i,h,b,b,h
e,t,r,p,a,a,s,d,o,o,j,j,a,i,h
g,e,c,n,h,i,e,c,k,g,d,p,o,h,i
a,o,k,d,j,e,j,l,g,q,d,i,k,l,p
j,f,c,k,d,s,p,s,b,t,n,b,q,a,g
k,g,b,o,o,a,f,s,n,o,r,e,d,t,p
g,g,d,l,b,s,t,r,e,g,k,s,p,n,m
j,b,t,t,p,b,t,k,c,k,i,l,m,s,j
g,b,s,n,j,t,q,g,o,c,c,q,m,c,p
j,m,p,c,f,p,l,f,h,p,o,t,n,o,m
q,o,n,j,f,m,o,r,j,o,a,f,f,a,m
q,e,c,l,q,o,h,k,d,r,e,r,m,a,k
d,f,j,p,d,s,l,i,i,t,i,h,r,d,f
j,k,n,f,f,o,q,t,l,o,r,m,k,a,k
l,b,d,j,b,g,n,h,p,h,a,t,c,q,p
l,g,r,l,j,s,s,b,l,l,g,f,i,f,j
g,c,d,k,b,k,i,c,e,i,l,b,a,m,i
s,m,m,j,o,i,f,j,i,b,b,p,a,p,h
i,e,m,p,m,q,b,e,j,g,t,p,t,f,c
q,b,s,t,e,q,a,q,t,i,l,c,i,a,j
m,o,j,s,n,t,q,d,r,j,l,i,r,o,s
k,d,l,c,d,b,c,d,f,c,n,f,q,d,c
q,a,s,b,g,t,q,p,e,d,r,r,c,i,n
j,o,c,k,m,p,p,d,d,t,c,m,j,e,o
n,i,f,s,p,p,f,a,r,k,e,a,f,b,c
g,c,i,q,h,h,h,a,h,m,s,c,t,t,m
k,d,d,c,n,g,b,d,t,i,b,d,j,n,r
o,i,t,p,o,f,s,j,p,g,j,j,l,s,g
q,q,h,f,s,l,r,k,q,t,j,q,o,h,m
g,q,f,l,q,s,m,e,q,i,s,l,a,e,g
l,b,m,o,i,t,a,g,g,j,m,e,k,p,f
d,g,h,b,d,l,a,d,s,k,i,a,r,s,k
l,q,o,o,r,j,m,r,s,q,o,i,o,i,a
o,n,e,d,e,g,t,h,a,t,m,k,t,s,h
g,n,a,s,e,j,j,j,r,q,f,r,n,o,k
k,q,f,k,g,m,h,d,d,f,j,s,a,t,e
l,o,n,j,b,m,k,m,r,d,c,s,q,c,a
l,k,r,d,e,j,n,j,c,q,k,n,c,i,t
h,n,r,n,m,j,b,h,j,g,k,h,b,i,a
r,b,j,j,g,e,a,h,h,k,c,e,r,o,s
j,g,e,f,t,f,q,b,c,s,r,p,l,t,j
g,m,t,m,q,b,b,m,t,q,j,q,j,g,r
h,k,h,l,b,b,m,f,n,i,f,b,q,g,h
k,p,o,t,m,r,d,d,o,f,f,j,p,e,b
n,q,a,f,n,t,p,b,q,c,n,r,n,g,s
d,h,f,p,c,e,o,m,d,e,b,q,o,g,k
j,t,i,r,m,q,k,c,l,l,l,q,c,o,c
