var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
a,e,c,e,f,a,b,i,d,i,i,a,i,f,g
c,b,f,j,j,h,d,g,a,d,j,i,g,a,e
g,f,f,d,a,h,e,i,d,g,g,a,a,f,e
f,f,c,b,g,g,a,h,e,j,e,h,b,e,j
g,d,b,f,e,e,e,g,f,b,j,i,g,c,f
a,d,b,e,c,h,e,e,g,f,h,a,h,b,j
h,g,j,d,b,e,c,b,j,e,e,d,f,d,b
b,e,b,g,e,j,d,f,e,b,h,i,c,h,a
e,d,f,h,h,f,i,g,c,b,c,i,c,e,h
b,g,d,i,b,f,f,i,g,g,h,c,a,b,d
d,d,d,b,c,i,j,a,e,d,a,e,i,d,f
a,h,i,e,g,f,e,a,h,g,i,d,i,h,h
h,i,f,e,h,c,i,e,d,h,i,c,f,e,i
a,c,j,b,i,b,i,g,a,f,i,c,j,c,b
g,f,i,i,i,g,h,a,j,f,i,i,b,g,a
d,d,c,c,c,j,i,j,g,h,i,e,i,a,e
b,f,i,d,f,c,c,i,a,g,h,c,f,b,g
j,a,j,h,c,e,a,a,a,j,b,b,g,d,e
g,g,j,b,c,g,b,g,a,g,f,d,e,a,e
b,e,j,j,i,b,g,a,g,h,a,f,f,i,h
b,e,d,h,c,e,f,h,a,a,g,b,i,e,d
j,i,d,d,i,g,a,a,b,c,b,e,j,h,a
e,h,i,d,f,a,g,j,g,j,c,j,b,d,a
a,a,h,a,g,c,b,d,j,g,d,a,i,j,b
a,i,a,c,i,f,a,e,e,e,i,b,g,b,j
c,d,b,g,h,f,h,e,i,h,c,h,c,f,d
a,f,h,c,a,e,c,d,h,a,b,c,e,g,j
g,c,j,h,j,e,i,h,c,d,a,j,d,h,h
i,e,j,h,a,e,d,j,h,i,a,d,b,i,b
e,j,f,j,d,j,b,g,h,h,i,d,f,h,g
a,g,j,i,c,j,f,a,e,e,h,e,g,i,j
b,f,c,j,a,b,i,g,j,d,c,e,e,j,e
e,e,i,c,d,a,c,h,i,h,b,a,g,a,j
b,b,c,c,c,d,e,e,b,a,g,f,g,g,e
b,d,b,e,j,b,b,b,a,a,c,a,g,b,g
d,e,f,g,b,f,d,f,f,d,d,a,j,e,h
e,f,g,c,a,g,i,f,f,i,j,a,h,f,d
h,g,i,i,d,j,j,i,b,h,d,h,i,f,g
g,g,b,h,c,f,a,f,c,e,h,g,g,j,e
h,c,c,h,c,g,a,j,i,j,i,a,h,j,j
f,d,i,c,c,d,b,j,e,e,d,a,b,f,g
h,f,h,b,f,a,i,h,f,h,f,b,a,f,i
f,b,b,g,b,i,e,b,c,g,h,e,b,b,c
e,a,d,j,h,j,h,b,c,f,h,g,j,h,d
f,d,b,d,g,b,d,h,j,h,f,h,g,i,i
d,a,g,h,j,d,h,d,a,h,a,j,b,i,f
j,c,e,a,j,d,d,e,e,c,h,h,g,b,a
g,j,f,d,g,j,e,h,a,h,f,f,d,c,i
