var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,h,a,h,a,k,m,a,l
h,b,o,m,h,d,d,n,c,i
f,o,g,k,l,h,i,h,b,f
m,o,m,e,m,c,n,f,b,l
k,m,j,g,h,k,e,b,i,m
d,b,a,j,c,d,l,b,d,g
n,n,e,l,c,a,j,j,m,o
h,b,l,f,h,i,d,m,k,a
c,e,e,n,h,k,h,m,c,h
g,c,e,k,d,h,n,j,f,l
h,a,a,d,j,m,i,n,a,l
i,g,a,a,b,d,o,o,i,i
e,i,b,a,d,b,k,h,b,h
f,e,a,d,k,d,j,j,o,f
k,d,j,j,a,c,b,d,g,h
j,m,o,n,m,j,d,g,n,k
m,a,a,o,i,g,b,o,i,f
j,m,f,f,c,b,i,j,k,l
i,g,l,o,h,d,f,g,k,a
d,c,b,b,l,b,m,l,j,j
m,l,k,c,c,i,o,l,f,c
d,c,k,c,c,o,m,h,i,h
d,a,k,j,g,l,d,e,b,e
k,c,f,h,g,m,g,e,m,g
o,e,c,j,j,a,k,l,j,k
h,e,i,d,b,i,m,a,i,b
l,l,l,e,l,i,c,b,j,o
n,d,l,k,e,b,l,c,c,g
a,a,h,o,g,d,c,b,l,n
e,a,k,b,g,j,m,h,e,l
h,e,i,i,d,g,j,d,d,f
b,k,d,o,l,d,k,b,d,l
g,j,f,b,g,c,n,l,j,m
j,a,m,e,f,c,c,n,i,n
m,l,d,g,o,i,h,b,e,l
c,i,j,l,h,d,h,j,i,k
d,d,m,b,d,a,h,i,g,i
m,f,l,g,b,n,h,k,o,l
i,k,d,k,i,m,d,b,m,i
k,b,j,c,b,n,i,o,f,h
h,o,e,o,e,c,k,n,j,o
c,h,k,f,m,i,d,l,e,a
j,k,e,c,h,b,c,i,j,e
a,k,j,h,b,d,b,j,i,c
a,d,f,a,j,b,f,o,n,b
a,b,n,h,i,i,k,n,f,o
a,l,i,m,b,b,a,k,e,n
n,a,o,h,h,h,l,f,f,a
j,h,e,j,d,c,k,n,m,g
i,o,j,f,o,o,c,o,n,o
l,e,j,g,m,j,l,e,c,i
a,a,j,g,h,o,f,a,e,a
j,f,e,k,a,i,l,i,h,k
i,a,c,g,c,b,k,i,n,m
j,g,a,c,o,j,c,g,c,a
b,g,e,f,k,d,b,o,n,a
c,j,f,k,l,c,d,b,c,g
c,j,n,j,c,h,g,n,n,f
d,n,m,k,h,l,d,g,f,g
i,h,j,l,f,k,o,k,i,n
n,e,a,m,o,i,d,b,k,i
b,e,o,c,j,c,k,g,h,o
i,f,e,k,i,g,k,f,g,b
f,b,f,l,c,g,b,i,j,e
h,i,k,d,l,n,n,b,e,g
i,j,g,c,m,a,h,h,c,i
n,a,a,g,b,k,m,f,c,o
d,l,a,j,o,e,d,j,h,a
n,i,l,d,a,n,o,f,o,k
i,m,g,i,l,d,h,h,m,h
j,h,b,k,f,c,k,g,e,f
m,a,d,e,l,b,n,k,d,b
c,j,n,b,g,a,j,d,b,l
o,d,f,h,h,b,l,b,a,f
g,n,b,b,i,k,h,n,n,h
e,m,i,c,f,j,a,n,o,b
m,g,n,d,h,h,k,d,l,a
i,j,n,l,o,e,j,d,h,b
o,k,l,m,h,b,l,g,j,e
a,h,n,k,m,m,i,e,l,k
i,d,a,k,k,i,a,f,m,c
b,n,a,c,k,f,g,i,e,f
m,h,e,i,f,n,k,j,i,m
i,l,b,l,h,o,k,h,l,j
m,j,i,e,a,n,m,b,d,e
e,l,e,m,f,b,g,h,l,o
b,j,e,c,e,b,j,d,b,n
g,j,d,l,o,c,j,m,n,b
b,h,g,j,k,k,d,a,f,g
b,c,d,d,c,m,b,l,g,n
g,h,m,g,h,f,g,a,i,k
e,o,k,e,c,b,d,j,e,m
k,h,h,n,k,d,f,f,h,g
c,l,i,m,c,k,e,a,m,h
h,d,b,l,d,f,b,b,m,a
a,d,e,f,j,j,k,a,h,e
a,o,e,h,l,n,j,c,f,a
j,a,c,a,o,m,m,d,o,m
f,k,i,d,m,m,f,l,c,e
g,h,e,j,l,d,d,c,b,c
c,o,k,o,l,h,d,b,j,n
b,d,j,f,e,m,h,j,a,h
b,n,c,n,f,h,i,l,m,n
o,l,l,m,e,c,m,d,a,f
b,o,a,j,f,h,e,b,o,m
h,e,e,k,d,k,d,e,f,f
n,h,d,h,m,g,e,e,a,b
h,f,c,j,e,n,i,f,m,j
b,b,f,j,d,i,c,f,f,n
g,g,m,a,n,m,e,b,l,f
n,c,n,o,n,m,j,l,f,e
o,l,n,l,o,a,b,f,o,j
n,n,i,g,d,a,b,d,d,f
i,g,h,a,n,k,i,h,j,c
o,m,j,f,l,d,d,n,d,d
a,g,g,n,b,k,e,d,o,h
e,m,f,o,l,i,l,g,f,o
g,n,k,g,o,f,m,n,j,a
f,f,o,d,i,h,e,k,d,e
d,j,g,n,m,f,l,c,j,l
m,b,b,a,o,i,k,g,g,h
c,b,b,j,a,d,l,m,a,o
f,h,o,n,c,k,o,o,d,f
a,n,e,d,d,d,g,g,l,f
l,h,m,m,a,a,e,e,m,j
o,f,h,n,b,n,d,c,m,a
a,e,m,o,o,f,f,b,c,n
o,e,c,i,j,b,e,d,f,j
c,e,n,j,d,g,n,h,g,g
h,e,f,o,o,k,k,l,h,n
a,h,n,b,k,c,k,k,d,n
n,a,c,n,m,c,a,f,c,n
d,b,k,o,j,b,g,j,f,d
b,d,m,l,i,j,b,g,l,k
i,m,k,h,m,i,o,n,i,o
b,m,o,f,c,a,h,m,m,h
i,n,l,k,j,h,l,d,f,n
m,e,j,i,d,d,a,k,n,e
m,a,k,b,g,n,m,g,c,c
e,i,k,g,c,l,j,g,o,c
k,k,k,d,n,i,f,b,j,i
o,h,m,i,e,n,g,g,g,l
o,o,a,f,l,h,k,m,o,j
d,o,j,k,e,k,g,b,b,n
f,e,m,d,j,o,e,i,d,g
m,g,a,b,g,i,f,g,e,k
e,h,o,e,h,n,l,n,m,n
h,m,g,a,c,m,a,i,d,b
i,b,m,i,m,a,m,o,c,b
n,g,j,d,l,c,e,k,e,d
c,e,g,a,n,b,b,b,e,f
b,j,n,j,f,h,j,e,d,o
j,k,b,j,j,o,n,f,b,a
a,i,a,l,m,n,d,l,k,c
n,d,i,j,e,g,k,n,g,n
j,m,g,l,k,i,a,f,o,i
j,g,g,m,i,c,m,d,h,m
a,o,m,i,n,m,b,a,c,n
i,e,e,f,o,c,c,n,k,j
o,l,k,n,o,k,c,b,i,e
n,k,o,a,e,e,n,d,a,l
g,e,m,d,h,n,c,n,m,k
j,m,g,h,d,n,n,o,e,l
g,c,n,g,c,n,n,c,l,f
d,i,e,k,d,e,d,g,f,g
g,e,m,c,m,h,n,j,o,g
e,e,f,h,a,k,o,i,f,g
k,f,o,c,d,i,k,b,l,k
b,e,o,b,a,b,i,e,m,m
c,k,j,j,g,l,e,d,e,h
j,i,b,b,m,d,b,g,o,i
e,e,m,e,n,c,n,b,j,i
e,e,k,h,e,c,m,o,l,g
i,b,j,k,f,c,b,i,h,b
h,g,e,c,l,m,i,i,a,g
m,g,c,i,j,m,n,c,l,f
j,l,h,i,c,g,a,o,l,k
n,n,b,n,o,f,n,a,g,n
e,f,n,c,m,e,a,g,h,m
o,g,e,g,b,n,c,j,c,g
l,j,f,g,c,f,i,f,a,b
m,n,b,e,n,g,o,k,d,a
a,j,n,o,b,b,b,e,c,f
f,j,g,c,o,o,l,m,k,e
h,h,k,g,c,m,o,n,j,i
h,g,i,j,l,a,m,f,i,f
k,e,c,j,j,b,e,m,m,f
k,e,e,f,n,o,g,i,i,l
o,l,k,k,i,a,b,g,m,i
m,f,g,f,g,m,a,o,n,g
b,e,c,c,l,n,c,e,i,g
e,a,m,e,o,i,f,d,h,h
j,i,l,c,c,c,i,b,o,f
d,n,d,g,h,f,a,f,n,n
h,b,g,c,g,l,l,f,e,c
c,d,c,e,n,b,c,n,l,o
n,i,j,m,l,a,c,h,k,g
h,a,k,o,a,c,o,f,b,a
m,e,b,j,d,c,n,d,b,c
m,l,n,h,b,c,g,o,b,l
d,m,m,g,o,l,h,d,h,e
n,h,i,i,g,m,m,a,a,g
m,j,d,b,o,c,i,o,k,o
m,o,k,o,o,j,j,a,m,n
o,d,g,e,i,o,m,g,b,o
h,g,e,c,f,f,c,h,o,o
n,j,e,k,e,f,h,o,f,h
k,h,j,m,e,f,k,e,b,a
l,g,h,e,j,m,g,i,j,o
e,a,l,d,l,m,d,f,j,k
o,k,b,b,c,h,m,c,d,j
j,b,j,m,d,g,l,k,f,o
n,i,c,d,d,b,n,c,d,e
c,g,f,m,h,f,i,o,e,i
m,d,j,o,h,b,n,j,i,f
i,m,f,j,c,n,a,i,c,o
c,e,k,e,l,n,k,f,d,g
m,n,f,k,l,o,m,g,b,e
k,i,i,g,h,g,b,m,l,h
o,k,b,b,g,l,i,h,l,f
j,l,l,j,g,j,i,g,k,a
d,i,b,o,e,i,k,e,l,h
l,d,n,o,f,m,c,f,e,e
i,l,c,i,f,k,n,o,b,a
i,d,h,b,j,a,e,l,o,m
e,f,n,a,g,i,g,k,a,l
g,j,e,h,g,k,f,a,e,d
e,a,b,f,k,b,m,d,b,k
m,j,a,i,o,l,h,b,h,e
k,g,b,h,e,h,e,a,f,a
o,f,f,d,g,e,o,o,j,i
h,b,f,f,a,a,o,b,b,k
b,m,o,c,l,c,k,b,f,d
n,n,k,i,i,l,g,f,i,g
h,n,h,k,k,m,d,m,n,e
d,l,j,e,i,i,e,f,o,n
a,b,m,m,f,c,h,m,i,f
g,i,e,d,l,b,l,c,j,k
h,e,l,g,e,a,m,e,n,o
c,h,c,o,b,g,e,g,g,c
l,j,l,a,d,n,g,k,j,h
o,c,g,o,a,f,k,f,f,c
f,o,m,h,i,e,j,o,j,b
b,h,e,h,n,b,k,o,k,f
b,h,k,f,i,k,m,c,h,g
d,d,b,h,g,n,m,o,c,o
j,l,k,e,e,c,l,a,n,n
d,e,o,h,f,e,h,g,f,c
e,f,b,l,f,d,b,g,e,o
a,o,k,l,m,f,n,m,h,b
d,k,l,d,o,j,n,n,e,n
c,k,d,d,c,h,k,f,a,f
h,a,c,c,g,b,g,a,l,k
e,j,d,m,g,b,i,a,m,f
k,l,f,d,b,c,l,o,m,h
j,b,e,h,g,n,c,d,d,g
j,d,e,o,m,g,l,a,e,k
m,c,l,d,f,o,n,m,e,k
l,l,g,g,i,f,j,d,l,i
a,c,m,b,m,c,m,e,d,o
m,j,e,m,a,g,f,b,m,a
f,o,o,g,b,n,f,b,l,l
e,f,c,d,o,a,b,f,m,f
o,o,e,j,b,n,g,d,e,o
l,o,m,b,e,o,e,l,o,o
m,h,f,i,m,a,l,l,n,b
m,l,f,k,o,b,k,e,l,m
g,a,h,l,h,n,n,i,c,g
c,g,d,n,i,o,f,o,g,i
k,o,l,d,e,h,c,h,j,b
e,b,f,a,m,g,h,e,j,h
m,b,c,k,b,k,b,h,e,n
i,i,j,a,a,o,d,j,l,n
k,f,o,k,o,o,o,b,c,n
l,f,b,m,e,l,g,h,c,l
j,d,e,c,h,g,b,l,a,k
a,g,h,j,k,n,m,j,b,i
m,l,d,n,i,o,l,h,a,e
j,j,l,i,i,b,k,d,e,l
i,h,e,j,n,k,d,k,i,j
i,d,k,d,h,c,i,h,o,l
d,i,k,n,h,n,b,g,l,d
m,e,e,g,b,f,o,h,m,k
c,l,b,k,c,g,h,j,b,j
c,b,i,k,n,j,k,f,g,b
d,j,d,c,h,l,d,c,g,i
h,a,a,d,k,e,h,n,l,f
i,n,o,i,e,h,l,n,a,l
c,a,o,m,k,k,l,k,d,j
c,m,g,f,h,i,n,d,i,l
i,f,c,a,a,j,l,n,a,e
a,b,l,m,l,a,i,j,o,n
l,n,b,o,j,n,m,d,e,k
j,n,f,a,a,i,n,e,b,c
d,k,i,i,d,o,k,d,f,a
m,g,i,g,c,m,a,i,f,g
e,b,c,n,k,b,d,d,i,n
c,l,b,o,n,b,e,i,m,o
d,g,c,d,g,k,c,h,j,j
i,g,c,k,k,i,k,l,c,m
h,b,n,b,k,c,l,f,c,m
l,j,k,a,b,e,m,f,o,k
j,g,k,m,h,a,d,l,n,o
c,c,e,d,d,c,n,n,d,j
a,e,b,g,d,f,e,f,n,k
m,k,a,c,g,l,d,o,c,j
n,o,g,i,h,k,j,o,h,f
d,d,k,k,l,o,l,j,l,h
c,b,d,a,o,l,k,k,b,h
g,b,a,a,c,o,i,b,n,k
i,b,f,i,h,d,n,i,l,k
b,c,k,j,e,j,k,j,o,b
h,i,o,l,m,b,e,g,e,m
g,c,i,d,m,h,k,h,c,n
c,n,f,d,c,i,f,e,m,c
j,m,a,l,o,j,c,g,f,k
c,f,g,j,d,b,e,h,m,f
e,d,o,b,m,a,l,b,b,b
i,n,d,m,c,j,i,o,m,j
g,i,k,h,n,k,l,a,k,j
d,j,c,c,l,g,j,i,e,o
h,k,l,k,d,n,n,h,a,b
c,n,g,j,f,o,f,n,c,h
j,b,d,f,f,d,b,i,e,f
b,m,k,m,m,c,e,b,h,l
e,j,l,k,c,b,c,g,d,o
c,n,a,k,n,b,c,o,a,c
b,n,b,i,h,a,m,l,i,m
d,n,a,g,l,f,n,h,k,b
g,b,e,n,b,c,j,l,d,m
b,n,b,e,g,c,e,n,f,b
g,e,h,b,j,f,i,j,e,g
a,c,d,d,f,i,d,n,m,d
g,e,m,g,b,a,i,a,c,b
m,j,c,b,n,o,c,j,d,o
a,h,e,i,e,m,e,l,h,j
c,e,b,n,n,i,c,e,g,l
n,o,f,c,a,n,a,e,l,f
c,i,o,n,c,j,m,d,b,h
h,a,f,g,b,c,l,m,n,l
m,e,d,o,c,m,h,c,f,f
n,a,h,m,m,e,g,e,f,i
h,j,k,k,n,h,n,d,o,m
a,k,m,d,g,m,i,j,i,o
f,c,a,e,f,g,i,i,m,c
n,o,m,m,f,c,j,m,j,k
j,j,e,l,g,f,h,o,e,f
m,l,m,c,h,l,e,j,o,g
b,j,o,m,e,k,f,l,n,d
e,h,o,l,i,b,d,j,j,m
