var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
a,e,c,j,e,d,b,i,d,i,c,a,i,f,g
h,j,g,j,j,h,a,g,a,e,j,d,g,a,c
g,f,e,d,h,h,e,i,c,g,g,a,a,f,e
f,f,c,b,e,g,a,h,j,j,e,h,b,e,d
f,d,c,g,e,e,e,e,f,f,f,h,g,c,f
a,d,b,e,c,h,e,c,d,f,h,a,h,b,j
h,g,j,d,b,j,c,b,c,e,j,d,g,d,c
b,e,b,g,e,j,d,f,e,b,g,j,j,c,a
e,d,i,h,b,f,i,f,c,b,c,i,d,e,h
b,d,c,i,b,f,f,i,e,g,h,c,a,b,d
d,g,d,b,c,i,j,f,e,h,a,e,i,h,f
a,h,i,e,g,f,e,a,h,g,i,d,f,h,h
d,d,c,e,h,c,i,e,c,h,f,c,f,e,i
a,c,j,b,c,b,i,g,a,f,i,c,j,c,b
g,f,i,i,i,g,j,a,d,f,i,i,j,g,c
d,d,c,c,c,j,i,a,d,h,i,e,i,a,e
c,f,i,d,f,a,c,f,a,a,h,c,f,i,g
j,h,j,h,c,e,a,a,a,j,b,b,g,d,e
g,g,i,b,h,g,b,g,a,i,f,d,f,d,e
b,e,j,j,i,h,g,a,g,h,a,f,f,c,h
b,f,d,h,c,e,j,h,a,g,g,b,i,e,i
f,c,d,d,i,d,a,a,b,c,e,e,j,h,a
e,h,i,b,f,j,g,j,g,j,c,j,b,d,d
a,a,d,e,g,c,i,i,d,g,d,j,j,h,b
a,f,j,c,i,d,a,e,e,h,g,b,g,b,j
e,d,b,g,h,f,j,f,d,h,c,h,i,f,h
a,f,h,g,d,e,c,d,h,a,b,b,e,g,j
c,c,i,h,j,e,i,h,c,d,a,j,d,h,h
i,f,j,h,a,e,d,j,h,i,a,d,b,f,b
e,j,f,e,d,j,a,g,c,h,i,d,f,h,g
e,g,j,c,c,j,f,a,g,e,c,d,g,i,j
f,f,c,e,a,b,i,j,c,d,c,e,f,j,e
e,g,i,b,d,d,c,h,a,h,b,g,g,a,j
b,d,c,f,c,f,e,e,b,a,g,d,j,g,e
c,d,j,e,j,b,a,b,a,a,c,a,g,b,g
d,e,j,g,g,f,d,f,f,d,d,a,j,c,h
e,f,g,h,a,g,i,f,g,i,j,f,h,f,d
h,e,i,i,d,g,j,i,i,f,d,a,i,f,g
g,g,a,g,c,i,a,f,c,e,e,g,g,g,e
j,c,c,h,c,g,a,j,i,j,i,a,b,j,j
e,d,i,c,c,j,b,f,f,e,e,d,b,f,g
h,f,d,g,f,a,i,h,c,b,f,b,a,f,i
b,a,b,g,e,i,e,b,c,h,h,b,b,b,e
e,a,d,j,h,j,j,f,c,f,h,g,g,h,d
e,d,b,d,b,b,d,g,a,f,f,h,g,i,c
d,a,c,h,j,d,h,d,a,f,a,j,g,i,e
j,c,e,a,c,d,d,e,e,c,h,h,g,b,a
i,j,f,d,d,j,i,h,a,h,f,f,i,c,i
j,j,g,f,c,i,e,b,a,a,g,c,h,a,e
e,d,g,j,a,a,b,a,e,d,f,b,e,c,e
a,g,c,a,e,e,g,c,g,d,h,b,g,c,j
a,a,j,j,e,h,c,e,g,h,c,d,c,c,e
i,h,a,j,e,j,b,h,a,b,j,d,i,d,i
g,d,d,e,d,h,e,i,c,f,d,i,g,f,g
c,d,e,c,e,a,b,f,a,h,f,d,j,g,g
g,g,i,g,i,d,d,d,c,f,j,c,i,a,g
c,j,j,e,c,a,a,i,i,h,d,i,i,f,g
c,c,j,j,c,e,b,h,i,f,b,f,a,a,g
i,e,a,g,c,h,i,e,f,i,j,j,a,c,d
d,e,d,b,c,j,a,j,d,a,d,f,i,f,g
d,g,d,h,b,f,e,g,c,i,c,i,h,h,i
h,b,a,b,b,c,e,h,e,g,a,f,e,i,a
b,f,j,d,d,d,a,a,j,d,c,g,f,c,g
g,e,f,f,b,b,a,i,j,j,a,h,h,f,g
f,g,c,b,d,g,d,a,a,f,h,d,d,f,h
g,f,e,e,a,h,a,f,b,i,g,j,g,f,e
b,b,c,f,g,i,i,c,d,d,a,h,e,a,e
d,f,d,g,c,c,i,c,c,c,h,j,j,a,d
g,i,h,j,c,a,b,f,c,i,f,j,b,j,b
b,d,a,b,e,a,h,d,i,d,a,g,c,i,a
i,h,j,d,d,c,b,i,c,e,c,a,g,j,b
h,d,h,i,g,j,e,c,a,b,e,g,f,h,b
e,a,j,g,e,a,b,g,c,i,c,h,g,h,j
e,d,h,d,d,h,f,i,g,d,g,e,f,j,d
e,i,f,e,a,d,b,h,f,e,g,b,g,b,h
e,e,e,d,g,e,d,c,c,i,f,g,g,g,b
f,c,i,j,d,d,d,g,d,h,e,b,g,h,c
i,h,c,h,c,f,i,c,j,c,h,d,f,a,g
g,d,c,b,h,i,b,c,j,a,j,g,f,h,i
c,g,j,b,c,f,g,d,g,c,b,d,b,d,b
j,f,i,b,j,c,b,b,e,a,j,g,d,d,f
g,e,d,e,e,e,c,j,f,j,f,i,i,j,d
j,i,e,h,f,d,g,h,g,g,j,h,b,d,h
i,c,i,i,a,c,g,f,j,i,a,b,e,b,b
i,e,a,f,a,c,a,b,d,g,b,d,d,h,a
a,c,j,g,b,a,h,i,g,e,a,a,b,e,a
g,f,h,j,c,h,c,f,b,h,g,j,j,c,e
c,h,f,g,d,h,c,d,a,c,a,d,a,b,e
e,h,i,b,e,b,j,a,h,h,i,j,e,c,e
i,a,j,e,j,f,g,f,a,f,c,i,g,g,h
b,d,f,i,b,b,i,i,d,f,b,j,f,h,i
j,e,e,d,f,b,f,f,c,e,h,h,h,b,i
f,f,d,e,i,d,b,j,i,i,j,j,b,g,j
c,j,i,d,i,i,j,a,g,i,g,i,j,d,h
i,h,j,b,b,g,i,g,a,e,h,c,a,f,a
b,h,j,g,h,a,c,j,a,i,e,c,f,a,h
d,f,e,h,e,b,j,a,i,i,f,c,c,d,f
e,j,d,e,h,b,e,j,a,b,h,i,a,g,c
j,g,j,f,b,d,e,h,a,j,f,c,a,a,d
i,h,i,c,c,g,h,e,j,b,e,a,b,d,i
g,h,e,h,d,b,f,e,h,b,e,d,j,j,e
e,e,d,b,b,f,h,i,h,g,h,d,g,c,g
d,d,a,h,a,d,j,i,f,a,g,j,i,f,h
f,d,g,b,e,j,h,f,c,d,c,d,f,c,g
j,d,c,c,b,h,j,c,c,d,e,d,j,b,g
g,e,b,d,c,d,j,c,e,i,i,c,d,i,j
i,d,d,h,h,f,h,f,c,i,c,a,g,a,a
f,j,d,e,a,e,e,d,d,j,j,a,j,c,g
j,d,i,a,f,f,e,e,a,g,g,j,g,f,g
c,c,a,h,d,d,g,f,f,j,j,h,f,a,e
f,h,d,g,i,d,e,a,a,i,g,c,b,d,g
j,c,c,j,j,c,i,f,d,h,e,d,e,f,c
j,j,i,h,j,d,a,d,j,f,i,d,c,g,g
f,j,d,c,i,d,g,b,a,e,e,i,i,j,f
a,j,j,a,a,i,a,e,j,h,d,h,b,b,a
h,e,a,b,b,i,i,i,c,g,f,j,h,h,h
j,d,f,j,c,d,g,c,e,e,f,j,d,c,h
e,d,i,h,g,i,j,g,d,f,c,j,h,h,d
f,e,g,j,c,d,g,c,g,j,b,a,f,d,d
c,g,i,j,d,c,i,c,c,a,c,g,e,i,e
f,d,e,c,d,i,d,g,h,d,e,j,a,c,c
i,i,i,e,e,g,e,a,f,a,f,b,g,c,g
b,c,j,h,h,i,f,g,g,a,i,d,a,f,g
a,a,h,c,g,a,j,f,j,c,c,b,h,c,g
g,g,c,b,e,f,i,f,h,c,e,c,c,j,f
j,g,i,c,c,a,e,j,c,f,c,g,e,d,d
d,d,c,b,c,b,c,i,b,b,i,e,g,g,c
b,e,g,c,e,f,g,d,j,a,f,j,b,j,b
f,j,c,b,c,f,g,b,d,c,b,c,e,d,a
i,d,b,e,d,g,h,g,j,g,d,f,j,a,c
d,f,b,a,f,d,b,b,c,b,a,c,b,i,c
c,e,i,d,d,a,b,g,c,e,c,i,g,a,g
i,f,j,b,h,i,g,b,f,f,a,g,j,e,e
g,h,d,a,c,g,c,f,g,h,g,h,a,f,h
j,b,h,c,b,f,c,f,j,i,h,d,b,f,a
j,h,j,i,f,b,i,a,j,f,d,b,g,f,h
e,d,c,f,d,a,d,g,d,e,j,h,g,j,c
f,g,i,d,f,h,c,e,a,g,d,d,a,c,j
h,f,i,e,j,c,i,j,c,f,d,i,a,f,g
f,b,c,j,b,g,h,i,e,g,i,j,b,c,d
g,f,d,h,c,a,c,i,j,j,f,d,j,c,f
d,h,h,a,h,d,g,d,c,c,f,a,e,g,b
f,g,j,h,a,f,g,f,g,f,g,i,c,a,e
i,d,b,g,e,a,b,b,f,c,c,c,g,c,d
b,f,j,j,e,f,a,a,a,g,g,d,j,h,i
i,b,c,a,g,e,f,j,g,e,c,d,e,g,d
d,f,g,b,e,g,i,a,i,h,h,e,i,h,d
f,f,j,j,j,c,d,g,e,j,a,g,j,i,g
g,j,c,e,i,g,c,f,j,i,e,d,j,h,f
c,d,i,i,h,f,d,f,h,g,c,a,h,a,e
g,e,a,e,c,f,a,f,e,j,j,i,h,c,e
b,d,a,e,d,f,g,b,g,e,i,e,i,d,c
g,e,b,e,c,b,i,d,a,i,f,i,d,a,j
i,b,f,e,j,b,j,i,h,i,e,f,g,f,c
c,c,j,c,c,g,d,g,e,f,f,e,a,b,i
a,d,f,e,e,g,i,a,j,h,j,b,a,i,g
i,j,j,c,d,h,j,a,h,e,c,b,i,g,c
g,d,d,j,c,i,i,g,i,i,j,c,d,c,g
d,d,j,i,j,g,g,i,i,g,f,d,j,c,d
c,d,i,j,j,d,d,c,j,e,a,h,i,c,e
h,d,f,a,a,i,c,j,d,h,a,i,a,g,g
f,f,j,b,b,b,i,a,d,a,g,h,j,a,e
i,d,g,d,j,b,h,j,g,j,g,g,j,f,h
g,d,g,f,f,h,j,a,h,j,d,i,g,d,g
c,a,h,j,b,j,j,d,a,h,j,c,e,c,j
g,i,f,d,b,a,g,f,a,j,f,h,j,a,a
c,i,d,h,c,a,f,h,d,f,j,d,e,b,c
f,d,d,j,h,d,j,f,g,i,e,f,e,i,f
d,c,a,b,f,e,b,c,e,c,g,i,g,h,i
d,j,a,h,i,e,j,g,i,b,a,j,i,c,i
e,h,i,a,g,a,f,j,c,a,f,h,i,h,g
e,j,d,d,d,g,j,f,i,f,g,i,g,c,h
f,c,b,b,c,a,c,e,g,d,e,d,f,a,c
i,h,j,f,d,e,a,g,d,c,f,h,i,b,a
h,b,a,e,f,g,a,a,b,i,f,b,i,i,c
b,b,b,h,h,d,b,f,a,h,e,f,e,b,i
c,j,c,h,f,d,j,i,e,h,c,b,j,f,c
b,f,a,e,d,f,j,c,a,e,g,c,g,g,c
b,b,j,e,f,h,a,a,i,a,h,c,g,i,f
e,g,c,j,g,g,h,g,a,b,i,h,f,j,j
a,f,a,f,j,c,c,i,c,i,j,e,j,c,j
j,b,i,h,d,h,e,c,j,j,f,g,f,c,e
g,h,c,c,h,i,j,c,i,e,c,d,d,h,c
f,c,a,e,c,d,f,j,f,f,c,f,g,c,g
b,d,h,d,f,b,i,a,e,d,f,h,d,f,e
b,e,j,i,e,g,b,c,e,i,j,b,g,j,b
j,h,j,g,h,f,c,j,c,b,c,b,a,g,i
i,e,d,e,a,i,c,e,h,f,b,j,c,b,g
e,f,a,h,b,c,j,h,f,g,g,f,j,g,h
b,c,d,c,g,h,e,e,e,f,h,e,a,d,c
c,d,i,g,c,d,e,g,i,i,c,i,j,j,j
b,a,j,b,a,d,b,i,d,j,a,f,b,c,f
b,h,j,a,b,g,b,f,d,a,g,g,j,d,e
a,c,j,a,d,j,f,e,a,b,h,e,h,g,e
d,g,j,g,c,b,g,e,a,f,e,f,e,f,d
b,b,b,a,g,j,j,e,e,i,j,d,g,e,e
d,c,c,c,j,d,c,d,c,j,j,e,i,d,j
h,g,d,b,c,a,a,a,e,a,g,h,a,c,c
c,d,f,j,d,d,i,g,d,f,e,g,f,h,e
j,j,j,e,b,i,d,h,g,c,h,d,d,g,h
c,f,i,c,c,h,h,i,i,i,e,b,e,b,g
e,g,a,d,b,h,j,h,h,d,h,a,f,a,f
i,h,b,d,c,d,j,a,h,b,a,d,h,d,a
c,d,e,f,e,c,c,f,b,h,d,e,j,h,h
j,g,f,h,e,b,i,a,a,d,f,b,f,f,g
i,e,c,g,h,f,i,d,e,j,a,g,b,f,i
g,j,f,e,a,g,a,c,d,c,d,b,c,b,a
a,f,c,d,g,d,e,a,j,b,a,d,e,c,e
e,j,g,e,e,h,b,f,f,j,j,a,f,i,i
j,j,g,d,e,d,j,g,i,e,a,i,i,a,d
h,b,f,e,b,h,g,h,d,h,f,d,h,j,d
c,e,g,f,h,i,j,j,d,i,c,f,i,c,c
b,j,c,b,b,g,i,b,c,i,h,c,g,d,g
e,i,b,c,f,d,a,j,a,i,h,f,j,d,f
c,e,d,b,f,f,e,g,d,a,c,i,d,h,a
e,f,j,e,h,d,i,d,a,b,d,g,g,c,a
f,c,b,g,d,h,i,h,j,e,h,d,g,a,d
h,e,c,j,d,e,a,j,d,d,e,c,g,d,f
d,a,b,h,b,i,d,g,c,c,i,d,g,i,e
d,e,h,e,a,b,j,c,j,h,h,f,a,d,i
h,e,c,f,h,b,d,f,j,j,c,b,g,d,g
f,f,a,f,a,a,j,c,g,b,g,c,c,g,i
i,h,i,g,c,e,d,g,c,c,j,d,d,h,f
i,c,j,h,f,f,h,a,a,g,b,b,g,d,f
b,d,j,e,c,j,i,e,g,i,j,h,g,e,a
b,d,i,j,f,j,g,j,e,h,c,b,a,f,j
j,g,g,g,e,g,d,h,a,a,j,i,e,e,f
c,h,a,j,c,f,g,h,e,c,d,i,i,b,i
g,a,d,h,g,d,i,f,f,a,i,c,g,d,i
f,h,e,h,d,f,e,c,a,h,g,c,i,h,i
i,f,d,h,g,d,b,c,j,g,i,g,e,c,d
c,h,c,b,e,g,d,h,e,i,h,j,j,f,g
d,g,c,h,e,h,f,j,g,j,h,j,i,a,f
a,h,a,f,f,j,f,a,i,d,e,d,i,h,g
g,i,j,b,d,f,f,a,d,b,i,a,f,b,a
f,g,g,f,j,b,j,e,f,c,f,d,i,g,b
e,d,c,d,g,f,d,a,c,j,e,h,a,g,g
f,e,g,d,g,d,c,j,d,j,i,g,d,i,h
i,b,b,b,d,f,f,e,c,f,c,b,e,a,d
b,b,a,b,h,f,g,f,i,f,e,i,g,e,i
j,f,b,e,b,c,c,e,e,i,a,g,i,h,g
d,j,i,f,b,g,b,j,h,e,d,j,j,f,g
c,c,a,e,g,e,e,d,e,d,d,h,j,c,e
f,a,a,d,c,b,b,f,e,h,g,e,c,h,a
e,b,d,g,g,a,h,j,g,h,c,b,a,e,h
c,d,a,j,i,a,c,h,c,f,f,h,b,j,a
c,h,j,d,b,e,b,e,a,h,a,e,a,d,e
b,d,i,f,e,g,e,b,e,f,g,f,e,h,i
c,j,c,e,f,a,c,a,g,f,e,d,i,h,f
j,d,j,f,j,a,b,f,c,f,e,e,f,g,i
b,d,d,d,d,g,i,a,h,c,f,c,h,c,f
d,h,d,j,b,h,j,g,i,g,d,h,e,i,a
i,f,e,e,b,c,h,h,j,e,c,h,g,b,g
e,a,f,e,b,h,g,a,a,g,a,b,g,j,i
g,b,g,e,e,b,d,h,g,h,a,a,g,c,b
b,f,c,a,f,a,d,c,c,c,a,i,a,a,h
e,j,i,e,e,h,j,c,h,f,c,j,d,i,b
f,a,j,i,c,b,i,i,e,f,b,c,f,a,g
b,f,h,h,d,f,j,h,h,b,i,b,b,d,h
b,g,e,e,h,j,j,a,e,f,c,i,h,c,a
j,a,f,e,i,f,g,a,h,i,a,j,g,f,a
e,f,j,e,i,a,b,i,h,h,f,i,i,d,j
g,h,c,f,i,b,d,a,i,f,f,b,f,g,a
g,h,d,b,g,c,j,f,a,f,e,d,e,i,e
f,e,c,i,h,b,h,i,h,d,h,c,b,a,f
d,e,f,j,b,d,f,b,a,d,f,d,d,a,d
h,b,j,d,a,i,j,g,j,d,g,g,d,j,i
i,j,h,h,f,h,d,h,a,d,b,j,f,c,j
c,e,j,b,a,d,a,f,a,e,a,d,g,g,j
i,g,d,a,i,f,a,c,d,d,g,i,a,e,e
j,f,a,h,c,j,f,h,c,b,h,b,i,i,j
g,f,g,d,d,f,i,f,d,f,h,i,f,g,j
i,j,d,c,i,d,g,f,a,j,c,d,e,e,c
b,b,g,h,b,d,h,a,a,c,g,f,f,i,i
c,e,a,d,g,f,h,d,c,g,i,d,j,f,d
h,b,i,f,h,d,i,f,h,b,d,j,e,h,a
d,b,a,j,i,a,f,f,j,b,a,f,h,a,g
h,g,c,i,g,g,h,a,d,d,a,b,j,a,h
c,h,j,j,h,e,g,g,g,h,f,g,g,c,h
b,e,i,i,a,d,i,f,a,e,j,j,a,b,c
h,c,c,a,h,a,j,j,e,a,d,a,c,a,g
d,d,g,i,a,e,j,g,c,i,f,j,j,h,i
e,e,f,e,j,e,d,g,d,c,a,g,e,j,g
c,e,a,e,f,d,j,i,h,j,b,a,b,c,c
g,f,i,f,h,a,d,j,e,h,c,c,i,f,j
i,e,b,j,b,h,a,g,h,j,i,a,g,e,f
i,h,e,g,f,g,f,d,a,b,d,i,c,d,i
f,j,h,i,i,g,i,h,g,f,c,g,g,f,b
b,c,h,h,i,a,i,a,i,f,j,d,b,f,d
c,g,e,a,d,f,j,j,b,f,h,d,d,c,f
e,d,c,b,d,b,e,h,c,h,b,c,c,a,g
d,a,a,j,e,e,i,j,a,j,j,j,c,h,g
e,e,g,g,g,f,j,g,i,h,a,f,f,h,e
g,h,a,b,c,d,i,f,h,d,h,i,e,a,h
h,d,e,d,a,b,h,i,d,j,f,g,d,a,j
h,h,d,h,e,i,g,f,a,j,h,h,g,c,c
a,e,i,j,c,h,j,c,c,j,j,b,e,c,c
i,a,h,h,e,b,b,h,f,a,i,h,g,a,i
g,f,c,h,j,f,f,f,h,a,h,a,f,a,e
h,f,a,j,b,d,a,j,h,h,d,d,h,c,j
c,d,i,g,f,d,c,c,c,h,c,a,f,g,h
i,c,a,i,d,f,a,j,h,i,h,j,j,i,d
b,f,g,b,e,b,d,j,e,f,b,c,j,e,h
i,d,c,j,c,b,c,h,h,d,h,d,d,g,e
g,b,g,g,e,d,f,b,a,f,c,b,c,c,f
b,e,j,d,f,d,h,g,j,e,g,c,j,b,e
e,h,c,b,h,h,i,j,c,j,e,e,a,a,g
h,d,g,c,e,f,a,f,g,d,c,j,f,c,j
e,c,i,j,e,d,g,a,h,d,b,d,i,h,f
b,f,f,h,j,d,h,e,d,h,b,f,b,a,a
j,a,a,b,g,c,b,f,j,c,f,h,e,h,g
i,h,c,e,i,i,i,a,e,b,c,b,j,g,c
