var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,o,d,m,a,f,c,e,l,q
e,e,e,j,m,l,b,f,o,c
h,g,s,j,n,o,b,s,b,f
g,t,s,t,o,e,a,p,a,i
f,n,a,e,s,l,d,b,q,s
g,m,l,d,e,k,h,s,p,a
j,n,k,e,j,s,q,g,q,r
h,r,j,m,a,m,c,l,t,n
a,t,b,k,i,e,k,q,k,l
q,s,n,n,l,a,q,t,d,n
a,o,l,i,p,p,d,n,j,k
h,r,p,b,j,q,g,o,d,b
o,g,e,h,b,s,i,a,d,a
o,d,e,k,k,b,s,a,e,i
p,j,h,n,k,k,p,m,c,q
o,j,o,i,b,f,h,i,b,a
r,q,c,r,p,b,k,q,a,h
j,n,i,t,m,f,q,d,k,j
r,b,t,l,h,q,c,m,d,b
h,t,l,g,s,j,g,f,c,n
e,i,e,r,b,o,e,t,m,q
s,l,q,j,g,m,c,j,e,p
r,l,b,q,i,h,f,h,t,s
d,e,k,n,b,m,s,o,g,s
f,s,l,j,l,g,t,e,l,r
h,a,j,b,q,g,s,l,j,j
i,m,f,d,h,m,k,t,b,a
e,p,n,p,j,r,f,n,n,g
k,i,h,h,q,d,h,m,n,b
p,o,l,h,t,q,o,r,k,a
b,e,a,d,e,h,o,r,n,n
i,i,r,h,h,f,g,f,l,m
t,e,o,q,j,m,k,k,e,d
f,o,p,r,a,r,d,t,q,j
q,l,e,p,h,h,a,p,l,i
m,o,c,d,q,f,p,d,i,m
d,d,f,e,e,i,f,j,g,a
r,n,s,t,n,o,q,g,s,c
k,r,c,d,a,j,d,a,h,h
h,s,k,a,q,t,m,g,c,n
i,o,i,g,i,k,f,j,o,a
r,k,b,l,r,h,g,b,b,l
h,b,a,h,l,b,m,t,l,b
n,p,i,m,m,t,f,m,j,f
a,n,k,b,b,s,k,f,a,n
l,q,k,e,a,b,b,a,f,r
t,t,n,p,q,o,q,p,t,s
l,s,g,g,i,m,p,o,g,a
b,o,c,d,b,h,e,s,h,d
d,k,r,t,d,a,o,t,g,r
c,o,k,i,e,j,f,m,q,n
e,m,g,a,c,d,p,m,p,b
d,g,r,f,s,n,n,f,s,o
f,o,k,n,t,c,a,h,e,b
d,k,s,i,f,c,j,h,l,a
s,f,d,j,j,l,r,e,c,s
d,h,n,q,i,s,o,h,e,o
o,c,t,h,l,g,k,d,o,t
d,k,e,e,i,i,b,b,n,l
s,k,s,n,i,s,r,q,b,s
a,r,g,d,k,k,k,l,q,b
h,j,f,f,r,l,o,l,g,a
a,k,j,c,l,j,s,k,d,j
o,h,l,r,c,s,j,l,j,b
s,f,c,i,c,q,e,e,r,b
n,k,b,p,s,m,h,e,b,a
a,f,k,g,e,b,e,d,q,i
a,n,n,r,o,q,q,o,f,j
k,k,e,p,m,k,i,g,h,a
e,r,a,g,s,t,o,g,c,c
q,d,b,k,o,g,f,s,s,p
k,t,t,j,r,j,f,c,l,j
n,j,f,h,l,i,p,k,l,o
q,b,i,t,f,m,h,n,i,f
n,s,h,k,e,j,a,b,n,h
f,t,o,h,b,n,t,c,a,a
b,i,d,c,b,a,k,a,f,r
h,t,g,r,c,j,o,s,s,n
b,o,r,o,h,t,m,l,n,h
r,d,d,t,g,h,f,n,p,p
g,n,t,r,t,k,q,h,d,o
p,q,e,p,r,p,r,a,r,b
t,i,i,q,j,o,d,r,g,d
t,a,e,i,a,t,d,l,h,a
j,t,n,f,h,h,a,l,e,o
r,p,d,i,h,a,k,o,j,g
s,i,l,m,t,k,c,l,d,n
l,g,q,h,f,g,b,t,c,q
t,p,s,r,i,f,f,g,t,d
f,t,j,h,q,f,p,o,g,e
o,k,f,h,t,g,f,a,j,e
e,o,k,e,m,f,k,q,q,f
c,p,n,s,d,f,l,g,d,a
d,o,k,a,e,t,a,o,e,p
d,l,f,h,h,f,f,o,s,m
t,s,l,l,q,h,l,l,c,n
h,q,k,e,i,r,f,c,o,q
l,t,i,p,d,s,d,j,g,n
e,i,r,i,b,o,p,i,q,h
t,n,c,c,a,b,m,q,h,a
h,t,l,n,q,k,d,t,k,t
p,e,p,l,p,k,t,l,d,q
k,t,j,c,j,n,m,e,e,s
h,t,t,h,l,a,i,o,k,a
j,i,n,p,n,o,q,t,e,l
n,t,e,b,a,i,k,n,c,s
f,o,m,m,l,r,q,t,e,n
f,f,b,f,a,q,k,r,j,s
f,t,e,c,o,m,k,h,l,e
h,l,i,q,e,s,i,c,r,l
h,h,k,t,r,f,a,e,e,n
p,p,e,p,s,r,k,s,r,m
i,j,e,a,d,i,a,o,j,g
i,i,r,a,d,o,d,s,e,e
q,f,p,d,h,s,c,t,l,j
k,t,b,t,o,s,d,r,h,h
