var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
b,o,a,k,c,c,i,i,e,o,n,a,i,n,m,b,k,a,o,l
d,g,l,k,c,a,a,c,a,o,b,f,h,d,m,o,l,j,i,k
i,j,g,n,o,b,n,j,i,e,h,e,h,c,m,c,b,h,h,n
b,b,c,h,c,b,n,h,i,i,l,f,c,g,n,i,i,m,k,f
e,f,b,b,c,e,d,k,e,h,j,e,f,j,n,e,a,f,h,k
e,o,n,f,l,a,i,j,g,i,g,e,c,h,h,l,m,d,h,e
a,c,c,j,e,m,o,j,m,i,h,a,o,c,a,i,n,k,l,j
g,i,e,d,c,m,a,m,f,b,f,k,j,e,f,n,j,i,f,n
j,o,l,k,c,g,f,h,g,c,m,i,l,a,k,m,i,f,l,g
i,k,c,l,b,m,n,j,k,g,f,k,h,c,a,a,b,i,j,l
c,d,n,l,o,o,h,d,i,g,h,l,m,h,l,f,b,i,j,n
k,o,n,i,g,g,d,n,e,d,l,b,o,l,o,i,h,c,e,n
b,i,f,k,b,k,o,d,i,c,g,i,j,o,c,e,h,a,k,i
b,i,n,b,i,g,o,c,a,e,a,i,i,j,g,e,e,a,h,k
m,i,e,d,f,l,f,f,b,j,a,m,j,o,c,a,l,o,h,l
b,f,l,n,a,l,a,g,a,n,j,k,h,h,c,k,g,m,o,l
l,n,f,o,o,m,d,m,e,e,j,f,e,b,b,a,j,e,o,l
b,f,f,o,e,j,j,m,f,g,a,f,k,e,d,o,l,i,h,c
d,o,k,f,c,f,l,l,a,e,f,m,j,j,k,k,c,a,l,d
c,i,e,l,a,k,j,c,k,o,j,e,i,o,a,i,n,a,k,m
i,h,a,l,e,j,m,k,j,j,m,c,m,d,k,m,a,j,l,k
n,i,f,l,e,f,o,h,e,i,h,a,g,f,a,g,n,e,k,c
h,d,h,d,a,n,a,m,l,h,n,n,n,e,f,f,k,m,k,m
b,n,g,a,o,f,e,i,o,e,d,f,e,f,f,k,e,b,c,k
a,a,m,l,a,o,a,k,k,n,a,d,l,n,c,f,l,j,k,k
g,n,o,l,g,o,o,c,e,k,b,i,f,e,e,o,o,o,n,a
m,m,k,h,c,c,h,f,g,j,m,e,n,e,i,e,b,e,k,i
j,f,g,d,l,b,j,j,k,j,b,o,m,f,c,f,e,m,m,j
o,n,m,d,d,i,h,f,g,o,d,a,k,h,l,g,b,f,l,n
c,n,f,g,m,m,n,g,e,i,j,h,e,e,a,o,h,k,k,a
b,n,g,c,b,g,o,h,j,m,a,g,e,e,c,n,g,b,c,f
h,f,e,i,c,g,a,i,a,d,b,e,l,d,d,a,n,g,l,a
m,i,m,n,m,b,j,c,j,a,i,m,j,l,o,a,h,f,l,d
b,d,l,h,d,e,o,g,e,f,l,m,k,e,a,o,a,k,c,e
l,e,g,l,g,i,k,h,m,h,c,d,o,e,l,m,n,b,b,a
d,j,e,l,c,i,k,d,e,k,f,f,o,l,i,o,n,a,l,a
l,a,c,g,b,o,k,i,m,d,f,n,c,c,h,i,m,b,k,k
l,f,f,o,g,g,j,l,a,c,h,m,j,m,m,e,o,f,k,a
f,o,l,c,o,m,n,f,o,m,m,n,o,f,c,e,c,k,n,l
e,i,l,l,g,m,b,l,a,c,g,d,d,c,k,l,i,g,a,l
g,b,c,n,m,h,o,c,j,k,e,b,d,e,a,g,k,a,j,g
d,i,h,j,a,a,d,j,a,b,c,c,e,e,c,k,h,j,n,j
b,e,c,l,c,k,h,h,k,j,b,f,e,d,h,d,e,c,n,m
o,e,e,a,m,a,j,j,a,o,b,a,f,n,d,h,h,j,l,n
a,a,g,c,c,b,o,a,h,m,j,c,o,c,m,l,h,e,o,j
c,e,a,d,j,i,g,i,j,o,b,i,f,d,n,g,h,f,n,k
h,h,c,n,g,b,c,d,m,b,b,d,o,a,k,d,l,i,h,c
d,n,c,a,c,g,i,b,k,b,f,o,d,l,d,i,l,e,g,i
h,i,e,m,k,m,m,m,g,i,e,d,e,d,f,n,k,a,k,l
e,a,e,o,c,m,o,c,e,d,f,i,a,c,m,b,f,o,a,e
g,i,a,b,o,d,m,m,f,m,g,e,h,c,a,l,n,b,i,e
i,d,f,n,c,i,l,c,m,h,i,d,c,f,h,i,e,k,l,m
b,a,c,l,f,i,d,i,n,d,a,g,i,e,k,o,h,a,k,e
k,d,i,b,j,b,j,i,h,a,m,o,l,o,c,k,a,a,i,j
b,o,m,l,c,f,h,h,m,b,c,a,m,l,d,k,a,b,l,n
h,i,c,j,i,c,n,l,h,b,m,f,m,k,k,o,g,e,n,i
d,e,g,d,o,g,a,f,a,e,c,i,g,d,c,e,n,o,k,g
j,g,d,n,e,l,e,m,h,o,j,d,j,j,c,h,g,b,k,d
n,g,m,l,n,m,a,k,j,i,k,l,m,f,c,k,g,a,a,j
e,a,f,f,k,g,n,o,e,o,a,h,k,i,n,h,m,a,n,g
j,n,n,j,a,i,a,k,b,g,f,f,o,e,m,a,d,b,k,e
h,n,l,l,a,b,a,i,n,h,l,l,e,f,f,g,h,h,h,a
d,m,c,a,g,b,a,b,n,d,h,b,o,g,d,h,e,a,l,k
f,k,g,h,c,b,f,i,k,o,f,f,m,d,c,n,g,e,i,c
g,j,e,j,o,m,n,h,m,i,f,a,c,d,g,e,n,a,n,g
f,n,i,l,j,o,k,e,e,h,j,o,m,d,c,d,f,l,c,a
h,d,n,g,j,e,j,a,e,e,a,c,f,e,e,l,i,g,e,o
h,h,i,g,c,d,k,a,i,b,f,l,i,a,d,i,g,a,c,f
j,i,k,e,f,j,m,b,a,g,h,c,h,a,m,b,a,c,n,k
k,f,c,c,o,f,k,l,g,o,h,d,e,g,k,e,i,j,n,m
b,l,f,d,l,h,e,n,i,o,b,g,e,l,m,a,f,m,o,g
l,a,e,a,o,b,n,f,m,d,h,c,h,h,l,e,n,n,n,k
o,l,f,n,j,o,o,c,l,b,g,f,e,f,n,i,h,b,m,l
a,a,c,a,c,f,c,c,j,c,b,b,a,k,j,j,o,b,l,a
i,c,f,a,h,m,k,a,e,e,c,a,o,g,h,e,f,e,o,c
c,f,f,l,d,l,c,g,g,d,o,c,j,a,b,b,i,d,k,n
l,c,d,n,b,l,k,h,c,b,h,f,i,m,b,h,i,a,c,i
m,l,d,l,b,g,l,k,n,d,n,f,j,j,a,k,i,j,n,j
o,e,k,n,c,g,h,m,b,j,b,e,c,f,i,e,o,i,k,f
o,l,l,d,i,g,b,m,c,n,f,l,j,i,g,c,g,b,k,e
d,a,i,d,i,i,c,b,o,o,h,b,n,d,i,k,i,n,e,d
h,j,n,l,i,c,h,i,m,e,d,c,k,d,c,a,h,f,k,k
l,n,c,n,d,j,a,j,e,h,l,g,j,b,j,o,n,a,k,e
d,e,f,j,c,m,l,m,c,o,f,e,j,c,c,l,h,f,l,d
l,l,o,h,b,c,j,f,l,m,h,e,g,g,h,e,g,a,d,d
c,n,c,e,b,b,e,e,c,b,n,i,e,g,l,k,g,n,f,m
j,g,c,l,c,m,o,h,e,f,n,f,h,c,d,c,j,l,n,i
m,i,j,j,a,h,k,h,b,h,b,g,o,l,l,m,f,i,e,k
h,i,c,m,i,e,a,c,c,h,m,l,f,e,k,d,i,a,b,k
k,e,m,l,i,g,a,k,b,o,o,f,k,m,m,k,h,a,h,e
j,n,e,b,a,c,a,c,e,b,b,b,g,h,j,o,f,o,n,m
l,k,m,h,c,m,a,j,m,a,f,g,o,i,m,j,o,o,l,n
e,i,l,k,c,a,d,d,o,i,f,f,f,e,n,k,l,e,o,g
o,h,k,n,e,e,d,c,g,c,j,g,a,e,n,f,m,a,k,e
g,e,o,j,k,c,b,h,e,h,b,h,j,i,i,h,g,j,o,j
o,a,l,o,b,i,l,b,n,h,k,f,k,i,c,e,n,n,k,k
k,e,c,c,o,k,o,j,m,b,f,i,e,e,f,o,i,e,n,l
