var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
m,e,p,n,b,p,n,t,j,h,t,q,h,n,j,n,k,f,j,g
l,o,f,o,r,s,b,b,g,k,j,e,h,f,b,e,o,o,d,t
k,s,s,o,j,h,l,l,l,n,j,s,m,i,b,a,l,s,g,m
r,t,b,n,r,e,h,n,s,k,l,c,g,r,s,i,f,f,t,g
p,o,g,d,p,m,d,r,o,l,i,r,e,p,c,h,s,p,b,b
c,m,e,j,d,i,m,f,d,f,l,b,j,a,g,i,s,i,h,p
b,k,l,n,t,h,i,g,i,j,g,e,e,o,r,a,r,o,j,a
i,b,t,k,e,p,a,d,d,r,f,q,h,k,p,k,k,f,f,k
d,b,b,g,t,e,n,k,j,e,j,c,i,s,p,c,a,h,o,h
l,q,t,q,m,h,f,p,h,d,m,f,j,f,b,b,a,j,k,j
n,m,e,r,h,t,i,q,p,i,r,n,b,g,i,f,o,m,m,m
b,b,o,m,n,b,s,h,q,o,p,f,c,e,m,k,h,f,o,d
m,s,t,f,o,s,h,o,k,f,t,q,a,a,d,n,o,k,r,d
m,p,p,g,c,q,q,o,i,e,e,n,d,o,n,a,g,m,b,k
a,e,j,p,d,i,f,n,b,m,n,e,q,a,b,d,l,n,p,p
j,t,f,i,o,r,c,g,a,t,c,q,e,l,t,g,a,j,q,i
p,h,d,g,a,q,n,k,s,s,c,b,s,b,h,r,n,p,g,p
i,e,a,n,l,b,i,p,a,p,a,g,o,m,f,j,f,m,b,s
p,n,q,c,j,b,j,b,t,o,j,i,f,e,l,c,d,j,m,o
r,i,s,k,c,a,c,l,h,d,p,f,h,c,k,c,i,a,g,o
f,e,r,t,o,n,d,t,l,h,n,g,t,f,b,j,e,t,s,n
k,d,k,o,s,k,s,b,i,e,r,b,q,e,r,m,s,h,l,n
i,d,j,p,t,h,c,c,d,f,p,d,e,o,a,r,h,a,k,d
e,g,o,p,o,k,h,d,n,l,d,n,t,k,f,n,e,t,l,p
e,c,e,o,r,t,j,k,s,d,t,l,d,k,n,l,c,p,k,c
o,l,h,m,m,j,c,k,l,c,p,n,b,b,c,d,i,j,i,e
g,i,m,j,s,b,n,k,l,f,r,o,k,e,s,b,d,s,b,s
j,j,n,q,r,d,k,t,q,h,h,e,k,q,s,g,a,o,f,p
o,t,e,b,i,j,d,m,t,t,i,j,i,s,r,r,s,c,r,t
a,a,e,c,g,b,t,i,a,o,l,p,d,g,k,i,l,f,f,j
c,r,g,j,d,o,j,a,t,t,i,t,h,p,g,j,d,n,r,e
g,e,s,c,a,r,l,c,a,m,g,c,c,q,g,n,a,m,b,o
k,l,f,p,a,t,a,b,q,r,k,f,g,t,s,g,i,t,b,i
n,a,j,i,b,m,r,b,j,c,i,b,d,e,b,s,i,c,m,j
l,d,f,h,f,q,h,n,n,g,i,f,e,j,n,l,j,m,q,n
f,m,d,j,t,r,t,n,n,m,f,h,i,l,b,r,c,e,g,f
a,p,f,d,m,q,b,b,d,k,m,i,q,t,r,d,q,t,a,c
k,o,m,n,j,s,c,g,e,k,n,r,r,m,q,b,r,r,a,a
t,b,s,p,b,f,k,o,f,s,f,e,r,k,b,q,l,p,i,i
o,q,l,e,l,l,t,q,b,h,t,b,t,o,r,r,n,h,g,h
e,a,a,l,h,j,e,b,f,t,o,p,t,h,r,q,n,q,c,i
e,g,f,d,n,o,o,r,l,a,i,g,r,j,a,r,g,a,c,h
b,i,p,p,f,q,t,a,n,o,b,t,b,q,p,o,o,j,b,p
l,f,b,g,h,o,k,h,o,m,f,o,d,n,a,o,t,i,p,b
h,e,m,l,c,p,n,p,k,i,o,r,k,i,b,b,p,i,m,k
i,n,b,c,b,q,l,o,o,j,d,p,m,n,q,g,d,h,g,m
k,e,n,q,m,t,i,n,d,b,e,d,c,r,s,l,d,a,r,d
t,q,p,l,t,k,f,d,c,t,i,f,c,h,g,c,e,a,e,b
c,a,k,o,p,h,g,f,f,r,l,f,f,o,e,p,g,j,f,k
e,t,s,n,k,h,b,k,i,p,e,s,m,n,n,a,l,p,b,h
s,r,d,f,d,f,k,m,m,t,j,b,b,o,i,r,c,e,p,g
q,i,h,e,j,c,q,m,r,s,i,p,b,c,e,g,a,c,r,b
e,s,b,a,q,f,k,l,d,g,f,a,k,k,p,l,g,g,b,c
f,i,f,h,g,d,h,c,l,o,b,o,l,d,a,o,m,s,m,s
o,r,q,i,j,d,o,t,m,k,j,q,t,p,e,n,r,h,s,p
k,m,p,o,l,l,s,t,j,l,f,s,i,s,c,q,e,h,c,d
q,k,n,e,d,p,a,c,i,b,q,q,l,c,i,j,h,m,p,p
m,r,i,n,e,n,l,d,k,f,g,c,s,m,c,k,r,g,b,a
e,j,e,d,g,c,e,r,t,o,a,s,g,t,r,i,m,m,k,d
k,j,q,p,n,q,n,b,t,a,g,r,c,g,c,a,j,f,g,b
d,b,k,j,c,f,b,e,j,o,r,h,e,k,l,s,m,p,d,s
b,p,o,a,k,e,b,o,s,k,n,q,b,m,a,f,s,r,c,h
d,l,m,g,m,b,o,b,s,c,t,b,g,q,h,q,r,d,s,e
c,l,e,g,k,p,c,f,a,h,n,a,f,m,g,t,g,l,n,p
k,l,t,i,k,b,r,d,m,k,s,g,n,p,a,m,d,t,f,a
o,j,q,q,q,k,s,m,l,n,a,i,p,s,k,h,o,s,r,g
d,a,s,l,j,i,d,h,j,g,b,i,e,k,h,l,g,j,g,q
e,f,t,t,k,k,n,d,l,c,m,m,k,q,n,l,k,i,c,c
p,l,r,p,b,i,g,l,f,r,m,t,o,q,h,s,p,b,r,g
r,b,g,n,r,j,b,b,b,k,b,h,b,o,o,t,p,s,h,h
i,p,e,g,e,n,k,f,b,q,f,f,a,s,q,o,n,j,m,t
k,t,i,m,n,s,g,h,i,c,d,e,l,l,t,l,k,a,h,g
p,t,o,d,m,q,k,b,n,b,s,d,e,l,g,p,t,t,d,a
q,c,m,n,i,e,m,i,a,n,s,c,q,g,j,t,g,k,e,k
o,n,t,g,d,c,l,f,t,s,i,g,d,l,o,j,l,e,k,a
t,r,q,b,o,a,j,s,l,f,q,b,g,l,a,e,i,a,j,j
l,e,p,c,i,h,d,o,l,o,b,e,k,n,p,j,g,a,c,k
b,d,e,t,k,h,q,m,f,n,q,n,i,s,i,i,e,l,g,p
a,a,j,r,f,r,q,d,t,s,i,l,s,i,s,g,b,d,e,l
q,d,p,n,i,o,a,i,r,n,n,n,n,a,e,n,r,m,f,h
r,o,i,t,b,i,t,t,h,b,d,d,k,j,s,d,m,l,a,s
a,k,r,q,n,s,d,r,f,o,r,p,a,q,p,m,b,s,p,a
j,e,b,e,t,t,r,o,c,q,e,r,j,t,o,p,d,s,i,q
j,n,e,i,b,e,r,o,l,n,a,g,i,j,e,l,h,l,l,d
i,i,c,a,f,n,c,q,i,b,d,k,c,g,a,d,b,k,t,s
s,a,q,i,q,h,n,d,h,i,r,b,t,o,p,s,m,i,i,b
k,e,e,k,n,n,a,e,j,d,d,j,e,t,c,g,b,j,l,f
