var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,l,h,l,t,o,k,b,o,c
a,o,q,n,h,a,o,t,c,a
k,k,s,n,e,h,h,a,t,j
t,j,f,l,j,j,a,r,d,a
g,o,m,s,d,j,r,n,l,e
a,s,t,r,c,i,e,a,s,k
k,k,c,e,f,h,l,s,a,t
l,c,n,e,m,s,q,c,i,g
h,a,b,k,f,d,a,f,b,n
e,a,t,p,o,h,d,t,h,r
c,b,t,i,a,r,l,h,q,m
k,c,k,j,s,m,g,h,m,k
s,k,n,q,l,s,s,g,f,p
s,a,h,k,i,k,c,g,a,h
f,l,d,g,c,i,d,r,g,b
j,h,g,o,l,o,i,f,l,f
d,c,q,k,n,r,l,f,d,o
g,o,p,l,b,m,l,b,k,m
o,f,s,f,e,m,j,h,p,h
e,n,t,t,d,p,i,d,h,r
o,b,a,e,l,l,r,b,k,c
n,n,o,n,g,e,g,l,a,n
l,n,f,g,f,b,k,i,i,p
b,i,k,g,l,e,s,k,b,t
r,p,t,n,h,r,j,t,d,t
k,k,i,j,m,i,s,f,n,s
j,d,j,r,p,r,k,f,n,q
j,i,r,p,d,g,b,b,m,f
p,j,t,h,k,n,r,b,p,f
f,b,t,t,p,m,o,h,e,m
a,m,m,r,d,t,j,e,p,f
j,l,a,h,n,o,h,i,e,r
n,q,g,g,n,r,k,i,m,g
c,b,e,e,t,j,t,k,b,a
e,n,g,p,r,k,g,s,c,m
j,h,q,r,d,o,m,r,b,b
f,e,o,s,o,q,o,l,i,a
e,o,j,l,t,a,r,s,r,a
i,c,l,g,t,p,b,g,d,o
e,a,c,b,k,d,m,o,g,c
b,b,f,a,a,r,s,l,j,f
b,i,g,s,s,b,g,n,n,l
k,d,m,h,r,k,m,e,b,k
e,j,f,k,f,b,b,t,l,b
d,l,h,b,i,s,k,t,f,r
h,f,a,s,t,j,h,o,l,t
n,l,r,p,o,r,l,r,i,h
i,a,h,a,f,e,d,c,t,f
a,i,o,r,q,j,f,p,l,g
b,r,l,n,j,h,o,f,a,m
r,m,q,q,c,p,b,m,k,f
a,d,i,q,e,a,c,j,s,r
b,k,l,c,d,p,c,d,i,q
