var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
a,b,c,c,f,a,b,i,d,i,c,g,i,f,g
h,d,f,d,j,h,a,g,a,c,j,i,g,a,e
g,f,d,d,j,h,e,i,c,g,g,a,a,f,e
f,f,c,b,e,g,a,h,e,j,e,h,b,e,d
f,d,c,f,e,e,e,g,f,f,j,h,f,c,f
a,d,b,e,c,h,e,f,d,f,h,a,h,b,j
h,g,h,d,b,j,c,b,j,e,i,d,f,d,b
b,e,b,g,e,j,d,f,e,b,h,i,c,d,a
e,d,f,h,h,f,c,f,c,b,c,i,a,e,h
e,g,c,i,b,f,f,e,g,g,h,c,a,b,d
d,d,d,b,c,i,j,h,e,d,a,e,i,d,f
f,h,a,a,g,f,e,a,h,g,i,d,i,h,h
h,i,c,c,h,c,i,e,d,h,f,c,f,e,i
d,c,f,b,i,c,i,g,a,f,i,c,j,c,b
g,j,i,i,i,g,h,a,d,f,i,i,c,g,a
d,d,c,c,j,j,i,j,d,a,i,e,i,i,e
c,f,i,d,f,a,c,g,a,a,j,c,f,i,g
j,h,c,h,i,i,a,j,a,j,b,e,g,d,e
g,g,i,b,i,g,b,g,a,i,f,d,h,a,e
b,e,j,h,i,e,g,e,g,d,a,f,f,j,h
b,e,d,h,c,e,f,h,d,f,j,b,i,e,i
j,c,d,d,i,g,a,a,f,c,b,e,j,h,a
e,h,i,d,f,j,g,j,g,j,c,j,b,d,h
a,a,d,a,g,c,b,i,g,g,d,a,i,j,b
a,f,a,c,i,f,a,e,e,c,g,b,g,b,j
c,d,b,d,h,f,j,i,d,e,c,h,c,d,d
a,e,h,g,i,e,c,d,h,a,b,c,h,g,j
c,c,h,h,j,e,i,h,c,d,a,f,d,h,h
i,f,j,h,a,e,d,j,h,i,a,d,b,i,b
e,j,f,e,d,j,c,g,h,h,i,d,f,i,g
a,g,j,f,c,a,f,a,e,j,c,i,g,i,j
b,f,c,j,a,b,i,j,b,d,c,e,a,j,e
e,e,i,b,d,b,c,h,d,h,j,a,d,a,j
b,e,c,i,c,f,e,e,b,a,g,f,g,j,e
c,d,f,e,j,b,e,b,a,a,c,a,f,b,g
d,e,f,g,b,f,j,f,f,j,d,a,j,e,h
e,f,g,i,a,g,i,j,f,i,j,a,h,f,d
e,g,e,i,d,g,j,i,b,f,d,c,i,f,g
g,g,b,h,c,i,a,f,c,h,e,b,g,g,e
h,c,c,h,c,g,a,j,i,j,i,a,h,j,j
e,d,i,c,c,d,b,j,f,e,d,d,b,f,g
h,f,d,b,f,a,i,h,f,h,f,b,a,f,i
b,b,b,g,e,i,e,b,g,g,h,e,b,b,j
e,a,d,j,h,j,h,b,c,f,h,g,g,e,d
f,d,b,d,b,b,d,g,d,h,f,h,j,i,i
d,a,g,h,f,d,b,d,a,f,a,j,g,i,f
j,c,e,a,j,d,d,e,e,c,h,e,h,b,a
g,j,b,d,g,j,e,h,a,h,f,f,d,c,i
j,d,g,f,c,i,e,h,a,b,j,f,h,a,e
e,d,e,j,i,a,c,h,g,d,f,b,e,c,e
a,j,c,f,e,e,g,j,i,d,j,f,g,a,c
a,a,b,j,e,b,c,e,g,h,c,d,c,a,e
i,d,a,i,e,j,d,b,a,b,j,c,a,d,c
g,d,d,e,b,h,e,i,c,e,d,i,g,f,e
a,d,e,c,e,a,b,f,c,h,f,d,j,g,g
g,d,h,c,i,d,d,h,c,d,j,c,d,a,g
b,h,j,b,c,a,a,f,i,f,d,i,i,f,g
c,c,e,j,c,e,a,h,i,a,b,f,a,a,g
i,e,d,g,c,h,a,d,f,e,j,j,a,c,d
d,d,d,b,c,j,a,h,d,a,d,a,b,f,g
d,g,d,c,f,f,e,g,i,g,i,i,h,h,g
