var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
d,s,n,p,k,n,e,d,k,m,f,d,a,k,k
q,n,o,l,t,b,i,c,n,c,m,a,a,g,l
j,h,g,t,s,d,i,h,f,g,i,b,k,h,k
t,n,f,p,t,c,b,t,o,c,a,p,h,h,k
p,c,s,m,m,k,j,d,d,n,b,n,j,m,f
a,s,r,e,j,r,e,d,j,q,d,c,c,s,e
r,s,o,o,c,q,s,j,b,l,f,e,p,a,t
q,c,e,q,e,o,m,p,a,e,c,d,a,b,c
p,p,f,h,t,s,f,l,q,d,k,p,q,j,c
h,a,h,t,q,q,b,c,l,t,b,s,q,i,r
e,o,l,a,l,d,s,s,h,i,h,h,e,o,i
a,f,b,g,l,a,o,c,f,t,d,t,r,t,a
p,h,f,k,g,b,c,n,e,q,i,m,f,s,j
d,i,h,h,f,h,b,n,a,d,n,h,i,p,n
s,g,q,r,g,r,l,i,k,d,e,a,s,s,j
p,n,j,c,s,j,a,n,p,k,d,d,h,h,l
f,c,q,h,r,d,b,l,o,e,d,r,d,n,f
p,d,i,p,n,t,h,g,p,e,j,i,b,n,k
n,o,m,k,f,a,m,i,e,s,i,o,r,s,c
q,t,r,p,g,r,d,i,j,p,d,n,d,f,d
h,c,p,o,o,a,j,f,j,n,i,i,o,g,c
e,s,d,t,d,g,k,k,b,s,m,e,s,i,l
p,k,q,r,c,b,a,j,b,q,d,f,o,a,g
r,r,o,r,c,t,s,j,f,b,o,h,o,s,b
n,q,m,t,t,d,p,c,f,a,d,g,m,e,n
a,p,h,h,q,t,i,c,o,h,d,h,o,n,f
r,e,s,e,n,r,r,i,b,q,h,j,o,t,k
r,c,t,q,d,e,g,i,e,i,r,a,n,p,c
k,t,d,g,a,f,j,i,e,k,p,q,a,j,o
s,e,g,g,s,a,i,t,p,t,q,e,a,o,b
c,l,b,e,m,m,p,i,q,k,q,f,a,m,e
r,b,p,g,t,j,n,j,p,p,g,e,k,c,e
p,g,j,r,n,d,r,c,s,p,c,t,h,c,k
a,e,q,c,f,o,f,h,r,h,b,g,c,t,l
j,k,j,a,g,h,l,d,n,e,p,g,t,h,f
r,n,m,e,c,k,l,e,m,l,l,m,m,q,l
s,m,p,s,j,h,o,k,f,q,b,o,s,b,c
o,d,l,p,b,b,e,a,i,s,r,n,l,h,g
j,c,g,r,k,g,d,r,j,o,l,a,l,e,l
q,g,o,b,p,f,h,k,k,m,i,k,d,a,o
b,e,l,m,a,d,t,k,g,k,t,e,d,b,o
b,r,j,t,l,m,t,b,t,i,q,i,l,d,d
a,p,s,a,q,h,a,j,f,t,k,p,q,f,c
t,f,f,h,d,m,g,c,d,d,l,j,j,r,l
s,t,h,r,q,n,f,c,k,i,c,i,n,l,l
m,m,f,p,n,h,n,s,d,a,l,e,k,q,g
g,i,g,q,p,d,s,c,a,d,n,f,b,i,k
j,a,d,t,c,k,l,f,f,k,f,t,b,s,e
p,e,d,g,f,h,q,o,g,b,a,h,t,c,b
e,s,p,i,s,q,i,m,f,e,n,b,k,k,g
q,e,m,e,c,g,g,r,n,k,d,j,m,s,r
c,s,h,i,g,b,b,i,d,p,p,e,p,n,b
i,h,g,j,m,o,b,r,a,j,q,i,n,p,c
q,k,j,q,m,e,h,c,i,t,k,j,o,o,a
a,l,l,e,f,k,t,d,e,d,f,d,d,m,r
g,t,e,t,s,k,t,d,k,n,q,b,m,o,o
i,g,t,b,c,l,r,p,b,d,m,s,c,n,i
f,l,l,c,d,i,n,j,e,q,e,p,j,h,f
b,i,r,k,s,p,n,b,e,f,e,a,h,c,a
g,q,c,t,l,h,t,e,s,d,g,n,b,o,f
m,r,h,e,h,g,i,r,r,p,d,i,s,a,p
a,m,b,j,l,p,i,i,o,e,q,d,h,h,c
m,g,g,e,q,g,t,o,b,j,i,g,h,p,s
q,g,f,d,i,n,d,r,o,m,t,l,a,h,s
s,l,e,c,g,a,e,d,j,d,t,i,o,a,d
i,i,a,q,m,t,k,i,i,q,e,o,b,j,t
m,t,g,m,b,r,j,c,j,j,k,o,p,e,s
b,f,p,o,e,a,r,f,q,d,b,c,d,n,b
i,g,m,r,k,r,q,j,g,b,o,r,a,p,n
i,c,s,k,m,a,h,d,t,c,n,m,e,a,r
l,g,r,h,e,i,j,c,h,s,l,t,a,j,i
q,a,l,p,l,g,t,c,b,h,e,c,g,q,m
r,f,b,g,q,h,t,q,q,d,s,f,a,q,e
i,q,q,p,p,n,e,i,p,d,t,r,s,o,a
k,i,e,h,t,g,q,b,e,l,j,i,o,q,r
j,t,c,g,o,d,a,c,o,q,m,i,h,c,b
p,b,n,k,s,k,j,t,k,b,n,i,n,a,o
p,n,r,o,i,q,b,i,i,g,m,h,m,o,a
j,e,c,a,g,q,b,k,e,o,d,k,j,l,c
c,q,n,p,p,m,k,i,t,s,q,e,o,s,b
t,d,l,o,s,r,b,d,l,d,q,i,n,d,k
s,s,p,q,l,b,j,o,j,q,h,e,l,h,c
p,b,s,b,g,d,f,r,n,s,e,n,q,c,r
p,e,d,c,k,s,f,n,i,h,a,i,f,d,b
l,e,o,j,g,i,d,m,b,d,o,s,b,s,d
n,e,c,c,m,q,q,d,h,d,j,f,d,a,c
g,a,r,l,l,r,h,r,k,p,o,q,d,m,c
t,r,d,g,c,d,a,m,c,s,h,i,d,m,o
p,h,s,k,o,j,q,a,l,b,m,n,j,i,r
