var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,l,h,l,t,s,k,b,a,c
e,i,p,n,h,a,o,t,c,a
e,k,s,n,e,r,h,d,n,j
t,h,f,l,h,t,s,r,d,a
g,c,m,s,d,j,r,n,l,e
a,s,t,r,c,i,e,a,i,p
k,t,c,e,f,h,l,s,a,t
e,c,n,e,m,f,q,c,i,g
h,c,l,k,f,d,a,f,b,l
e,a,n,p,o,h,d,t,h,r
o,r,t,o,n,r,l,o,q,d
k,c,k,j,s,m,g,t,m,k
s,k,n,q,l,a,s,g,f,p
s,e,o,k,i,k,c,g,a,p
f,l,s,g,c,i,d,r,g,b
s,h,g,o,l,o,i,t,l,f
d,c,q,r,n,r,k,f,d,o
l,l,p,l,b,m,l,b,e,m
o,f,s,f,e,m,q,h,p,h
e,g,t,t,d,f,i,d,h,r
o,l,a,e,l,l,r,k,n,c
c,n,o,n,g,e,g,l,a,n
n,n,f,g,f,b,i,i,i,o
b,i,k,g,l,e,c,k,b,l
r,p,t,n,h,r,j,t,d,s
k,a,i,j,o,q,i,g,d,s
j,d,j,r,g,r,k,f,n,q
j,r,r,p,d,g,b,b,m,a
p,j,t,h,k,n,r,j,p,f
f,b,t,t,p,m,o,h,e,m
a,m,m,r,k,b,j,e,p,i
j,l,l,j,i,o,h,i,e,b
s,q,g,g,b,r,k,l,p,g
c,b,e,f,t,f,t,l,o,s
f,n,g,p,r,e,s,r,b,m
o,e,q,r,f,o,m,r,b,b
c,e,r,s,o,k,i,l,b,a
d,o,d,l,t,a,e,n,r,a
i,c,l,g,t,p,b,m,s,o
e,a,c,b,k,d,m,s,g,c
j,b,f,a,l,r,b,l,j,f
q,i,g,s,s,b,n,n,n,l
k,d,m,g,p,k,m,c,b,k
e,j,f,k,a,b,b,t,l,b
s,o,n,g,i,s,k,t,f,r
l,f,m,f,t,j,h,g,l,t
n,l,r,p,o,r,l,t,i,i
i,a,o,r,f,e,d,c,t,n
a,b,o,h,k,h,f,p,l,g
b,t,a,n,p,h,o,k,a,m
b,m,q,o,c,p,b,t,k,l
m,d,i,b,e,k,e,j,s,o
b,k,f,c,d,p,b,d,i,i
o,l,g,p,k,g,h,i,n,k
p,m,s,g,q,g,d,b,k,a
n,s,n,n,b,c,n,b,g,e
m,c,l,b,p,s,f,i,a,i
s,m,d,l,m,n,h,c,f,c
b,r,r,k,p,q,h,n,p,k
n,p,s,n,g,k,n,p,p,b
h,i,q,r,i,p,o,m,o,k
k,e,k,c,j,d,o,j,l,s
h,r,j,k,o,p,n,l,a,s
s,q,t,b,j,s,i,a,q,k
n,q,n,j,a,m,t,c,k,s
p,r,s,p,d,i,g,j,s,e
j,g,f,a,e,i,r,t,o,q
b,j,f,e,j,e,k,c,n,s
d,r,a,g,l,d,f,d,j,g
c,c,m,a,d,f,a,l,g,a
l,e,t,k,m,l,n,a,r,h
n,k,d,f,s,a,f,t,a,s
d,j,k,s,o,s,r,l,b,i
m,p,j,l,k,f,e,j,m,j
p,r,n,k,c,p,h,a,p,o
k,d,s,h,l,r,j,t,n,p
e,l,h,f,p,h,r,g,l,t
g,n,l,e,j,b,r,j,s,q
f,b,e,i,r,o,e,t,p,o
s,n,g,l,k,b,b,h,s,h
t,o,d,e,p,i,h,b,h,i
f,t,a,p,s,a,r,t,j,n
g,l,f,b,e,r,t,g,t,h
g,f,t,o,t,d,t,g,r,s
l,m,b,c,r,b,i,k,a,i
r,b,s,n,r,h,k,c,t,d
n,l,t,t,p,l,q,m,o,r
t,k,o,h,q,h,n,k,n,h
g,j,s,a,l,o,b,s,p,g
i,g,k,h,k,c,d,g,g,f
s,r,p,r,j,r,b,f,m,t
e,q,c,i,a,o,k,j,o,j
c,j,r,f,h,h,p,t,h,o
b,b,c,k,c,d,o,j,a,h
i,d,k,r,e,j,b,p,r,b
g,f,g,d,h,b,m,i,p,q
k,j,l,s,f,j,b,t,g,c
j,h,t,j,h,g,t,h,t,q
o,o,l,n,d,t,r,p,o,h
g,n,q,f,t,k,n,q,f,p
r,m,t,m,c,j,t,i,r,n
f,n,t,a,n,i,l,q,h,f
q,g,j,e,b,m,s,b,a,e
k,o,d,q,j,n,f,c,h,e
m,r,r,p,e,r,q,o,c,l
p,t,f,j,p,q,j,b,a,e
g,k,l,t,o,j,l,i,a,j
r,s,b,n,e,m,p,e,q,n
o,n,s,f,d,e,k,h,d,m
a,n,g,g,s,s,i,k,k,s
c,q,c,g,o,l,s,k,e,f
f,e,a,g,d,r,k,a,k,b
i,h,a,b,h,q,r,d,r,d
b,n,l,b,h,p,t,a,s,f
e,s,e,r,h,s,q,o,j,s
p,g,e,r,m,s,t,h,h,o
a,q,a,s,r,c,s,a,a,i
e,t,q,c,n,h,a,r,b,t
m,t,m,a,d,f,c,q,h,o
g,n,o,b,d,o,k,k,p,q
l,r,m,d,c,m,e,q,g,o
g,d,l,d,l,n,b,t,l,k
p,s,r,a,g,d,m,n,l,r
