var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,t,i,t,j,g,d,a,l,p,n,a,b,d,b
j,e,g,e,r,b,a,r,b,k,e,q,b,n,p
d,a,f,q,p,k,s,p,i,f,k,c,i,q,p
r,s,n,t,r,d,p,s,s,k,t,j,g,m,i
h,l,j,l,g,d,k,k,l,m,q,l,l,b,g
i,i,e,o,n,m,d,b,f,o,g,i,e,f,h
d,a,p,t,o,q,i,h,t,l,s,e,q,o,m
j,b,a,e,p,n,e,j,e,g,a,a,b,p,n
l,b,q,f,o,r,g,q,n,a,c,j,q,t,i
j,m,a,k,b,q,f,m,m,j,k,p,e,n,s
a,o,e,s,a,b,i,t,a,h,m,g,r,e,r
d,b,h,m,q,j,h,m,j,t,j,p,t,l,o
o,a,a,p,d,b,p,c,p,e,k,j,l,f,l
h,k,l,f,i,s,c,c,t,f,l,g,s,o,t
c,t,k,n,i,m,f,s,h,o,j,q,p,f,p
h,s,c,s,c,a,t,c,l,b,p,a,q,g,q
h,b,b,f,a,s,i,q,s,c,b,h,g,j,c
b,t,g,t,h,j,i,a,o,n,j,r,s,s,d
h,q,f,r,p,j,e,t,m,s,e,s,t,f,f
j,f,e,e,g,e,t,p,r,j,h,p,b,d,e
k,o,r,d,p,f,k,l,r,p,i,r,k,n,p
g,f,m,q,l,i,h,r,t,a,g,m,c,j,t
g,f,k,n,o,o,q,n,e,e,h,h,q,o,k
q,e,h,n,b,i,p,l,i,l,g,g,t,c,m
m,p,e,q,b,n,o,q,s,l,a,t,k,c,t
d,a,l,m,b,l,t,q,a,q,g,g,r,j,g
e,h,o,o,h,k,n,q,d,a,m,m,n,l,i
e,e,d,k,g,p,q,a,k,h,q,q,c,i,j
n,k,e,p,m,c,k,d,s,f,n,o,f,p,m
c,o,e,p,s,j,l,t,o,t,i,r,k,e,c
i,i,j,o,n,n,o,i,n,b,i,h,b,b,h
e,t,r,p,a,a,s,n,o,o,j,j,a,h,h
