var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,i,d,t,a,s,h,e,e,q
q,n,i,m,c,p,o,c,o,c
q,g,r,j,n,o,b,s,g,f
g,p,m,t,d,r,a,p,a,c
l,n,a,e,s,r,e,b,f,s
b,f,l,d,e,k,h,s,p,m
h,s,k,r,i,a,q,g,a,r
q,r,h,m,n,s,c,l,t,d
a,r,b,g,i,t,k,q,s,t
q,s,n,p,l,a,p,c,d,n
g,o,l,o,p,o,q,r,j,g
h,r,f,b,r,q,g,n,h,b
o,g,h,h,b,p,a,a,m,t
o,d,q,k,k,b,s,a,e,t
p,i,t,q,e,k,p,p,c,m
m,j,o,i,b,f,j,a,f,e
r,r,c,k,p,o,k,q,a,h
t,n,i,t,j,q,q,d,l,k
m,k,s,c,f,q,c,n,j,b
q,t,l,m,s,n,j,f,r,n
m,o,e,r,n,o,e,t,r,q
c,l,q,j,g,r,g,j,e,t
j,l,b,q,i,h,f,h,t,h
d,e,f,q,b,g,a,t,l,r
d,b,l,j,d,o,t,q,a,r
o,g,g,b,l,k,j,q,a,j
i,m,e,d,j,o,k,q,b,t
i,k,n,p,g,c,f,e,i,g
n,p,l,h,q,d,e,m,n,s
p,o,l,m,t,q,m,n,k,b
b,c,a,d,e,q,t,r,l,e
i,i,e,h,p,f,b,h,l,m
t,h,o,q,j,o,c,g,l,d
c,o,p,r,a,n,d,t,q,j
l,l,o,p,h,b,a,p,l,k
m,f,c,d,s,f,m,p,l,m
q,d,n,e,l,b,f,j,l,c
k,n,t,t,n,p,h,g,s,c
k,r,r,d,a,j,f,l,k,h
n,h,k,a,q,o,m,k,c,q
d,o,i,g,m,o,f,j,h,m
d,e,o,a,r,h,r,b,b,l
h,m,a,h,l,b,m,r,l,b
q,p,m,k,m,h,f,c,f,m
a,r,d,a,l,s,k,g,c,n
a,a,e,c,a,r,b,k,f,r
s,i,h,p,l,o,q,d,t,p
l,s,d,g,i,m,p,o,g,s
b,e,q,h,b,a,i,i,h,d
d,m,m,j,c,a,o,q,e,k
f,c,c,d,e,j,f,l,r,e
e,m,g,s,n,b,t,m,p,h
d,g,r,f,s,j,f,f,t,a
m,s,o,p,q,c,b,h,b,b
n,c,s,i,j,c,p,e,r,c
s,f,d,j,j,l,g,e,c,s
d,r,n,a,e,s,i,h,e,o
o,c,t,r,i,g,g,o,m,q
d,k,f,e,t,i,b,b,n,l
s,k,s,q,r,b,r,i,n,o
a,r,g,d,k,j,o,l,q,n
h,d,f,f,h,t,o,m,a,q
a,h,j,l,n,j,r,j,a,j
r,h,l,a,c,s,j,l,j,q
s,h,s,i,c,q,d,e,r,c
n,k,b,p,s,k,g,m,p,f
a,t,r,g,n,k,f,c,r,i
a,p,e,r,c,q,g,o,l,j
r,h,e,q,b,k,i,g,h,d
h,r,a,g,s,n,m,j,c,c
j,d,l,k,o,g,r,s,s,p
s,g,t,b,r,j,i,c,e,j
r,p,f,e,l,s,r,k,l,o
b,b,j,t,q,m,h,m,i,f
n,k,h,k,e,j,b,s,n,h
h,m,s,h,b,n,t,i,b,a
q,i,d,c,j,t,e,a,f,r
t,l,l,r,c,a,s,m,p,f
i,o,r,o,h,f,s,o,n,h
n,l,d,t,q,h,c,n,p,p
g,n,t,r,t,k,b,e,d,o
p,q,e,f,r,p,k,b,h,b
t,i,m,a,i,o,d,a,g,p
t,o,q,i,a,t,d,l,l,f
b,m,k,f,h,g,a,k,e,o
f,o,s,i,s,a,k,f,j,g
s,i,l,m,r,g,c,l,q,n
g,g,q,h,i,m,r,t,b,p
t,g,r,f,b,f,f,g,d,d
l,t,f,h,q,s,p,s,c,e
o,k,r,k,t,o,f,q,i,e
q,h,k,o,m,f,k,l,q,f
f,g,n,c,d,k,l,g,d,h
d,o,k,a,e,t,o,o,e,p
l,m,f,g,n,r,f,i,s,m
