var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,h,n,h,n,k,m,a,k
h,b,o,n,h,d,d,n,c,j
f,o,g,c,l,h,i,m,b,f
j,o,m,e,m,c,n,f,b,l
k,m,j,k,h,k,e,b,i,m
k,b,o,o,c,d,l,b,g,g
a,n,c,l,c,a,j,j,m,i
j,b,j,f,h,i,d,e,k,a
c,b,e,n,h,m,i,m,c,h
c,c,e,k,d,o,n,j,m,l
h,a,n,d,l,a,n,a,a,l
i,g,a,a,c,d,n,o,i,i
e,a,h,a,d,c,k,h,b,h
f,b,d,g,i,d,i,j,o,f
k,j,j,g,a,c,b,d,g,h
j,m,o,d,m,l,a,g,n,k
m,a,a,o,l,g,l,e,i,j
j,m,f,f,c,b,k,j,k,l
i,g,l,o,h,a,f,g,k,m
d,c,j,c,j,d,m,a,j,j
m,l,h,c,c,i,o,l,d,n
d,h,k,c,c,o,m,d,i,h
d,a,k,j,g,l,n,g,b,i
o,c,f,h,g,m,g,e,m,n
o,e,a,c,j,a,k,l,j,k
h,e,i,d,b,g,j,a,i,c
n,c,l,e,l,i,c,b,j,o
n,d,l,c,e,n,l,a,c,o
f,a,b,o,g,i,n,b,l,n
e,a,k,b,g,o,n,h,e,l
h,e,l,i,h,c,l,d,d,i
b,k,d,o,e,d,k,c,a,l
f,j,f,b,g,j,n,l,j,m
j,a,m,k,f,c,c,n,i,n
d,l,d,m,o,l,h,b,e,l
c,i,j,h,h,d,h,j,i,k
m,f,a,b,d,a,h,i,g,i
m,f,m,n,b,d,n,k,o,l
d,k,d,k,i,m,d,b,m,i
k,b,c,c,b,c,i,o,f,h
h,g,e,m,e,c,k,n,j,a
f,g,k,f,m,i,d,c,j,a
j,k,e,c,h,b,b,i,j,g
o,d,j,h,b,d,m,j,i,c
a,d,f,i,c,b,f,o,c,b
c,k,h,k,j,i,k,n,f,o
i,l,i,m,b,b,a,k,e,n
n,a,o,h,h,l,l,f,j,a
o,h,e,j,d,c,k,o,d,g
c,o,o,f,o,o,c,o,o,o
b,e,j,g,h,j,l,e,c,i
a,a,l,m,h,o,f,l,j,d
j,k,e,k,a,i,l,i,h,k
i,a,g,g,m,b,k,i,n,g
j,g,m,c,o,d,c,g,c,a
i,g,e,f,k,d,b,o,n,a
c,j,f,c,m,l,d,b,c,g
c,b,n,o,c,a,g,n,m,g
d,n,m,d,n,l,b,g,f,g
l,i,j,l,n,h,n,k,i,i
n,e,a,l,j,j,d,l,k,e
b,k,j,c,j,c,k,g,h,o
d,f,e,k,i,g,k,f,g,b
f,c,f,e,c,g,b,i,j,e
h,i,k,l,l,a,k,b,e,g
f,j,g,c,m,a,h,h,c,i
n,a,a,g,b,m,k,f,c,f
d,l,c,j,h,b,d,j,i,a
n,k,l,d,a,n,n,f,a,k
i,m,b,i,l,d,h,h,m,a
j,j,b,k,f,c,k,g,k,f
m,d,d,h,l,g,n,b,m,k
l,j,n,b,b,a,j,n,b,a
o,d,f,h,h,b,a,b,f,k
g,n,b,b,i,k,h,n,n,h
b,m,i,c,f,j,j,c,o,b
m,g,e,d,l,b,h,d,l,a
i,j,n,n,o,a,j,l,h,b
o,k,l,m,c,d,l,h,j,g
a,h,k,k,m,a,i,d,l,g
i,d,a,k,k,i,a,f,m,d
b,n,a,c,k,o,i,i,e,k
m,c,e,i,f,a,k,k,i,k
i,l,b,j,j,o,k,h,l,j
h,j,i,e,a,f,m,b,d,e
e,e,e,m,k,b,g,c,l,a
b,f,o,c,e,e,j,d,b,n
g,h,d,l,j,i,j,m,n,d
b,h,g,j,k,k,l,a,m,g
i,c,d,c,k,m,b,l,g,g
g,h,n,g,h,f,g,a,i,k
a,o,k,e,k,o,l,j,e,m
k,h,h,n,k,d,g,f,h,g
e,l,i,m,c,k,e,a,m,h
h,k,b,l,n,f,i,b,m,a
a,d,f,i,j,j,k,a,h,e
o,o,k,h,n,n,j,c,f,a
j,a,c,a,o,b,m,d,o,m
f,k,k,d,m,m,f,l,g,e
g,h,e,j,g,d,d,b,b,c
c,o,k,o,l,m,d,h,j,n
c,f,j,f,e,m,h,j,a,h
n,n,c,n,f,h,i,j,m,g
o,l,l,c,e,c,m,d,g,f
b,m,a,j,f,d,e,b,o,m
h,a,m,k,n,k,d,e,c,f
f,h,d,h,m,g,e,a,a,b
h,f,c,j,e,c,i,f,m,j
b,b,f,f,d,i,b,f,g,h
g,g,m,a,n,a,e,b,l,f
j,c,n,o,n,m,j,k,f,e
o,l,n,l,o,a,b,f,l,j
h,n,i,l,d,a,b,n,d,f
i,g,h,a,n,k,i,c,o,c
o,m,j,f,l,d,o,n,b,d
a,g,g,n,b,k,e,a,o,h
e,m,f,o,l,f,l,g,a,m
g,n,m,g,c,f,m,n,j,a
f,e,o,f,i,g,e,k,b,j
f,j,m,n,m,f,l,c,j,l
m,b,b,a,o,i,k,g,g,h
b,l,b,j,a,f,l,m,a,k
f,h,o,n,c,k,o,o,d,f
f,n,e,d,d,g,g,l,d,f
l,h,m,m,k,a,i,e,m,j
o,b,h,n,b,l,d,c,m,a
a,e,g,o,g,f,f,b,c,i
o,e,c,i,j,b,e,j,f,j
c,e,n,d,d,g,n,h,g,g
k,e,f,o,o,b,k,l,h,n
a,h,n,b,a,c,k,k,d,k
n,o,c,n,m,c,a,b,c,n
d,b,k,o,j,b,j,j,o,d
b,a,m,l,i,l,b,g,l,k
i,m,k,l,c,g,o,n,i,o
b,m,o,f,c,a,h,m,m,h
i,n,l,k,j,h,l,d,f,n
m,f,b,o,b,i,a,k,n,i
m,a,k,b,g,m,k,g,b,c
e,i,k,c,j,l,j,g,o,c
i,k,k,d,n,j,f,b,j,i
o,h,m,i,e,n,g,g,k,d
