var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,i,d,t,a,f,c,e,k,q
b,n,d,a,d,p,b,j,o,c
c,g,r,j,n,o,b,s,o,f
g,g,s,t,d,o,n,p,k,i
r,r,a,g,s,r,e,b,f,s
b,m,l,d,e,k,h,s,p,b
j,n,k,e,h,r,q,g,e,r
h,r,t,r,a,n,p,o,o,d
a,g,n,k,i,e,n,q,q,l
q,s,h,p,l,a,p,t,d,n
a,o,l,o,m,t,d,n,j,g
h,r,f,b,r,q,g,o,b,b
o,i,e,f,b,i,a,a,p,t
o,k,e,k,k,b,s,d,e,k
p,i,s,n,h,k,p,p,c,m
o,j,o,i,b,f,h,a,h,e
r,o,c,r,p,m,q,q,a,h
j,n,i,t,j,q,q,d,l,j
m,b,s,l,f,q,t,m,j,p
h,m,b,g,h,l,j,f,k,n
s,o,e,r,n,o,e,t,b,q
t,l,q,q,g,m,c,j,e,t
j,l,b,q,i,a,m,h,t,s
d,e,t,c,b,m,q,o,g,l
s,s,l,j,d,o,t,q,s,r
h,a,g,b,q,d,j,a,b,j
i,m,f,d,g,o,k,r,o,q
e,e,n,p,d,c,f,e,n,o
e,t,h,h,q,d,k,m,n,l
p,o,d,m,t,q,o,r,k,q
f,e,a,d,q,q,t,r,n,e
i,i,e,b,p,f,g,p,k,m
t,h,o,h,p,o,k,j,e,n
f,o,p,d,a,n,q,t,q,j
q,l,o,o,h,b,a,p,o,i
i,j,k,d,i,l,m,d,l,m
q,d,f,e,l,i,o,j,b,c
a,n,s,s,n,p,j,g,s,c
t,r,c,d,a,j,o,a,h,h
h,h,k,a,q,d,m,g,c,q
i,o,i,g,m,n,a,j,c,e
r,e,o,a,b,h,g,b,b,l
h,l,t,h,l,b,m,o,g,b
q,p,m,g,q,l,f,m,f,m
a,e,n,a,m,e,k,g,a,a
l,a,a,e,a,r,b,s,f,r
n,t,n,p,l,o,q,a,t,p
l,s,g,h,i,m,p,o,o,e
b,b,c,h,q,c,t,s,o,d
d,g,m,t,d,a,o,q,e,q
c,o,a,d,e,j,f,g,n,n
e,m,g,a,h,d,p,m,p,b
d,g,m,f,s,j,s,f,s,i
q,m,k,h,q,c,q,f,e,b
s,p,s,a,a,c,j,e,i,a
s,q,d,e,h,l,g,e,q,s
e,q,g,q,e,s,k,h,e,o
o,c,t,e,g,g,g,o,o,t
d,k,e,k,i,i,t,b,n,l
s,k,s,q,i,b,r,h,b,l
a,e,q,d,q,k,o,m,q,b
h,d,f,f,h,l,o,a,g,j
a,k,j,l,d,j,s,j,e,j
q,h,l,a,c,s,j,l,j,b
s,g,s,b,m,q,e,e,r,l
n,l,s,p,s,m,g,e,p,s
a,f,r,g,n,e,e,c,r,i
a,p,n,r,c,q,k,o,b,j
k,h,e,p,b,j,i,f,h,d
c,r,a,g,d,t,m,j,c,c
j,d,l,k,o,g,f,s,s,p
d,t,t,b,r,m,i,c,e,j
c,p,f,e,l,b,p,j,l,o
q,p,d,t,q,m,h,m,p,f
n,s,h,k,e,j,b,s,n,h
h,p,o,h,b,o,t,i,a,a
b,i,d,c,q,a,e,a,a,r
h,l,g,r,c,j,s,m,s,n
b,o,p,o,h,a,b,j,o,h
e,l,d,t,g,h,b,q,p,p
g,n,t,r,a,k,m,h,d,o
p,q,e,f,r,k,e,a,p,t
t,i,a,q,j,o,d,b,g,p
t,a,e,i,a,l,d,o,h,q
j,p,n,f,h,l,o,l,e,q
f,o,d,m,s,a,k,f,q,g
s,i,l,m,t,k,c,s,q,n
l,g,q,h,f,l,r,t,c,p
t,p,s,r,i,g,k,g,m,d
c,t,b,h,q,m,p,o,s,e
o,t,f,d,c,c,f,q,j,e
p,o,k,o,m,o,k,q,q,f
m,l,b,s,d,a,l,g,d,i
d,o,k,a,h,t,o,d,e,p
i,l,d,o,f,r,f,i,s,c
t,r,p,l,q,h,l,h,n,i
h,s,m,e,i,r,f,c,o,o
l,j,l,c,d,c,d,j,i,i
m,o,t,j,d,o,e,i,q,h
t,l,c,t,a,b,s,q,h,a
f,t,l,n,q,k,d,e,s,t
p,o,l,l,p,k,t,m,d,q
k,t,j,c,j,n,m,e,e,d
h,n,t,h,l,a,r,o,d,s
e,q,j,f,n,o,q,s,b,l
n,t,m,b,t,i,t,i,k,s
g,o,m,m,i,r,q,h,e,n
t,f,b,f,n,q,l,r,j,k
f,l,t,s,o,m,k,s,l,m
g,q,o,q,c,s,j,c,r,b
c,o,k,q,r,l,a,t,e,e
p,d,e,q,s,r,k,s,r,m
i,j,l,a,q,o,e,f,c,l
i,l,m,d,d,o,d,s,p,e
q,f,p,d,h,e,c,i,o,j
p,t,b,p,o,j,d,r,h,h
h,h,s,e,h,l,c,s,s,k
q,q,d,f,p,l,k,f,l,r
g,p,f,g,s,n,s,h,d,b
p,l,c,d,h,l,k,t,o,r
g,l,a,l,e,o,t,q,g,h
