var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,t,i,t,j,g,d,a,l,p,n,a,c,r,b
i,e,g,e,e,b,a,p,b,k,e,q,b,n,p
g,a,f,q,p,k,s,p,i,f,o,c,i,h,p
r,s,n,t,r,d,p,s,s,k,t,j,o,m,i
i,b,j,l,g,d,k,a,l,m,m,l,l,b,s
i,c,e,o,n,m,d,b,e,o,q,i,g,f,h
d,a,p,d,o,q,i,h,t,l,s,o,q,o,e
j,b,a,d,t,e,e,j,e,g,a,a,b,p,n
l,b,s,f,o,r,g,q,n,r,e,j,d,t,i
j,m,p,k,b,q,f,m,m,j,k,p,e,n,s
a,o,e,s,f,k,i,f,a,h,m,g,r,e,r
d,b,h,m,b,j,h,t,k,t,r,p,m,l,o
o,a,n,p,c,b,p,c,p,c,k,a,l,f,l
o,g,l,f,i,s,c,c,t,s,l,g,s,o,t
c,t,t,n,n,m,f,s,h,o,j,q,p,f,p
o,s,c,s,c,a,t,h,l,b,p,a,q,g,p
h,b,b,f,a,k,i,q,s,c,p,i,g,j,a
a,l,g,t,h,j,i,o,r,n,j,r,m,s,d
f,j,f,r,b,j,o,d,k,s,e,s,t,f,f
j,f,s,e,g,e,t,p,m,j,s,p,b,d,e
f,o,r,d,c,f,k,a,r,p,o,l,f,n,p
a,f,m,q,l,i,h,r,t,a,m,f,c,j,t
g,f,n,n,o,o,l,n,e,m,a,b,q,o,k
q,e,h,n,c,f,p,n,n,r,g,g,f,c,d
q,p,e,q,r,b,o,q,s,l,a,e,q,c,t
o,a,l,m,b,i,t,q,s,q,g,g,r,j,g
e,h,o,o,l,k,n,q,d,a,m,m,c,l,i
k,e,d,k,l,p,h,a,p,h,q,q,c,i,i
n,c,e,p,d,c,k,d,q,r,n,o,f,p,m
c,o,e,e,s,j,e,t,o,t,t,r,k,e,c
i,i,j,o,n,n,o,f,n,i,i,n,b,b,h
e,t,s,p,a,a,s,d,o,o,o,j,a,i,h
g,n,c,n,a,k,e,r,k,g,i,n,o,h,i
a,o,k,s,j,n,j,r,g,q,r,i,k,l,p
j,a,c,k,d,q,h,s,n,d,n,p,q,a,g
f,g,g,o,o,a,f,s,k,o,r,e,d,t,p
j,g,s,l,b,s,q,r,j,n,k,s,p,n,s
l,l,t,t,p,b,d,h,c,k,j,l,m,s,j
g,b,s,n,j,t,a,c,j,c,r,q,m,c,p
j,n,p,c,b,k,l,f,h,p,a,t,f,o,m
q,o,g,j,c,k,r,r,j,b,a,f,f,p,m
l,e,c,l,q,o,m,k,d,r,e,r,m,a,k
d,h,t,n,d,s,l,i,i,t,c,h,r,i,n
j,k,n,f,b,o,q,m,l,o,r,m,k,r,k
l,b,i,n,d,g,n,m,p,h,a,l,c,q,p
l,j,n,l,j,d,s,c,l,l,g,f,i,f,j
g,c,d,k,b,k,i,r,e,s,l,b,a,m,i
s,m,i,j,o,i,f,j,i,b,b,p,a,p,h
i,o,m,p,n,q,b,e,l,g,t,g,r,f,c
q,d,s,q,e,q,a,l,t,n,l,c,i,r,t
i,o,b,s,n,t,q,d,r,r,e,p,r,f,t
k,h,l,c,d,b,h,d,f,c,e,f,r,d,c
q,a,s,b,g,t,c,p,e,d,r,k,c,i,n
f,h,c,k,g,p,i,d,d,t,c,m,j,e,o
n,i,f,s,p,p,h,a,r,k,e,p,f,b,c
g,c,i,q,h,h,h,a,g,m,r,c,c,t,g
k,b,d,c,o,g,e,n,t,i,b,d,s,n,r
o,i,t,d,t,f,s,j,p,p,s,j,c,s,g
q,q,h,l,s,l,s,k,q,t,j,q,o,h,o
g,p,f,n,c,s,m,r,q,r,s,l,a,e,f
l,e,l,o,i,t,a,g,g,t,m,e,k,c,n
d,g,h,b,d,l,a,a,s,p,f,a,r,s,k
l,n,o,o,b,t,m,r,s,q,o,i,o,i,a
i,n,e,d,e,g,t,b,s,t,i,k,j,s,h
g,a,e,m,e,j,j,a,r,i,p,r,n,b,k
k,q,f,k,g,i,h,d,d,d,j,s,h,t,e
l,o,p,j,b,m,k,m,g,d,c,s,q,c,a
q,k,r,d,e,j,s,j,c,q,k,n,c,i,t
i,n,r,n,c,j,b,p,j,g,k,h,b,i,a
a,b,j,m,g,j,l,r,h,k,c,e,r,o,s
j,g,e,f,t,f,m,m,c,s,r,p,l,t,k
g,a,t,m,q,b,b,m,t,q,g,q,j,n,r
a,e,h,l,b,l,k,r,n,i,f,b,q,q,h
i,p,d,t,m,o,d,r,k,f,f,k,p,e,k
n,j,a,f,n,l,s,b,q,c,n,r,n,g,s
d,r,f,p,c,k,o,e,d,e,b,q,o,s,k
i,t,i,r,h,q,s,c,h,t,l,q,l,r,n
d,f,e,d,e,e,c,d,j,f,b,g,d,t,o
c,o,s,i,d,a,d,p,q,c,n,t,g,q,n
k,f,g,t,m,o,h,t,f,s,i,g,n,f,c
r,l,t,d,s,m,i,a,m,i,g,r,c,a,i
c,d,r,b,q,b,k,a,r,t,m,f,l,i,n
b,t,g,c,o,k,j,c,i,s,l,o,c,s,s
b,o,e,s,j,r,j,c,c,f,j,r,l,a,c
i,i,d,b,d,b,t,q,t,i,g,d,a,e,k
m,o,f,s,g,q,n,a,i,h,m,i,f,o,n
g,t,e,e,s,f,e,g,g,j,g,o,s,h,j
r,a,m,p,r,i,d,l,j,s,k,r,r,p,f
b,a,d,b,c,a,g,h,m,g,b,l,g,s,s
s,r,h,p,p,e,f,b,r,b,b,e,s,n,l
o,q,g,o,e,k,q,c,k,l,q,s,b,h,q
j,n,p,i,f,k,r,d,g,f,l,f,h,h,a
a,a,d,r,r,q,r,m,m,c,f,o,b,c,s
q,o,p,f,n,r,a,d,t,s,o,j,h,c,d
s,h,h,j,p,d,q,h,s,o,b,h,h,j,d
b,j,c,g,b,o,l,n,q,d,l,g,k,o,r
