var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
j,k,a,e,l,h,s,r,m,f,o,b,n,i,m,l,k,e,m,r
q,i,h,c,b,f,t,j,k,m,h,i,n,l,j,d,r,p,f,j
q,d,i,c,i,i,b,p,e,f,o,e,j,d,n,s,g,l,r,g
r,d,i,e,b,j,l,n,p,m,j,t,n,h,n,s,l,h,l,r
g,j,q,k,t,f,n,m,o,f,t,r,r,r,q,m,s,e,o,e
g,a,c,l,j,a,d,a,a,g,d,n,n,i,q,s,t,m,n,h
i,m,d,e,f,e,h,g,t,r,k,d,o,c,p,t,r,r,q,l
q,j,b,t,i,p,c,h,p,n,l,c,n,f,i,h,l,a,e,p
c,j,q,i,f,t,t,h,q,b,o,t,a,a,n,i,c,q,d,q
q,b,d,h,k,n,e,c,g,h,f,r,n,s,g,j,i,s,d,l
j,a,k,n,l,l,h,l,f,h,k,f,b,j,l,o,c,l,a,g
i,j,j,j,o,c,k,a,t,q,d,l,k,g,q,a,n,k,p,m
j,d,o,m,q,s,f,o,c,p,o,k,r,f,e,s,r,b,d,a
j,s,r,q,n,e,p,o,t,t,b,f,b,p,d,b,h,l,o,j
a,k,k,g,j,a,e,c,s,c,l,d,c,n,q,o,r,p,m,d
j,n,a,p,q,s,q,h,s,k,q,g,o,o,g,c,i,d,i,i
n,l,a,t,s,e,h,h,p,o,k,n,i,l,k,g,p,m,n,t
a,q,h,i,m,c,q,a,j,e,r,g,l,d,n,h,l,m,d,h
n,f,k,b,i,t,b,l,n,q,h,h,n,n,c,m,t,j,g,k
q,m,c,i,t,k,q,p,g,a,d,l,a,e,f,i,l,o,r,k
a,s,g,f,l,g,n,k,e,d,o,g,e,s,g,s,d,a,r,a
h,m,o,c,k,o,k,j,q,p,g,b,a,g,d,r,m,j,k,j
h,m,p,r,f,d,q,i,a,s,l,i,f,c,h,g,n,o,c,m
p,i,d,r,q,o,p,k,d,k,e,f,a,j,e,b,d,k,h,t
p,l,n,c,g,k,i,c,a,c,o,s,e,j,d,r,l,e,d,k
j,h,s,j,k,l,p,k,m,c,o,r,d,l,q,i,p,i,b,p
f,q,g,l,r,o,a,m,e,s,g,m,h,g,n,k,t,j,r,c
f,s,f,h,l,h,r,r,i,e,k,d,g,d,t,s,i,i,m,t
a,a,a,a,h,r,n,f,p,f,m,k,a,f,e,g,m,h,r,l
c,p,i,i,c,c,o,n,j,e,j,q,e,e,p,o,g,j,b,a
g,c,q,g,j,j,i,b,o,j,c,c,n,r,s,k,i,o,t,i
f,k,g,q,s,s,b,t,j,g,o,t,l,m,s,l,b,l,o,j
j,i,a,i,s,o,a,r,i,n,s,c,h,d,n,c,i,m,s,h
q,p,l,f,l,k,h,k,q,c,k,d,e,g,g,a,t,h,b,b
j,m,r,h,e,n,f,t,d,e,m,i,t,b,q,f,l,l,i,j
e,s,d,k,c,f,e,t,d,g,a,a,a,a,g,g,i,j,r,l
p,s,o,d,k,e,r,j,a,k,f,o,n,l,f,p,c,a,a,d
q,q,k,e,i,l,p,k,r,m,c,a,k,g,p,q,c,c,g,l
d,j,o,f,b,m,q,d,s,o,f,d,k,j,g,i,g,a,n,h
q,o,d,s,p,i,o,k,s,d,n,s,m,p,e,g,q,s,r,h
f,j,h,k,p,a,s,j,s,k,l,q,f,f,e,j,q,p,d,h
d,i,a,g,b,d,r,n,h,b,m,g,k,b,h,q,h,a,i,l
i,e,q,r,l,e,m,b,l,q,n,d,d,i,i,s,r,i,o,g
a,l,d,s,d,d,r,c,o,j,k,m,i,b,g,g,a,q,m,e
t,m,d,s,e,j,a,n,s,h,o,s,t,b,g,d,n,q,g,p
c,r,g,q,l,e,b,o,o,r,e,q,j,q,t,i,t,m,r,g
a,a,f,h,k,i,h,c,a,i,f,i,l,h,n,r,t,m,d,e
k,b,o,c,f,o,e,s,l,k,k,d,l,f,s,i,n,e,p,e
g,i,t,i,d,n,m,q,m,n,j,f,d,n,p,r,d,a,e,p
s,h,o,m,n,n,t,k,t,e,b,d,j,t,t,b,g,e,o,q
o,c,n,m,j,m,m,k,b,b,h,s,f,l,b,g,t,j,n,d
g,l,r,s,b,f,s,f,h,o,h,q,e,i,p,c,i,h,i,e
p,d,e,t,i,f,j,p,a,j,f,d,h,b,i,i,s,t,m,i
q,b,a,n,h,h,b,c,f,g,n,m,n,m,a,o,j,f,i,l
a,c,l,c,d,h,g,m,q,e,c,b,f,n,p,l,b,l,g,t
h,g,b,j,i,f,k,q,s,i,i,e,a,a,q,h,d,d,p,m
p,j,f,s,b,a,a,i,t,j,k,e,q,i,l,h,n,l,m,o
j,c,k,c,f,r,a,s,c,k,r,q,r,i,q,n,d,s,k,l
p,f,q,d,b,p,s,n,n,q,m,k,h,d,e,j,j,q,f,m
h,l,l,k,o,e,g,h,e,j,i,r,l,e,q,e,f,j,i,l
t,i,r,l,n,m,t,d,q,h,g,a,e,l,k,s,j,c,d,l
i,s,o,t,o,f,j,o,o,m,p,b,d,q,j,l,j,c,p,l
t,o,s,g,k,m,m,j,o,c,o,n,h,d,k,e,s,g,j,a
j,o,c,s,b,j,q,r,h,q,g,o,q,q,s,e,h,h,n,d
h,s,t,j,e,i,j,m,b,b,h,b,m,i,h,m,t,a,e,l
a,f,t,h,t,o,h,f,e,t,p,h,g,a,f,m,j,l,h,j
t,m,q,k,b,a,n,c,q,t,n,h,o,j,k,f,h,m,r,a
p,t,p,f,b,c,a,g,e,c,f,c,n,j,p,n,h,q,p,d
h,f,g,r,l,a,m,k,m,q,r,n,g,e,g,n,r,m,p,l
r,j,q,k,g,n,b,j,s,m,n,a,d,g,b,e,e,f,n,l
p,s,r,q,r,h,g,c,o,l,a,l,a,a,r,p,c,b,g,i
h,d,k,g,o,o,m,c,t,c,e,d,q,o,g,f,k,j,d,r
q,o,j,f,k,e,m,j,d,j,n,r,n,o,e,p,h,a,d,l
j,l,s,e,h,o,r,j,a,o,p,p,a,e,b,e,h,b,i,i
a,i,m,q,j,m,b,r,n,k,k,l,e,o,m,h,c,j,c,l
i,s,l,a,q,k,i,c,e,f,k,d,q,o,h,i,h,d,q,i
q,f,b,b,h,n,a,o,s,r,b,d,r,f,q,h,e,d,d,p
i,m,r,f,b,k,n,f,h,f,k,f,a,g,g,s,j,o,p,i
b,p,p,o,e,h,r,s,l,o,m,s,i,c,n,c,b,h,b,k
g,m,q,e,h,d,s,l,h,f,c,d,m,r,p,a,o,l,i,q
r,q,k,f,l,a,l,m,g,j,e,i,t,b,n,s,j,o,k,r
g,c,g,t,o,o,n,c,h,q,g,k,a,k,i,r,a,f,m,j
l,k,q,s,i,i,j,o,l,e,r,k,t,d,o,d,s,f,b,c
q,r,g,p,l,e,j,o,r,f,r,b,a,b,p,o,n,h,h,n
g,e,n,t,d,k,b,h,t,d,e,j,l,s,h,p,s,c,l,k
o,p,l,c,e,n,a,p,r,b,g,i,f,s,b,a,j,q,i,n
h,k,c,i,o,b,l,r,q,a,e,k,n,d,t,c,j,i,d,f
r,e,o,a,d,o,l,k,s,t,p,g,d,f,e,t,o,h,h,h
l,c,t,t,o,j,n,c,c,n,k,i,n,j,b,b,i,j,l,k
t,g,f,a,i,p,e,r,s,k,k,a,b,d,e,m,l,g,p,k
j,f,e,l,c,i,r,h,i,k,t,h,n,d,n,g,t,q,d,m
q,s,d,o,p,i,s,d,q,f,l,q,g,f,g,s,l,t,n,q
o,b,g,b,g,n,s,r,g,t,k,k,a,o,r,m,d,o,d,i
p,p,a,s,e,t,t,f,s,l,o,e,g,d,r,i,s,a,d,d
k,i,i,l,i,b,r,q,q,g,k,p,g,l,r,m,o,g,d,g
q,r,a,g,e,p,o,l,k,t,n,f,e,p,q,f,l,j,r,i
i,l,e,s,f,b,r,c,s,d,a,e,d,j,i,n,s,m,h,k
g,d,l,j,g,h,j,l,l,t,j,g,b,n,k,h,l,o,s,j
e,o,k,q,t,o,n,h,q,l,k,t,a,j,o,g,r,n,j,o
t,m,n,s,l,e,p,a,h,f,k,a,d,f,q,c,i,a,o,d
a,c,c,n,j,k,j,m,r,p,b,p,m,a,m,k,l,o,n,g
p,s,p,k,s,a,h,k,g,k,i,r,n,p,i,f,b,q,l,l
i,g,s,f,l,a,o,m,t,k,o,d,l,j,p,i,c,c,k,c
i,q,k,s,l,c,c,s,g,b,e,g,t,a,k,c,s,c,o,d
t,h,k,r,i,i,c,e,k,b,l,e,r,b,b,g,d,m,m,o
q,s,g,j,c,q,s,l,j,i,d,s,n,n,g,l,l,f,t,c
g,m,o,i,r,b,b,k,t,f,p,a,k,r,q,a,r,h,j,e
o,a,t,d,l,c,s,b,f,p,n,s,q,a,s,m,k,a,k,j
g,m,r,i,r,o,n,k,q,g,s,p,r,e,e,s,s,m,o,g
i,s,a,r,j,j,q,k,b,c,f,f,e,l,m,t,e,b,a,p
r,o,d,k,n,r,b,k,t,k,a,c,f,j,g,a,m,s,r,i
b,s,g,r,r,t,a,r,b,g,o,o,b,a,i,h,n,f,t,e
s,b,g,s,o,e,f,p,r,h,h,f,f,d,q,r,b,c,j,i
