var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,t,i,e,j,m,d,a,g,p,e,a,b,d,h
j,e,g,q,r,b,a,p,b,k,e,q,b,n,d
j,m,f,q,p,k,t,p,e,f,k,c,i,h,p
r,s,n,t,r,r,p,s,s,k,t,j,o,m,o
h,l,j,l,g,h,k,d,l,m,m,l,q,b,a
d,c,h,o,n,m,d,b,e,o,g,i,q,f,h
t,s,a,t,o,m,i,h,t,l,c,m,q,q,m
j,b,o,e,p,e,i,g,e,g,a,a,b,p,n
l,b,a,f,o,a,g,q,k,r,o,j,q,t,n
j,m,a,k,b,q,f,m,m,p,k,p,e,n,p
a,o,t,o,a,k,i,f,a,h,m,g,r,e,d
d,o,h,m,q,j,h,k,m,t,h,p,g,l,o
o,a,a,p,c,b,p,c,p,c,o,a,l,d,l
h,q,k,f,i,s,c,o,t,f,l,g,s,o,t
c,t,t,n,n,m,f,s,e,q,h,q,p,n,g
o,s,c,s,q,i,f,q,p,b,p,p,q,c,p
h,b,d,f,a,k,p,q,s,c,b,i,f,j,d
a,f,g,t,h,j,i,a,n,j,i,r,g,e,d
h,j,f,r,p,j,o,d,q,s,e,s,t,l,m
j,h,s,e,i,e,t,p,m,j,h,p,b,b,k
i,b,r,d,c,f,k,l,r,p,g,l,k,n,b
a,f,m,q,l,k,h,r,t,a,m,i,p,j,p
t,e,k,n,o,o,t,n,e,m,a,h,q,o,k
q,e,h,o,c,i,p,l,n,g,g,g,n,c,c
m,p,i,q,r,f,t,q,s,l,i,o,k,c,t
d,a,o,i,q,q,p,q,a,q,h,j,r,j,g
e,h,f,a,l,k,n,l,b,d,m,m,r,b,i
e,e,d,k,l,n,q,a,e,h,q,q,c,c,j
t,k,e,p,m,c,k,d,q,b,n,o,d,p,m
c,o,e,e,s,j,l,t,o,t,t,f,k,r,c
i,i,j,o,n,o,e,i,n,b,i,h,b,b,h
e,t,d,m,a,a,s,s,o,o,i,j,a,e,h
g,e,c,e,h,r,e,h,k,g,d,p,o,h,i
a,o,k,k,k,e,i,i,g,q,r,n,k,l,p
j,f,c,k,d,g,h,h,b,n,n,p,r,s,g
f,e,g,a,g,h,f,s,n,o,r,e,s,g,p
h,g,d,l,b,a,a,r,n,k,k,s,r,n,m
l,l,t,t,p,b,d,h,i,k,j,l,m,s,j
g,b,s,n,j,t,t,g,i,c,r,q,m,c,p
j,n,t,c,m,r,l,f,h,p,a,i,n,o,m
q,o,n,j,f,c,p,r,j,o,r,f,l,a,m
q,q,c,l,q,o,o,j,f,r,t,r,m,a,k
d,h,j,i,b,s,l,i,n,t,r,g,r,d,f
j,p,n,f,i,p,q,m,l,s,r,m,k,r,k
k,e,i,k,d,g,n,h,p,j,i,t,r,q,p
a,j,q,l,j,s,s,d,l,l,g,f,q,f,j
