var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
j,k,b,i,l,s,s,r,m,d,m,b,n,t,m,l,k,k,m,r
q,q,b,c,b,l,t,j,k,m,k,d,n,s,g,d,r,r,f,n
i,d,i,c,i,i,b,r,e,f,f,e,j,d,g,t,g,l,f,g
r,t,i,e,g,m,f,t,p,m,j,t,h,h,n,s,l,k,l,r
n,l,q,d,t,b,n,g,o,i,t,n,o,r,q,m,m,e,o,e
r,f,j,l,j,a,d,r,b,g,h,n,s,o,s,s,m,q,n,h
i,k,d,e,f,n,h,g,t,r,o,a,o,t,e,t,r,r,q,b
q,j,m,t,i,k,c,s,a,e,l,c,n,f,i,b,g,g,e,p
t,b,i,k,f,t,t,h,r,a,h,t,b,a,k,i,e,q,c,r
q,b,m,h,k,n,e,a,g,a,f,r,s,s,g,g,h,s,l,b
s,p,k,o,p,t,h,b,f,h,g,f,d,j,l,o,g,l,a,g
i,j,j,j,o,c,k,a,t,q,r,l,l,g,a,a,n,k,p,m
h,d,r,t,e,s,f,s,c,l,o,b,r,f,o,l,r,b,d,m
j,f,r,q,n,e,p,q,t,l,b,f,b,i,d,t,h,l,o,j
a,k,k,r,j,a,e,t,s,d,c,d,c,n,g,c,g,p,m,d
p,n,a,p,o,s,e,j,o,k,j,g,o,b,c,c,i,b,i,e
n,j,n,t,s,e,h,h,p,o,o,p,i,l,p,g,l,m,r,t
s,k,h,e,p,c,h,a,b,a,r,g,l,l,r,h,l,m,m,h
n,r,n,b,o,t,c,f,n,l,h,h,p,g,e,m,t,i,g,k
q,g,e,q,e,k,q,p,b,a,d,l,a,e,f,i,l,b,h,k
m,j,g,f,q,g,n,k,b,i,o,g,f,b,g,l,d,a,r,p
s,m,k,c,a,o,k,j,t,p,g,b,c,l,d,r,m,g,s,j
r,m,t,r,f,d,o,i,a,o,j,p,o,a,h,g,n,o,c,m
p,i,j,r,q,g,f,s,d,r,e,f,f,n,p,r,d,k,f,t
h,l,n,c,f,g,i,h,p,r,t,n,o,j,d,f,b,e,c,d
j,t,r,j,o,l,f,h,r,c,e,f,f,l,q,p,p,j,b,n
f,e,s,l,m,i,h,h,e,t,g,m,h,g,n,k,e,f,r,i
f,f,f,h,c,n,r,n,a,m,k,d,t,k,m,c,i,r,r,t
d,g,c,a,h,r,n,f,p,b,m,k,f,a,e,g,m,h,t,l
b,p,d,i,c,i,o,n,j,e,j,q,e,k,p,r,g,k,c,b
g,c,q,l,j,e,i,b,o,k,c,p,n,r,s,k,i,p,t,n
f,k,e,b,b,s,b,i,d,g,o,t,l,k,s,q,i,l,o,k
h,o,a,r,m,i,c,i,i,a,c,c,h,d,n,c,l,a,s,h
s,p,l,b,l,k,h,j,q,m,s,d,e,g,g,a,t,h,b,b
b,t,a,h,e,o,f,g,d,t,m,l,t,b,d,b,p,h,c,j
e,k,n,k,c,o,e,s,d,g,a,a,a,k,g,g,b,j,r,b
n,s,f,d,k,e,t,j,t,m,f,h,c,s,f,p,c,a,l,d
g,q,b,e,i,i,f,g,r,m,c,a,k,q,t,g,c,c,p,l
d,t,o,l,l,m,r,d,m,o,n,d,k,j,g,j,g,e,b,h
a,o,d,s,p,r,o,g,s,d,n,n,f,p,e,a,l,h,g,q
f,p,i,k,p,r,s,j,s,k,l,q,f,b,e,j,q,t,f,h
d,d,a,d,b,d,g,n,e,b,h,g,k,b,h,p,h,d,p,q
i,e,b,o,c,e,o,i,d,q,c,p,d,i,b,s,q,i,o,e
q,l,d,k,f,d,r,c,o,j,k,m,e,t,g,j,a,b,m,e
t,q,f,k,k,j,a,n,c,h,l,k,t,c,g,j,e,q,g,e
c,r,t,d,c,e,b,r,o,r,e,q,j,t,t,c,t,m,r,g
h,k,f,h,k,i,h,a,a,r,b,i,c,h,n,r,t,m,t,b
k,b,o,k,f,o,e,s,k,i,m,d,l,f,s,i,d,d,p,e
g,i,t,c,d,n,n,q,o,n,j,a,f,n,p,b,d,i,e,p
p,h,e,m,n,n,t,k,t,d,b,e,j,h,t,l,c,e,o,q
o,p,n,l,j,m,r,c,b,k,j,s,f,p,g,g,b,p,r,r
g,h,r,s,e,f,e,f,h,m,m,q,o,i,p,q,i,h,f,n
p,d,i,t,t,m,p,d,a,c,a,d,t,j,g,f,h,s,m,o
q,e,a,h,t,h,b,o,f,f,n,m,g,e,h,k,j,f,f,c
a,b,l,c,c,h,e,m,j,m,c,b,f,r,b,l,o,l,j,t
h,g,b,j,m,f,s,m,s,i,i,e,p,a,e,j,d,n,j,m
