var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
e,j,c,f,h,i,g,e,b,b
j,f,c,j,f,f,f,b,d,d
h,g,a,f,h,f,b,e,d,a
h,e,e,d,f,f,j,g,a,h
g,f,g,b,d,h,b,b,c,e
e,j,g,h,c,f,f,j,b,e
j,j,f,a,a,e,a,j,e,c
h,e,a,b,g,e,c,d,a,i
a,f,a,a,c,i,j,f,f,j
i,j,f,c,a,d,e,d,c,d
h,f,d,d,e,e,a,g,h,d
e,e,d,f,j,d,b,c,h,a
h,b,a,h,b,i,i,j,b,f
e,d,j,d,j,i,a,b,e,e
d,g,i,f,j,c,i,c,i,e
c,f,i,f,f,e,j,f,e,g
e,g,i,e,h,i,i,i,b,h
h,e,f,i,j,h,a,h,g,d
d,j,i,c,j,e,f,b,c,d
i,f,b,d,b,f,d,c,d,f
i,h,d,h,d,f,i,g,g,h
h,d,e,e,a,j,a,c,c,g
i,e,g,d,h,e,d,f,d,i
e,i,f,h,h,i,a,d,a,h
g,h,f,h,f,d,h,j,h,g
f,h,g,b,h,f,i,i,e,h
e,g,e,b,f,h,a,a,c,h
a,d,f,i,g,h,j,g,f,d
b,e,h,g,d,e,c,f,h,b
f,f,a,h,c,e,a,e,h,f
e,d,b,b,e,e,e,c,a,h
g,f,c,h,d,j,f,f,d,d
f,h,i,f,h,j,a,d,c,h
j,f,f,c,g,a,e,j,c,h
h,h,a,h,f,e,h,i,g,h
c,h,a,b,a,a,c,d,j,d
f,i,j,c,d,a,j,f,c,b
j,j,f,c,f,e,i,e,c,i
d,e,g,i,e,b,h,d,f,a
h,d,i,i,g,c,h,d,e,i
h,f,b,f,h,e,j,h,i,c
j,h,d,d,h,i,j,g,e,j
g,i,g,f,j,b,b,i,b,i
f,i,a,h,b,e,h,e,f,e
g,b,g,h,i,b,c,g,g,b
i,i,j,d,f,a,e,a,g,a
h,d,e,g,j,a,j,j,a,g
d,e,h,f,i,a,j,f,h,f
g,f,h,a,e,b,b,i,g,g
f,f,a,j,h,g,h,c,e,h
a,a,f,g,h,h,d,j,e,g
a,g,i,c,g,h,g,a,d,e
b,e,h,c,g,e,e,i,g,i
d,e,d,h,h,f,b,d,c,h
a,f,f,f,f,g,f,i,f,f
d,f,i,d,j,a,e,g,b,d
a,e,b,g,e,c,h,i,e,f
g,d,f,j,f,h,h,j,j,g
g,a,i,b,g,f,h,j,j,b
c,h,d,h,i,e,h,f,b,h
i,j,f,f,f,d,c,b,e,b
e,c,h,d,h,i,b,g,g,a
d,i,j,e,e,h,b,i,i,a
d,d,a,a,h,j,g,c,i,g
e,j,j,g,c,c,b,c,g,e
e,g,e,h,d,f,h,a,c,b
i,i,h,a,j,j,e,d,b,d
g,g,a,f,h,i,c,c,e,g
b,b,g,g,c,g,i,h,f,g
i,f,h,d,d,f,e,a,e,d
b,i,d,h,f,i,f,e,e,c
d,j,i,c,g,f,e,d,g,j
h,i,j,b,g,f,b,b,a,b
j,f,f,e,d,e,e,e,d,d
h,d,a,h,f,c,g,f,b,d
b,i,e,f,i,h,c,d,b,b
b,d,i,j,c,j,b,i,b,d
b,e,j,h,e,e,b,j,i,g
c,i,j,j,f,i,j,d,c,h
a,j,f,d,c,b,d,a,h,g
h,f,i,d,d,i,f,a,a,h
d,h,d,h,d,h,a,h,b,i
h,b,e,a,h,a,b,g,a,h
b,d,b,c,d,g,e,d,j,b
b,j,f,a,g,i,c,f,b,a
e,d,g,b,f,i,g,e,e,c
d,e,f,j,a,c,a,h,h,h
a,e,f,e,c,f,d,d,b,e
i,e,i,i,j,e,i,c,h,f
b,i,a,h,f,c,d,f,d,f
a,f,f,c,h,j,h,e,b,d
h,j,e,e,h,f,e,h,c,d
g,g,b,h,j,a,f,d,e,d
d,a,i,i,j,b,i,i,d,b
b,f,a,d,f,i,h,d,i,d
i,e,b,b,f,g,i,c,g,b
c,d,e,e,j,j,h,c,c,h
b,e,i,c,b,j,h,c,c,j
i,j,i,a,e,f,b,e,g,e
c,e,i,f,h,i,g,e,i,b
d,i,e,i,c,f,e,j,h,j
f,h,h,d,i,f,b,e,h,h
i,f,c,i,d,b,i,e,i,h
g,e,f,c,h,a,e,h,i,d
h,f,f,f,h,b,h,e,f,d
