var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
a,e,a,c,a,b,b,i,d,i,c,c,i,i,g
h,d,f,j,j,h,d,g,a,d,j,i,c,a,e
g,f,e,d,j,h,e,i,c,g,g,a,a,f,e
j,a,c,f,j,g,i,h,e,b,e,h,b,e,d
f,d,g,g,g,h,e,f,f,f,f,i,f,c,f
a,d,b,f,c,h,e,c,d,f,h,a,e,b,g
h,g,b,d,b,e,c,b,j,e,i,d,f,d,b
b,e,b,g,e,j,d,i,e,b,h,i,g,e,a
d,d,i,h,g,f,i,i,c,b,f,i,i,e,h
b,b,g,j,b,j,f,e,b,a,h,c,a,b,e
d,d,d,b,c,j,j,f,e,d,a,j,i,d,f
a,h,a,g,g,f,e,a,h,g,i,d,i,b,h
h,g,c,e,h,c,i,b,c,h,f,c,f,e,i
a,c,b,b,i,c,i,g,i,f,i,c,j,c,b
b,f,i,i,b,j,h,a,f,f,i,i,b,g,a
d,d,g,c,c,j,i,j,d,a,h,a,i,b,e
c,f,e,d,b,a,c,i,c,a,h,c,e,b,i
j,h,c,h,c,g,g,b,a,j,b,b,g,i,e
g,h,j,b,i,g,e,g,a,g,f,d,e,b,e
a,e,j,j,i,h,g,a,g,e,f,f,j,a,h
b,e,d,h,c,e,f,d,g,a,g,b,i,e,j
h,i,j,d,f,d,a,a,f,c,e,e,j,h,a
d,d,h,d,f,a,g,d,g,j,f,j,b,a,d
a,d,d,j,g,c,i,d,g,a,d,a,i,j,d
a,i,j,b,i,f,a,e,e,h,g,i,g,b,j
e,d,b,d,f,f,h,g,d,a,c,f,c,d,d
a,e,b,j,i,e,c,d,h,a,b,c,h,g,j
g,c,j,h,h,f,e,h,c,d,a,j,d,f,h
i,h,j,c,g,j,d,j,h,i,a,d,b,f,b
e,j,f,e,d,j,c,g,h,h,i,d,f,a,g
j,j,j,f,c,f,i,a,e,e,h,i,g,i,j
e,d,g,j,a,b,i,g,g,d,c,j,f,j,b
e,e,i,d,d,f,c,d,i,h,b,j,g,a,j
i,b,c,c,c,f,i,e,b,a,g,f,g,j,e
b,h,f,e,j,i,g,b,a,a,c,a,f,b,g
d,e,j,j,b,f,b,f,f,d,d,a,j,e,h
e,f,g,i,a,f,i,d,g,i,j,f,h,f,d
h,e,e,i,j,f,j,i,b,g,d,h,i,f,d
