var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,t,i,e,j,a,n,a,h,p,s,a,b,r,b
j,l,c,q,r,b,a,r,b,k,e,q,b,n,l
j,a,f,q,p,k,s,b,i,f,k,c,i,q,p
r,s,n,t,e,r,p,s,s,k,t,j,o,m,i
h,b,j,l,g,d,k,n,l,m,m,l,l,b,g
i,c,e,o,n,m,d,o,e,o,g,i,e,f,h
d,a,p,d,o,e,i,h,s,l,q,e,q,o,m
t,b,a,d,p,g,e,j,e,g,a,a,b,c,n
l,b,q,f,o,r,g,q,g,a,b,j,d,t,n
j,m,a,k,b,q,f,m,m,j,k,p,e,n,p
a,o,e,e,f,k,i,f,a,h,m,g,r,e,r
d,b,h,m,q,j,h,t,k,t,h,p,m,l,o
o,a,a,p,c,a,p,c,p,s,k,j,l,f,l
h,m,i,f,i,s,c,c,e,f,l,g,s,d,t
m,t,t,n,n,m,f,s,h,p,h,q,p,f,p
o,s,c,s,q,a,t,q,l,b,p,p,q,g,q
h,b,b,f,a,s,i,q,s,c,p,i,g,j,a
a,m,g,t,h,j,i,a,r,s,j,r,g,s,d
h,q,f,r,p,j,e,d,m,s,e,s,t,l,m
j,f,s,e,g,j,t,p,m,j,h,p,b,d,e
k,b,r,d,p,c,k,l,d,p,i,r,k,n,p
g,f,m,q,l,i,h,r,k,a,m,i,c,l,p
g,f,k,n,o,o,q,n,e,c,h,b,q,d,l
q,e,h,n,c,i,p,l,n,r,m,g,f,c,c
m,p,e,q,h,e,o,q,s,l,q,j,k,c,t
d,a,l,m,b,i,t,q,s,q,h,g,r,j,g
e,h,j,o,l,j,n,q,d,e,m,m,r,l,i
k,e,d,k,r,p,q,a,e,g,q,q,h,i,b
p,k,e,p,m,c,k,d,q,r,n,o,f,p,m
c,o,e,p,s,j,l,t,o,t,i,f,k,e,c
i,i,j,o,m,o,o,i,a,i,i,h,b,b,h
e,t,r,p,a,a,s,s,o,o,o,j,a,i,h
g,n,c,e,h,i,e,f,k,g,i,p,o,h,i
k,o,k,s,j,e,j,r,g,q,b,i,k,l,p
j,r,c,k,d,s,p,s,n,t,n,p,q,a,g
f,c,g,l,b,a,f,s,n,o,r,e,d,t,p
h,g,m,l,b,s,a,r,e,k,k,s,b,n,m
j,l,t,t,p,b,t,h,c,k,i,l,m,s,j
p,b,d,n,g,t,q,c,f,c,r,q,m,c,p
j,m,p,c,f,r,l,f,h,p,o,t,o,o,m
q,o,g,j,f,e,r,r,j,b,a,f,f,p,m
l,e,c,l,q,o,h,k,f,r,e,r,m,a,k
d,h,j,p,d,s,l,i,i,t,i,h,r,d,n
j,e,n,f,f,o,q,m,l,o,q,m,k,e,k
