var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
j,k,b,e,l,s,d,m,d,d,m,b,t,t,m,l,k,r,q,r
q,i,h,c,g,l,t,c,k,m,h,d,n,s,g,o,r,p,d,i
h,d,e,c,i,i,b,r,l,f,o,e,j,c,g,s,g,l,r,g
r,t,i,e,g,q,l,t,p,m,j,t,h,h,n,s,l,k,l,r
n,q,q,d,t,b,n,n,o,i,t,r,o,r,q,m,m,e,o,e
g,a,c,l,j,a,d,r,a,g,t,n,s,n,s,s,m,q,n,t
i,b,d,f,f,n,h,g,t,r,i,k,o,p,e,t,o,r,q,b
q,j,m,f,r,q,c,h,a,n,l,c,n,f,i,n,k,e,e,p
t,j,t,q,f,t,l,h,q,b,k,t,a,a,i,s,i,g,o,i
q,b,d,h,k,n,e,a,g,a,f,l,s,s,g,q,i,s,c,b
s,a,c,p,s,l,h,b,f,h,g,f,d,e,l,o,r,l,a,k
i,j,j,j,o,c,k,l,i,q,a,l,k,g,a,n,n,k,f,m
j,d,i,i,q,l,f,o,c,s,f,t,r,n,o,l,r,b,t,a
j,f,r,q,n,e,p,o,t,t,b,f,b,i,d,t,h,l,o,p
b,k,k,r,j,a,e,t,s,g,l,d,c,n,g,o,r,p,p,g
m,n,a,p,q,s,g,o,j,k,q,b,o,o,j,c,i,i,i,e
n,j,n,q,s,e,h,h,p,o,s,n,i,l,k,g,p,m,r,t
l,q,h,e,m,c,h,a,b,e,r,g,l,d,r,h,l,m,m,s
e,r,l,b,i,c,c,l,n,q,h,h,p,n,c,m,t,i,g,k
q,m,e,i,t,k,q,p,g,a,d,c,a,i,f,i,p,o,r,k
e,s,g,f,i,g,n,k,b,d,o,g,f,s,g,l,d,a,j,j
s,m,o,c,a,o,k,j,t,p,g,n,a,l,g,r,m,g,h,j
c,m,i,r,f,d,r,i,a,a,l,p,o,p,h,g,n,d,c,m
p,i,j,r,q,o,p,s,d,b,e,f,f,j,p,l,d,a,c,t
p,l,c,c,g,q,i,h,p,r,l,n,o,j,d,f,b,e,b,d
j,d,r,j,k,l,q,g,p,c,d,f,d,l,q,i,p,i,b,a
f,e,s,l,a,i,a,h,e,s,g,e,m,g,n,q,t,k,o,c
f,i,f,h,t,h,r,f,i,k,t,d,g,k,n,s,i,r,i,t
d,n,c,a,h,r,n,f,n,q,m,k,a,f,e,g,m,h,t,i
b,p,c,a,c,c,o,l,j,q,j,q,e,e,p,o,s,k,r,b
g,c,q,l,h,q,i,b,n,k,m,p,n,r,s,h,t,e,t,r
f,k,e,a,s,s,b,i,j,g,o,t,l,k,s,q,b,l,o,j
h,o,a,r,s,o,a,j,i,n,s,l,h,d,n,c,e,a,o,h
s,p,p,f,l,k,j,j,q,c,s,n,e,g,g,a,f,h,g,b
b,m,a,h,e,n,f,t,d,q,m,l,o,b,q,b,f,l,i,j
e,s,n,l,f,f,e,t,d,g,a,a,a,k,g,g,b,j,r,c
n,s,f,d,k,e,r,j,a,m,f,h,c,s,e,p,c,a,a,d
q,q,k,e,i,l,g,g,r,m,c,r,k,q,t,q,o,c,a,l
d,j,e,r,l,m,r,o,m,o,f,d,k,j,g,j,g,e,b,h
a,o,d,s,p,t,o,g,s,d,o,n,m,p,e,g,l,h,g,q
p,p,i,k,q,a,r,j,m,k,l,q,f,f,e,j,q,t,p,h
t,i,a,d,b,d,g,n,e,b,m,g,k,b,h,g,h,d,p,q
i,e,q,a,e,e,o,b,d,q,c,p,d,k,c,r,r,i,o,e
q,t,i,q,p,d,r,i,o,g,a,m,e,t,h,k,a,b,q,e
n,p,b,s,k,j,a,i,s,a,l,k,t,c,g,j,e,q,g,p
c,r,i,d,l,e,b,o,o,r,e,q,j,t,t,j,t,m,r,g
h,a,f,h,k,i,h,a,a,j,b,i,l,h,n,f,t,d,t,m
k,b,o,k,f,o,e,s,l,i,m,l,l,f,s,i,d,e,s,e
g,i,o,l,d,n,m,q,m,n,j,f,m,n,p,b,d,i,e,p
s,i,g,m,b,n,t,k,t,e,b,e,h,b,d,k,g,e,o,q
o,c,n,p,j,m,r,d,b,b,h,n,l,n,b,g,t,j,m,r
m,e,r,s,i,e,p,f,h,o,m,q,o,i,p,c,i,h,q,e
p,d,e,t,t,k,r,r,a,j,a,o,t,j,s,i,h,s,o,o
q,g,a,h,c,h,h,i,e,q,s,m,q,m,a,o,j,f,g,s
a,c,l,p,i,h,e,m,b,m,h,b,f,r,b,l,f,l,j,t
h,a,b,c,m,f,g,m,s,i,i,e,p,a,e,j,d,n,j,m
m,o,f,s,f,j,c,i,t,j,k,t,q,o,l,h,t,l,m,t
j,c,k,a,r,r,b,s,k,s,r,t,r,q,q,n,d,s,o,l
p,f,f,d,c,p,b,n,n,b,r,e,h,d,g,s,j,l,f,m
h,l,l,r,o,e,a,j,e,j,i,r,l,e,c,a,f,k,r,e
t,i,r,l,n,m,t,d,q,q,g,a,c,f,a,r,j,c,n,t
i,n,j,t,e,t,t,f,p,m,p,b,g,q,h,o,m,c,p,s
t,o,s,l,g,m,g,j,t,c,o,n,h,k,k,g,d,g,j,n
n,o,c,s,b,j,q,g,j,q,c,o,p,q,s,e,h,i,s,d
h,o,l,p,b,c,j,s,b,c,p,g,m,r,h,r,t,a,e,l
a,f,t,h,t,a,k,f,k,i,r,h,g,a,f,m,r,f,t,j
t,q,i,k,i,a,n,c,b,t,n,h,o,j,k,f,h,e,r,a
p,t,g,f,b,o,a,a,d,c,f,c,t,k,d,n,k,q,p,e
n,o,g,r,q,a,m,g,m,n,f,p,b,k,g,n,e,m,p,r
r,j,q,m,g,k,t,j,s,m,n,a,d,p,b,e,e,f,n,f
c,s,c,q,r,g,r,r,r,l,a,l,r,a,t,k,q,i,g,t
h,b,k,j,o,l,m,c,t,c,e,d,q,o,g,f,k,d,m,r
s,t,j,d,k,j,r,j,d,j,p,i,o,o,s,b,d,a,d,l
m,l,f,e,h,k,d,f,i,f,p,t,c,e,g,e,h,b,k,q
a,r,m,q,j,m,b,r,n,o,m,l,m,o,b,h,g,p,c,l
i,e,l,a,q,k,i,q,e,s,k,d,h,o,p,d,p,d,q,b
q,k,b,b,m,n,a,o,o,r,b,d,g,t,k,k,h,d,o,p
i,m,r,f,b,n,p,f,h,f,l,f,a,a,l,s,d,o,q,t
b,p,p,o,e,n,l,p,n,o,m,s,i,c,h,c,a,g,k,f
q,m,b,e,h,d,c,l,h,l,c,f,m,n,p,l,o,l,a,q
r,q,k,f,c,a,o,n,g,j,e,i,t,b,n,p,j,o,a,s
b,h,g,h,o,l,n,m,m,q,g,q,r,k,i,r,m,f,m,p
l,k,i,s,i,i,j,o,l,l,b,k,g,q,b,g,t,f,n,a
l,p,c,p,l,t,j,o,r,f,r,e,a,b,p,e,n,h,h,m
g,e,f,t,e,g,q,k,t,j,e,j,l,e,h,p,s,b,l,s
o,p,l,p,t,n,a,s,f,j,g,i,f,s,i,c,j,l,c,e
h,k,c,i,c,g,c,d,q,a,e,k,o,d,t,c,s,i,h,p
k,e,o,a,d,n,g,k,m,d,g,g,a,f,c,l,d,f,h,g
l,d,f,t,q,s,r,g,g,n,k,r,i,g,b,b,i,j,i,p
k,g,t,a,i,k,e,r,b,k,k,a,b,d,o,q,t,g,h,k
j,f,h,l,b,i,r,h,i,k,t,h,n,d,j,g,o,q,d,m
q,o,d,o,p,s,a,d,q,f,b,q,o,d,g,s,f,t,q,q
s,b,f,b,g,n,s,g,g,o,k,k,n,o,b,m,l,d,j,i
p,p,d,q,j,t,t,f,t,l,o,t,g,d,r,o,s,a,d,b
k,e,j,l,i,b,r,q,r,m,k,p,b,l,r,m,o,g,a,b
l,r,a,g,e,d,o,i,n,t,b,b,e,p,l,f,l,j,r,i
i,t,i,d,f,b,r,c,k,d,s,e,t,j,i,n,k,g,g,a
k,d,c,h,g,h,j,l,o,j,j,g,s,d,k,h,e,k,s,b
e,o,h,j,t,q,n,q,q,l,k,t,e,p,o,g,r,n,c,o
l,m,n,e,l,e,g,a,m,s,k,c,l,r,s,n,i,d,o,k
o,c,c,n,j,b,j,m,r,p,t,p,m,a,g,o,t,o,n,g
