var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
e,b,c,g,b,i,a,d,e,g,e,g,g,a,c,e,c,i,j,e
b,f,f,i,h,h,c,c,h,e,g,b,c,e,i,i,e,e,j,g
i,c,e,j,i,h,i,d,i,b,j,g,d,a,g,c,g,c,a,h
c,a,c,b,h,i,j,a,i,h,h,c,b,i,a,c,i,j,f,g
c,f,d,h,j,h,i,c,d,f,b,c,j,c,b,h,b,j,a,c
e,f,b,b,g,h,i,j,e,f,d,g,e,f,d,f,j,g,j,f
b,a,a,j,e,g,g,g,b,e,g,e,j,h,e,j,j,j,c,d
g,j,b,e,j,g,c,j,i,c,d,j,i,b,f,h,h,a,f,d
h,f,f,c,e,d,g,i,j,c,e,b,d,i,j,j,h,b,i,b
g,a,c,h,e,d,b,e,f,b,d,h,d,f,e,i,e,e,d,h
j,a,j,f,i,c,e,f,g,d,c,j,g,h,b,d,g,a,b,j
c,e,g,b,a,d,i,h,g,b,a,d,h,b,j,d,f,b,g,c
j,a,f,b,d,e,h,e,h,j,g,h,j,i,h,b,f,g,d,h
e,i,a,f,c,f,h,c,h,f,a,h,i,c,e,a,g,f,c,c
i,g,i,h,j,j,f,h,b,f,b,b,i,d,f,a,g,f,a,a
j,f,d,g,i,g,h,i,a,h,b,j,g,j,f,a,h,f,g,j
f,c,i,j,b,i,g,d,h,h,g,h,j,j,c,b,e,i,h,d
d,e,a,c,c,a,j,i,h,j,i,j,c,h,g,f,j,g,h,j
i,a,i,f,c,j,a,c,h,g,b,e,e,e,g,g,h,e,c,a
g,j,a,i,c,a,d,h,a,e,c,a,j,j,j,h,f,f,e,b
g,j,j,c,f,a,f,a,e,b,g,f,g,i,a,i,a,i,e,c
c,h,i,d,c,f,j,h,f,i,i,j,i,b,f,g,e,c,b,e
f,e,i,j,j,g,d,i,a,j,e,i,b,h,f,j,f,h,d,h
e,d,e,g,a,e,a,b,i,b,f,g,g,g,e,b,d,g,a,e
e,c,a,f,c,d,j,e,i,i,j,d,c,f,d,h,c,j,c,i
h,f,b,e,b,d,f,c,c,a,e,a,h,a,a,a,c,b,i,e
e,a,h,e,h,a,g,b,g,h,i,h,e,d,d,j,g,d,c,g
i,i,i,c,j,a,h,a,j,d,g,j,f,b,j,a,b,g,i,f
a,h,d,c,a,a,c,i,i,g,c,e,g,j,e,a,e,d,j,a
f,g,f,b,g,g,j,c,g,a,a,e,j,d,c,g,a,e,g,a
e,a,a,h,i,g,b,i,i,e,e,j,c,j,d,e,j,j,g,d
g,c,c,b,f,f,h,c,i,d,e,j,a,g,g,b,e,c,i,e
h,a,i,f,g,f,g,a,h,a,g,g,f,e,d,a,h,i,f,f
g,j,c,h,i,d,i,e,f,h,j,a,i,g,g,d,h,d,d,j
f,f,f,b,h,f,j,g,h,h,e,g,j,f,c,j,j,d,e,c
e,j,f,e,e,b,c,f,d,j,f,g,i,i,j,h,f,d,j,e
h,g,d,h,f,b,h,f,d,g,g,g,e,a,a,h,c,b,i,i
h,a,e,h,g,j,e,d,a,c,f,c,g,a,c,e,d,g,a,i
i,a,g,e,i,c,j,f,j,e,h,d,c,d,e,c,h,c,e,h
e,i,c,c,c,j,j,i,c,j,a,g,e,g,d,e,f,j,e,g
c,f,i,g,i,g,a,i,i,e,h,e,b,a,c,e,i,h,j,e
b,j,f,e,b,i,h,a,d,c,b,f,d,a,h,c,f,g,h,i
g,b,b,e,j,c,i,g,a,h,d,f,b,f,i,g,g,e,h,c
h,d,d,i,d,g,f,g,j,f,h,d,i,i,a,f,b,h,f,e
c,a,b,f,b,f,c,b,e,a,b,h,i,j,h,b,g,c,f,e
j,d,d,c,h,b,f,b,h,a,c,i,b,j,b,f,b,i,i,j
d,i,e,d,h,b,c,i,i,i,d,g,c,f,f,h,b,e,a,d
i,g,f,j,a,g,h,a,j,a,b,a,f,g,h,c,d,g,c,a
d,b,d,a,i,c,i,g,h,h,g,h,e,e,g,d,a,b,b,h
h,f,d,i,c,i,g,h,i,c,b,g,f,c,g,j,h,j,c,f
e,a,e,h,j,a,d,e,c,d,g,a,c,c,i,f,a,g,d,i
e,d,b,i,j,f,f,e,a,a,e,j,h,i,g,e,h,a,g,h
a,e,g,b,j,g,a,g,h,j,g,e,c,h,h,f,i,b,h,j
i,a,h,b,b,h,i,d,j,e,f,e,c,a,g,e,b,d,i,f
e,f,e,e,j,i,a,g,j,a,b,e,i,d,c,g,c,h,g,e
c,f,i,a,c,b,c,b,i,f,g,h,f,e,c,i,d,a,f,c
g,a,a,g,i,i,j,b,c,f,f,g,g,a,c,a,c,a,g,i
f,i,i,i,c,a,j,c,c,h,i,a,d,e,c,g,h,d,a,h
a,j,d,e,i,h,j,j,d,g,g,i,d,c,a,b,j,a,e,h
j,f,j,f,i,g,j,a,e,h,f,b,b,d,c,h,b,c,a,i
j,a,d,c,b,d,i,c,c,g,g,b,e,b,h,e,c,j,g,c
h,b,g,f,e,e,i,a,i,b,j,a,c,g,f,d,f,e,h,a
g,d,d,j,g,b,j,h,b,d,e,d,j,c,e,a,e,h,e,j
i,i,f,a,i,f,a,d,f,j,c,c,e,e,b,d,d,g,g,a
f,a,c,f,g,j,c,h,h,e,g,e,e,a,j,a,e,c,a,g
e,a,e,b,f,h,j,f,f,g,i,i,g,j,a,e,d,a,e,c
g,g,g,a,a,c,b,j,e,d,c,c,a,j,g,a,e,b,d,b
c,e,j,e,b,d,h,j,c,i,j,i,i,d,h,a,g,c,f,h
a,h,b,i,c,i,a,d,j,e,b,d,b,g,e,c,e,c,e,c
d,f,c,f,f,d,f,b,c,d,b,d,h,j,e,b,i,d,a,a
i,i,a,j,g,e,b,d,j,e,e,g,e,g,e,h,e,a,e,d
b,f,h,h,a,e,i,j,h,c,h,d,b,b,e,f,c,i,g,b
d,d,g,h,j,h,a,c,i,g,i,c,i,e,d,f,g,d,e,f
e,f,h,f,c,h,b,d,a,h,e,g,b,g,i,g,b,a,f,b
h,h,f,b,f,b,f,a,d,d,g,f,c,j,j,e,a,i,i,g
d,b,g,j,a,i,c,j,j,g,c,d,i,d,e,b,j,e,f,j
c,i,i,i,g,f,c,c,e,d,h,h,i,b,i,h,f,b,f,g
h,e,b,g,i,a,i,e,b,i,d,e,j,e,c,b,h,g,g,h
i,f,c,f,d,c,a,j,b,h,f,d,j,b,h,a,g,f,j,j
f,a,a,f,i,c,d,b,a,i,g,e,b,g,e,d,a,i,b,c
d,c,i,f,b,e,a,g,i,h,g,i,i,h,b,d,f,h,b,i
i,j,j,g,h,a,g,i,d,j,g,b,h,g,a,i,a,e,h,a
d,h,e,c,b,f,d,a,a,h,g,h,b,h,j,h,i,f,b,c
a,i,i,h,f,c,b,j,f,g,c,f,a,c,e,d,g,h,j,d
a,j,g,a,f,e,j,g,e,b,i,e,d,a,f,b,b,f,e,b
