var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,d,i,g,j,l,a,k,f,l,d,h,i
e,d,c,d,i,i,l,a,o,d,o,d,a,i,f
f,e,g,b,b,m,n,l,m,c,g,k,a,g,i
n,e,i,l,f,f,d,o,n,h,a,n,n,f,j
e,c,j,h,i,n,a,g,j,g,e,o,i,h,k
c,d,d,c,c,i,f,g,o,a,g,h,b,i,g
o,i,n,i,g,n,e,b,o,k,k,f,l,g,d
i,d,a,e,i,l,l,l,d,f,d,f,o,h,k
h,c,d,d,i,h,n,l,o,e,j,a,g,o,e
h,f,l,a,n,j,d,b,k,h,c,b,k,g,h
i,g,d,m,e,k,n,l,a,h,b,k,k,i,c
a,o,d,l,l,i,h,f,j,k,a,j,g,d,g
n,j,o,n,n,c,e,k,n,e,g,a,j,l,i
l,d,h,m,o,i,l,b,e,c,m,a,i,e,n
e,i,k,g,m,d,o,g,f,e,m,g,f,k,d
n,c,c,d,e,a,g,e,h,i,l,o,a,i,l
b,g,d,c,b,f,o,f,j,c,i,n,i,n,f
c,c,f,e,g,b,h,b,d,h,g,g,l,j,g
a,i,a,c,i,k,m,e,d,m,i,c,o,e,e
c,f,j,j,e,i,b,m,b,d,l,f,o,f,a
j,m,m,f,g,l,i,m,c,o,j,b,n,m,h
c,h,n,f,g,j,b,k,j,e,h,a,c,c,b
c,g,m,f,a,a,l,g,n,k,b,h,j,i,d
e,f,f,j,a,h,h,g,g,g,g,n,f,c,d
k,j,d,g,e,k,j,m,b,m,l,n,g,h,l
i,n,b,e,l,f,b,d,d,l,k,a,d,h,n
j,f,a,l,b,l,k,g,b,j,f,k,k,l,a
g,k,a,g,c,f,f,c,o,j,o,h,e,c,l
o,g,o,c,a,o,e,g,m,o,h,l,h,b,c
g,g,m,k,a,j,b,k,l,h,l,d,b,j,c
i,n,f,h,i,d,h,o,m,c,g,i,g,a,g
m,l,h,c,n,i,j,c,c,h,j,k,g,m,m
k,b,f,o,a,d,b,m,b,m,c,g,n,k,g
n,k,o,l,j,d,k,a,j,b,a,g,h,j,b
b,m,h,o,d,a,c,g,d,n,f,i,n,e,c
h,j,j,j,i,i,c,b,j,i,d,n,k,j,a
b,i,i,k,n,k,c,j,f,o,h,l,n,c,l
o,a,a,o,l,i,c,f,e,h,f,i,g,n,i
c,l,h,b,h,j,l,g,g,k,j,h,j,h,l
e,j,n,f,l,g,n,f,k,e,e,k,a,i,b
i,o,l,b,c,d,b,a,g,f,f,m,n,n,b
f,h,m,i,f,l,k,m,l,f,d,d,i,h,h
n,l,f,f,i,c,k,j,b,o,i,n,c,m,j
o,l,j,j,l,i,b,b,e,l,k,l,i,h,m
o,k,f,h,g,l,m,f,e,k,i,b,l,g,i
o,d,k,j,e,l,j,j,k,j,o,a,b,m,o
j,m,b,b,l,o,g,h,l,b,g,i,b,o,e
l,n,c,j,i,m,f,n,k,f,a,b,o,d,m
d,h,a,g,n,d,j,f,f,a,n,h,k,m,d
c,e,c,e,d,i,h,d,e,j,b,a,f,k,i
d,n,j,o,f,b,i,i,j,k,g,n,a,o,b
c,g,e,o,i,n,m,k,h,o,c,i,b,c,j
n,a,l,a,m,l,f,j,i,i,j,k,d,j,h
a,g,n,o,f,g,b,j,h,a,j,e,g,f,g
n,o,d,f,d,i,k,e,l,f,g,l,e,l,l
a,o,l,e,o,i,o,f,h,f,f,n,g,o,n
h,b,f,m,b,i,l,g,o,c,d,g,c,m,a
h,d,k,g,g,i,h,a,g,m,l,j,f,h,b
c,i,i,m,d,j,n,e,k,a,j,k,n,c,k
a,i,j,i,j,l,d,h,j,b,m,d,i,a,d
l,n,d,i,e,l,b,g,i,o,g,j,b,j,g
m,l,c,g,e,d,j,j,i,l,d,k,k,c,b
c,a,l,a,h,f,j,n,f,g,g,k,l,f,m
f,f,f,l,g,f,o,j,b,n,c,d,h,m,n
i,j,m,i,b,k,d,o,l,a,e,b,b,m,h
f,m,g,g,i,k,c,k,o,k,k,e,i,m,j
l,g,d,m,l,l,b,n,o,c,f,b,i,b,l
c,m,o,g,d,l,l,i,e,f,k,d,g,o,k
l,j,a,m,m,g,i,n,e,i,d,h,a,h,f
a,c,e,h,b,i,c,k,g,e,h,c,g,f,e
n,b,e,a,j,d,h,e,d,c,o,k,h,d,i
b,k,h,l,b,f,d,h,c,o,h,b,o,i,d
j,b,k,k,l,k,e,o,k,a,b,m,o,f,d
d,k,a,j,i,c,g,g,k,e,o,m,b,k,o
c,i,e,k,h,n,c,a,h,e,d,l,l,k,a
m,c,b,h,j,b,e,c,e,g,c,b,e,k,f
b,o,k,m,i,m,c,o,m,f,h,o,m,n,f
a,h,k,i,n,o,e,m,i,g,m,h,m,e,c
o,l,a,b,g,i,f,e,b,n,j,o,b,i,k
o,f,d,a,f,k,n,o,m,l,j,k,g,a,h
a,k,d,a,o,l,g,n,g,o,h,m,c,c,n
m,i,d,f,m,h,h,j,l,c,c,f,h,m,k
b,f,l,h,j,k,k,b,j,i,a,i,e,l,f
a,m,e,i,i,j,j,k,m,d,m,n,e,g,l
b,b,b,l,m,e,b,g,c,n,h,o,c,f,j
g,m,c,b,o,c,h,k,m,f,c,a,e,n,c
