var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
f,k,l,m,m,l,g,n,d,a,o,d,a,o,c,h,k,d,o,n
e,n,b,b,a,i,l,g,f,h,j,f,k,o,e,i,i,f,l,n
b,i,g,b,g,o,a,h,c,o,e,g,k,g,l,k,j,a,n,j
a,i,f,a,e,e,f,e,g,l,m,i,h,m,m,f,f,i,a,m
g,g,j,l,a,m,j,j,e,j,n,b,o,j,h,c,d,g,b,i
i,n,d,d,n,m,i,j,i,d,d,k,i,g,o,g,o,a,b,n
h,c,k,i,h,l,n,m,a,c,i,e,f,e,f,j,a,l,m,k
a,j,d,h,a,j,l,b,l,m,g,e,g,o,k,h,m,l,n,j
o,n,h,b,a,k,a,h,f,b,g,n,n,d,h,d,f,o,i,d
o,h,h,c,i,b,f,m,m,l,i,j,e,c,g,a,m,g,j,h
e,d,d,o,g,l,f,k,g,l,f,d,h,g,b,m,j,l,j,o
c,m,d,m,h,i,h,o,e,o,m,e,n,j,i,i,n,m,d,j
a,a,l,b,i,g,g,h,g,b,d,n,m,a,c,b,g,d,b,h
n,e,d,o,c,i,l,c,n,o,e,n,o,k,l,c,c,d,b,o
g,j,o,f,k,e,c,f,i,b,e,h,b,b,a,n,n,f,b,l
a,g,l,b,e,d,e,d,b,f,l,b,k,g,e,m,l,i,l,k
f,d,d,e,g,h,k,b,e,o,b,h,n,e,d,l,h,h,g,h
i,i,g,h,h,l,m,b,l,l,d,f,f,l,o,i,f,l,e,f
c,c,e,e,a,i,d,d,l,m,g,l,g,k,h,c,k,e,n,i
i,h,n,n,h,i,b,k,o,h,l,e,g,m,f,e,c,j,o,c
f,e,l,c,h,j,o,k,j,g,k,j,h,h,h,d,f,n,g,j
i,h,d,c,h,k,b,h,e,b,i,g,l,i,f,a,d,h,a,e
i,d,m,c,j,d,l,b,g,k,h,g,m,g,a,g,m,m,h,l
m,h,d,b,j,k,h,f,a,d,n,j,f,i,k,h,c,f,n,n
j,o,d,k,d,l,g,k,o,f,l,l,n,a,e,g,n,n,o,n
e,o,a,o,h,h,n,g,l,l,j,n,b,l,l,a,n,f,l,g
b,h,e,a,g,j,a,j,o,i,o,d,e,a,j,c,j,h,o,e
h,j,e,b,n,h,b,l,f,d,j,g,j,i,e,g,f,a,e,b
n,d,l,e,j,n,a,j,c,n,n,c,d,b,e,g,m,f,i,d
l,d,m,n,j,c,b,h,k,l,l,f,i,l,f,i,i,e,d,m
e,o,e,d,a,b,h,f,c,k,d,a,e,o,o,h,a,b,o,m
k,k,c,m,g,i,g,l,j,l,j,d,n,h,n,l,n,k,k,c
j,b,i,n,j,e,o,k,o,n,h,h,f,j,o,l,f,k,i,c
a,d,l,a,l,n,a,a,e,g,m,h,d,l,f,a,c,e,o,h
f,e,c,g,f,d,k,k,l,j,o,a,g,l,b,d,l,b,k,c
o,a,j,g,a,i,k,c,e,f,g,i,b,e,j,i,l,c,k,c
f,e,d,n,i,l,k,i,i,k,i,c,i,i,e,f,o,m,l,n
f,f,k,l,o,o,k,o,n,l,n,a,i,e,c,a,d,m,a,g
i,l,c,l,m,c,d,j,a,k,k,g,m,i,e,f,k,e,d,l
g,n,k,c,i,o,m,o,m,b,n,d,k,g,h,a,f,g,k,h
e,m,h,j,j,e,b,a,o,m,o,k,h,e,f,a,c,m,j,m
n,l,m,i,e,j,a,k,o,m,g,f,o,o,g,b,n,h,b,b
a,k,h,c,a,g,a,i,o,j,b,i,h,h,m,i,c,m,c,l
d,j,j,g,j,i,c,m,n,c,c,c,o,o,n,h,a,b,m,f
d,j,i,d,h,g,d,o,b,a,b,j,f,n,c,o,a,c,g,b
o,n,l,g,m,j,g,c,m,i,j,n,i,j,i,a,a,o,h,n
d,e,a,j,o,n,e,c,k,g,d,a,i,c,h,n,i,g,b,n
o,d,h,g,a,b,i,e,m,m,m,j,g,j,n,e,n,h,f,f
m,l,g,k,i,e,g,o,j,d,a,g,c,a,d,i,m,o,l,m
i,i,j,h,f,c,a,g,b,i,f,n,b,l,c,n,n,f,d,i
