var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
a,b,d,c,h,d,b,i,d,i,i,a,i,f,g
h,j,f,j,j,h,a,g,a,c,j,i,g,a,e
d,f,e,d,j,h,e,i,e,g,g,a,a,f,e
f,a,c,b,g,g,a,h,e,j,e,i,b,e,d
f,j,g,f,a,e,e,g,f,f,a,h,f,c,f
a,d,b,j,c,h,e,f,f,f,h,a,h,b,j
h,g,j,d,b,j,c,b,j,e,i,d,f,d,b
b,h,c,d,e,j,d,f,e,b,h,e,c,c,a
e,d,f,h,b,f,i,f,c,b,c,i,c,e,h
b,g,c,i,b,j,f,i,g,g,h,c,a,j,d
d,d,d,b,c,i,j,f,e,d,a,e,i,d,f
a,h,a,e,g,f,e,a,h,g,i,d,h,d,h
d,g,j,e,h,c,i,e,d,i,a,c,d,e,i
a,c,b,b,i,b,i,g,a,f,i,c,j,c,b
g,j,i,i,i,g,h,a,j,f,i,i,b,g,c
d,h,c,c,c,j,i,a,g,c,i,e,i,a,e
c,e,i,d,f,a,c,i,a,a,j,c,f,i,g
j,h,j,h,c,e,i,f,a,j,b,e,g,d,e
g,g,i,b,h,g,b,g,a,g,f,d,e,b,e
b,e,j,j,i,h,g,a,g,d,a,f,f,a,h
b,e,d,h,a,e,f,d,d,e,j,b,i,e,i
j,c,a,d,f,e,a,a,b,c,b,e,j,h,a
e,h,i,d,e,j,g,e,g,j,c,j,b,d,e
a,a,d,a,g,c,i,d,g,g,d,a,i,j,b
a,i,a,c,i,f,a,e,e,c,g,b,g,b,j
e,d,b,g,h,h,h,i,i,h,c,f,c,f,h
e,f,h,g,j,e,c,d,h,a,b,b,h,g,j
g,c,j,h,h,e,i,h,c,d,a,e,d,h,h
i,f,j,h,g,e,d,j,h,i,a,d,b,i,b
e,j,f,c,d,b,c,g,h,h,i,d,f,i,g
a,g,j,f,c,b,f,a,e,j,c,e,g,i,j
f,f,c,e,a,b,i,a,h,d,c,e,e,j,e
e,e,i,d,d,d,c,h,a,h,j,a,b,a,j
c,b,c,f,c,f,i,e,b,a,g,f,g,j,e
b,h,f,e,j,b,a,b,a,a,c,a,f,b,g
c,e,f,g,g,d,d,f,f,j,d,a,j,e,h
e,f,g,c,a,d,i,f,f,i,j,a,h,f,d
h,e,i,i,d,i,j,i,i,g,d,h,i,f,g
h,h,a,g,c,i,a,f,c,e,a,g,g,g,e
j,c,c,h,c,g,a,j,i,j,i,a,h,j,j
f,d,i,c,c,d,i,a,e,e,d,d,b,f,g
h,e,f,g,f,b,i,h,f,b,f,b,a,f,i
f,b,b,b,a,i,e,b,g,j,h,e,b,b,c
e,c,g,j,h,j,h,f,c,f,h,d,g,h,d
f,h,b,d,g,i,d,h,f,f,f,h,g,i,c
d,a,c,h,g,d,h,d,a,f,a,j,b,i,f
j,c,e,a,j,d,d,e,e,c,h,a,g,b,a
c,j,e,c,g,d,i,h,c,h,f,f,c,j,i
f,b,g,f,c,d,e,b,a,a,j,c,h,a,e
e,d,a,j,j,a,c,h,e,d,f,a,d,c,e
a,c,c,a,e,e,g,e,i,d,j,f,g,c,c
c,a,b,j,e,b,c,e,g,h,c,d,d,e,b
i,h,a,i,e,j,d,h,a,b,h,c,a,d,c
g,h,d,e,b,h,e,i,c,e,d,i,g,f,g
c,d,e,g,e,a,b,f,c,h,f,d,j,g,g
g,d,i,c,i,d,d,h,e,f,j,c,i,a,g
b,h,d,c,c,a,a,i,i,h,d,i,i,f,g
i,c,i,j,c,e,b,h,i,a,b,f,a,a,g
i,e,b,g,c,h,i,c,f,e,b,a,a,c,d
d,d,d,b,c,j,a,h,d,a,d,f,b,f,g
d,g,h,c,b,f,e,g,i,i,i,i,h,h,i
e,b,a,b,b,c,e,h,h,g,a,f,e,j,a
b,a,j,d,b,d,i,a,h,d,c,g,c,c,b
g,c,f,b,b,b,a,i,b,j,a,h,h,a,g
f,g,c,b,d,g,d,a,a,e,b,d,h,f,h
a,f,c,e,a,h,d,f,b,i,b,j,g,f,d
b,e,a,f,i,i,f,h,d,d,a,h,e,a,i
f,h,d,g,c,c,i,c,i,c,i,j,d,i,j
i,i,b,j,c,a,b,f,c,e,b,j,b,j,b
j,d,a,b,a,d,h,d,i,d,a,a,c,i,b
a,h,d,d,d,c,i,i,c,e,c,a,h,j,b
h,c,d,i,g,c,e,c,a,b,e,g,b,h,b
e,c,a,b,e,a,b,g,i,i,b,h,a,a,j
d,d,h,d,h,h,f,i,g,d,c,e,b,j,d
j,e,f,e,a,d,h,h,f,d,g,b,g,i,h
i,c,a,d,g,e,d,c,c,i,i,g,d,g,b
f,c,i,j,d,b,d,g,d,d,e,c,j,h,c
b,h,c,c,c,e,i,e,j,c,h,c,f,a,g
g,h,c,b,h,i,b,c,i,a,d,f,f,h,b
c,g,j,b,c,i,g,d,g,c,b,d,b,j,b
j,f,g,b,j,c,b,b,e,a,a,g,j,d,f
g,e,d,c,e,e,c,j,f,j,i,c,c,j,d
j,i,e,b,f,d,e,h,g,a,j,c,b,d,h
j,c,b,i,a,c,f,f,b,i,a,b,b,j,b
i,e,a,f,a,c,a,b,d,g,b,d,d,f,a
b,c,a,g,j,c,h,i,g,e,a,a,b,e,a
g,e,h,j,b,h,c,f,i,j,a,e,j,a,d
c,h,f,g,d,h,e,d,f,g,a,d,a,a,e
e,h,b,b,h,c,d,a,h,h,i,j,e,c,j
j,a,f,e,i,f,g,f,g,f,c,i,g,g,j
b,d,f,c,b,b,i,i,d,f,b,j,d,d,j
j,g,e,d,f,b,f,f,c,e,h,h,h,b,h
f,f,b,e,i,d,b,a,i,c,j,j,b,g,j
c,j,f,d,i,i,g,b,g,i,b,i,j,d,h
i,b,b,b,b,i,a,g,a,j,h,c,a,b,a
b,h,j,g,h,a,c,j,a,i,e,c,f,j,b
d,c,e,h,b,b,a,i,i,i,f,c,c,d,f
e,j,d,e,h,b,e,j,h,b,h,i,h,g,c
j,g,a,f,b,h,e,f,c,j,f,c,a,d,d
d,h,i,c,f,c,i,e,j,i,a,i,e,d,e
j,a,e,h,d,a,f,e,h,b,e,d,j,j,c
e,e,a,b,b,b,e,i,h,g,h,a,h,c,g
d,d,a,h,a,d,b,i,f,a,b,a,b,f,c
f,a,g,i,e,j,g,f,i,d,c,d,d,a,g
j,d,a,c,f,i,e,h,c,d,e,d,j,b,g
g,e,b,j,c,d,j,c,c,d,e,c,d,i,j
g,d,d,h,h,f,h,f,c,j,a,a,f,a,d
e,j,f,e,a,e,e,d,d,j,j,a,c,d,f
j,e,d,a,f,e,h,e,a,g,b,j,b,f,g
c,c,a,c,d,d,e,a,c,j,j,b,e,a,f
f,h,d,g,i,d,e,d,a,i,g,c,b,j,g
j,c,c,j,j,e,i,g,d,h,e,c,e,f,c
j,e,c,h,j,b,a,d,j,f,i,d,c,e,g
c,j,g,c,i,d,g,b,h,e,e,i,i,d,f
a,j,d,a,a,i,b,f,j,h,f,f,b,b,a
