var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
d,s,n,l,k,e,o,d,p,e,f,d,j,k,l
e,j,s,l,i,b,i,k,n,c,m,a,a,c,j
l,h,c,t,b,d,i,k,f,g,b,b,c,a,b
t,n,f,l,g,j,t,t,o,c,a,p,h,a,k
n,t,s,m,m,c,c,k,l,n,s,r,j,m,f
a,j,l,e,j,r,e,o,t,l,f,g,c,k,a
n,s,o,p,c,d,h,a,r,a,g,d,p,a,n
l,c,e,q,b,l,k,i,a,b,c,d,a,m,j
m,c,s,h,c,b,r,l,r,f,e,p,q,j,h
h,a,r,q,q,q,l,i,l,i,b,j,q,g,l
s,j,r,a,a,d,s,s,h,e,h,a,e,o,p
a,c,b,f,q,a,o,t,l,t,h,t,q,t,j
l,h,s,j,h,b,c,n,o,h,b,m,a,f,j
f,t,e,h,h,h,e,g,a,e,n,h,c,a,a
s,q,c,r,h,r,l,i,k,h,c,a,s,s,f
p,n,c,c,s,a,d,i,g,r,r,t,r,q,m
f,j,m,h,r,l,s,l,o,o,j,r,j,m,f
e,d,s,l,n,t,h,d,j,e,e,o,b,a,k
n,o,c,p,g,a,p,t,e,l,f,b,r,s,p
m,t,r,l,h,e,e,i,j,p,b,n,g,f,t
i,c,p,o,o,a,t,f,c,d,i,i,c,b,l
f,k,s,r,d,c,s,k,r,s,h,g,s,i,q
l,k,i,r,g,b,d,j,a,o,c,b,a,a,j
b,h,s,r,q,s,s,f,f,b,o,i,r,e,h
b,q,m,t,n,d,p,c,f,h,e,g,g,g,n
a,t,h,f,q,d,i,c,l,h,i,s,e,a,f
r,e,l,c,d,d,r,r,c,h,h,j,g,q,a
r,c,t,q,q,e,g,o,b,i,s,a,n,k,b
o,a,d,g,g,s,r,d,o,k,p,q,m,b,o
s,e,r,h,s,a,o,t,t,m,t,b,c,p,b
n,q,b,e,j,l,t,p,e,g,p,r,s,m,e
r,b,s,g,h,j,n,d,p,l,e,b,k,r,e
p,r,j,l,r,d,r,k,q,b,c,g,a,f,i
e,j,q,s,f,o,s,k,q,h,c,g,c,t,j
s,t,r,q,g,l,l,r,q,e,p,f,g,h,n
s,n,s,h,c,j,p,f,m,l,l,m,m,a,l
s,m,n,s,q,h,o,k,q,c,b,o,s,b,o
m,c,l,i,d,b,c,a,h,c,r,a,n,h,g
o,c,n,l,m,g,i,r,j,o,k,a,l,e,l
m,j,o,b,q,d,o,k,k,m,c,g,b,a,o
b,c,f,m,o,o,t,k,g,l,t,e,d,k,o
l,r,j,s,j,m,t,f,r,i,e,b,b,d,d
a,n,s,g,g,m,o,p,f,t,c,b,q,o,r
k,q,r,d,e,m,g,c,g,l,j,j,c,r,d
e,t,h,m,h,n,r,i,m,p,c,q,n,l,l
l,q,s,h,n,c,g,o,f,a,o,t,f,k,g
n,a,g,q,q,d,l,e,l,h,b,f,n,i,m
j,a,d,g,g,t,l,f,f,e,f,r,b,b,s
c,q,s,g,i,c,q,o,f,b,a,b,r,c,b
f,r,h,p,s,q,o,t,b,e,t,b,h,k,n
b,r,b,i,j,g,g,r,j,k,d,a,b,a,r
