var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
d,b,n,l,k,j,e,d,b,m,p,d,j,k,q
q,r,r,t,t,b,i,k,n,c,m,a,a,g,j
a,h,c,t,b,d,n,o,f,g,b,b,k,c,l
t,n,f,p,t,c,c,e,o,c,a,p,h,i,k
f,c,s,s,m,c,j,b,d,n,s,n,p,m,f
c,j,b,e,j,r,e,o,t,l,a,g,q,s,e
a,s,o,o,c,q,s,a,b,a,g,d,p,a,t
l,c,g,l,e,o,m,f,a,b,t,d,a,b,c
m,c,a,h,c,s,r,l,i,f,m,p,q,j,c
a,a,e,q,q,q,l,c,l,p,b,s,q,g,l
e,e,l,c,r,b,s,s,h,i,h,h,e,o,i
a,c,b,f,l,a,k,t,s,t,l,t,b,t,a
d,h,d,j,o,b,c,n,m,q,b,d,f,s,j
d,m,h,h,h,h,b,n,b,g,n,h,i,a,n
s,b,c,r,j,r,l,e,k,l,q,a,s,s,l
d,n,j,c,o,j,d,n,k,k,r,t,p,e,m
f,c,m,h,c,h,r,l,o,o,r,g,j,n,b
p,d,i,p,n,a,s,d,q,e,q,i,i,n,h
h,i,c,k,b,a,p,t,e,s,f,o,r,l,p
q,t,g,l,m,o,d,h,l,p,d,t,a,f,t
h,m,p,o,b,i,j,d,c,m,q,i,c,g,l
g,k,d,t,d,c,k,k,b,r,h,e,s,t,l
g,k,q,r,c,m,d,j,a,q,c,f,o,f,p
b,r,b,r,o,t,s,m,f,b,o,h,d,e,b
n,q,r,t,t,o,p,l,o,a,c,g,p,e,n
d,f,h,f,q,b,b,l,o,h,i,h,d,n,f
r,e,k,e,d,t,r,l,c,q,h,j,o,t,k
r,m,t,q,m,e,g,d,a,i,s,a,n,p,j
k,n,r,g,p,f,j,i,e,r,p,q,d,b,o
s,e,r,g,s,a,o,t,p,e,q,e,c,o,b
c,l,s,e,p,a,p,p,e,d,q,r,a,m,e
r,b,g,g,r,j,n,j,p,l,i,p,b,r,e
g,g,j,l,r,d,r,a,s,b,j,t,h,c,k
e,e,q,o,k,o,f,h,r,h,g,g,c,t,l
j,k,j,q,g,i,c,e,n,j,p,t,p,d,n
i,j,m,e,c,k,l,e,m,l,l,m,m,j,l
b,m,d,s,q,h,i,k,q,c,b,o,s,g,r
o,d,k,p,b,b,s,b,i,c,a,n,l,h,g
o,c,g,r,k,g,g,r,g,o,l,a,l,e,l
q,g,o,b,p,s,o,a,k,m,c,k,d,a,o
b,e,i,m,o,d,a,k,k,k,c,e,d,b,o
b,r,j,s,l,m,k,b,c,f,q,i,l,d,d
a,p,s,r,g,h,o,p,q,t,q,r,q,f,p
q,f,f,h,a,m,g,c,d,l,l,j,g,r,d
m,d,o,a,q,n,r,a,m,i,c,k,n,l,l
m,o,p,s,k,c,n,n,d,a,o,e,k,s,g
g,j,t,q,q,d,s,e,a,s,b,f,b,i,k
j,a,d,m,c,t,l,f,f,r,p,t,b,b,e
c,e,d,g,p,q,q,q,g,b,a,h,r,s,b
b,n,g,i,s,q,i,l,b,e,n,b,k,k,n
n,l,m,e,j,g,g,a,j,k,d,t,b,s,b
i,p,h,b,b,p,b,i,t,p,p,e,p,n,b
b,h,g,j,m,g,g,h,a,d,l,l,n,d,h
q,e,j,q,m,e,s,j,c,l,j,j,g,r,a
k,l,c,c,f,e,l,d,j,c,p,d,d,m,b
g,j,n,t,n,k,k,d,k,n,j,b,m,j,n
b,s,t,b,c,n,m,j,b,d,m,s,i,f,i
d,l,l,g,c,i,n,f,k,q,g,p,f,h,f
b,i,b,s,s,p,n,b,e,f,e,b,h,c,r
g,q,c,r,l,h,t,k,e,d,g,n,b,o,p
m,r,h,e,h,g,i,r,r,t,h,m,p,e,p
a,m,b,j,l,p,i,n,o,h,t,d,e,o,c
m,g,k,e,t,g,t,k,o,h,i,g,h,p,s
d,g,r,b,i,n,d,r,h,t,t,l,g,h,e
g,g,c,c,a,a,f,f,j,h,t,i,o,m,d
k,i,c,q,m,r,k,i,t,n,e,o,t,r,t
m,t,s,m,q,r,j,c,j,j,k,o,p,e,s
b,f,p,o,i,a,r,f,q,h,b,c,n,n,n
f,g,p,r,o,r,q,a,g,t,s,r,i,p,n
e,c,s,m,t,o,o,d,k,c,a,m,e,a,r
l,m,r,h,e,i,t,o,h,s,l,t,f,j,g
g,n,l,f,l,b,q,c,b,h,o,a,g,q,i
e,f,b,g,q,h,g,k,q,d,t,f,g,q,e
i,q,t,p,p,o,e,t,s,g,t,p,s,o,j
k,i,e,h,j,g,n,o,e,o,j,t,o,q,r
a,t,c,g,o,o,p,q,c,q,m,a,h,q,d
q,b,n,k,p,q,r,n,k,a,n,a,n,a,c
p,n,r,o,i,o,i,i,i,g,m,h,m,t,i
s,e,q,a,g,e,b,r,e,o,p,k,j,l,d
i,k,s,p,p,m,m,t,t,g,q,h,o,s,b
t,d,l,o,s,r,s,b,l,d,o,f,n,d,k
s,s,p,j,l,b,j,d,g,r,h,e,f,k,c
p,b,f,b,c,d,f,n,f,s,n,q,q,c,r
p,o,r,c,k,s,f,n,i,h,e,b,f,k,b
l,p,t,j,g,i,c,s,b,d,o,s,b,o,d
n,f,c,c,m,q,r,d,f,i,h,f,d,a,c
g,b,r,l,l,i,m,r,r,p,o,q,p,c,f
j,h,d,g,f,t,e,m,g,m,t,i,r,b,o
p,h,c,h,o,j,r,a,l,b,m,n,j,t,r
e,t,a,g,p,o,l,o,k,k,m,m,i,c,n
d,p,g,e,s,d,g,n,h,k,s,o,a,c,c
q,g,e,s,a,j,r,r,r,g,n,e,t,c,h
e,a,t,k,t,r,a,a,l,o,t,q,a,q,d
b,e,o,m,g,s,i,f,b,s,i,p,t,c,h
j,p,b,e,b,c,g,f,o,c,m,r,i,n,h
p,o,j,n,t,p,o,j,e,p,n,d,c,a,i
a,f,f,s,c,c,g,c,k,m,j,b,n,e,c
j,h,r,f,t,e,f,t,d,j,a,i,b,s,s
h,g,g,h,m,d,j,q,r,s,m,j,c,i,j
p,d,m,p,k,c,t,g,g,q,i,o,b,m,e
n,l,r,d,j,c,f,d,i,r,n,r,o,k,r
s,s,r,m,r,r,s,i,l,k,m,n,i,a,c
o,t,k,o,n,a,t,d,b,b,i,s,b,i,a
a,d,l,g,l,a,q,f,l,o,o,c,f,t,i
i,s,k,q,b,d,m,s,c,f,c,j,f,d,r
k,s,f,f,s,p,p,d,b,n,d,k,a,s,c
e,h,g,l,q,c,s,d,b,g,t,i,r,m,h
n,j,a,o,k,a,a,p,h,r,k,k,g,j,e
g,k,c,k,m,t,r,t,o,e,j,r,n,o,h
c,k,j,r,j,n,d,m,j,p,b,s,f,m,s
g,g,o,r,q,k,c,m,f,k,l,c,q,e,m
o,m,d,r,m,s,r,o,j,l,i,l,i,l,c
j,n,p,b,l,p,c,h,i,i,q,h,d,q,c
b,k,g,b,t,a,f,o,t,o,g,r,b,f,a
q,j,q,e,t,l,m,j,g,h,e,f,h,k,o
k,t,b,q,e,n,f,i,l,o,h,s,r,m,k
