var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,n,h,g,l,l,a,k,n,l,d,h,i
i,d,c,j,i,i,l,a,o,d,o,n,l,k,n
j,e,g,m,b,o,h,k,m,c,a,h,a,g,i
f,e,i,l,f,f,d,h,n,h,a,f,n,f,j
e,c,n,h,i,n,a,g,c,h,e,o,m,h,e
c,d,d,c,c,o,f,g,l,a,g,m,b,i,g
l,l,n,k,g,k,f,b,o,l,h,f,d,g,b
i,n,d,g,i,j,l,l,k,a,d,f,o,h,k
h,n,l,d,h,h,n,l,o,e,i,a,j,k,e
b,f,l,h,n,f,d,b,k,h,h,h,k,g,h
n,g,n,m,b,h,l,l,a,h,h,k,k,i,a
a,o,d,h,c,m,l,f,j,n,a,f,l,d,f
a,j,o,b,n,h,e,k,n,e,a,a,b,f,i
f,g,h,m,m,j,e,b,g,c,m,a,i,e,h
l,b,k,o,m,d,o,o,f,a,m,b,i,k,d
n,c,m,m,f,h,g,e,h,i,l,o,a,a,n
b,g,d,c,b,f,o,f,j,c,i,f,g,n,o
n,c,g,e,g,e,j,o,n,h,g,g,l,j,f
a,i,a,c,i,g,m,e,d,f,d,c,e,e,e
c,h,e,b,c,j,b,m,b,n,a,d,g,f,b
b,m,m,f,l,o,i,g,c,b,j,b,n,m,e
c,h,b,m,g,j,f,o,a,e,h,a,c,d,b
o,g,m,g,a,m,l,i,f,n,n,h,b,e,n
a,n,n,j,o,h,n,g,l,a,e,b,l,c,k
d,n,l,b,e,k,l,m,b,i,l,n,g,k,j
i,n,b,m,l,f,f,l,k,l,o,a,f,h,n
b,k,a,l,b,j,k,g,b,j,f,k,k,l,a
l,n,a,d,c,f,b,c,k,a,o,h,d,c,b
o,g,l,c,a,l,e,g,m,b,e,l,b,k,l
b,g,m,k,a,j,d,k,e,h,l,d,b,m,k
j,n,f,h,n,f,o,o,h,k,g,a,l,h,g
m,j,h,n,b,a,j,g,e,h,o,k,i,m,m
j,g,n,i,a,o,d,a,b,c,l,f,j,k,b
n,k,o,a,j,o,h,a,j,b,a,g,h,j,h
a,m,h,b,d,a,b,g,l,h,o,i,o,j,e
h,j,n,o,c,i,c,o,f,i,d,n,l,g,a
b,j,i,k,n,k,c,j,f,o,h,f,b,b,n
b,a,n,o,l,g,b,f,e,h,d,i,b,b,i
c,j,h,h,h,h,m,g,b,k,j,h,b,m,k
e,d,k,f,n,g,n,k,k,e,e,c,a,g,b
i,o,a,b,c,d,e,a,b,f,g,m,n,e,b
f,h,m,e,f,l,l,a,k,o,o,f,l,c,h
n,j,k,b,b,c,o,o,b,a,i,n,l,m,j
o,g,j,k,c,i,o,b,j,l,k,l,i,l,m
h,a,f,n,d,j,g,f,h,g,i,b,l,g,i
j,l,k,a,c,d,j,a,k,a,o,a,b,m,m
j,m,l,b,l,o,l,h,l,b,o,d,b,f,e
l,g,c,j,i,m,f,n,k,h,m,a,o,d,m
m,h,g,g,n,g,i,a,f,a,n,h,k,i,f
h,e,c,e,f,j,h,d,j,j,o,a,b,b,i
a,h,j,o,f,o,f,i,l,k,m,m,a,b,j
a,g,n,b,c,j,m,k,h,l,a,i,b,h,j
l,l,b,a,m,l,f,j,i,i,n,m,d,m,h
a,b,n,o,e,b,n,a,h,a,j,a,l,k,m
n,o,k,j,m,i,h,o,h,f,g,a,n,k,m
j,o,l,m,j,i,h,f,h,f,f,n,g,c,n
h,l,g,a,b,d,e,g,l,c,d,a,c,g,h
j,b,k,c,g,m,h,a,h,k,l,f,k,h,b
h,d,i,m,c,g,f,e,k,a,k,o,d,b,k
a,o,k,i,j,n,b,k,m,b,m,d,i,a,a
l,i,d,i,d,f,l,m,j,k,l,c,b,e,g
m,l,c,c,e,f,m,e,f,l,d,k,k,c,b
c,a,m,j,h,f,b,n,f,i,i,k,l,f,o
f,f,f,i,g,f,o,j,f,n,c,c,l,m,n
i,j,m,n,h,m,d,o,l,a,e,l,b,m,h
f,b,g,f,f,k,c,k,f,k,k,e,i,m,j
l,g,d,f,c,j,b,k,o,c,f,b,i,f,l
m,m,n,g,d,o,l,i,f,i,k,k,d,m,b
i,j,a,m,m,g,d,l,a,h,m,b,a,h,h
a,f,g,h,b,g,c,k,g,e,h,c,b,f,e
n,h,e,a,j,o,j,e,l,c,d,i,o,d,i
l,d,h,j,b,f,l,a,m,i,h,b,a,i,e
j,b,k,k,f,k,e,o,n,h,b,m,o,c,d
a,k,f,j,i,f,g,g,a,i,o,m,k,k,n
j,i,e,j,h,n,d,i,h,h,d,a,l,k,a
m,c,b,h,j,g,o,a,e,g,c,b,e,f,f
b,o,k,m,o,m,h,h,m,b,o,f,n,n,f
a,g,k,e,j,k,e,o,i,g,e,h,k,e,b
o,l,j,b,g,a,h,k,k,g,j,f,b,i,a
o,h,o,a,o,h,n,o,e,l,h,h,g,a,h
