var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,g,h,k,g,g,h,k,e,g
o,n,d,k,i,m,i,g,f,f
d,e,f,k,j,n,o,o,o,l
i,e,j,d,c,b,m,g,k,b
g,b,o,a,i,h,h,m,b,a
g,m,g,g,f,g,n,j,m,g
i,o,o,a,k,a,j,i,f,f
e,b,a,k,i,h,g,k,c,g
j,a,g,i,i,m,a,n,f,m
m,c,l,j,g,n,m,k,c,f
d,f,g,e,j,d,k,h,e,f
c,l,a,d,g,n,h,d,b,b
d,f,h,m,n,f,k,o,f,m
j,i,d,g,g,g,j,d,e,j
j,b,g,g,g,b,f,b,n,g
d,j,b,k,d,g,h,a,d,g
i,a,g,a,j,o,h,g,b,d
d,j,b,k,i,l,g,j,l,d
c,i,k,f,i,k,l,a,e,o
h,e,e,e,l,h,g,m,l,d
f,i,h,m,i,o,h,a,m,o
n,b,o,e,n,f,c,k,b,m
i,b,e,o,a,n,g,j,l,b
m,l,b,m,l,o,d,m,j,l
h,e,o,j,m,c,g,m,l,j
o,o,j,k,c,h,j,k,l,m
j,o,m,d,j,n,b,j,l,o
d,j,b,o,f,h,a,g,f,j
k,f,g,b,a,l,j,f,g,h
b,f,g,h,a,g,g,d,e,f
k,j,e,l,i,j,n,b,b,o
l,i,h,g,f,m,f,d,j,f
m,b,b,k,a,g,m,j,l,e
l,f,n,a,e,f,j,h,b,h
c,c,h,g,l,h,a,b,h,f
a,d,i,l,i,h,a,b,b,j
g,i,o,j,n,a,a,f,n,n
h,h,m,k,l,l,a,g,l,f
l,m,f,i,g,g,g,j,j,b
d,n,i,h,a,l,o,g,n,m
g,l,h,k,g,b,j,m,c,m
k,a,c,k,o,h,h,k,l,o
d,i,h,j,n,l,b,b,m,a
i,m,i,m,c,f,f,l,d,c
i,k,f,c,b,h,l,g,m,l
k,a,h,d,g,h,k,g,c,g
m,m,d,n,f,l,g,c,i,j
a,d,a,m,i,n,n,l,c,h
e,d,b,o,n,f,k,h,m,f
n,e,i,k,d,f,f,n,d,i
h,e,h,g,i,l,n,k,f,b
e,n,g,m,j,o,l,m,l,n
d,l,l,l,d,h,n,n,m,l
e,l,o,g,c,g,g,k,k,n
d,l,g,m,k,l,g,b,e,h
l,i,l,e,m,h,h,g,c,d
a,g,b,c,j,f,g,g,f,j
a,b,m,l,b,f,d,h,j,h
n,o,n,k,a,f,n,a,c,g
d,m,e,m,a,g,m,e,b,o
i,f,o,l,k,e,d,m,a,n
l,a,h,b,m,d,g,a,d,i
d,i,h,m,g,j,o,l,n,j
k,n,b,m,i,n,i,i,l,m
o,d,c,k,j,g,f,b,l,g
n,b,f,j,i,g,a,m,f,b
