var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,h,n,d,n,k,m,a,j
h,b,o,h,h,d,d,a,c,j
f,o,g,m,l,h,i,j,l,f
j,o,m,e,m,c,n,f,b,l
k,m,j,i,o,j,e,b,i,m
d,b,a,g,c,d,l,b,c,g
a,n,e,l,c,b,j,j,m,i
h,b,j,f,h,i,d,m,k,a
c,e,e,n,h,m,i,m,c,h
c,c,e,c,d,h,n,j,f,l
h,a,a,d,l,a,i,m,a,l
i,g,a,e,c,d,n,o,i,i
j,a,h,n,d,b,k,h,b,h
f,b,a,g,i,o,j,j,o,f
l,d,n,j,a,c,b,d,g,g
j,m,i,m,j,d,a,n,n,k
m,a,a,o,l,g,b,o,i,f
j,m,f,f,c,g,k,j,k,l
i,n,l,o,h,n,f,g,k,a
g,c,b,h,j,d,m,l,j,j
g,l,k,c,c,i,o,l,d,c
d,h,b,c,c,o,m,d,i,h
b,a,k,c,g,l,d,e,b,i
o,c,f,h,g,m,g,b,m,n
g,e,c,j,j,a,k,l,j,k
h,e,i,d,n,g,j,a,i,c
m,c,l,e,l,i,c,b,j,o
n,d,l,j,e,g,l,a,c,o
f,a,h,o,g,i,i,b,l,n
e,a,k,b,g,o,m,h,e,l
h,e,l,i,h,h,g,d,d,f
b,k,d,o,l,d,k,b,d,l
g,j,f,g,g,c,n,c,j,m
j,a,h,e,f,c,j,n,i,n
m,l,d,g,o,l,h,b,e,e
c,i,j,l,h,d,h,j,i,k
m,n,a,b,d,a,h,i,g,d
a,f,b,g,b,n,g,k,o,l
d,h,d,k,i,m,d,b,m,i
k,o,n,c,b,c,i,o,f,h
h,g,e,m,g,c,k,n,j,a
c,h,k,f,m,d,e,l,e,a
j,k,e,c,h,b,b,i,j,d
o,d,j,h,b,d,m,j,o,j
a,d,f,a,c,i,f,n,c,b
a,e,n,h,j,c,k,n,f,o
c,l,i,m,b,e,a,k,e,a
n,e,o,h,h,h,l,f,f,a
o,h,g,j,d,n,o,o,g,g
d,o,j,f,o,o,c,a,n,b
j,e,h,e,h,j,l,e,f,i
d,a,l,h,m,o,f,l,e,c
j,f,e,k,a,i,l,i,h,k
i,h,c,g,j,n,i,i,n,g
j,g,a,c,o,j,c,g,e,a
i,m,e,f,k,d,g,o,n,a
c,j,f,k,l,l,j,k,e,g
c,j,n,j,c,h,g,n,m,g
d,n,m,d,o,l,i,g,f,g
l,i,j,l,n,e,n,k,i,n
n,e,a,m,j,j,m,l,h,d
b,k,o,c,j,c,k,g,h,o
c,f,e,k,i,g,k,f,g,b
f,c,f,e,c,g,b,i,j,e
h,i,k,l,l,n,k,d,e,g
i,j,g,c,m,a,h,h,c,i
h,a,a,g,m,i,m,f,c,f
d,l,b,j,o,i,d,a,h,a
n,i,l,d,a,n,o,f,o,k
