var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,l,h,l,t,o,k,b,e,c
e,o,k,n,j,a,o,l,c,a
n,k,l,n,e,r,h,a,n,j
t,h,f,l,h,d,s,r,d,a
d,o,m,s,d,j,r,n,l,e
t,s,k,r,c,i,e,a,s,k
k,o,c,e,f,h,l,s,o,t
e,t,n,e,m,s,q,f,i,g
h,a,b,k,f,d,k,f,b,n
i,a,n,p,o,h,d,t,h,k
f,b,t,o,a,r,l,e,q,d
k,b,k,j,s,m,g,n,m,k
s,k,o,q,i,a,s,g,f,p
s,e,h,k,i,k,c,g,a,h
f,l,d,g,i,i,d,r,g,b
d,h,g,o,s,o,i,g,e,f
d,c,q,k,n,r,k,f,d,o
c,o,p,l,b,m,l,b,k,m
o,p,s,f,e,m,q,h,p,h
e,o,t,h,d,f,i,d,h,r
o,e,a,e,l,l,r,b,k,c
n,n,o,n,g,e,g,l,a,n
h,n,b,g,f,b,i,i,i,p
b,i,k,g,l,e,c,k,t,t
b,p,t,n,b,r,j,f,q,t
s,t,i,j,s,r,i,f,n,s
j,d,j,r,b,r,k,f,n,q
j,e,r,p,d,g,b,b,i,d
p,l,t,h,k,n,r,j,p,f
f,b,t,t,p,m,m,h,e,k
a,m,m,r,c,b,j,e,b,f
j,l,l,h,n,o,h,r,e,b
n,q,g,g,b,r,k,n,m,g
c,b,e,e,t,f,t,k,o,s
e,n,g,p,r,k,s,r,c,m
o,b,q,r,d,o,d,r,f,b
f,e,j,s,o,k,b,l,i,a
h,o,d,l,e,a,e,s,r,a
q,c,l,r,t,p,i,g,s,o
p,a,c,b,a,d,m,o,g,c
b,b,d,a,a,r,p,l,g,b
h,i,g,s,s,b,n,n,n,l
k,d,m,i,o,k,m,e,b,k
e,j,f,k,a,b,b,h,l,b
h,b,h,a,i,s,k,g,f,r
h,f,a,s,t,k,h,o,l,t
g,s,n,p,o,r,l,r,i,e
i,a,h,h,f,e,d,c,t,n
a,b,o,h,k,h,f,a,j,g
b,t,l,q,b,h,o,k,a,c
r,b,q,o,c,p,b,m,k,l
m,t,i,b,e,q,c,j,s,o
b,k,l,c,d,c,b,d,i,p
f,j,g,m,k,g,s,j,n,k
p,m,s,m,b,g,d,b,k,a
n,t,n,n,b,c,n,b,g,e
b,c,r,b,c,s,f,i,a,i
s,m,d,h,m,l,h,c,p,c
