var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,l,h,t,t,o,e,b,l,c
e,i,d,p,h,a,o,l,c,a
k,k,l,n,e,r,h,d,t,j
t,j,f,l,h,d,s,r,d,a
d,o,m,s,d,j,r,b,l,e
a,s,t,r,c,i,e,a,i,k
j,t,c,e,f,h,l,s,d,t
l,c,n,e,m,f,q,c,i,g
h,a,b,k,f,d,a,f,a,n
e,a,c,p,o,h,d,t,h,r
c,s,d,o,n,r,l,h,q,d
k,b,k,j,s,m,g,c,m,k
s,k,n,h,l,a,s,g,f,h
s,r,i,k,i,k,c,q,a,n
f,l,d,g,c,i,d,r,g,b
g,h,g,o,l,q,i,l,g,n
d,c,q,k,n,r,l,f,d,o
g,a,p,l,b,m,l,b,e,m
r,r,s,f,r,m,q,l,q,h
e,n,l,t,d,f,i,d,k,r
o,c,a,e,l,l,r,b,k,c
c,n,o,n,g,e,g,l,a,n
l,n,b,g,f,b,i,i,i,p
b,i,k,g,g,e,s,c,t,t
n,p,t,n,h,r,j,f,d,t
p,m,i,j,o,e,s,f,d,s
j,d,m,r,g,r,k,f,n,n
j,r,r,p,d,g,b,b,m,a
p,j,t,h,k,n,r,j,p,k
f,b,l,t,p,m,o,h,e,k
a,m,m,r,h,b,j,e,p,f
j,l,l,j,n,o,h,j,e,b
n,q,g,l,b,r,q,n,b,g
c,b,e,o,t,j,t,l,o,s
e,n,g,p,r,k,s,s,b,k
j,s,c,r,p,o,d,r,b,b
e,e,r,s,o,k,b,l,i,a
e,o,d,l,e,a,e,s,r,a
i,c,l,g,t,p,i,g,j,o
e,s,c,b,o,d,m,s,g,c
j,b,d,a,a,p,p,l,j,b
b,i,g,s,s,b,g,n,n,l
k,d,m,h,r,k,m,e,b,k
e,j,f,k,a,b,b,t,l,h
f,o,j,b,i,s,k,l,f,d
l,e,b,s,t,j,h,a,l,t
n,l,r,p,o,r,l,r,i,h
i,a,o,a,f,e,d,c,t,n
a,p,o,h,l,h,r,a,j,g
b,d,a,q,j,h,o,f,a,m
r,m,q,q,c,p,b,s,k,l
m,d,i,q,e,a,e,j,s,o
b,k,b,n,d,p,b,d,i,s
e,d,g,p,d,g,h,i,n,k
p,m,s,o,t,g,n,b,k,a
n,s,h,n,b,c,n,b,q,e
j,t,r,h,c,s,f,i,a,i
s,m,d,l,f,l,h,c,p,p
b,r,a,s,p,q,h,n,p,k
n,p,s,n,s,k,n,f,p,i
h,c,i,r,i,p,o,m,o,k
k,e,k,c,s,q,o,j,l,a
h,q,j,r,o,p,n,l,h,s
s,q,t,b,j,s,i,m,q,k
n,q,s,o,r,m,t,c,k,s
p,r,s,p,d,e,e,j,s,m
j,b,f,a,e,i,r,t,o,q
e,j,a,e,m,m,h,c,b,s
a,r,a,g,t,m,f,s,j,k
c,c,m,a,h,h,m,l,g,a
l,e,o,k,m,l,r,a,g,h
n,k,d,j,s,a,f,t,a,s
d,j,k,s,o,d,r,l,b,i
a,p,j,l,k,d,e,j,e,o
p,m,n,k,c,q,s,a,p,o
k,g,s,h,l,r,j,t,n,p
e,l,c,f,k,h,k,g,l,t
k,n,i,e,j,h,c,j,s,j
j,b,e,i,r,o,e,j,p,o
a,n,h,l,k,b,q,h,s,h
t,o,d,e,p,i,l,b,h,i
f,t,a,p,s,a,r,b,j,k
g,l,f,l,a,r,t,s,t,h
g,f,a,o,t,d,t,g,r,s
a,m,c,c,r,b,s,k,a,i
r,b,s,o,d,h,k,c,t,k
n,l,t,t,p,l,q,m,o,r
i,d,o,h,q,e,e,k,i,h
g,q,s,g,l,o,a,s,h,g
i,g,b,h,k,f,d,j,r,f
s,r,h,r,j,r,b,g,q,t
e,j,c,i,a,o,k,m,o,j
c,j,b,f,h,h,p,s,h,o
b,b,c,a,c,d,o,j,a,h
i,d,k,a,e,j,b,s,r,b
g,f,g,d,h,b,m,n,p,q
k,j,f,s,f,j,h,t,g,c
i,k,t,j,h,g,t,h,l,q
o,l,d,n,d,r,r,i,o,h
g,n,q,f,t,k,c,q,j,p
r,m,t,m,d,j,t,b,r,n
f,t,t,a,n,i,l,j,h,o
q,g,j,e,b,h,m,b,a,e
k,o,d,r,t,n,f,c,h,e
m,t,j,p,e,r,q,o,c,l
p,e,f,j,p,h,j,b,e,e
a,k,a,t,i,j,s,i,a,m
r,s,b,n,t,m,p,e,q,n
j,n,s,t,m,e,r,i,d,m
a,n,g,g,j,s,i,k,k,s
c,q,c,a,o,l,s,k,e,f
f,e,a,g,d,n,k,a,k,b
i,h,a,b,s,n,i,d,r,d
b,m,l,b,h,r,t,a,t,o
g,s,e,r,r,s,q,o,j,s
p,g,e,p,m,j,t,h,h,o
k,q,s,s,r,c,q,a,r,i
e,t,q,c,n,s,a,c,b,t
j,t,m,a,d,f,c,q,h,o
g,n,o,o,d,o,t,k,p,t
l,n,m,d,c,m,l,l,f,o
f,m,m,d,l,n,s,e,l,k
a,s,e,a,g,d,f,n,l,r
m,h,f,p,t,d,n,k,i,r
g,f,b,d,s,c,e,k,p,f
l,b,d,j,i,h,n,l,l,k
f,m,f,b,m,b,k,b,r,c
j,o,a,l,s,b,r,i,h,o
m,a,j,s,h,d,p,r,g,i
i,f,o,c,h,q,g,f,d,m
b,o,r,j,i,i,q,d,l,h
j,b,n,g,k,h,h,c,j,c
n,q,m,s,i,e,r,l,r,p
t,e,d,l,m,d,c,d,l,s
k,b,r,t,p,i,r,f,j,q
j,d,s,o,a,e,e,g,f,m
i,s,m,q,f,q,d,s,a,t
i,t,e,o,d,k,b,h,b,o
o,d,k,q,p,b,s,b,f,g
g,b,c,e,s,h,i,n,n,q
l,t,g,i,g,n,l,k,s,n
d,m,a,g,t,d,m,b,a,h
o,k,c,t,l,b,e,i,e,p
f,t,b,o,s,n,j,s,d,k
c,f,s,r,n,r,s,i,p,h
l,q,q,n,r,k,s,b,m,n
j,m,e,i,c,j,n,r,l,g
o,b,d,o,t,h,p,p,a,p
k,c,t,d,a,r,j,k,s,r
e,m,q,t,p,n,h,n,p,b
g,m,b,p,c,o,a,n,a,b
q,t,j,g,e,j,h,n,n,j
e,r,p,o,b,o,h,f,m,o
o,d,c,f,o,k,d,d,r,m
d,l,h,j,p,k,e,e,e,r
b,d,i,p,m,h,t,i,q,p
h,b,n,q,k,q,j,n,l,i
n,s,d,o,j,j,a,c,b,r
k,o,d,f,f,s,m,i,s,h
l,q,c,p,t,g,i,j,a,d
e,p,j,n,i,l,c,d,n,c
h,t,b,g,n,s,r,s,r,c
j,c,n,q,g,d,i,s,p,a
o,r,q,m,j,g,m,c,g,n
f,s,a,h,m,o,p,m,e,d
e,s,j,n,p,n,p,e,n,d
d,p,r,j,i,h,s,b,h,p
o,m,l,r,q,d,h,f,p,m
q,e,m,f,k,o,c,q,j,d
i,t,l,r,p,h,s,h,i,t
m,e,c,s,i,n,h,c,m,m
e,c,l,k,d,t,e,c,q,p
r,a,t,f,m,m,e,a,i,d
d,j,c,k,h,d,a,t,s,a
f,n,p,a,h,r,n,j,n,q
t,m,s,m,n,j,i,o,i,o
r,r,k,q,n,a,k,t,a,q
i,r,e,q,m,q,s,d,i,i
g,h,c,q,h,h,n,d,k,k
j,i,o,t,n,q,o,s,a,f
b,a,h,r,q,s,e,l,a,e
m,h,e,i,l,n,h,s,j,c
b,j,f,q,b,e,e,l,g,h
f,k,d,t,h,b,a,a,s,t
j,o,o,g,n,r,n,c,s,s
r,o,r,l,l,a,s,e,o,c
m,l,p,r,p,n,t,f,b,b
p,k,l,a,m,e,s,r,h,l
j,a,s,j,b,g,c,h,g,b
a,s,e,i,i,j,s,k,c,l
n,h,d,l,p,a,b,e,g,h
k,n,b,l,m,q,s,l,s,h
j,r,s,n,t,b,k,j,g,o
h,e,a,j,h,j,m,j,d,b
n,j,n,n,r,a,s,n,b,n
s,e,e,b,k,r,i,a,c,b
e,s,r,a,r,k,r,i,m,m
j,t,t,b,j,p,i,j,n,a
b,k,m,r,i,m,m,s,h,p
s,n,s,a,m,r,m,j,c,s
i,h,q,r,d,d,r,q,c,c
d,h,r,t,a,m,b,n,a,h
a,j,a,l,t,b,a,l,r,q
a,i,b,q,h,f,i,b,i,n
k,j,c,b,a,d,g,q,f,n
a,i,d,f,n,l,o,q,l,e
k,n,h,r,c,a,b,d,b,h
j,h,k,a,d,m,q,c,n,s
j,t,l,j,o,l,p,k,q,n
g,p,h,n,m,j,k,h,i,g
p,m,a,l,g,f,q,e,f,k
k,t,f,q,p,n,t,h,f,l
j,q,a,a,q,l,h,c,n,n
j,r,m,j,f,o,r,k,c,l
d,r,f,r,t,r,i,b,h,p
h,b,d,k,h,l,c,e,s,c
k,d,q,r,t,f,l,b,o,h
n,k,n,m,d,a,i,m,l,o
n,t,j,m,s,k,q,o,q,k
b,r,k,f,i,f,s,d,n,h
s,t,d,i,m,k,r,g,j,h
l,g,r,a,k,i,t,i,d,t
i,p,j,a,e,g,s,i,n,d
p,g,m,r,l,n,b,s,t,s
h,i,h,s,q,q,h,e,d,e
i,e,t,g,r,q,l,s,o,c
j,a,r,d,e,a,e,j,c,p
