var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
m,e,p,n,b,p,m,t,j,h,i,q,h,n,j,n,k,p,j,g
c,o,o,k,r,s,b,b,g,k,q,e,h,f,b,e,o,n,d,t
k,s,q,o,j,t,l,f,l,n,m,s,m,t,b,a,l,m,g,m
r,t,b,n,r,e,p,n,s,k,l,c,g,k,s,i,f,m,t,g
p,o,g,d,q,m,d,c,o,l,r,r,a,p,c,h,s,p,b,b
c,m,e,j,d,i,m,f,d,m,d,b,j,a,g,i,s,q,h,p
i,e,l,t,t,h,i,g,j,j,g,q,e,i,k,a,c,o,j,a
l,b,t,k,e,a,a,k,d,r,o,q,h,k,p,c,l,p,f,k
d,b,n,k,r,e,g,k,j,e,f,c,s,s,p,c,a,d,b,h
n,q,e,q,m,h,f,p,h,d,m,f,j,f,b,b,a,j,k,j
d,m,e,i,h,s,i,a,p,i,r,n,o,g,i,f,o,m,m,m
b,b,o,m,n,b,s,g,f,o,p,f,c,e,m,k,a,f,o,d
m,s,t,f,o,s,h,o,k,f,t,q,h,a,d,n,o,k,r,e
m,j,p,g,c,q,q,o,i,q,e,n,o,c,n,a,g,m,b,k
a,e,i,p,d,i,f,n,b,m,a,e,q,a,b,f,l,n,p,p
m,t,f,i,n,r,c,o,b,t,c,q,e,l,t,g,a,j,q,t
p,b,d,g,a,q,n,k,s,s,q,b,s,b,h,r,n,b,g,p
i,e,a,n,l,b,c,p,n,p,a,g,s,t,f,j,f,b,p,s
p,j,i,c,j,b,a,b,f,q,j,i,f,i,r,c,d,j,m,o
l,i,e,k,q,a,c,l,h,d,p,f,h,p,k,g,i,a,g,o
f,e,r,t,o,n,d,j,m,h,t,r,t,f,b,n,e,t,s,n
k,d,k,o,s,k,n,b,i,e,r,b,q,e,b,m,s,d,n,n
k,d,b,p,t,o,c,c,d,f,o,d,n,s,a,r,h,a,k,d
e,g,o,p,o,k,q,j,c,a,d,n,t,k,f,n,e,t,l,p
e,c,e,o,r,s,j,k,s,j,o,l,e,k,n,l,e,p,g,c
m,q,m,m,m,s,c,k,l,c,p,r,b,b,c,c,i,j,i,k
g,i,m,j,l,k,n,k,l,f,r,o,b,p,s,b,d,s,b,s
g,g,n,q,r,d,k,t,l,i,f,e,p,k,e,i,c,f,g,p
o,f,e,b,i,j,d,m,t,n,i,j,i,h,r,r,s,c,r,t
a,a,e,k,g,b,t,i,a,p,l,l,d,q,e,c,b,f,c,j
c,r,g,j,r,o,j,a,t,b,n,m,h,p,g,o,r,p,r,e
g,e,r,c,r,r,l,c,a,m,t,s,c,t,g,b,a,m,b,o
k,l,f,p,a,k,a,b,n,d,k,f,g,t,s,g,a,t,b,i
n,a,j,i,b,a,r,j,j,c,i,b,d,e,b,s,d,c,m,j
a,d,f,q,f,q,h,n,n,p,i,d,b,j,c,l,c,m,q,n
