var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,i,d,m,a,s,h,e,l,q
b,f,i,m,d,p,o,j,o,c
h,g,r,j,n,a,b,s,t,f
g,p,m,t,d,e,n,p,a,c
r,n,a,e,s,r,e,h,f,s
b,f,l,o,e,k,h,s,p,m
i,n,k,t,i,k,q,g,e,r
j,r,r,r,o,n,c,o,t,d
a,r,h,k,i,t,n,q,s,l
c,s,b,p,l,a,p,t,d,m
c,f,l,i,m,p,q,r,j,g
h,r,f,b,r,q,g,o,i,b
f,g,h,s,b,p,a,a,m,a
o,s,g,k,k,b,s,a,e,a
p,i,t,q,e,k,p,p,c,q
o,j,o,i,r,f,h,a,i,e
r,r,c,r,p,o,k,q,a,h
j,i,i,t,j,q,q,d,r,j
r,k,s,c,n,q,t,n,d,b
a,l,r,m,s,q,j,f,d,n
m,i,e,r,b,o,e,e,r,q
c,l,q,j,g,r,c,j,e,t
j,l,b,q,i,h,f,h,t,a
d,e,f,q,b,g,s,o,l,d
f,b,l,j,d,o,t,q,a,e
o,a,g,k,l,k,a,l,a,j
i,m,a,d,j,m,k,q,b,q
e,e,n,p,s,c,f,b,i,g
t,p,h,h,q,d,e,m,n,b
p,o,l,h,t,q,o,n,k,b
b,c,a,d,q,h,t,r,l,o
i,i,e,h,p,f,b,h,k,m
s,h,o,q,p,o,k,j,l,d
c,o,p,r,a,n,d,t,q,j
p,l,o,p,h,b,a,g,o,k
e,f,c,d,i,f,m,p,l,m
s,d,f,e,l,b,f,j,t,k
r,n,s,t,n,p,e,g,s,c
k,r,r,d,a,j,o,l,h,h
n,s,k,a,q,d,m,g,c,q
d,o,i,g,m,o,l,j,c,m
r,e,o,e,r,h,r,b,b,l
h,m,a,h,l,b,m,r,g,b
q,p,m,k,q,h,f,c,f,m
p,n,k,g,k,s,k,g,m,n
c,a,m,c,g,b,b,a,f,r
s,i,n,p,l,o,q,c,t,p
l,s,q,g,i,m,p,o,o,e
b,b,q,d,q,a,i,i,q,d
d,q,m,j,c,a,o,t,e,k
f,c,c,s,e,j,f,l,t,e
e,m,g,a,n,d,s,m,p,h
d,g,m,f,s,j,f,f,t,i
q,o,o,p,q,c,n,h,b,b
n,c,s,a,a,c,p,e,r,a
s,f,d,j,j,l,g,e,c,s
e,h,n,q,e,s,c,h,e,o
o,c,t,h,i,d,b,o,m,t
d,k,l,e,t,i,b,b,n,l
n,b,s,q,i,b,r,j,n,l
a,e,g,d,k,j,o,l,q,b
h,d,f,f,r,i,o,m,g,j
a,h,j,d,l,j,r,j,c,j
o,h,l,r,c,s,j,l,j,q
s,h,s,i,c,q,d,o,r,t
n,k,b,p,s,k,g,m,p,f
p,f,m,g,n,k,e,c,r,i
d,p,e,r,o,q,k,o,s,j
k,h,e,q,b,q,i,g,h,d
g,r,a,p,d,a,o,j,c,c
j,d,l,k,o,g,f,s,s,p
s,t,h,l,r,p,t,c,l,j
r,e,f,e,l,s,f,j,l,o
q,b,j,t,q,n,h,n,p,j
n,s,h,k,e,j,b,s,n,h
l,t,o,h,b,n,t,c,b,a
b,i,d,c,j,t,l,a,c,b
h,l,g,r,c,n,s,m,p,f
p,o,p,o,h,f,m,l,n,h
b,b,d,t,q,h,c,n,p,p
g,n,t,r,t,k,m,h,d,o
p,q,e,f,r,p,e,a,p,b
t,i,a,q,i,o,d,a,g,p
t,a,l,f,a,t,d,a,s,q
j,c,b,f,h,g,j,l,e,q
f,p,s,i,s,a,k,o,g,g
s,i,l,m,r,k,c,a,q,n
g,g,q,h,f,a,h,t,t,q
t,g,s,r,b,s,n,g,d,d
f,t,b,h,q,c,p,s,c,e
o,k,f,k,d,c,f,q,i,r
q,h,k,o,m,f,k,l,q,f
s,s,b,c,d,k,l,c,d,h
d,o,k,a,e,t,o,o,e,p
l,l,f,o,n,r,f,i,i,c
t,a,o,l,d,h,m,h,p,i
h,p,m,e,i,r,f,c,o,o
i,g,i,b,d,c,d,n,g,l
m,h,r,k,s,o,e,i,q,p
t,n,c,t,a,b,s,d,p,a
f,t,a,n,q,r,d,h,s,t
p,l,p,g,p,k,t,m,d,q
k,t,j,r,j,n,r,e,e,d
h,n,t,h,r,a,i,o,d,h
a,k,n,p,n,o,q,k,o,l
n,q,m,b,t,i,c,a,k,k
g,o,m,m,k,r,a,t,e,f
f,f,b,j,a,q,l,r,j,t
s,t,s,c,o,m,e,n,i,s
b,q,o,q,r,s,j,c,r,r
c,h,k,q,l,l,a,t,e,e
p,d,e,q,s,d,k,s,r,m
c,j,e,a,r,i,q,f,s,g
n,c,r,a,d,o,d,s,p,e
q,f,p,d,d,e,c,h,j,j
n,t,b,p,o,s,d,r,d,h
h,h,r,e,h,m,a,s,s,o
q,q,o,f,p,l,n,g,l,r
e,q,a,g,s,n,s,d,d,b
p,l,b,d,s,f,k,t,i,r
j,l,a,l,e,q,q,q,c,h
t,m,r,l,b,d,f,c,l,b
b,f,n,g,r,g,o,b,f,q
e,e,m,p,d,t,r,c,t,n
t,a,b,f,r,l,h,t,n,e
c,a,h,c,k,a,r,s,f,b
p,c,p,a,o,a,k,t,e,j
i,d,j,q,r,k,m,d,d,p
e,g,c,o,r,f,l,p,c,f
c,a,m,o,d,l,g,q,a,k
d,n,n,b,k,k,c,f,f,p
q,o,h,f,q,a,b,o,h,q
d,h,a,e,k,g,g,j,s,a
g,d,t,t,o,t,s,k,a,j
k,i,e,m,b,k,e,q,s,i
r,m,e,r,o,m,n,a,m,k
l,f,h,s,i,e,p,g,e,e
m,q,p,n,s,b,f,b,l,h
m,p,f,s,t,h,q,j,m,d
t,c,o,r,r,f,e,b,b,i
g,l,o,o,b,d,i,t,p,s
r,g,e,a,a,t,m,j,e,j
m,g,k,m,b,a,h,h,k,p
p,e,b,i,r,d,i,g,a,b
n,a,d,i,p,a,s,h,n,p
r,h,c,j,c,b,a,e,i,t
i,c,p,o,e,r,r,p,q,d
m,e,a,n,a,r,l,i,r,a
h,r,l,l,m,o,t,t,p,e
t,k,c,m,e,d,n,b,r,m
t,c,b,k,e,f,n,b,l,m
k,t,r,q,n,b,s,b,r,f
q,k,i,i,j,f,j,f,i,h
r,m,m,m,n,b,p,f,s,d
r,i,d,s,t,b,m,r,k,n
f,m,a,p,o,l,d,h,j,a
a,o,i,s,q,i,s,p,f,o
s,f,k,t,c,r,n,a,a,n
h,n,q,c,i,s,m,h,p,g
p,h,s,p,q,c,k,m,e,a
b,b,j,m,k,g,s,b,j,e
a,q,b,q,q,s,e,g,s,s
i,r,h,s,g,t,j,d,n,d
m,k,b,n,b,f,m,o,c,d
p,f,e,q,s,f,l,l,k,g
q,f,h,j,t,r,l,r,r,g
r,b,n,k,k,a,o,e,d,a
a,c,r,a,f,t,b,q,h,k
k,d,f,c,q,f,s,b,e,g
l,q,r,d,t,a,a,n,t,f
e,d,g,e,k,d,b,o,i,d
q,r,r,k,s,e,n,o,i,a
f,s,l,c,d,q,h,t,t,g
g,p,d,k,d,m,n,c,k,p
p,l,c,r,q,o,r,m,s,i
t,c,o,n,l,q,j,k,t,t
f,k,f,k,n,p,c,c,s,i
n,n,p,s,o,n,a,f,t,o
t,j,e,j,l,a,r,a,r,b
i,e,i,m,a,i,o,a,e,n
n,s,d,p,f,s,t,j,e,p
e,j,d,o,b,o,b,g,s,q
d,t,m,h,j,m,h,a,c,g
p,g,g,m,d,o,e,s,p,r
i,j,q,i,p,s,o,o,p,j
f,c,q,t,b,p,m,r,q,q
e,r,i,d,t,d,e,s,l,m
n,g,r,g,o,m,a,i,d,l
n,j,s,b,f,r,s,n,c,i
b,f,p,o,q,r,t,t,o,l
s,e,t,q,n,p,f,r,c,p
h,l,b,o,o,l,a,t,h,p
i,k,s,c,a,h,k,m,k,h
r,g,b,b,d,r,m,t,a,m
a,p,h,h,h,p,a,b,l,d
o,p,p,a,q,o,g,s,c,g
q,f,p,g,s,c,e,c,i,t
m,e,l,m,c,j,j,m,f,d
d,g,a,d,j,q,m,t,d,a
a,g,s,g,f,o,m,s,g,d
k,j,c,d,s,c,d,d,o,q
e,s,n,m,p,q,f,b,l,p
b,p,d,c,a,k,n,j,s,i
p,e,b,m,b,n,j,e,t,q
p,p,r,a,m,t,g,d,m,q
b,e,j,o,p,g,l,d,h,s
h,l,d,d,i,p,f,f,l,p
c,j,f,g,s,c,p,o,b,j
l,h,r,n,o,g,c,t,o,t
a,b,d,o,q,c,k,n,t,d
k,c,a,d,g,n,c,r,m,j
h,q,a,s,e,d,d,b,m,l
i,h,e,g,f,s,b,l,b,t
h,m,a,b,i,c,f,t,c,l
r,k,m,d,q,o,f,h,d,a
a,b,t,k,d,g,s,r,p,c
h,a,c,k,a,l,o,e,p,p
q,s,h,n,s,p,j,l,f,h
s,f,f,n,c,b,d,k,g,b
c,k,f,g,k,n,a,f,f,p
o,q,p,o,n,b,e,f,k,p
l,t,n,g,q,s,m,h,a,r
n,b,j,g,n,f,a,h,b,g
q,t,a,d,b,d,a,g,g,j
a,e,d,e,f,h,e,r,d,s
